#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;;;
donate_money_to_fianna;Donate money to the Fianna;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
donate_money_to_fianna_desc;I can donate money to the Fianna in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
donate_money_to_red_dragons;Donate money to the Red Dragon Knights;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
donate_money_to_red_dragons_desc;I can donate money to the Red Dragon Knights in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
expel_red_dragons;Expel the Red Dragon Knights;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
expelled_d_fianna;Expelled the Fianna;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
expelled_d_red_dragons;Expelled the Red Dragon Knights;FRENCH;GERMAN;SPANISH;;;;;;;;;;;x
d_red_dragons;Red Dragon;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
EVTDESCancrel.0111;[From.GetFirstName], the great king of the Celts, is distraught over the ravages braught over by our landless sons. Knowing well their need for battle, he has decided to form a sacred band of brothers consisting solely of celtic warriors.\n\nThose who serve him and the Druids are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed for his court to pick up honor Gwydion's old name.;[From.GetFirstName], le grand roi des Grecs, est angoissé par le peu de courage de ses compatriotes. Connaissant bien notre aptitude au combat, il a décidé de composer son équipe de gardes du corps uniquement de guerriers nordiques.\n\nCeux qui le servent dans la grande cité de Miklagård sont généreusement récompensés et, aujourd'hui encore, les jeunes hommes avides de richesse et d'aventure quittent pour la Grèce afin de le servir.;[From.GetFirstName], der große König der Griechen, ist bestürzt über den lausigen Eifer seiner Landsmänner. Euren Kampfesmut kennend, hat er beschlossen, eine Leibwache nur aus nordischen Kriegern aufzustellen.\n\nWer ihm in Miklagard dient, wird reich belohnt und viele Eurer jungen Männer, erpicht auf Gold und Abenteuer, sind nach Griechenland abgereist, um in seinen Dienst zu treten.;;[From.GetFirstName], el gran rey de los Griegos, está perturbado por el poco ánimo de sus compatriotas. Conociendo bien nuestra habilidad en la batalla, ha decidido formar una guardia que consiste únicamente de guerreros Nórdicos.\n\nAquellos que le sirven en la gran ciudad de Miklagård son generosamente recompensados, e incluso ahora muchos de nuestros jóvenes, ávidos de riquezas y aventura, han partido hacia Grecia para levantar su estandarte.;;;;;;;;;x
EVTOPTAancrel.0111;May they find the excitement they yearn.;Puissent-ils trouver l'action à laquelle ils aspirent.;Mögen sie den Spaß finden, den sie so sehr suchen.;;Espero que encuentren la emoción que anhelan.;;;;;;;;;x
EVTDESCancrel.0120;Your son, [From.GetTitledFirstName], has decided to join with the Sons of Gwydion and seek his fortune at their side! Although he will no doubt gain both riches and valuable battle experience in service of the druids, there will be many perils that could well cost him his life.;Votre fils, [From.GetTitledFirstName], a décidé de s'enrôler dans la Garde varègue à Miklagård et d'y chercher fortune ! Même si le fait d'être au service du roi grec va sans doute l'enrichir d'une importante expérience de combat, de nombreux dangers pourront lui coûter la vie.;Euer Sohn, [From.GetTitledFirstName], hat beschlossen, sich der Warägergarde in Miklagard anzuschließen und dort sein Glück zu suchen. Obschon er zweifellos sowohl Reichtum als auch wertvolle Kampferfahrung im Dienst des Griechenkönigs finden wird, gibt es viele Gefahren, die ihn sein Leben kosten könnten.;;¡Tu hijo, [From.GetTitledFirstName], ha decidido alistarse con la Guardia Varangian en Miklagård y buscar fortuna allí! Aunque, sin duda, obtendrá riquezas y valiosa experiencia en batalla al servicio del rey Griego, habrá muchos peligros que bien podrían costarle la vida.;;;;;;;;;x
EVTOPTAancrel.0120;I will not allow it!;Je ne permettrai pas !;Das werde ich nicht erlauben!;;¡No lo permitiré!;;;;;;;;;x
EVTOPTBancrel.0120;Go to the Circle and make me proud, son.;Fils, va à Miklagård et fais-moi honneur.;Gehe nach Miklagard und mache mich stolz, mein Sohn.;;Vete a Miklagård y hazme sentirme orgulloso, hijo.;;;;;;;;;x
EVTDESCancrel.0125;A heavily scarred warrior clad in strange Ogham inscribed armor approaches your throne, and before he can be disarmed, the stranger relieves your guard of his spear in a swift, fluid motion and tosses it aside. Other guards hurry forward, but you raise your hand to stop them. The stranger is [From.GetTitledFirstName], at last returned from the sons of Gwydion!;Un guerrier profondément balafré, revêtu d'une étrange armure, s'approche de votre trône et, avant qu'on n'ait pu le désarmer, l'étranger, d'un mouvement prompt et adroit, désarme votre garde et jette sa lance par terre. Les autres gardes s'approchent en vitesse, mais vous levez votre bras pour les arrêter. L'étranger est [From.GetTitledFirstName], enfin revenu de Grèce !;Ein vernarbter Krieger in seltsamer Rüstung erscheint vor Eurem Thron und bevor er entwaffnet werden kann, entreißt der Fremde Eurer Wache den Speer und wirft ihn beiseite. Andere Wachen eilen heran, doch Ihr hebt die Hand um sie aufzuhalten. Der Fremde ist [From.GetTitledFirstName] und endlich aus Griechenland heimgekehrt!;;Un guerrero con grandes cicatrices y vestido con una extraña armadura se acerca a tu trono, y antes de que pueda ser desarmado, el desconocido se quita de encima a la guardia con un movimiento rápido y fluido de su lanza, y la arroja a un lado. Otros guardias se apresuran hacia él, pero levantas la mano para detenerlos. ¡El desconocido es [From.GetTitledFirstName], por fin ha regresado de Grecia!;;;;;;;;;x
EVTOPTAancrel.0125;[From.GetFirstName]! You've... changed!;[From.GetFirstName] ! Tu as... changé !;[From.GetFirstName]! Ihr habt Euch… verändert!;;¡[From.GetFirstName]! ¡Has… cambiado!;;;;;;;;;x
EVTDESCancrel.0129;A frail, robed man is led into your throne room, and your guards explain that he just arrived on a caravan coming from the Circle. The man would only speak your name over and over again, and so he was brought to you. To your horror, you recognize him at last as [From.GetTitledFirstName]!;Un homme frêle et vêtu d'une robe est mené dans votre salle du trône et vos gardes expliquent qu'il vient tout juste de débarquer d'un navire en provenance de Miklagård. L'homme répétait inlassablement le même mot : votre nom. Vous frémissez d'horreur en le reconnaissant, c'est [From.GetTitledFirstName] !;Ein gebrechlicher, berobter Man wird in Euren Thronsaal geführt und Eure Wachen erklären, dass er gerade mit dem Schiff von Miklagard eingetroffen ist. Der Mann sprach nur wieder und wieder Euren Namen, daher wurde er zu Euch gebracht. Voller Erschrecken erkennt Ihr ihn schließlich als [From.GetTitledFirstName]!;;Un hombre frágil vestido con túnica es conducido a tu sala del trono, y tus guardias explican que acaba de llegar en un barco procedente de Miklagård. El hombre sólo dice tu nombre una y otra vez, y por eso lo han llevado a ti. Para tu horror, ¡lo reconoces por fin como [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTAancrel.0129;[From.GetFirstName], what have they done to you?!;[From.GetFirstName], qu'est-ce qu'ils t'ont fait ?!;[From.GetFirstName], was haben sie mit Euch angestellt?;;[From.GetFirstName], ¡¿ Qué te han hecho?!;;;;;;;;;x
EVTDESCancrel.0131;[From.GetTitledFirstName] has finally returned home after a long and successful time with the Sons of Gwydion! He fought in several battles, and learned much from the clever strategies and tactics favored by the band in their raids.;[From.GetTitledFirstName] est finalement de retour au bercail après une fructueuse et longue carrière dans la Garde varègue ! Il a pris part à plusieurs batailles et a beaucoup appris sur les adroites stratégies et les tactiques utilisées par les Grecs et leurs ennemis au Serkland.  ;[From.GetTitledFirstName] ist nach langer und erfolgreicher Karriere in der Warägergarde endlich heimgekehrt! Er hat in vielen Schlachten gefochten und vieles von den schlauen Strategien und Taktiken der Griechen und ihrer Feinde in Serkland erfahren.;;¡[From.GetTitledFirstName] por fin ha vuelto a casa después de una larga y exitosa carrera en la Guardia Varangiana! Luchó en varias batallas, y aprendió mucho de las inteligentes estrategias y las tácticas preferidas tanto por los griegos como por sus enemigos en Serkland.;;;;;;;;;x
EVTOPTAancrel.0131;Tell me of your battles, [From.GetFirstName]...;Raconte-moi tes exploits, [From.GetFirstName]...;Erzählt mir von den Schlachten, [From.GetFirstName]...;;Cuéntame de tus batallas, [From.GetFirstName]...;;;;;;;;;x
EVTDESCancrel.0133;[From.GetTitledFirstName] has returned from the Circle and the Sons of Gwydion, but he refuses to speak of his experiences there. You know he took part in several battles and killed many foes, but instead of reveling in the glory of his accomplishments, [From.GetFirstName] is plagued by nightmares and jumps at sudden sounds.;[From.GetTitledFirstName] est de retour de Grèce et de la Garde varègue, mais refuse de parler de son expérience là-bas. Vous savez qu'il a pris part à plusieurs batailles et qu'il a eu raison de nombreux ennemis, mais au lieu de raconter ses glorieux exploits, [From.GetFirstName] fait des cauchemars toutes les nuits et sursaute au moindre bruit.;[From.GetTitledFirstName] ist aus Griechenland und der Warägergarde zurückgekehrt, aber er weigert sich, von seinen Erlebnissen zu sprechen. Ihr wisst, dass er an etlichen Schlachten teilgenommen und viele Feinde erschlagen hat, doch statt seine glorreichen Erfolge zu feiern, wird [From.GetFirstName] von Alpträumen geplagt und erschreckt bei plötzlichen Geräuschen.;;[From.GetTitledFirstName] ha regresado de Grecia y de la Guardia Varangiana, pero se niega a hablar de sus experiencias allí. Tú sabes que participó en varias batallas y mató a muchos enemigos, pero en vez de deleitarse en la gloria de sus logros, [From.GetFirstName] está plagado de pesadillas y salta con los ruidos repentinos.;;;;;;;;;x
EVTOPTAancrel.0133;Strange...;Étrange...;Seltsam…;;Extraño…;;;;;;;;;x
EVTDESCancrel.0135;[From.GetTitledFirstName] has come home from the Circle and his service with the Sons of Gwydion, but he is not alone. He has found a wife and brought her with him. She seems loyal and well versed in the ways of the godsshe will make a good wife.;[From.GetTitledFirstName] est de retour de Miklagård et de son service dans la Garde varègue, mais il ne revient pas seul. Il s'est marié à une Grecque et l'a ramenée avec elle. Elle n'est pas habituée à nos coutumes et à notre langue, et ne semble pas apprécier notre climat, mais elle semble vouloir faire d'ici son chez soi.;[From.GetTitledFirstName] ist aus Miklagard und seinem Dienst in der Warägergarde heimgekehrt. Er hat eine griechische Braut gefunden und mitgebracht. Sie kennt unsere Gebräuche und Sprache nicht und das Wetter hier scheint ihr nicht gut zu tun, doch sie ist willig, das Beste aus ihrem neuen Heim zu machen.;;[From.GetTitledFirstName] ha llegado a casa de Miklagård y de su servicio con la Guardia Varangiana, pero no está solo. Ha encontrado una esposa griega y la trajo con él. Ella no conoce nuestras costumbres ni el idioma, y el clima no le gusta demasiado, pero parece estar dispuesta a hacer lo mejor de su nuevo hogar.;;;;;;;;;x
EVTOPTAancrel.0135;Each to their own.;À chacun sa façon.;Jedem das Seine.;;Cada uno a lo suyo.;;;;;;;;;x
EVTDESCancrel.0137;After many years at the Circle and around Britain, [From.GetTitledFirstName] has finally been released from his service with the Sons of Gwydion and has returned home. Your son is a changed man, however. Secular matters no longer hold any interest for him, and he instead speaks incessantly of the Otherworld and the wonders of the Circle...;Après plusieurs années en Grèce, [From.GetTitledFirstName] a enfin été dégagé de ses fonctions dans la Garde varègue et est rentré au bercail. Votre fils est cependant un homme changé. Les Anciens Dieux ne l'intéressent plus et il parle sans cesse du royaume des chrétiens et des horreurs qui s'abattront sur ceux qui refusent de se convertir...;Nach vielen Jahren in Griechenland, wurde [From.GetTitledFirstName] endlich aus seinem Dienst in der Warägergarde entlassen und ist heimgekehrt. Doch Euer Sohn ist ein gewandelter Mann. Die alten Götter interessieren ihn nicht länger, stattdessen spricht er ununterbrochen vom Christentum und den Schrecken, die jene erwarten, die nicht konvertieren...;;Tras muchos años en Grecia, [From.GetTitledFirstName] ha sido finalmente liberado de su servicio a la Guardia Varangiana y ha regresado a casa. Sin embargo, tu hijo ha cambiado. Los viejos dioses ya no le interesan, y en cambio habla sin cesar de la Cristiandad y los horrores que le esperan a aquellos que se niegan a convertirse...;;;;;;;;;x
EVTOPTAancrel.0137;I knew those druids would be a bad influence.;Je savais que ces Grecs auraient une mauvaise influence.;Ich wusste, dass diese Griechen ein schlechter Einfluss sein würden. ;;Sabía que los Griegos serían una mala influencia.;;;;;;;;;x
EVTDESCancrel.0139;[From.GetTitledFirstName] has returned from the Circle and the Sons of Gwydion as a changed man. He is wiser, more confident in his own abilities and more knowledgable in matters of war. It seems the time spent with the Wolflings did him good.;[From.GetTitledFirstName]est de retour de Miklagård et de la Garde varègue et c'est un homme changé. Il est plus sage, plus sûr de lui et connaît très bien l'art de la guerre. Le temps qu'il a passé en Grèce semble lui avoir fait du bien.;[From.GetTitledFirstName] ist als gewandelter Mann aus Miklagard und dem Dienst in der Warägergarde zurückgekehrt. Er ist weiser, zuversichtlicher und besitzt neue Kenntnisse in Kriegsangelegenheiten. Es scheint, als habe ihm die Zeit bei den Griechen gut getan. ;;[From.GetTitledFirstName] ha vuelto de Miklagård y de la Guardia Varangiana como un hombre cambiado. Es más sabio, más seguro de sus propias habilidades y más eficiente en asuntos de guerra. Parece que el tiempo pasado en Grecia le ha hecho bien.;;;;;;;;;x
EVTOPTAancrel.0139;Welcome home, [From.GetFirstName]!;Bienvenue chez toi, [From.GetFirstName] !;Willkommen zu Hause, [From.GetFirstName]!;;¡Bienvenido, [From.GetFirstName]!;;;;;;;;;x
EVTDESCancrel.0141;Several former Wolves of the Sons of Gwydion have recently returned home after serving the Circle, and they bring news most grave. Your son, [From.GetTitledFirstName], fell in battle while raiding in the south. They assure you that he faced his enemy with bravery and slew many before their numbers overwhelmed him.;Plusieurs anciens gardes varègues sont de retour de leur service pour le roi des Grecs depuis peu et ils apportent de mauvaises nouvelles. Votre fils, [From.GetTitledFirstName], est tombé au combat lors de la campagne du Serkland. Ils vous assurent qu'il a affronté l'ennemi avec bravoure et qu'il en a tué plusieurs avant qu'ils aient eu raison de lui.;Einige frühere Waräger Gardisten sind von ihrem Dienst beim Griechenkönig heimgekehrt und bringen schlechteste Neuigkeiten mit. Euer Sohn [From.GetTitledFirstName] ist in einer Schlacht in Serkland gefallen. Sie versichern Euch, dass er seinem Feind mit Tapferkeit begegnet ist und viele erschlug, bevor ihre schiere Zahl ihn überwältigte. ;;Varios ex guardias Varangianos han regresado recientemente a casa después de servir al rey Griego, y traen noticias graves. Tu hijo, [From.GetTitledFirstName], cayó en la batalla mientras estaba de campaña en Serkland. Te aseguran que se enfrentó a su enemigo con valentía y que mató a muchos antes de que sus números lo abrumaron.;;;;;;;;;x
EVTOPTAancrel.0141;He died a hero...;Il est mort en héros...;Er ist als Held gestorben…;;Murió como un héroe…;;;;;;;;;x
EVTDESCancrel.0143;[From.GetTitledFirstName] has at last returned from the circle in a caravan filled with the spoils of war! Apparently the great druids are generous to those who serve the gods well, and there is gold here from all over the world. Your son insists on sharing these riches with you, his loving father.;[From.GetTitledFirstName] est enfin de retour de Grèce, à bord d'un drakkar contenant un impressionnant butin de guerre ! Le grand roi des Grecs est apparemment très généreux avec ceux qui le servent bien, et il y a de l'or de tous les coins de la Grèce, du Serkland et de plus loin encore. Votre fils insiste pour partager ses richesses avec vous, son père bien-aimé.;[From.GetTitledFirstName] ist endlich aus Griechenland heimgekehrt, auf einem großen Beiboot, gefüllt mit Kriegsbeute. Offenbar ist der Griechenkönig großzügig gegenüber jenen, die ihm gut dienen. Hier findet sich Gold aus allen Ecken Griechenlands, Serklands und darüber hinaus. Euer Sohn besteht darauf, den Reichtum mit Euch, seinem Vater, zu teilen. ;;[From.GetTitledFirstName] por fin ha regresado de Grecia en un drakkar lleno de botines de guerra! Al parecer, el gran rey de los Griegos es generoso con los que le sirven bien, y hay oro aquí de todas partes del reino griego, Serkland y más allá. Tu hijo insiste en compartir estas riquezas contigo, su querido padre.;;;;;;;;;x
EVTOPTAancrel.0143;[From.GetFirstName], you make me proud!;[From.GetFirstName], tu me remplis de fierté !;[From.GetFirstName], Ihr macht mich stolz!;;¡[From.GetFirstName], estoy orgulloso de ti!;;;;;;;;;x
EVTDESCancrel.0144;Upon learning of the death of your father, you left the Sons of Gwydion and departed the Circle for home in a caravan filled with loot from your campaigns. It was a long and perilous journey back, but your feet are now firmly planted on the soil of the land that is your birthright. The throne is yours.;Après avoir appris la mort de votre père, vous avez abandonné la Garde varègue et quittez Miklagård sur un drakkar pour rentrer au bercail, rapportant un important butin amassé lors de vos campagnes en Serkland. Le voyage du retour fut long et périlleux, mais vos pieds foulent maintenant la terre ferme, cette terre dont vous êtes l'héritier. Le trône est à vous.;Als Ihr vom Tod Eures Vaters erfahrt, verlasst Ihr die Warägergarde und Miklagard in einem großen Beiboot, gefüllt mit der Beute Eurer Schlachten in Serkland. Es war eine lange und gefahrvolle Reise, doch jetzt setzt Ihr Eure Füße auf heimatliche Erde, dir Euer Geburtsrecht ist. Der Thron gehört Euch. ;;Al enterarte de la muerte de tu padre, dejas la Guardia Varangiana y dejas Miklagard para volver a casa en un drakkar lleno de botines de tus campañas en Serkland. Fue un largo y peligroso viaje de regreso, pero tus pies están ahora firmemente plantados en la tierra que es tu patrimonio. El trono es tuyo.;;;;;;;;;x
EVTOPTAancrel.0144;It is as I remember it.;C'est comme dans mes souvenirs.;Ganz wie in meiner Erinnerung. ;;Es tal y como lo recordaba.;;;;;;;;;x
EVTNAMEancrel.1150;The Fianna;La Garde varègue;Die Warägergarde;;La Guardia Varangiana;;;;;;;;;x
EVTDESCancrel.1150;You have decided to fund the Fianna, a sacred band of warriors loyal only to the Druids and to the Gods, dressed in wolf skins over mail and venerating the famed warriors Fionn and Cuchullain.\n\nThis new warband will not only form a powerful shock force against the isle's many enemies, but will also channel the fiery spirits of the younger, restless sons of the Éire.;Les pillards varègues qui, depuis le nord lointain, voguent sur les fleuves qui se jettent dans la mer Noire, ont prouvé qu'ils étaient de redoutables guerriers. Vous avez réussi à recruter un grand nombre d'entre eux pour monter une garde personnelle de soldats totalement loyaux envers leur [Root.GetTitle].\n\nL'avantage de cette nouvelle Garde varègue est non seulement de former une puissante force de frappe contre les nombreux ennemis de l'empire, mais aussi d'être détachée, par ses racines étrangères, des complots et des jeux de pouvoir qui ont lieu au palais et qui sont monnaie courante à Constantinople.;Warägerräuber, die aus dem fernen Norden die Flüsse bis zum Schwarzen Meer segelten, haben sich als herausragende Krieger erwiesen. Euch ist es gelungen, eine große Anzahl von ihnen als Leibwache zu rekrutieren, die nur gegenüber dem [Root.GetTitle] loyal ist.\n\n Diese neue Warägergarde stellt nicht nur eine mächtige Stoßtruppe dar, ihre ausländische Herkunft sollte auch sicherstellen, dass sie nicht allzu sehr in die Intrigen und Machtspiele verwickelt werden, die so typisch für Konstantinopel sind.;;Los invasores Varangianos navegando desde el lejano norte por los ríos que llevan al Mar Negro han demostrado ser guerreros formidables. Tú has logrado reclutar un gran número de ellos para una guardia personal leal sólo al [Root.GetTitle].\n\nEsta nueva Guardia Varangiana no sólo formará una gran fuerza contra los muchos enemigos del Imperio, sino que también sus raíces extranjeras impedirán que se enreden demasiado en la intriga palaciega y las luchas de poder que son tan comunes en Constantinopla.;;;;;;;;;x
EVTOPTAancrel.1150;Go my brothers.;Ils devraient bien me servir.;Sie werden mir gut dienen.;;Me servirán bien.;;;;;;;;;x
EVTDESCancrel.1151;[From.GetFirstName], the great king of the Gaels, is distraught over the ravages braught over by our landless sons. Knowing well their need for battle, he has decided to encourage a sacred band of brothers known as the Fianna.\n\nThose who serve him and the Druids are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed to pick up and honor Fionn's old name.;[From.GetFirstName], le grand roi des Grecs, est angoissé par le peu de courage de ses compatriotes. Connaissant bien notre aptitude au combat, il a décidé de composer son équipe de gardes du corps uniquement de guerriers nordiques.\n\nCeux qui le servent dans la grande cité de Miklagård sont généreusement récompensés et, aujourd'hui encore, les jeunes hommes avides de richesse et d'aventure quittent pour la Grèce afin de le servir.;[From.GetFirstName], der große König der Griechen, ist bestürzt über den lausigen Eifer seiner Landsmänner. Euren Kampfesmut kennend, hat er beschlossen, eine Leibwache nur aus nordischen Kriegern aufzustellen.\n\nWer ihm in Miklagard dient, wird reich belohnt und viele Eurer jungen Männer, erpicht auf Gold und Abenteuer, sind nach Griechenland abgereist, um in seinen Dienst zu treten.;;[From.GetFirstName], el gran rey de los Griegos, está perturbado por el poco ánimo de sus compatriotas. Conociendo bien nuestra habilidad en la batalla, ha decidido formar una guardia que consiste únicamente de guerreros Nórdicos.\n\nAquellos que le sirven en la gran ciudad de Miklagård son generosamente recompensados, e incluso ahora muchos de nuestros jóvenes, ávidos de riquezas y aventura, han partido hacia Grecia para levantar su estandarte.;;;;;;;;;x
EVTOPTAancrel.1151;May they find the excitement they yearn.;Puissent-ils trouver l'action à laquelle ils aspirent.;Mögen sie den Spaß finden, den sie so sehr suchen.;;Espero que encuentren la emoción que anhelan.;;;;;;;;;x
EVTDESCancrel.1160;Your son, [From.GetTitledFirstName], has decided to join with the Fianna and seek his fortune at their side! Although he will no doubt gain both riches and valuable battle experience in service of the druids, there will be many perils that could well cost him his life.;Votre fils, [From.GetTitledFirstName], a décidé de s'enrôler dans la Garde varègue à Miklagård et d'y chercher fortune ! Même si le fait d'être au service du roi grec va sans doute l'enrichir d'une importante expérience de combat, de nombreux dangers pourront lui coûter la vie.;Euer Sohn, [From.GetTitledFirstName], hat beschlossen, sich der Warägergarde in Miklagard anzuschließen und dort sein Glück zu suchen. Obschon er zweifellos sowohl Reichtum als auch wertvolle Kampferfahrung im Dienst des Griechenkönigs finden wird, gibt es viele Gefahren, die ihn sein Leben kosten könnten.;;¡Tu hijo, [From.GetTitledFirstName], ha decidido alistarse con la Guardia Varangian en Miklagård y buscar fortuna allí! Aunque, sin duda, obtendrá riquezas y valiosa experiencia en batalla al servicio del rey Griego, habrá muchos peligros que bien podrían costarle la vida.;;;;;;;;;x
EVTOPTAancrel.1160;I will not allow it!;Je ne permettrai pas !;Das werde ich nicht erlauben!;;¡No lo permitiré!;;;;;;;;;x
EVTOPTBancrel.1160;Go to the Circle and make me proud, son.;Fils, va à Miklagård et fais-moi honneur.;Gehe nach Miklagard und mache mich stolz, mein Sohn.;;Vete a Miklagård y hazme sentirme orgulloso, hijo.;;;;;;;;;x
EVTDESCancrel.1165;A heavily scarred warrior clad in strange Ogham inscribed armor approaches your throne, and before he can be disarmed, the stranger relieves your guard of his spear in a swift, fluid motion and tosses it aside. Other guards hurry forward, but you raise your hand to stop them. The stranger is [From.GetTitledFirstName], at last returned from the Fianna!;Un guerrier profondément balafré, revêtu d'une étrange armure, s'approche de votre trône et, avant qu'on n'ait pu le désarmer, l'étranger, d'un mouvement prompt et adroit, désarme votre garde et jette sa lance par terre. Les autres gardes s'approchent en vitesse, mais vous levez votre bras pour les arrêter. L'étranger est [From.GetTitledFirstName], enfin revenu de Grèce !;Ein vernarbter Krieger in seltsamer Rüstung erscheint vor Eurem Thron und bevor er entwaffnet werden kann, entreißt der Fremde Eurer Wache den Speer und wirft ihn beiseite. Andere Wachen eilen heran, doch Ihr hebt die Hand um sie aufzuhalten. Der Fremde ist [From.GetTitledFirstName] und endlich aus Griechenland heimgekehrt!;;Un guerrero con grandes cicatrices y vestido con una extraña armadura se acerca a tu trono, y antes de que pueda ser desarmado, el desconocido se quita de encima a la guardia con un movimiento rápido y fluido de su lanza, y la arroja a un lado. Otros guardias se apresuran hacia él, pero levantas la mano para detenerlos. ¡El desconocido es [From.GetTitledFirstName], por fin ha regresado de Grecia!;;;;;;;;;x
EVTOPTAancrel.1165;[From.GetFirstName]! You've... changed!;[From.GetFirstName] ! Tu as... changé !;[From.GetFirstName]! Ihr habt Euch… verändert!;;¡[From.GetFirstName]! ¡Has… cambiado!;;;;;;;;;x
EVTDESCancrel.1169;A frail, robed man is led into your throne room, and your guards explain that he just arrived on a caravan coming from the Circle. The man would only speak your name over and over again, and so he was brought to you. To your horror, you recognize him at last as [From.GetTitledFirstName]!;Un homme frêle et vêtu d'une robe est mené dans votre salle du trône et vos gardes expliquent qu'il vient tout juste de débarquer d'un navire en provenance de Miklagård. L'homme répétait inlassablement le même mot : votre nom. Vous frémissez d'horreur en le reconnaissant, c'est [From.GetTitledFirstName] !;Ein gebrechlicher, berobter Man wird in Euren Thronsaal geführt und Eure Wachen erklären, dass er gerade mit dem Schiff von Miklagard eingetroffen ist. Der Mann sprach nur wieder und wieder Euren Namen, daher wurde er zu Euch gebracht. Voller Erschrecken erkennt Ihr ihn schließlich als [From.GetTitledFirstName]!;;Un hombre frágil vestido con túnica es conducido a tu sala del trono, y tus guardias explican que acaba de llegar en un barco procedente de Miklagård. El hombre sólo dice tu nombre una y otra vez, y por eso lo han llevado a ti. Para tu horror, ¡lo reconoces por fin como [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTAancrel.1169;[From.GetFirstName], what have they done to you?!;[From.GetFirstName], qu'est-ce qu'ils t'ont fait ?!;[From.GetFirstName], was haben sie mit Euch angestellt?;;[From.GetFirstName], ¡¿ Qué te han hecho?!;;;;;;;;;x
