c_salemy;Salemy;;;;;;;;;;x
c_abraq;Abraq;;;;;;;;;;x
c_mushayt;Mushayt;;;;;;;;;;x
c_najran;Najran;;;;;;;;;;x
c_sif;Sif;;;;;;;;;;x
c_ataq;Ataq;;;;;;;;;;x
c_ibb;Ibb;;;;;;;;;;x
c_ma_bar;Ma'bar;;;;;;;;;;x
c_lidam;Lidam;;;;;;;;;;x
c_ranyah;Ranyah;;;;;;;;;;x
c_zalim;Zalim;;;;;;;;;;x
c_at_ta_if;At Ta'if;;;;;;;;;;x
c_badr;Badr;;;;;;;;;;x
c_lajj;Lajj;;;;;;;;;;x
c_wajh;Wajh;;;;;;;;;;x
c_tayma;Tayma;;;;;;;;;;x
c_jubbah;Jubbah;;;;;;;;;;x
c_ruewis;Ruewis;;;;;;;;;;x
c_iram;Iram;;;;;;;;;;x
c_dawkah;Dawkah;;;;;;;;;;x
c_thamarit;Thamarit;;;;;;;;;;x
c_raysut;Raysut;;;;;;;;;;x
c_sulayyil;Sulayyil;;;;;;;;;;x
c_sarawrah;Sarawrah;;;;;;;;;;x
c_saniw;Saniw;;;;;;;;;;x
c_thamud;Thamud;;;;;;;;;;x
c_unayzah;Unayzah;;;;;;;;;;x
c_baqa;Baqa;;;;;;;;;;x
c_turayf;Turayf;;;;;;;;;;x
c_sakaka;Sakaka;;;;;;;;;;x
d_yamama_tribe;Yamama;;;;;;;;;;x
d_yamama_tribe_adj;Yamama;;;;;;;;;;x
d_tara;Lusitania;;;;;;;;;;x
d_tara_adj;Lusitanian;;;;;;;;;;x
e_armenia;Armenia;;;;;;;;;;x
e_armenia_adj;Armenia;;;;;;;;;;x
e_assyria;Neo-Assyrian Empire;;;;;;;;;;x
e_assyria_adj;Assyrian;;;;;;;;;;x
ASSYRIAN_KING;Sarrum;;;;;;;;;;x
ASSYRIAN_QUEEN;Sarrumi;;;;;;;;;;x
d_massalia;Massalia;;;;;;;;;;;;;x
d_massalia_adj;Massalian;;;;;;;;;;;;;x
d_tabuk;Tabuk;;;;;;;;;;;;;x
d_tabuk_adj;Tabuk;;;;;;;;;;;;;x
d_jouf;Jouf;;;;;;;;;;;;;x
d_jouf_adj;Jouf;;;;;;;;;;;;;x
d_hijaz;Hijaz;;;;;;;;;;;;;x
d_hijaz_adj;Hijaz;;;;;;;;;;;;;x
d_asir;Asir;;;;;;;;;;;;;x
d_asir_adj;Asir;;;;;;;;;;;;;x
d_makkah;Makkah;;;;;;;;;;;;;x
d_makkah_adj;Makkah;;;;;;;;;;;;;x
d_azal;Azal;;;;;;;;;;;;;x
d_azal_adj;Azal;;;;;;;;;;;;;x
d_hadramawt;Hadramawt;;;;;;;;;;;;;x
d_hadramawt_adj;Hadramawt;;;;;;;;;;;;;x
d_mahara;Mahara;;;;;;;;;;;;;x
d_mahara_adj;Mahara;;;;;;;;;;;;;x
d_wusta;Wusta;;;;;;;;;;;;;x
d_wusta_adj;Wusta;;;;;;;;;;;;;x
d_dubai;Dubai;;;;;;;;;;;;;x
d_dubai_adj;Dubai;;;;;;;;;;;;;x
d_al_hasa;Al-Hasa;;;;;;;;;;;;;x
d_al_hasa_adj;Al-Hasa;;;;;;;;;;;;;x
d_rub_al_khali;Rub'al Khali;;;;;;;;;;;;;x
d_rub_al_khali_adj;Rub'al Khali;;;;;;;;;;;;;x
d_najran;Najran;;;;;;;;;;;;;x
d_najran_adj;Najran;;;;;;;;;;;;;x
d_hail;Hail;;;;;;;;;;;;;x
d_hail_adj;Hail;;;;;;;;;;;;;x
d_rummah;Rummah;;;;;;;;;;;;;x
d_rummah_adj;Rummah;;;;;;;;;;;;;x
d_jubbah;Jubbah;;;;;;;;;;;;;x
d_jubbah_adj;Jubbah;;;;;;;;;;;;;x
d_hajr;Hajr;;;;;;;;;;;;;x
d_hajr_adj;Hajr;;;;;;;;;;;;;x
e_north_africa;Africa;;;;;;;;;;;;;x
e_north_africa_adj;African;;;;;;;;;;;;;x
e_greece;Greece;;;;;;;;;;;;;x
e_greece_adj;Greek;;;;;;;;;;;;;x
e_finland;Suomen Valtakunta;;;;;;;;;;;;;x
e_finland_adj;Suomi;;;;;;;;;;;;;x
DIADOCHI;Diadokhoi;;;;;;;;;;;;;x
HIGH_KING;High King;;;;;;;;;;;;;x
HIGH_QUEEN;High Queen;;;;;;;;;;;;;x
RUS_KHAGANATE;Slavic Empire;;;;;;;;;;;;;x
RUS_KHAGANATE_adj;Slavic;;;;;;;;;;;;;x
BYZANTINE_EGYPT;Byzantine Egypt;;;;;;;;;;;;;x
BYZANTINE_EGYPT_adj;Byzantine;;;;;;;;;;;;;x
BALTIJOS;Baltijos;;;;;;;;;;;;;x
BALTIJOS_adj;Baltijos;;;;;;;;;;;;;x
PROV1553;Shuaybah;;;;;;;;;;x
PROV1554;Wafrah;;;;;;;;;;x
PROV1555;Khatt;;;;;;;;;;x
PROV1556;Hofuf;;;;;;;;;;x
PROV1557;Salwa;;;;;;;;;;x
PROV1558;As Sila';;;;;;;;;;x
PROV1559;Burayami;;;;;;;;;;x
PROV1560;Ibri;;;;;;;;;;x
PROV1561;Matrah;;;;;;;;;;x
PROV1562;Nizwa;;;;;;;;;;x
PROV1563;Khaluf;;;;;;;;;;x
PROV1564;Al Masira;;;;;;;;;;x
PROV1565;Fararah;;;;;;;;;;x
PROV1566;Hayama;;;;;;;;;;x
PROV1567;Shishur;;;;;;;;;;x
PROV1568;Hamidan;;;;;;;;;;x
PROV1569;Qatar;;;;;;;;;;x
PROV1570;Wabar;;;;;;;;;;x
PROV1571;Shahan;;;;;;;;;;x
PROV1572;Ubaylah;;;;;;;;;;x
PROV1573;Mahrah;;;;;;;;;;x
PROV1574;Ka'ab;;;;;;;;;;x
PROV1575;Riyadh;;;;;;;;;;x
PROV1576;Salemy;;;;;;;;;;x
PROV1577;Abraq;;;;;;;;;;x
PROV1578;Mushayt;;;;;;;;;;x
PROV1579;Najran;;;;;;;;;;x
PROV1580;Sif;;;;;;;;;;x
PROV1581;Ataq;;;;;;;;;;x
PROV1582;Ibb;;;;;;;;;;x
PROV1583;Ma'bar;;;;;;;;;;x
PROV1584;Lidam;;;;;;;;;;x
PROV1585;Ranyah;;;;;;;;;;x
PROV1586;Zalim;;;;;;;;;;x
PROV1587;At Ta'if;;;;;;;;;;x
PROV1588;Badr;;;;;;;;;;x
PROV1589;Lajj;;;;;;;;;;x
PROV1590;Wajh;;;;;;;;;;x
PROV1591;Tayma;;;;;;;;;;x
PROV1592;Jubbah;;;;;;;;;;x
PROV1593;Ruewis;;;;;;;;;;x
PROV1594;Iram;;;;;;;;;;x
PROV1595;Dawkah;;;;;;;;;;x
PROV1596;Thamarit;;;;;;;;;;x
PROV1597;Raysut;;;;;;;;;;x
PROV1598;Sulayyil;;;;;;;;;;x
PROV1599;Sarawrah;;;;;;;;;;x
PROV1600;Saniw;;;;;;;;;;x
PROV1601;Thamud;;;;;;;;;;x
PROV1602;Unayzah;;;;;;;;;;x
PROV1603;Baqa;;;;;;;;;;x
PROV1604;Turayf;;;;;;;;;;x
PROV1605;Sakaka;;;;;;;;;;x
PROV1606;Murra;;;;;;;;;;x
PROV1607;Sai'ar;;;;;;;;;;x
THE_MYSTERIES;The Mysteries;;;;;;;;;;;;;x
GOD_ASSUR;Assur;;;;;;;;;;;;;x
GOD_ENLIL;Enlil;;;;;;;;;;;;;x
GOD_ENKI;Enki;;;;;;;;;;;;;x
GOD_NINHURSAG;Ninhursag;;;;;;;;;;;;;x
GOD_ISHTAR;Ishtar;;;;;;;;;;;;;x
GOD_SHAMASH;Shamash;;;;;;;;;;;;;x
GOD_INANNA;Inanna;;;;;;;;;;;;;x
HUMBABA;Humbaba;;;;;;;;;;;;;x
ASAG;Asag;;;;;;;;;;;;;x
PAZUZU;Pazuzu;;;;;;;;;;;;;x
HANBI;Hanbi;;;;;;;;;;;;;x
KUR;Kur;;;;;;;;;;;;;x
LAMASHTU;Lamashtu;;;;;;;;;;;;;x
NAMTAR;Namtar;;;;;;;;;;;;;x
GOD_MITHRAS;Mithras;;;;;;;;;;;;;x
THE_BULL;Tauroctony;;;;;;;;;;;;;x
assyrian_pagan;Ashurian;;;;;;;;;;;;;x
msoura_pagan;Änti;;;;;;;;;;;;;x
msoura_pagan_DESC;Änti is the Berber name of the Greek legendary hero Antaeus, a great giant who challenged all he could find in wrestling matches, kill them and collect their skulls so that he could one day built out of them a temple to his father Poseidon. It is said that he was eventually stopped by Hercules who crushed the great giant in a great hold. The worshippers of Anti are tasked with defending their holy site of Msoura, said to be the grave of the long dead sea Giant.;;;;;;;;;;;;;x
african_solar_pagan;African Solar;;;;;;;;;;;;;x
african_solar_pagan_DESC;Solar Worship in Africa can be seen to be one of the earliest religions on the planet, while the practices and myths surrounding the Sun and the Moon would vary depending on the tribe the most common elements include Ancestor Worship and Animal Sacrifice.;;;;;;;;;;;;;x
african_solar_pagan_reformed;Tafukt;;;;;;;;;;;;;x
african_solar_pagan_reformed_DESC;The Reformed African Solar faith focuses on the reveration of the sun, Takafukt in the Berber language.;;;;;;;;;;;;;x
latin_solar_pagan;Latin Solar;;;;;;;;;;;;;x
latin_solar_pagan_DESC;Solar worship in the Roman world was began in 274 when the Roman emperor Aurelian made the cult of Sol Invictus, "The Unconquered Sun" a official cult alongside the traditional Roman cults. The Sol Invictus cult was favored by emperors after Aurelian and appeared on their coins until Constantine.;;;;;;;;;;;;;x
latin_solar_pagan_reformed;Sol Invictus;;;;;;;;;;;;;x
latin_solar_pagan_reformed_DESC;The Reformed Latin Solar faith focuses on reveration of the Sun God Sol Invictus, the unconquered Sun.;;;;;;;;;;;;;x
african_solar_pagan_reformed;Tafukt;;;;;;;;;;;;;x
d_african_solar_pagan_reformed;Tafukt Brotherhood;;;;;;;;;;;;;x
d_african_solar_pagan_reformed_adj;Tafukt Brotherhood;;;;;;;;;;;;;x
d_latin_solar_pagan_reformed;Solis Invicti Ecclesia;;;;;;;;;;;;;x
d_latin_solar_pagan_reformed_adj;Solis Invicti;;;;;;;;;;;;;x
gurzil_pagan;Gurzil;;;;;;;;;;;;;x
mandulis_pagan;Mandulis;;;;;;;;;;;;;x
roman_pagan;Roman;;;;;;;;;;;x
gurzil_pagan_DESC;Worship of the Libyan god Gurzil, the offspring of Amun and a cow.;;;;;;;;;;;;;x
mandulis_pagan_DESC;Worship of the Nubian god Mandulis, a corruption of Horus.;;;;;;;;;;;;;x
roman_pagan_DESC;The Roman faith is a polythestic religion that was the imperial state religion of the Roman Empire before the baptism of Theodosius I in 480. The Roman pantheon of gods is made up of mirrored versions of the Greek pantheon with gods, gods like Jupiter and Mars having a similier purpose to their Greek counterparts Zeus and Ares respectively.  the Roman faith has no religious head or special game mechanics.;;;;;;;;;;;x
kemetic_pagan;Kemetic ;;;;;;;;;;;;;x
kemetic_pagan_DESC;Kemetism is the complex system of polytheistic beliefs and rituals which were an integral part of ancient Egyptian society. It centered on the Egyptians' interaction with many deities who were believed to be present in, and in control of, the forces and elements of nature. The practices of Egyptian religion were efforts to provide for the gods and gain their favor. Formal religious practice centered on the pharaoh, the king of Egypt. Although a human, the Pharaoh was believed to be descended from the gods. He acted as the intermediary between his people and the gods, and was obligated to sustain the gods through rituals and offerings so that they could maintain order in the universe. The state dedicated enormous resources to Egyptian rituals and to the construction of the temples.;;;;;;;;;;;;;x
controls_hainaut_verdun;Controls Hainaut and Verdun;;;;;;;;;;;;;x
assyrian_pagan_DESC;Ashurianism is the polytheistic faith of the Assyrians. Originating from the city state of Assur, the Assyrian faith would spread across Egypt, Babylon and Anatolia following the rise of the Neo-Assyrian Empire in the 10th Century BC. The Assyrians worshipped the god Ashur chiefly but also worshipped other Mesopotamian spirits, personal 'guardian spirits' and even the Monarch of Assyria themselves, it being believed that they were the mortal servant of Ashur sent to enact his will on earth. In Assyrian mythology it is said that if the Assyrians were to stop conquering the world would be brought to an end. Defining features in-game:\n§Y*§! Can reform the Neo-Assyrian Empire\n§Y*§! Assyrians rulers are especially aggressive;;;;;;;;;;;;;x
zusk_event.19.name;Assyria Reborn;;;;;;;;;;;;;x
zusk_event.19.desc;We thought they were just stories and fables, long buried beneath the sands of the desert. It seems that gods tool of destruction has resurfaced itself once again with the news that a Assyrian king has managed to proclaim his own realm once more.;;;;;;;;;;;;;x
ZUSK19OP;[Root.Religion.GetRandomGodName] help us!;;;;;;;;;;;;;x
zusk_event.42.desc;As time passes the ideas and traditions of the old Roman Empire are fading away among our roman subjects;;;;;;;;;;;;;x
ZUSK42OP;Fantastic!;;;;;;;;;;;;;x
zusk_event.1.desc;My family lineage is steeped with hellenic traditions and I cant help but feel as if I should abandon the faith of the cross for them. What has christ ever done for me anyway?;;;;;;;;;;;;;x
ZUSK1OP1;Welcome the traditions of Greece into my heart;;;;;;;;;;;;;x
ZUSK1OP2;My lord would never accept it;;;;;;;;;;;;;x
zusk_event.48_desc;A proud steward that has arrived at our court claims heritage from the old realm of Carthage, while these claims are dubitable at best he does seem to be able to speak a foreign language that is unknown in our court.;;;;;;;;;;;;;x
ZUSK48OP;A most interesting person;;;;;;;;;;;;;x
zusk_event.2.desc;My family has and always will be Celtic, even so, I cant help but feel that this worship of the Jewish God of the east is abandoning the work my forefathers have done in protecting this land, what would Brennus think of my actions?;;;;;;;;;;;;;x
ZUSK2OP1;I say damn the Christian God!;;;;;;;;;;;;;x
ZUSK2OP2;My lord would never accept it;;;;;;;;;;;;;x
zusk_event.37.desc;The City of Rome has fallen to the barbarian hordes, we in the east must find some way to supplant those barbaric invaders from their unjust throne. Perhaps we should contact our old Foedarati the Ostrogoths and see if they are willing to help us?;;;;;;;;;;;;;x
ZUSK37OP1;Pay the Ostrogoths a visit;;;;;;;;;;;;;x
ZUSK37OP2;I can conquer rome myself!;;;;;;;;;;;;;x
zusk_event.22.desc;A emissary from the Byzantines has arrived with carts full of gold, food and weapons. Promising us the full riches of Rome if we were to rally our men against the barbarians that have taken Rome.;;;;;;;;;;;;;x
ZUSK22OP1;Sign me up!;;;;;;;;;;;;;x
ZUSK22OP2;I dont feel up to war, have them send it back;;;;;;;;;;;;;x
zusk_event.44.desc;After moving into the Indus Valley area a majority of our people have begun adopting Hindu culture and customs, perhaps we should follow along as well?;;;;;;;;;;;;;x
ZUSK44OP1;I guess I should follow along;;;;;;;;;;;;;x
ZUSK44OP2;I heard some interesting things about the Kalash people...;;;;;;;;;;;;;x
ZUSK44OP3;Damn them, I will never forsake the sky god!;;;;;;;;;;;;;x
zusk_event.45.desc;Living so far away from our home has caused some of our people to forget the ways of our homeland, as the thrills of migration wane it is time we finally make a choice for the future of our realm;;;;;;;;;;;;;x
ZUSK45OP1;The Nicene faith sounds interesting enough..;;;;;;;;;;;;;x
ZUSK45OP2;Maybe I can still worship some of my old gods but follow along with Christendom?;;;;;;;;;;;;;x
ZUSK45OP3;I saw some old pagan worshippers out in the forest, perhaps I will see what they are up to;;;;;;;;;;;;;x
ZUSK45OP4;I will preserve the germanic spirit no matter what;;;;;;;;;;;;;x
zusk_event.24.desc;Our lack of a proper hair has proven unsettling to some of the nobles of the Realm, luckily a young lad named Justin from a village north of Constantinople has shown a extraordinary amount of promise. We could adopt the boy if we so wished;;;;;;;;;;;;;x
ZUSK24OP1;He is now a member of the family!;;;;;;;;;;;;;x
zusk_event.3.desc;You cant help but feel that there is something wrong with the notion of the Christian god, perhaps your forefathers in Illyria were right all along?;;;;;;;;;;;;;x
ZUSK2OP1;I wonder if their gods will forgive me for following the heathen;;;;;;;;;;;;;x
ZUSK3OP2;My lord would never accept it;;;;;;;;;;;;;x
zusk_event.4.desc;One of the local hunting parties has discovered a massive Roman aqueduct hidden among the foliage, long abandoned by its masters to rot, it sits as a shrine to their craftsmanship and ingenuity;;;;;;;;;;;;;x
ZUSK4OP1;Leave it along so that generations in the future may remember them;;;;;;;;;;;;;x
ZUSK4OP2;See if we can figure out how to build our own;;;;;;;;;;;;;x
ZUSK4OP3;Break it down and sell off the stone;;;;;;;;;;;;;x
ZUSK4OP4;Leave it alone;;;;;;;;;;;;;x
zusk_event.5.desc;Its hard to ignore the legacy of the ancient Romans, from how they administered their land with their great code of laws to how they defeated the mighty Carthaigans, Greeks, Gauls and Persians with their advanced military strategy. Perhaps we may learn something from their legacy?;;;;;;;;;;;;;x
ZUSK5OP1;Perhaps I should try to improve my Latin;;;;;;;;;;;;;x
ZUSK5OP2;Rome is overrated;;;;;;;;;;;;;x
zusk_event.6.desc;My guardian keeps on talking about some weird place called "Rome" in such high asteem, perhaps I should ask him about it?;;;;;;;;;;;;;x
ZUSK6OP1;I will ask him what Rome is like;;;;;;;;;;;;;x
ZUSK6OP2;...It also might be pretty boring;;;;;;;;;;;;;x
zusk_event.7.desc;Your ward has asked you to tell him about Rome;;;;;;;;;;;;;x
ZUSK7OP1;Rome is a silly place;;;;;;;;;;;;;x
ZUSK7OP2;Well it all started with Romulus and his brother Remus...;;;;;;;;;;;;;x
zusk_event.30.name;Rome has fallen;;;;;;;;;;;;;x
zusk_event.30.desc;The city of Rome has finally fallen to the onslaught of the Germanic invaders, the ancient city reduced to rubble. While this might not be the end of the roman state it will be nearly impossible to preserve the true integrity of the roman state without the spiritual center of the world. Today marks the end of one thousand years of Roman domination across the western world.;;;;;;;;;;;;;x
zusk_event.29.name;A Potential Ally?;;;;;;;;;;;;;x
zusk_event.29.desc;With the rise of the Gokturk Khaganate in the east the local Avar tribes have become displaced, we have recieved word from a emissary from one of these tribes saying that they would promise to crush our enemies to the north such as the Gepids if we were to supply them with gold and arms. While is is unknown if we can really trust these Avars we could certainly use a tool to unwedge our enemies to the north;;;;;;;;;;;;;x
ZUSK29OP1;Give them the money;;;;;;;;;;;;;x
ZUSK29OP2;Never!;;;;;;;;;;;;;x
avar_attack_tooltip;The Avars will invade your enemies to the north with a great army in the next month;;;;;;;;;;;;;x
ZUSK30OP1;Interesting;;;;;;;;;;;;;x
ZUSK30OP2;Odin gives us strength!;;;;;;;;;;;;;x
ZUSK30OP3;God help us!;;;;;;;;;;;;;x
ZUSK30OP4;The Romans deserved everything I have done to them;;;;;;;;;;;;;x
ZUSK30OP5;Odoacer could have never done it without my help;;;;;;;;;;;;;x
ZUSK30OP6;I must preserve the glory of Rome at all costs!;;;;;;;;;;;;;x
ZUSK30OP7;Rome lives on! They are fools to think otherwise;;;;;;;;;;;;;x
zusk_event.32.name;Fall of Persia;;;;;;;;;;;;;x
zusk_event.32.desc;The ancient Persian empire has finally perished after nearly one thousand years of rule over the Iranian plateau. From the ancient Achaemenid Empire to the glorious Sassanids the Persians have ruled over one of the richest and most glorious empires the world has ever seen. Now it seems if nothing is done those will all only be memories;;;;;;;;;;;;;x
ZUSK32OP1;Interesting;;;;;;;;;;;;;x
ZUSK32OP2;It seems we have finally won after all;;;;;;;;;;;;;x
ZUSK32OP3;Oh no!;;;;;;;;;;;;;x
ZUSK32OP4;This is not the end! I will restore the Persian legacy!;;;;;;;;;;;;;x
ZUSK32OP5;All of that land, ripe for the taking..;;;;;;;;;;;;;x
ZUSK32OP6;[Root.Religion.GetRandomGodName] protect us!;;;;;;;;;;;;;x
zusk_event.34.name;Constantinople Falls;;;;;;;;;;;;;x
zusk_event.34.desc;The empire of the east has fallen with the fall of the city of Constantinople. The ancient lands of anatolia, greece and egypt were once home to the greatest civilizations of the world. It seems if nothing is done those will only be stories and fables as foreign invaders inevitably stretch their influence into the former bread basket of the Roman Empire.;;;;;;;;;;;;;x
ZUSK34OP;Oh dear;;;;;;;;;;;;;x
zusk_event.34.name;A heir to the Imperial Legacy?;;;;;;;;;;;;;x
zusk_event.34.desc;With the collapse of the Empire in the north we have managed to luckily stay mostly unscathed, the great stability and peace in our realm has caused many to believe that we are the true heirs of the Roman Empire. It is time we bring peace to the rest of the former empire, retake our lost lands and restore the Imperial throne!;;;;;;;;;;;;;x
ZUSK34OP;We are true Romans!;;;;;;;;;;;;;x
zusk_event.50.name;Sack of Rome;;;;;;;;;;;;;x
zusk_event.50.desc;Following the Vandal Sack of Rome in 455 we took countless Roman citizens with us back to Africa to sell off in the lucrative slave markets.;;;;;;;;;;;;;x
ZUSK50OP;I wonder if the families are still missing their loved ones, haha!;;;;;;;;;;;;;x
vandal_slave_tooltip;We gain a large group of Roman prisoners to do with as we please;;;;;;;;;;;;;x
zusk_event.7.tooltip;I will ask them what Rome was like;;;;;;;;;;;;;x
zusk_event.10.tooltip;They seem to like Rome just as you do!;;;;;;;;;;;;;x
zusk_event.8.desc;A group of slavs have begun settling in $PROVINCENAME$, while normally we could ignore the politics of the peasent rabble they have been gradually increasing their number to the point where they will outnumber the local population there! The slavs are incredibly independant and it will be impossible to govern $PROVINCENAME$ unless we take action!;;;;;;;;;;;;;x
zusk_event.20.desc;[Root.Culture.GetName] tribesmen have managed to settle into one of our realm provinces, displacing the local populace;;;;;;;;;;;;;x
ZUSK8OP1;Let the Slavs settle there, I never liked $PROVINCENAME$ anyway.;;;;;;;;;;;;;x
ZUSK8OP2;Drive the slavs off our land!;;;;;;;;;;;;;x
zusk_event.10.desc;Rome is the best!;;;;;;;;;;;;;x
ZUSK10OP1;I want to be just like Augustus!;;;;;;;;;;;;;x
zusk9tooltip;This is very traumatic for you...;;;;;;;;;;;;;x
roman_nostalgia;Roman Nostalgia;;;;;;;;;;;;;x
servant_of_assur;Servant of Assur;;;;;;;;;;;;;x
servant_of_assur_desc;The King of Assyria is viewed by Assyrians as a divine being, the mortal servant of the god Assur.;;;;;;;;;;;;;x
zusk_event.16.desc;The old Slavic ways are giving in and a new culture is forming, people are now identifying themselves as Russians!;;;;;;;;;;;;;x
zusk_event.27.desc;We Franks have been surrounded with various religions and faiths, converting to Arianism will ally ourselves with the Arian Goths and converting to the Nicene church will ally ourselves with the eastern Roman empire! We could always remain pagans of course.;;;;;;;;;;;;;x
zusk_event.26.desc;While Italia may have fallen the Eastern Empire still considers us the rightful heir of the imperial throne! Rome lives another day!;;;;;;;;;;;;;x
ZUSK16OP1;Eh, A slav is a slav.;;;;;;;;;;;;;x
ZUSK16OP2;We will not give in to the new ways!;;;;;;;;;;;;;x
ZUSK16OP3;I like these people.;;;;;;;;;;;;;x
ZUSK27OP1;Convert to the Chalcedonian Church;;;;;;;;;;;;;x
ZUSK27OP2;Convert to Arianism;;;;;;;;;;;;;x
ZUSK27OP3;Remain a pagan;;;;;;;;;;;;;x
zusk_event.35.desc;Slavs have settled into one of our realm provinces, displacing the local population;;;;;;;;;;;;;x
zusk_event.36.desc;Our liege has decided to let Slavs settle into one of our provinces, there is little we can do about this;;;;;;;;;;;;;x
ZUSK16OP1;Eh, A slav is a slav.;;;;;;;;;;;;;x
roman_nostalgia_desc;This character shows great admiration and respect for old Roman traditions.;;;;;;;;;;;;;x
migration_desc;The Migration Period, also known as the period of the Barbarian invasions or as the Völkerwanderung, the "migration of peoples" in German was a period of intensified human migration in Europe from about 376 to 800 AD, if you declare a war of migration many young men will flock to your banner! If we win we will gain new lands but our old ones will be lost.\n\nRequirments:\n*You must be Slavic, Tengri, Tabitian, Alan or Germanic Pagan\n*You cannot declare a migration war after 800\n*You have not migrated in the last 10 years\n*You are a duke or above\n*You are independant\n*You are not at war\n*The target must be independant\n*The target is a duke or above\n*The target is not your own culture;;;;;;;;;;;;;;;;;;;;;;;;;
CB_NAME_MIGRATION;Migratory Invasion of [Title.GetBaseName];;;;;;;;;;;;;x
CB_NAME_UNIFICATION;Unification war for [Title.GetBaseName];;;;;;;;;;;;;x
unification_desc;It is time we bring together the squabbling city states of [Title.GetBaseName] and unify the great Empire under our banner! If we win we will gain all titles in the [Title.GetBaseName] along with any that we can take under our control outside of it.;;;;;;;;;;;;;x
WAR_NAME_MIGRATION;$ORDER$$FIRST_ADJ$ Migratory Invasion of $OTHER_TITLE$;;;;;;;;;;;;;x
CAPTAIN;Captain;;;;;;;;;;;;;x
d_khatt;Khatt;;;;;;;;;;;;;x
d_khatt_adj;Khatt;;;;;;;;;;;;;x
d_trading_company;Great Seas Merchant Company;;;;;;;;;;;;;x
d_trading_company_adj;Merchant Company;;;;;;;;;;;;;x
