#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
;;;;;;;;;;
druidic_reformed_DESC;The reformed Celtic faith has a standardized liturgy etched on the many raised stones on the British Isles, telling the story of the Tuatha De Danann.. It is led by the circle of the Druids with the Arch-Druid as the religious leader of the faithful. Defining features in-game:\n§Y*§! Can raid neighbors for loot\n§Y*§! The Arch-Druid can call Great Holy Wars;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
THE_STONES;The Sacred Stones;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
THE_BALLADS;The Ballads;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
DRUID;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
THE_FOMORIANS;The Fomorians;FRENCH;GERMAN;SPANISH;;;;;;;;;;;;;x
EVIL_BALOR;Balor;FRENCH;GERMAN;SPANISH;;;;;;;;;;;;x
EVIL_BRES;Bres;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
GOD_CAILLEACH;Cailleach;FRENCH;GERMAN;SPANISH;;;;;;;;x
d_druidic_reformed;The Circle of Druids;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
d_druidic_reformed_adj;Druidic;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUID;Myrdynn;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUIDESS;Dryad;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
ARCH_DRUID_FOA;Eldest of the Druids;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
nick_pendragon;Mab Darogan;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
baron_druidic_reformed;Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
baron_female_druidic_reformed;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
barony_of_druidic_reformed;Clan of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_druidic_reformed;High Lord;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_female_druidic_reformed;High Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
county_of_druidic_reformed;High Lordship of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
duke_druidic_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic_reformed;Principality of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
king_druidic_reformed;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic_reformed;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic_reformed;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic_reformed;High King;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
emperor_female_druidic_reformed;High Queen;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
empire_of_druidic_reformed;High Kingdom of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic_reformed;Elder;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
family_palace_baron_female_druidic_reformed;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_baron_druidic_reformed;Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_baron_female_druidic_reformed;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_druidic_reformed;High Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_female_druidic_reformed;High Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_duke_druidic_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic_reformed;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic_reformed;Grand Princess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_kingdom_of_druidic_reformed;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_druidic_reformed;Vergobret;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_female_druidic_reformed;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_empire_of_druidic_reformed;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic_reformed;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_baron_female_druidic_reformed;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_barony_of_druidic_reformed;Sacred Grove of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_druidic_reformed;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_female_druidic_reformed;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_county_of_druidic_reformed;Temple of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_druidic_reformed;Head Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_female_druidic_reformed;Head Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic_reformed;Archdruid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_king_female_druidic_reformed;Archdruidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_kingdom_of_druidic_reformed;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_emperor_druidic_reformed;Myrdynn;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_empire_of_druidic_reformed;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_druidic;Chief;Chef;GERMAN;;Señor;;;;;;;;;x
baron_female_druidic;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
barony_of_druidic;Clan of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_druidic;High Lord;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
count_female_druidic;High Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
county_of_druidic;High Lordship of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic;Principality of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
king_druidic;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic;High King;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
emperor_female_druidic;High Queen;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
empire_of_druidic;High Kingdom of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic;Elder;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
family_palace_baron_female_druidic;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_baron_druidic;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_druidic;Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_druidic;High Chief;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_count_female_druidic;High Chieftess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic;Grand Princess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_kingdom_of_druidic;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_druidic;Vergobret;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_emperor_female_druidic;Lady;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
city_empire_of_druidic;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_baron_female_druidic;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_barony_of_druidic;Sacred Grove of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_druidic;Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_count_female_druidic;Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_county_of_druidic;Temple of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_druidic;Head Druid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duke_female_druidic;Head Druidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic;Archdruid;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_king_female_druidic;Archdruidess;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_kingdom_of_druidic;Federation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_emperor_druidic;Myrdynn;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
temple_empire_of_druidic;Nation of;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
title_pagan_wizard;Court Wizard;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_royal_champion;Champion;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_uchelwr;Uchelwr;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although armed with lances, the Uchelwr's throw javelins.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_vates;Vates;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
;;;;;;;;;;
abdication_gaelic;Abdicate your throne;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
gaelic_abdication;For the glory of Éire!;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;FRENCH;GERMAN;SPANISH;;;;;;;;;;x
