ancrel.0174.a;Very good, very good.;;;;;;;;;;;;;x
ancrel.0174.b;No, this praise is too much...  I have faults too!;;;;;;;;;;;;;x
ancrel.0174.c;This is not enough praise - speak of my other strengths!;;;;;;;;;;;;;x
ancrel.0174.d;I can’t believe the audience listens to and believes this nonsense about me.;;;;;;;;;;;;;x
ancrel.0175.desc;As part of his performance, your Bard steps back and forth solemnly as he chants praises to the ancestors of your clan. There is something dignified yet eerie about him as he marches around. “In the beginning was the Word,” your Bard once told you, “And then Music. Like smiths who learned to create and destroy through tools, so too did we Bards learn to create and destroy through Word, and through Music.”\nSuddenly, a child in your court runs out towards the Bard. You grab the boy and pull him back. “Be careful!” you whisper in a harsh tone. “Do you know who that is? Did your parents tell you nothing? If you cross the path of the Bards, you may die! If they touch you, and they wish it, you may die!” This is no superstition - in your heart, you know this to be true. The Bard is truly a fearsome being who possesses great power.;;;;;;;;;;;;;x
ancrel.0175.name;The Bard's Power;;;;;;;;;;;;;x
ancrel.0175.a;Even a [Root.GetTitle] such as myself must be careful.;;;;;;;;;;;;;x
ancrel.0175.b;Even for all my skepticism, I cannot be skeptical of the Bard’s power.;;;;;;;;;;;;;x
ancrel.0176.desc;Today, your Bard will take some time to tell fanciful tales to the children at your court. As you stand nearby, you can’t help but smile a bit as you recall your own childhood, and how your father’s Bard used to tell you exciting tales about the gods and heroes of your people.\n“What story should I tell?” your Bard asks, speaking to his audience, mostly children. “What of the trickster, Anansi the spider, who taught people how to weave cloth? Or how about the clever but lazy Ouati, who can solve any problem? Or what of the great warrior Soumaoro Yaqub, who seeks to undo the evil that is Abubakari?” The children all shout in chaotic disunion, as they demand to hear their favorite stories. You laugh a bit - you were once like that too, no?;;;;;;;;;;;;;x
ancrel.0176.name;Children's Stories;;;;;;;;;;;;;x
ancrel.0176.a;As long as my Bard doesn't sing about Ali-Ali the lusty sorcerer.;;;;;;;;;;;;;x
ancrel.0178.desc;As your Bard finishes yet another performance, the memory of all he has told us these past few days still rings fresh in your mind. Who knew the young sorcerer Ali-Ali could be so lustful, to scavenge after the dirty clothes of young maidens? Who knew my grandfather actually wrestled with five elephants? Who knew how the lazy genius Ouati got out of trouble yet again? And who knew I had so many good qualities?\nYour Bard knew all this. He once said, “My word is pure and free of untruth. It is the word of my father, his father, and his father, and so on as far back as anyone can remember.”\nYes. It must be so. It must have been since time immemorial. So you remember your Bard’s words, “Bards do not know what lying is.”;;;;;;;;;;;;;x
ancrel.0178.name;Knowing Everything;;;;;;;;;;;;;x
ancrel.0178.a;But for now, I should pay full attention to my Bard.;;;;;;;;;;;;;x
ancrel.0179.desc;The trickster spirits are always a good topic for the Bards to talk about. Their stories are always full of mischievousness, perfect for all audiences. And so it is that your Bard tells about one such trickster today.\n”One day the trickster Takoi wore a hat, white on one side and red the other,” your Bard sings. “As he walked down the road, some people said his hat was white, but others said it was red. The people began to bicker about the color. White! Red! Red! White! They got so angry, they began to fight and hurt each other. Seeing this, Takoi laughed, exclaiming, ‘People will fight over anything!’”;;;;;;;;;;;;;x
ancrel.0179.name;The Trickster;;;;;;;;;;;;;x
ancrel.0179.a;Ha, what silly people.;;;;;;;;;;;;;x
ancrel.0179.b;People tend to be like this all the time.;;;;;;;;;;;;;x
ancrel.0180.desc;Your Bard continues, “The hero Soumaoro Yaqub came across a strange man from Frangistan, a one-legged warrior wielding a large sword - “\n”The man shouldn’t be from Frangistan,” one of your courtiers interrupts. He suggests something else, as is custom, “I think he should be a Persian!”\n “Make him a Roman! From Constantinople! Romans are amazing,” says another member of the audience.\n”Whoever likes the decadent Romans are imbeciles,” cuts in another person, “The warrior should be from mystical Cathay!”\nAs the audience continues arguing, you see your Bard looks rather confused.;;;;;;;;;;;;;x
ancrel.0180.name;From Where?;;;;;;;;;;;;;x
ancrel.0180.a;Ignore the fools, choose whatever you want.;;;;;;;;;;;;;x
ancrel.0180.b;I think the warrior should come from...;;;;;;;;;;;;;x
ancrel.0181.desc;“And you,” your Bard sings, looking at one of your courtiers, “the people say you eat too much, and your feces are of many colors - yellow, blue, red, green, purple!”\nThe audience laughs as your gluttonous courtier blushes in embarrassment. “And you,” the Bard sings, continuing his tirade of mockery, “You there, the people say you are a lech, like the young sorcerer Ali-Ali was - but you are three times his age. What are you doing, chasing your granddaughter’s friends, dirty old man?”\nAnd now the Bard turns to yet another person. “And you, ah, you. The people say...”;;;;;;;;;;;;;x
ancrel.0181.name;And You, And You;;;;;;;;;;;;;x
ancrel.0181.a;Don’t you dare insult me.;;;;;;;;;;;;;x
ancrel.0181.b;My Bard, talk about my flaws too.;;;;;;;;;;;;;x
ancrel.0181.c;Talk of my children, that they learn from their flaws.;;;;;;;;;;;;;x
ancrel.0182.desc;“Of whose ancestors should I speak?” your Bard shouts, “Should I speak of your lineage of leatherworkers, Bonga? For I knew your grandfather well, he was a hard-working man. Or, perhaps, I should tell of your mighty lineage of hunters, Kassa?”\nA few members of the audience make their suggestions, before your Bard decides. “Very well! Listen then to my word, for I will tell you of the ancestors of the jeweler Sakoura. They are brave men, this lineage, who show their strength not through force of arms like warriors or hunters, but through their craft and through their shrewdness. Let me tell of how Sakoura’s great-grandfather Fodi foiled the evil Tuareg chief Ilyas with his wits, with nothing but some Greek pastries and some silver rings...”;;;;;;;;;;;;;x
ancrel.0182.name;Whose Ancestor?;;;;;;;;;;;;;x
ancrel.0182.a;Now this sounds like a good story...;;;;;;;;;;;;;x
ancrel.0183.tooltip;Preparations for the performance are made - everybody can't wait!;;;;;;;;;;;;;x
ancrel.0183.desc;The day of the performance has dawned. Your Bard, dressed in his finest attire, holds in his hand a kora harp - the sweet, delicate, yet powerful instrument of the Bards - as he presents himself before the community. What sort of stories will he tell? What sort of people will he mock? What ancestors will he honor? For the next few days, you and the community will bear witness to these, and more, perhaps for hours on end.\nIt is custom among the peoples of the savanna that the audience can make suggestions (or even constructive criticisms) to the Bard throughout his performance. Since you are the highest-ranked member of the community present, your Bard allows you to make a suggestion first. “What would I like to hear?” you think to yourself. There are so many things to hear of - too many, for the Bards know much. So many choices indeed!;;;;;;;;;;;;;x
ancrel.0183.name;The Show Begins!;;;;;;;;;;;;;x
ancrel.0183.a;I think we should start with the story about...;;;;;;;;;;;;;x
;;;;;;;;;;;;;x
EVTNAMEancrel.0183;Coming of age;French;German;;Spanish;;;;;;;;;;;x
EVTDESCancrel.0183;Today your child comes of age. [From.GetSheHeCap] will join the clan today as the Druids present [From.GetHerHim] to the gods. You can use this opportunity to plan [From.GetHerHis] future.;French;German;;Spanish;;;;;;;;;;;x
EVTOPTAancrel.0183;[From.GetSheHeCap] will be a warrior;French;German;;Spanish;;;;;;;;;;;x
EVTOPTBancrel.0183;The Gods are in need of [From.GetHerHim];French;German;;Spanish;;;;;;;;;;;x
EVTNAMEancrel.0184;Coming of age;French;German;;Spanish;;;;;;;;;;;x
EVTDESCancrel.0184;Today is the day I become an adult, it is time I meet my destiny;French;German;;Spanish;;;;;;;;;;;x
EVTOPTAancrel.0184;Ask my father for advice;French;German;;Spanish;;;;;;;;;;;x
path_of_the_warriors;Your child will undergo training with the warriors\n;French;German;;Spanish;;;;;;;;;;;x
path_of_the_druids;Your child will undergo training with the druids\n;French;German;;Spanish;;;;;;;;;;;x
EVTNAMEancrel.0185;The Path of the Druids;;;;;;;;;;;;;x
EVTDESCancrel.0185;An old man has arrived, dressed in the garbs of a druid, he is here to take your child with him to a sacred grove deep inside the forest.\nThere [From.GetSheHe] will be taught the secret arts of the druids, this training will take many years and novices have been known to come back changed, or worse... dead.;;;;;;;;;;;;;x
EVTOPTAancrel.0185;Be safe my child;;;;;;;;;;;;;x
EVTDESCancrel.0187;Your child has expressed a peculiar wish, unsatisfied with the life of a warrior, [From.GetSheHe] wishes to learn the druidic arts and become closer to the gods. \nBut that way is strange and dangerous, not all survive it.;;;;;;;;;;;;;x
EVTOPTAancrel.0187;I will not allow it!;;;;;;;;;;;;;x
EVTOPTBancrel.0187;Yes, this will bring great honor to our family.;;;;;;;;;;;;;x
return_from_druidic_training;Your child has learned much\n;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;x
return_from_druidic_training_player;You have learned much\n;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;x
EVTDESCancrel.0189;The night is dark and cold when your servants wake you, a visitor has come to see you. Suddenly, a black shape pushes them to the side and approaches your bedside, you reach for your sword but slowly realize who it is, [From.GetTitledFirstName], back from the forests of the druids!;;;;;;;;;;;;;x
EVTOPTAancrel.0189;[From.GetFirstName]! You've... changed!;;;;;;;;;;;;;x
EVTDESCancrel.0191;On of the supplicants at your court today is hopping on one leg, trying to keep [From.GetHerHis] balance with the help of a knoted stick of wood. [From.GetSheHe] has a familiar look and as [From.GetSheHe] approaches your throne, you finally understand why, it is [From.GetTitledFirstName], back from the druids!;;;;;;;;;;;;;x
EVTOPTAancrel.0191;My child, what have the gods done to you?;;;;;;;;;;;;;x
EVTDESCancrel.0193;[From.GetTitledFirstName] is back from the druidic groves, there he has learned much of the ways of the gods and our people, he has sung numerous stories and even come up with a few of his own.;;;;;;;;;;;;;x
EVTOPTAancrel.0193;I wish to hear of these new stories!;;;;;;;;;;;;;x
EVTDESCancrel.0195;« My lord!, says own of your guards, a madman is dancing on the roof of the stables, we tried to get him down, but he just screams gibberish at us!» \n You follow your guards to the courtyard and soon understand that the madman is in fact,[From.GetTitledFirstName], struck mad by the gods.;;;;;;;;;;;;;x
EVTOPTAancrel.0195;We shall share this burden my child;;;;;;;;;;;;;x
EVTDESCancrel.0197;[From.GetTitledFirstName] has returned from the groves of the druids, but with a strange burden, a newborn child. While he refuses to talk of the mother, the childs wild eyes bode strange wisdom.;;;;;;;;;;;;;x
EVTOPTAancrel.0197;I will love him as my own.;;;;;;;;;;;;;x
EVTDESCancrel.0199;Knowing of [From.GetTitledFirstName] impending return, you have prepared the most magnificent chambers for him. But, ever since his return, he has been spending his nights and days in the castle grove, delving more and more into the druidic lore, stopping only to speak of the wonders of the gods.;;;;;;;;;;;;;x
EVTOPTAancrel.0199;But what about the pleasures of life?;;;;;;;;;;;;;x
EVTDESCancrel.0201;The secrets of the druids are many and earthly problems lose of their potency when confronted to those of the otherworld, thus [From.GetTitledFirstName] has returned changed from his traning with the druids, he seems much more at peace and patient.;;;;;;;;;;;;;x
EVTOPTAancrel.0201;Ok;;;;;;;;;;;;;x
EVTDESCancrel.0203;Child dies in training;;;;;;;;;;;;;x
EVTOPTAancrel.0203;Ok;;;;;;;;;;;;;x
EVTDESCancrel.0205;Child returns with gifts;;;;;;;;;;;;;x
EVTOPTAancrel.0205;Ok;;;;;;;;;;;;;x
EVTDESCancrel.0206;Father dies, Player Child is heir;;;;;;;;;;;;;x
EVTOPTAancrel.0206;Ok;;;;;;;;;;;;;x
learning_druidic_arts;Novice;French;German;;Spanish;;;;;;;;;;;x
learning_druidic_arts_desc;This character is learning the secrets arts and rituals of the Druids, he has much to learn;Franch;German;;Spanish;;;;;;;;;;;;x
EVTDESCancrel.0261;A Druid is expected to follow the Celtic Virtues of honor, loyalty, hospitality, honesty, justice and courage. Gossip is starting to spread about your wicked habits.;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;x
EVTOPTAancrel.0261;May [Root.Religion.GetRandomGodName] have mercy on me.;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;;x
