#EASTERN RELIGIONS STUFF ;;;;;;;;;;;;;;x
buddhist.19.a;I certainly gained a lot of karmic merit for this, too.;;;;;;;;;;;;;x
#Nicknames ;;;;;;;;;;;;;;x
nick_the_animal_protector;the Animal Protector;;;;;;;;;;;;;x
nick_the_compassionate;the Compassionate;;;;;;;;;;;;;x
nick_the_awakened;the Awakened;;;;;;;;;;;;;x
nick_the_realized;the Realized;;;;;;;;;;;;;x
nick_the_deluded;the Deluded;;;;;;;;;;;;;x
nick_the_ever_craving;the Ever-Craving;;;;;;;;;;;;;x
nick_the_anger_filled;the Anger-Filled;;;;;;;;;;;;;x
nick_the_sage;the Sage;;;;;;;;;;;;;x
#Vegetarianism ;;;;;;;;;;;;;;x
vegetarian;Vegetarian;;;;;;;;;;;;;x
vegetarian_desc;Due to his or her moral beliefs, this character refrains from eating meats of any sort, be it beef, pork, chicken, fish, and so on.;;;;;;;;;;;;;x
become_a_vegetarian;Become a Vegetarian;;;;;;;;;;;;;x
become_a_vegetarian_desc;Perhaps it is time to refrain from eating meat and gain great merit.;;;;;;;;;;;;;x
vegetarian.1.desc;We are taught by [Root.Religion.GetRandomGodName] to be compassionate and to love all sentient beings, yet I eat meat every day. Can I truly call myself a follower of the Dharma if I continue to participate in this wanton murder of innocent animals? Starting now, I will refrain from eating meat, and become a vegetarian.;;;;;;;;;;;;;x
vegetarian.1.a;For all sentient beings!;;;;;;;;;;;;;x
vegetarian.2.desc;I am no longer a follower of a faith that advocates a vegetarian diet. My public practice of vegetarianism is thus no longer necessary.;;;;;;;;;;;;;x
vegetarian.2.a;So be it.;;;;;;;;;;;;;x
vegetarian.3.desc;All monks must vow to abstain from eating meat.;;;;;;;;;;;;;x
vegetarian.3.a;So be it.;;;;;;;;;;;;;x
vegetarian.3.b;My sect or culture doesn’t require vegetarianism, but I’ll do it anyways.;;;;;;;;;;;;;x
vegetarian.3.c;My sect or culture doesn’t require vegetarianism, and I won’t do it.;;;;;;;;;;;;;x
vegetarian.4.desc;Oddly enough, becoming a vegetarian was very easy for me. I don’t feel any attachment to meat at all.;;;;;;;;;;;;;x
vegetarian.4.a;Maybe I was a vegetarian in my past life.;;;;;;;;;;;;;x
vegetarian.5.desc;Having a vegetarian diet isn’t the easiest thing. The temptation to eat meat is still strong, but I must continue practicing loving-kindness and compassion to all sentient beings.;;;;;;;;;;;;;x
vegetarian.5.a;I will endure.;;;;;;;;;;;;;x
vegetarian.6.desc;Being a vegetarian is more difficult than I expected. It’s so hard trying to resist the temptation to meat!;;;;;;;;;;;;;x
vegetarian.6.a;I don’t know how I’ll persevere, but I must.;;;;;;;;;;;;;x
vegetarian.7.desc;I can’t take it anymore. Despite the karmic rewards, being vegetarian is too difficult - my attachment to meat is too great. There is no way I can avoid eating meat…;;;;;;;;;;;;;x
vegetarian.7.a;It’s time to eat normally again.;;;;;;;;;;;;;x
vegetarian.7.b;I must resist! I can resist!;;;;;;;;;;;;;x
vegetarian.8.desc;Being vegetarian isn’t so bad, at least sometimes. Other times it’s hard to resist meat.;;;;;;;;;;;;;x
vegetarian.8.a;That’s how samsara is.;;;;;;;;;;;;;x
vegetarian.9.desc;One of your courtiers is tempting you with meat. “[Root.GetTitledFirstName], you may be vegetarian, what’s the harm in eating meat once in a while? Just a taste, for fun. You can always say some prayers later to make up for it.”;;;;;;;;;;;;;x
vegetarian.9.a;Right! I’ll just have a few bites of that…;;;;;;;;;;;;;x
vegetarian.9.b;No! I vowed to practice loving-kindness and compassion!;;;;;;;;;;;;;x
vegetarian.10.desc;My desire for meat is overwhelming me. I am a [Root.GetTitle], after all… no one would object if I ate a little bit of meat, and I know the perfect way to get some without attracting too much attention…;;;;;;;;;;;;;x
vegetarian.10.a;It’s just one time… or a few…;;;;;;;;;;;;;x
vegetarian.10.b;I will resist any such temptations!;;;;;;;;;;;;;x
vegetarian.11.desc;It seems the cook accidentally put some meat in my meal. I could ignore the meat… or I could just eat it.;;;;;;;;;;;;;x
vegetarian.11.a;It’s the cook’s fault and not mine, I’ll eat meat this one time!;;;;;;;;;;;;;x
vegetarian.11.b;The cook already made it, so I’ll eat it reluctantly as to not waste food.;;;;;;;;;;;;;x
vegetarian.11.c;Put the meat aside. I won’t be eating it.;;;;;;;;;;;;;x
vegetarian.12.desc;I am beginning to get used to my vegetarian diet. I never knew it was possible to eat a variety of foods without meat! Salty, sweet, spicy… all these flavors can still be experienced. Granted, things like beans are no substitute for real meat, but it’s not as bad as I initially thought.;;;;;;;;;;;;;x
vegetarian.12.a;I’m strong to the finish, because I eat my vegetables.;;;;;;;;;;;;;x
vegetarian.13.desc;Recently one of the local holy men gave a lecture on various topics to the nobles of my court. He said that my dedication to a vegetarian diet showed my devotion to the Dharma, and urged my courtiers to follow in my footsteps.;;;;;;;;;;;;;x
vegetarian.13.a;It’s good to hear someone approves!;;;;;;;;;;;;;x
vegetarian.13.b;I’ve done nothing great. I only wish others to be kind to all.;;;;;;;;;;;;;x
vegetarian.14.desc;Now that I’m vegetarian, it saddens me when I think of the animals that are constantly slaughtered every day for food. Perhaps I should go into town, buy some of these animals and set them free. Practicing compassion doesn’t end with a vegetarian diet, after all.;;;;;;;;;;;;;x
vegetarian.14.a;Yes, I should do this.;;;;;;;;;;;;;x
vegetarian.14.b;No, I don’t have time for this.;;;;;;;;;;;;;x
vegetarian.15.desc;It’s difficult explaining to some why I’m a vegetarian. “Don’t you miss the taste of meat?” or “Can’t you show your religious devotion through some other means?” some might ask. Today, however, I’ve managed to convince one of my courtiers that the merits of vegetarianism are worth it.;;;;;;;;;;;;;x
vegetarian.15.a;It’s good to have another vegetarian around!;;;;;;;;;;;;;x
vegetarian.16.desc;My loyal subordinates fear that my vegetarian diet will leave me malnourished and frail, unable to perform my duties and manage my responsibilities.;;;;;;;;;;;;;x
vegetarian.16.a;They do have a point… but what can I do?;;;;;;;;;;;;;x
vegetarian.16.b;Ha! Haven’t they seen the healthy monks in the temples?;;;;;;;;;;;;;x
vegetarian.17.desc;I have been experimenting with my vegetarian diet lately, but it seems the cook and I have miscalculated the sort of foods that would nourish me. I’m suddenly feeling very fatigued - it seems like this combination of foods isn’t very good at all!;;;;;;;;;;;;;x
vegetarian.17.a;If only I could eat meat again, this would be so much easier...;;;;;;;;;;;;;x
vegetarian.17.b;Looks like we’ll have to go back to the previous diet.;;;;;;;;;;;;;x
vegetarian.18.desc;“Look at you meat-eaters! You’re no different from murderers!” you proudly proclaim to your courtiers, in another attempt to convince them of the merits of vegetarianism. “You’re all hypocrites, claiming to practice compassion and follow the Dharma while you continue to endorse the murder of innocents!”;;;;;;;;;;;;;x
vegetarian.18.a;That should teach them.;;;;;;;;;;;;;x
vegetarian.18.b;Maybe I was too harsh, and should apologize.;;;;;;;;;;;;;x
vegetarian.19.desc;You didn’t notice it at first, but one of your more mischievous courtiers put some meat in your meal, and you consumed it by accident! That fool must be punished somehow.;;;;;;;;;;;;;x
vegetarian.19.a;Why should I be bothered?;;;;;;;;;;;;;x
vegetarian.19.b;Strongly condemn such actions.;;;;;;;;;;;;;x
vegetarian.19.c;A day in the stocks should do!;;;;;;;;;;;;;x
vegetarian.20.desc;“You are vegetarian?” the foreign dignitary looks, bewildered. He is currently visiting my court from a far-away land, and we happened to discuss my vegetarian diet. “But... you’re not that skinny!”;;;;;;;;;;;;;x
vegetarian.20.a;Some of the vegetarian monks are very obese, I assure you.;;;;;;;;;;;;;x
vegetarian.21.desc;Even though it’s for the good of all sentient beings, I’m starting to get sick of my vegetarian diet. It’s nothing but vegetables, fruits, and other bland things every day.;;;;;;;;;;;;;x
vegetarian.21.a;I feel like a peasant.;;;;;;;;;;;;;x
vegetarian.22.desc;My cook has to prepare meals not only for me, but everyone in my household and any guests who visit as well. I am aware that because of this, some of the vegetarian meals he prepares for me might be tainted with a bit of meat.;;;;;;;;;;;;;x
vegetarian.22.a;That is something I have to live with.;;;;;;;;;;;;;x
vegetarian.22.b;I’ll force my cook to take extra precautions!;;;;;;;;;;;;;x
vegetarian.23.desc;Would I ever passionately kiss someone who just ate meat?;;;;;;;;;;;;;x
vegetarian.23.a;I wouldn’t kiss anyone at all to begin with.;;;;;;;;;;;;;x
vegetarian.23.b;Yes.;;;;;;;;;;;;;x
vegetarian.23.c;No.;;;;;;;;;;;;;x
vegetarian.23.d;Only if they are really attractive.;;;;;;;;;;;;;x
vegetarian.24.desc;While arguing with one of my courtiers about the merits of vegetarianism, my courtier tells me, “People will still continue to kill animals no matter what. Animals will still be butchered and eaten by thousands and millions of people. By refraining from meat, you’re only saving a few animals at most.”;;;;;;;;;;;;;x
vegetarian.24.a;Hmm… a good point. Would saving a few animals do anything?;;;;;;;;;;;;;x
vegetarian.24.b;Even if I only save a few animals, that’s better than nothing.;;;;;;;;;;;;;x
vegetarian.25.desc;xxxxx;;;;;;;;;;;;;x
vegetarian.25.a;xxxxx;;;;;;;;;;;;;x
#Choosing Buddhist Sects ;;;;;;;;;;;;;;x
pure_land_supporter;Patron of Pure Land;;;;;;;;;;;;;x
pure_land_supporter_desc;This Buddhist lord supports the Pure Land sect of Buddhism.;;;;;;;;;;;;;x
lotus_school_supporter;Patron of the Lotus School;;;;;;;;;;;;;x
lotus_school_supporter_desc;This Buddhist lord supports the Lotus School sect of Buddhism.;;;;;;;;;;;;;x
zen_supporter;Patron of Zen;;;;;;;;;;;;;x
zen_supporter_desc;This Buddhist lord supports the Zen sect of Buddhism.;;;;;;;;;;;;;x
vajrayana_supporter;Patron of Vajrayana;;;;;;;;;;;;;x
vajrayana_supporter_desc;This Buddhist lord supports the Vajrayana sect of Buddhism.;;;;;;;;;;;;;x
spiritually_insincere_buddhist;Spiritually Insincere;;;;;;;;;;;;;x
spiritually_insincere_buddhist_desc;This lord's decision to shift support from one major Buddhist sect to another has been seen as insecure and questionable by many within his/her realm, and his/her reputation suffers as a result.;;;;;;;;;;;;;x
buddhist.2.desc;As a new Buddhist ruler, it is important that you maintain good relations with the Sangha, or the Buddhist community, by sponsoring one of the major sects of Buddhism in your realm. There are several prominent ones to choose from.;;;;;;;;;;;;;x
buddhist.2.a;I have thought over this matter much and have decided…;;;;;;;;;;;;;x
buddhist.2.b;I wish to learn more about these sects first.;;;;;;;;;;;;;x
buddhist.3.desc;Although you have long supported one Buddhist sect, you’ve decided that it’s time to shift support to a different sect. Only you know whether you do this for political or genuine spiritual reasons, but some may not see your change favorably, thinking you’re just playing politics.;;;;;;;;;;;;;x
buddhist.3.a;I have thought over this matter and have decided…;;;;;;;;;;;;;x
buddhist.3.b;I wish to learn more about these sects first.;;;;;;;;;;;;;x
buddhist.4.tooltip;Learn about the sects, their advantages and disadvantages;;;;;;;;;;;;;x
buddhist.4.desc;You have recently just begun supporting a major sect of Buddhism, and it would probably be unwise to suddenly shift your support to another major sect. If you decide to go through with this change, your vassals and your people might not see you as favorably, thinking you’re just playing politics.;;;;;;;;;;;;;x
buddhist.4.a;Perhaps I am acting too hastily…;;;;;;;;;;;;;x
buddhist.4.b;No! I must change my support to another sect, and I’ve chosen...;;;;;;;;;;;;;x
buddhist.4.c;No! I want another sect. Let me learn about them first, however.;;;;;;;;;;;;;x
buddhist.5.tooltip;Learn about the sects, their advantages and disadvantages;;;;;;;;;;;;;x
buddhist.5.desc;You gather a number of scholars, priests, and other learned men, and prod them for information as well as their opinions on these various Buddhist sects. You ask, “Can you tell me more about the sect they call…”;;;;;;;;;;;;;x
buddhist.5.a;Zen;;;;;;;;;;;;;x
buddhist.5.b;Pure Land;;;;;;;;;;;;;x
buddhist.5.c;Lotus School;;;;;;;;;;;;;x
buddhist.5.d;Vajrayana;;;;;;;;;;;;;x
buddhist.6.tooltip;Learn about Zen;;;;;;;;;;;;;x
buddhist.6.desc;You learn more about Zen, a sect known for the puzzling and unusual methods it uses to teach practitioners and monks the way towards Enlightenment. (Sponsoring the Zen sect gives you +1 learning, +2 intrigue, and -20% build time and cost.);;;;;;;;;;;;;x
buddhist.6.a;I see. Now, tell me about Pure Land.;;;;;;;;;;;;;x
buddhist.6.b;I see. Now, tell me about the Lotus School.;;;;;;;;;;;;;x
buddhist.6.c;I see. Now, tell me about Vajrayana.;;;;;;;;;;;;;x
buddhist.6.d;I have learned all I wanted to about these schools.;;;;;;;;;;;;;x
buddhist.7.tooltip;Learn about Pure Land;;;;;;;;;;;;;x
buddhist.7.desc;You learn more about Pure Land, a sect named after the celestial realms of the Bodhisattvas and Buddhas. The sect emphasizes reaching a Pure Land as a means to enlightenment. (Sponsoring the Pure Land sect gives you +1 learning, +1 diplomacy, and +10 to general opinion.);;;;;;;;;;;;;x
buddhist.7.a;I see. Now, tell me about Zen.;;;;;;;;;;;;;x
buddhist.7.b;I see. Now, tell me about the Lotus School.;;;;;;;;;;;;;x
buddhist.7.c;I see. Now, tell me about Vajrayana.;;;;;;;;;;;;;x
buddhist.7.d;I have learned all I wanted to about these schools.;;;;;;;;;;;;;x
buddhist.8.tooltip;Learn about the Lotus School;;;;;;;;;;;;;x
buddhist.8.desc;You learn more about the Lotus school of Buddhism, which considers the Lotus Sutra a central element of Buddhist practice. Its doctrines are flexible and open-minded, readily accepting ideas from other sects. (Sponsoring the Lotus school gives you +1 learning, +1 stewardship, and +5% to tech.);;;;;;;;;;;;;x
buddhist.8.a;I see. Now, tell me about Zen.;;;;;;;;;;;;;x
buddhist.8.b;I see. Now, tell me about Pure Land.;;;;;;;;;;;;;x
buddhist.8.c;I see. Now, tell me about Vajrayana.;;;;;;;;;;;;;x
buddhist.8.d;I have learned all I wanted to about these schools.;;;;;;;;;;;;;x
buddhist.9.tooltip;Learn about Vajrayana;;;;;;;;;;;;;x
buddhist.9.desc;You learn more about the Vajrayana or Esoteric sect of Buddhism, popular in Tibet. Vajrayana is considered heretical by some Buddhists, but there is appeal in its ritualistic, colorful methods. (Sponsoring the Vajrayana sect gives you +2 learning, +10% to troop morale, and +3% tax income at the cost of general opinion.);;;;;;;;;;;;;x
buddhist.9.a;I see. Now, tell me about Zen.;;;;;;;;;;;;;x
buddhist.9.b;I see. Now, tell me about Pure Land.;;;;;;;;;;;;;x
buddhist.9.c;I see. Now, tell me about the Lotus School.;;;;;;;;;;;;;x
buddhist.9.d;I have learned all I wanted to about these schools.;;;;;;;;;;;;;x
buddhist.10.tooltip;Let me officially choose a sect already!;;;;;;;;;;;;;x
buddhist.10.desc;After careful deliberation and spiritual meditation, you have settled on supporting one of the major Buddhist schools . Whether you do so for practical reasons and ulterior motives, or because you genuinely believe in its spiritual methods and practices, is another matter. Thus, you decide to support…;;;;;;;;;;;;;x
buddhist.10.a;Zen;;;;;;;;;;;;;x
buddhist.10.b;Pure Land;;;;;;;;;;;;;x
buddhist.10.c;Lotus School;;;;;;;;;;;;;x
buddhist.10.d;Vajrayana;;;;;;;;;;;;;x
buddhist.11.desc;It had been a rather short time since you just supported another Buddhist sect, so  unsurprisingly, your decision to shift support from one major Buddhist sect to another is seen as insecure and questionable by many within your realm. Your reputation suffers as a result.;;;;;;;;;;;;;x
buddhist.11.a;I made my decision knowing the consequences.;;;;;;;;;;;;;x
buddhist.11.b;What? How…;;;;;;;;;;;;;x
i_choose_zen;You will support the Zen sect - may it flourish across the land and help spread the Dharma!;;;;;;;;;;;;;x
i_choose_pure_land;You will support the Pure Land sect - may it flourish across the land and help spread the Dharma!;;;;;;;;;;;;;x
i_choose_lotus_school;You will support the Lotus School sect - may it flourish across the land and help spread the Dharma!;;;;;;;;;;;;;x
i_choose_vajrayana;You will support the Vajrayana sect - may it flourish across the land and help spread the Dharma!;;;;;;;;;;;;;x
change_buddhist_sect;Support a Different Buddhist Sect;;;;;;;;;;;;;x
change_buddhist_sect_desc;Change support to a different Buddhist sect.;;;;;;;;;;;;;x
#Retreat ;;;;;;;;;;;;;;x
begin_retreat_novice;I can hardly wait to get started. Let the retreat begin!;;;;;;;;;;;;;x
begin_retreat_experienced;It is good to be back. Let the retreat begin!;;;;;;;;;;;;;x
go_on_retreat;Go on a Retreat;;;;;;;;;;;;;x
go_on_retreat_desc;Live in a monastery or temple for three months, half a year, or a full year while engaging in meditation, practicing the Dharma and cultivating good merit;;;;;;;;;;;;;x
on_retreat;On a Retreat;;;;;;;;;;;;;x
on_retreat_desc;This character is participating in a meditation retreat.;;;;;;;;;;;;;x
retreat_veteran;Retreat Veteran;;;;;;;;;;;;;x
retreat_veteran_desc;This character has participated in at least one meditation retreat, and has gained a degree of spiritual insight as a result. Without a doubt, due to this character's good karma, he or she will be reborn as a fortunate human in his or her next life!;;;;;;;;;;;;;x
retreat_master;Retreat Master;;;;;;;;;;;;;x
retreat_master_desc;This character has participated in several meditation retreats, and has gained a great amount of spiritual insight as a result. This character has almost certainly gained a lot of good merit, and will likely be reborn in a fortunate realm in his or her next life!;;;;;;;;;;;;;x
meditation.1.desc;Even if I am a well-off [Root.GetTitle] who has everything in the world, I feel like I am still lacking, spiritually. I’ve decided to thus go to one of the major temples in the region, and participate in a spiritual retreat for an extended period of time. ;;;;;;;;;;;;;x
meditation.1.a;It will be difficult to forget my worldly concerns for a while, though.;;;;;;;;;;;;;x
meditation.1.b;I look forward to returning to the temple!;;;;;;;;;;;;;x
meditation.2.tooltip;First, some preparations must be made while I am away. I must make sure everything at my court is in order, since I’ll be gone for a while.;;;;;;;;;;;;;x
meditation.2.name;Coming to the Temple;;;;;;;;;;;;;x
meditation.2.desc;The journey to the temple was more strenuous than I expected, but we have arrived nonetheless. I engage in the normal formalities upon reaching the temple - prostrating before Lord Buddha, bestowing gifts upon the monks, and so on. Eventually, I remove all my luxurious clothing and put on the humble robes of an ascetic.\n\nAs night comes, I am shown to my dormitory where I will be sleeping during my stay. It’s a change from the luxurious palace rooms, but I’ll get used to it. After all, I’ll be staying for...;;;;;;;;;;;;;x
meditation.2.a;Three months.;;;;;;;;;;;;;x
meditation.2.b;Half a year.;;;;;;;;;;;;;x
meditation.2.c;One year.;;;;;;;;;;;;;x
meditation.3.tooltip;Tomorrow, the retreat will begin - I can’t wait!;;;;;;;;;;;;;x
meditation.3.desc;My retreat has begun. It will be difficult getting used to only two sparse meals a day and the constant meditation sessions. Under the guidance of the temple’s retreat masters, I hope to cultivate my mind towards compassion and mindfulness.;;;;;;;;;;;;;x
meditation.3.a;I will dedicate any merit gained to all sentient beings.;;;;;;;;;;;;;x
meditation.4.tooltip;Tomorrow, the retreat will begin - it’s good to be back!;;;;;;;;;;;;;x
meditation.4.desc;My retreat has begun. Although it’s been a while since I’ve lived such a spartan lifestyle, I’ve done it before, and I have no trouble adjusting back to it. Under the guidance of the temple’s retreat masters, I am reviewing several meditation techniques and learning a few new ones.;;;;;;;;;;;;;x
meditation.4.a;During this retreat, I will try to focus on improving...;;;;;;;;;;;;;x
meditation.5.desc;It’s been three months since I begun my retreat. I think I’ve gotten used to it.;;;;;;;;;;;;;x
meditation.5.a;Indeed.;;;;;;;;;;;;;x
meditation.6.desc;It’s been half a year since I begun my retreat. So far, I have gained much spiritual insight… I think.;;;;;;;;;;;;;x
meditation.6.a;I only have half a year to go.;;;;;;;;;;;;;x
meditation.7.desc;It’s been nine months since I begun my retreat. Time passes by so quickly when one is engaged in spiritual practice.;;;;;;;;;;;;;x
meditation.7.a;Only three more months to go.;;;;;;;;;;;;;x
meditation.8.desc;The retreat is about to end in a few days, and I will thus have to leave the temple.;;;;;;;;;;;;;x
meditation.8.a;I should get ready to leave.;;;;;;;;;;;;;x
meditation.8.b;I see.;;;;;;;;;;;;;x
meditation.8.c;Hmm. Is there any difference between the temple and palace?;;;;;;;;;;;;;x
meditation.9.name;The Retreat Ends;;;;;;;;;;;;;x
meditation.9.desc;My spiritual retreat has ended. I feel strange, even frightened, leaving the temple and readjusting to normal life. The retreat was a strange, uncomfortable experience, after all, and I still think of it as rather difficult, yet I learned much.\n\nCompassion. Mindfulness. Patience. Inner peace.\n\nI have been exposed to the Dharma in ways I could not have possibly imagined. Can I possibly put these lessons to practice?;;;;;;;;;;;;;x
meditation.9.a;At the least, I can try meditating a bit each day.;;;;;;;;;;;;;x
meditation.10.desc;My spiritual retreat has ended. I feel anxious returning to my normal routine after being away for so long. The monks, too, are sad to see me go. They told me I have learned quite a lot in the short time I’ve been here, and feel I hold much promise, spiritually.\n\nPerhaps I should return one day, and engage in another retreat. Until then, I can try to apply the lessons I’ve learned to my daily life.;;;;;;;;;;;;;x
meditation.10.a;For instance, I can meditate a bit each day.;;;;;;;;;;;;;x
meditation.11.desc;My spiritual retreat has ended. Adjusting from the temple life to my daily routine as a [Root.GetTitle] isn’t as difficult as it used to be - my diligent efforts in studying and practicing the Dharma have equipped me with the tools needed to handle the toils and problems of normal life.\n\nRegardless, the monks say I have become quite realized myself, possessing a level of awareness uncommon even among most monks. I now understand that the troubles I encounter in this lifetime are the result of my karmic actions in previous lifetimes, and I am glad that I had enough good karma to be able to participate in this spiritual retreats.;;;;;;;;;;;;;x
meditation.11.a;I will return. There is much I can still learn.;;;;;;;;;;;;;x
meditation.12.desc;My spiritual retreat has ended. Adjusting from the temple life to my daily routine as a [Root.GetTitle] isn’t as difficult as it used to be - my diligent efforts in studying and practicing the Dharma have equipped me with the tools needed to handle the toils and problems of normal life.\n\nRegardless, the monks say I have become quite realized myself, possessing a level of awareness uncommon even among most monks. I now understand that the troubles I encounter in this lifetime are the result of my karmic actions in previous lifetimes, and I am glad that I had enough good karma to be able to participate in this spiritual retreats.;;;;;;;;;;;;;x
meditation.12.a;I will return. There is much I can still learn.;;;;;;;;;;;;;x
