# CK2TITLE;EU4ID;Filename;Comment

# WtWSMS
d_galicia;206;206 - Galicia;Duchy Galicia - Galicia
c_coruna;206;206 - Galicia;Coruna - Galicia
c_santiago;206;206 - Galicia;Santiago - Galicia

c_porto;231;231 - Porto;Porto - Porto

c_braganza;232;232 - Braganca;Braganza - Braganca

c_castelo_branco;228;228 - Beira;Castelo Branco - Beira

c_coimbra;1851;1851 - Ribatejo;Coimbra - Ribatejo

c_lisboa;227;227 - Lisboa;Lisboa - Lisboa

c_evora;4150;4150 - Evora;Evora - Evora

c_alcacer_do_sal;229;229 - Alentejo;Alcacer do Sal - Alentejo
c_mertola;229;229 - Alentejo;Mertola - Alentejo

d_algarve;230;230 - Algarve;Algarve - Algarve
c_silves;230;230 - Algarve;Silves - Algarve
c_faro;230;230 - Algarve;Faro - Algarve

d_asturias;207;207 - Asturias;Duchy Asturias - Asturias
c_asturias_de_oviedo;207;207 - Asturias;County Asturias de Oviedo - Asturias
c_astorga;207;207 - Asturias;Astorga - Asturias

c_leon;208;208 - Leon;Leon - Leon
c_zamora;208;208 - Leon;Zamora - Leon

c_salamanca;216;216 - Salamanca;Salamanca - Salamanca

c_caceres;1747;1747 - Caceres;Caceres - Caceres
c_alcantara;1747;1747 - Caceres;Alcantara - Caceres
c_plasencia;1747;1747 - Caceres;Plasencia - Caceres

c_badajoz;218;218 - Badajoz;Badajoz - Badajoz

c_sevilla;224;224 - Andalucia;Sevilla - Andalucia
c_aracena;224;224 - Andalucia;Aracena - Andalucia
c_niebla;224;224 - Andalucia;Niebla - Andalucia

c_cadiz;1749;1749 - Cadiz;Cadiz - Cadiz

c_algeciras;226;226 - Gibraltar;Algeciras - Gibraltar

c_cordoba;225;225 - Cordoba;Cordoba - Cordoba

c_cuenca;2751;2751 - Cuenca;Cuenca - Cuenca

c_molina;217;217 - Madrid;Molina - Madrid

c_toledo;219;219 - Toledo;Toledo - Toledo
c_calatrava;219;219 - Toledo;Calatrava - Toledo

c_la_mancha;2754;2754 - La Mancha;La Mancha - La Mancha

c_granada;223;223 - Granada;Granada - Granada
c_granada;1748;1748 - Jaen;Granada - Jaen
c_malaga;223;223 - Granada;Malaga - Granada

c_almeria;222;222 - Almeria;Almeria - Almeria

c_murcia;221;221 - Murcia;Murcia - Murcia
c_almansa;221;221 - Murcia;Almansa - Murcia

c_denia;1750;1750 - Alicante;Denia - Alicante

c_valencia;220;220 - Valencia;Valencia - Valencia
c_castellon;220;220 - Valencia;Castellon - Valencia

d_aragon;214;214 - Aragon;Duchy Aragon - Aragon
c_zaragoza;214;214 - Aragon;Zaragoza - Aragon
c_calatayud;214;214 - Aragon;Calatayud - Aragon

c_albarracin;2990;2990 - Teruel;Albarracin - Teruel

d_barcelona;213;213 - Barcelona;Duchy Barcelona - Barcelona
c_barcelona;213;213 - Barcelona;County Barcelona - Barcelona
c_lleida;213;213 - Barcelona;Lleida - Barcelona

c_tarragona;2988;2988 - Tarragona;Tarragona - Tarragona

c_empuries;212;212 - Girona;Empuries - Girona

c_alto_aragon;211;211 - Pirineo;Alto Aragon - Pirineo

c_urgell;2987;2987 - Urgell;Urgell - Urgell

c_navarra;210;210 - Navarra;Navarra - Navarra

c_viscaya;209;209 - Vizcaya;Viscaya - Viscaya

c_asturias_de_santillana;1745;1745 - Cantabria;Asturias de Santillana - Cantabria

c_burgos;1746;1746 - Burgos;Burgos - Burgos

c_najera;2989;2989 - La Rioja;Najera - La Rioja

c_valladolid;215;215 - Castilla La Vieja;Valladolid - Castilla La Vieja

c_soria;2755;2755 - Soria;Soria - Soria

d_mallorca;333;333 - The Baleares;Duchy Mallorca - The Baleares
c_mallorca;333;333 - The Baleares;County Mallorca - The Baleares
c_menorca;333;333 - The Baleares;Menorca - The Baleares

# Italy

c_corsica;1247;1247 - Corsica;Corsica - Corsica

c_arborea;127;127 - Sassari;Arborea - Sassari

c_cagliari;2986;2986 - Cagliari;Cagliari - Cagliari

c_palermo;125;125 - Palermo;Palermo - Palermo
c_trapani;125;125 - Palermo;Trapani - Palermo
c_agrigento;125;125 - Palermo;Agrigento - Palermo

c_messina;124;124 - Messina;Messina - Messina

c_siracusa;2982;2982 - Syracuse;Siracusa - Syracuse

c_malta;126;126 - Malta;Malta - Malta

c_reggio;123;123 - Calabria;Reggio - Calabria

c_consenza;2984;2984 - Costenza;Cosenza - Cosenza

c_lecce;122;122 - Apulia;Lecce - Salento

d_salerno;1934;1934 - Lucania;Duchy Salerno - Lucania
c_taranto;1934;1934 - Lucania;Taranto - Lucania
c_amalfi;1934;1934 - Lucania;Amalfi - Lucania

c_salerno;2983;2983 - Salerno;Salerno - Salerno
d_apulia;122;122 - Apulia;Duchy Apulia - Apulia
c_apulia;122;122 - Apulia;County Apulia - Apulia

c_bari;1933;1933 - Bari;Bari - Bari

c_foggia;2985;2985 - Capitanata;Foggia - Bari

d_benevento;1933;1933 - Bari;Duchy Benevento - Foggia
c_benevento;1933;1933 - Bari;County Benevento - Foggia
c_foggia;1933;1933 - Bari;Foggia - Foggia

d_capua;121;121 - Napoli;Duchy Capua - Napoli
c_capua;121;121 - Napoli;County Capua - Napoli
c_napoli;121;121 - Napoli;Napoli - Napoli

d_spoleto;120;120 - Abbruzzi;Duchy Spoleto - Abruzzi
c_spoleto;120;120 - Abbruzzi;County Spoleto - Abruzzi
c_aprutium;120;120 - Abbruzzi;Aprutium - Abruzzi

c_spoleto;2976;2976 - Umbria;County Spoleto - Umbria

c_roma;118;118 - Roma;Roma - Roma
c_roma;118;118 - Roma;Duplicate to increase weight
c_roma;118;118 - Roma;Duplicate to increase weight
d_latium;118;118 - Roma;Duchy Latium - Roma
c_orvieto;118;118 - Roma;Orvieto - Roma
c_orbetello;118;118 - Roma;Orbetello - Roma

c_ancona;119;119 - Ancona;County Ancona - Ancona

c_urbino;2977;2977 - Urbino;Urbino - Urbino

c_siena;117;117 - Siena;Siena - Siena

d_pisa;115;115 - Pisa;Duchy Pisa - Pisa
c_pisa;115;115 - Pisa;County Pisa - Pisa
c_piombino;115;115 - Pisa;Piombino - Pisa

c_firenze;116;116 - Firenze;Firenze - Firenze

c_firenze;2978;2978 - Arezzo;Firenze - Arezzo

c_lucca;2980;2980 - Lucca;Lucca - Firenze

c_modena;106;106 - Modena;Modena - Modena

c_parma;105;105 - Parma;Parma - Parma

c_genoa;101;101 - Liguria;Genoa - Liguria
c_genoa;2992;2992 - Albenga;Genoa - Liguria

c_nice;102;102 - Nice;Nice - Nice

c_ravenna;114;114 - Romagna;Ravenna - Romagna
c_bologna;114;114 - Romagna;Bologna - Romagna

c_ferrara;113;113 - Ferrara;Ferrara - Ferrara

c_mantua;109;109 - Mantua;Mantua - Mantua

c_verona;108;108 - Verona;Verona - Verona
c_padova;108;108 - Verona;Padova - Verona

c_brescia;107;107 - Brescia;Brescia - Brescia

c_cremona;1862;1862 - Cremona;Cremona - Cremona

c_lombardia;104;104 - Lombardia;Lombardia - Lombardia
c_lombardia;104;104 - Lombardia;Lombardia - Lombardia #Tiebreaker
c_pavia;104;104 - Lombardia;Pavia - Lombardia

c_lombardia;2979;2979 - Novarra;Lombardia - Novarra
c_pavia;2979;2979 - Novarra;Pavia - Novarra

c_monferrato;2981;2981 - Montferrat;Monferrato - Montferrat

c_saluzzo;1875;1875 - Turin;Saluzzo - Cuneo

c_piemonte;103;103 - Piedmont;Piemonte - Piedmont

c_trent;110;110 - Trent;Trent - Trent

c_treviso;1774;1774 - Treviso;Treviso - Treviso
c_treviso;111;111 - Friuli;Treviso - Friuli

c_venezia;112;112 - Venezia;Venezia - Venezia 

c_istria;130;130 - Istria;Istria - Istria

c_krain;129;129 - Krain;Krain - Krain

c_aquileia;1769;1769 - Gorz;Aquileia - Görz

# Switzerland

c_savoie;205;205 - Savoie;Savoie - Savoie

c_valais;1871;1871 - Wallis;Valais - Wallis

c_geneve;1867;1867 - Freiburg;Geneve - Freiburg
c_neuchatel;1867;1867 - Freiburg;Neuchatel - Freiburg

c_bern;165;165 - Bern;Bern - Bern
c_aargau;165;165 - Bern;Aargau - Bern

c_schwyz;1869;1869 - Zurich;Schwyz - Zurich

c_st_gallen;1870;1870 - St Gallen;St Gallen - St Gallen

c_grisons;166;166 - Schwyz;Grisons - Schwyz

# Low Countries

c_yperen;90;90 - Vlaanderen;Yperen - Vlaanderen

c_brugge;1744;1744 - Antwerpen;Brugge - Antwerpen

c_gent;1865;1865 - Ghent;Gent - Ghent

c_hainaut;91;91 - Hainaut;Hainaut - Hainaut

c_hainaut;1743;1743 - Cambray;Hainaut - Cambray

c_brabant;92;92 - Brabant;Brabant - Brabant

c_liege;93;93 - Liege;Liege - Liege
c_liege;1866;1866 - Namur;Liege - Namur

c_luxembourg;94;94 - Luxemburg;Luxembourg - Luxemburg

c_julich;1878;1878 - Aachen;Julich - Aachen

c_loon;1742;1742 - Limburg;Loon - Limburg

c_loon;2974;2974 - Loon;Loon - Loon

c_kleve;2975;2975 - Cleves;Kleve - Cleves

c_breda;95;95 - Breda;Breda - Breda

c_zeeland;96;96 - Zeeland;Zeeland - Zeeland
c_zeeland;4383;4383 - Haag;Zeeland - Haag

c_holland;97;97 - Holland;Holland - Holland
c_westfriesland;97;97 - Holland;Westfriesland - Holland

c_sticht;98;98 - Utrecht;Sticht - Utrecht

c_gelre;99;99 - Gelre;Gelre - Gelre
c_gelre;4381;4381 - Oversticht;Gelre - Oversticht

c_frisia;100;100 - Friesland;Frisia - Friesland
c_frisia;4382;4382 - Ommeland;Frisia - Ommeland

# Holy Roman Empire

c_breisgau;72;72 - Breisgau;Breisgau - Breisgau

c_baden;74;74 - Baden;Baden - Baden

c_pfalz;77;77 - Pfalz;Pfalz - Pfalz

c_mainz;78;78 - Mainz;Mainz - Mainz

c_nordgau;75;75 - Elsass;Nordgau - Elsass

c_trier;80;80 - Trier;Trier - Trier
c_trier;1761;1761 - Alzey;Trier - Worms
c_trier;1760;1760 - Koblenz;Trier - Koblenz

c_koln;85;85 - Koln;Köln - Köln
c_koln;84;84 - Berg;Köln - Berg

c_nassau;83;83 - Nassau;Nassau - Nassau
c_nassau;1876;1876 - Frankfurt;Nassau - Frankfurt

c_gottingen;82;82 - Lippe;Göttingen - Westfalen
c_gottingen;81;81 - Hessen;Göttingen - Hessen
c_gottingen;1762;1762 - Kassel;Göttingen - Kassel

c_munster;86;86 - Munster;Munster - Munster

c_osnabruck;56;56 - Osnabruck;Osnabruck - Osnabruck

c_munster;2973;2973 - Meppen;Munster - Meppen
c_osnabruck;2973;2973 - Meppen;Osnabruck - Meppen

c_ostfriesland;1931;1931 - East Frisia;Ostfriesland - East Frisia

c_oldenburg;55;55 - Oldenburg;Oldenburg - Oldenburg

c_bremen;1874;1874 - Bremen;Bremen - 1874
c_bremen;54;54 - Bremen;Bremen - 54

c_celle;1758;1758 - Hannover;Celle - Hannover

c_luneburg;53;53 - Luneburg;Luneburg - Luneburg

c_braunschweig;57;57 - Hannover;Braunschweig - Brunswick
c_braunschweig;2971;2971 - Hoya;Braunschweig - Hoya
c_braunschweig;2972;2972 - Paderborn;Braunschweig - Paderborn

c_hamburg;44;44 - Hamburg;Hamburg - Hamburg

c_lubeck;45;45 - Lubeck;Lubeck - Lubeck
c_lubeck;1857;1857 - Lauenburg;Lubeck - Lauenburg

c_altmark;2964;2964 - Altmark;Altmark - Altmark

c_anhalt;52;52 - Magdeburg;Anhalt - Magdeburg
c_anhalt;58;58 - Anhalt;Anhalt - Anhalt

d_mecklemburg;46;46 - Mecklenburg;Mecklemburg - Mecklenburg
c_mecklemburg;46;46 - Mecklenburg;Mecklemburg - Mecklenburg
c_rostock;46;46 - Mecklenburg;Rostock - Mecklenburg
c_werle;46;46 - Mecklenburg;Werle - Mecklenburg

c_werle;2996;2996 - Mecklenburg;Werle - Wismar

c_wolgast;2994;2994 - Greifswald;Wolgast - Greifswald

c_rugen;47;47 - Vorpommern;Rugen - Vorpommern

c_plauen;62;62 - Leipzig;Plauen - Leipzig

c_meissen;59;59 - Meissen;Meissen - Meissen

c_plauen;2965;2965 - Vogtland;Plauen - Vogtland
