#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Realm decisions;;;;;;;;;;;;x
ask_for_hre;Ask Pope for Coronation;Demander un sacre au Pape;;;Pedir al papa que te corone.;;;;;;;x
abolish_masmuda_desc;Abolish the Masmuda Confederacy, creating a centralized state ruled by your dynasty. Be warned though, this may launch a new age of tribal wars.;Mettre un terme à la confédération Masmuda en créant un État centralisé dirigé par votre dynastie. Cependant, soyez averti, ceci risque de débuter une nouvelle ère de guerres tribales.;;;Abola la Confederación Masmuda, creando un estado centralizado gobernado por su dinastía. Tenga en cuenta, sin embargo, esto puede iniciar una nueva era de guerras tribales.;;;;;;;x
adopt_bureaucratic_government;Adopt Bureaucratic government;Adopter un gouvernement bureaucratique;;;Adoptar un gobierno burocrático.;;;;;;;x
adopt_bureaucratic_government_desc;Now that we have implemented an Imperial administration that fits for an empire of our importance, we need to abandon our old ways of government and adopt a Bureaucratic government form, similar to the one of the Roman Empire.;Maintenant que nous avons mis en place une administration impériale qui convient pour un empire de notre importance, nous devons abandonner nos anciennes méthodes de gouvernement et adopter une forme de gouvernement bureaucratique, semblable à celle de l'Empire romain.;;;Ahora que hemos implementado una administración imperial que encaja en un imperio de nuestra importancia, debemos abandonar nuestras viejas formas de gobierno y adoptar una forma de gobierno burocrático, similar a la del Imperio Romano.;;;;;;;x
assign_poet;Assign Poet;Assigner un poète;;;Asignar poeta;;;;;;;x
assign_poet_desc;Assign a qualified individual in your court to the position of High Poet.;Attribuer une personne qualifiée dans votre cour au poste de Haut Poète.;;;Nombrar a alguna persona cualificada como alto poeta de la corte.;;;;;;;x
lex_burgundionum;Compile Lex Burgundionum;Compiler le Lex Burgundionum;;;Compilar la Lex Burgundionum;;;;;;;x
lex_burgundionum_desc;Issue the Lex Burgundionum, a set of laws to govern the personal relations between individuals. A part of the law is a compilation of existing customary laws that are now codified. This could both strengthen the Arian religion and your rule.;Publier le Lex Burgundionum, un code de lois pour régir les relations personnelles entre les individus. Une partie de la loi est une compilation des coutumes existantes qui sont désormais codifiées. Ceci pourrait être une occasion de renforcer votre pouvoir et la religion arienne.;;;Emita el Lex Burgundionum, un conjunto de leyes que rigen las relaciones personales entre individuos. Una parte de la ley es una compilación de leyes consuetudinarias existentes que ahora están codificadas. Esto podría fortalecer la religión arriana y su gobierno.;;;;;;;x
lex_visigothorum;Compile Lex Visigothorum;Compiler le Lex Visigothorum;;;Compilar la Lex Visigothorum;;;;;;;x
lex_visigothorum_desc;Issue the Lex Visigothorum, a set of laws to govern the personal relations between individuals. This law will henceforth act as a unified law for all your subjects, rather than separating for Romans and Visigoths as in the past. This will abolish social and legal differences between your subjects and in consequence strengthen your rule as ruler for all.;Publier le Lex Visigothorum, un code de lois pour régir les relations personnelles entre les individus. Cette loi agira désormais comme une loi unifiée pour tous vos sujets, plutôt que d'avoir des lois séparées pour les Romains et les Wisigoths comme par le passé. Cela abolira les différences sociales et juridiques entre vos sujets et, par conséquent, renforcera votre règne en tant que dirigeant de tous.;;;;;;;;;;x
twothousandth_anniversary_gothic_kingdom;Proclaim 2000th anniversary of the Gothic kingdom;Proclamer le 2000e anniversaire du royaume goth;;;Proclamar el 2000 aniversario del Reino Gótico.;;;;;;;x
twothousandth_anniversary_gothic_kingdom_desc;Following your recent successes, the historians in your court and realm have suggested that declaring this year to be the 2000th anniversary of the Gothic kingdom would be a fitting way of celebrating the emergence of Gothic power. While there is of course no actual proof of this being the case, it would be popular amongst your Gothic vassals and add to your prestige.;À la suite de vos succès récents, les historiens de votre cour et de votre royaume ont suggéré que déclarer cette année comme le 2000e anniversaire du royaume goth serait une façon appropriée de célébrer l'émergence du pouvoir gothique. Bien qu'il n'y ait évidemment aucune preuve réelle de ce fait, cela serait populaire parmi vos vassaux gothiques et ajouterait à votre prestige.;;;Después de sus recientes éxitos, los historiadores en su corte y reino han sugerido que declarar este año como el 2000 aniversario del reino gótico sería una manera apropiada de celebrar el surgimiento del poder gótico. Si bien, por supuesto, no hay prueba fehaciente de que este sea el caso, sería popular entre sus vasallos góticos y aumentaría su prestigio.;;;;;;;;x
adopt_greek_official_language;Adopt Greek as the official language;Adopter le grec en tant que langue officielle;;;Adoptar el griego como idioma oficial;;;;;;;x
adopt_greek_official_language_desc;Latin is still the official language of the empire, although with our loss of power and the increasing dominance of the Greek language in our capital and our court, some are calling for that to change. Adopting Greek as the official language of the empire would practically mean all laws are written in Greek, but some also attach symbolic value to the move, reflecting the fact that we are now more a Greek than a Roman empire.;Le latin est toujours la langue officielle de l'empire, mais en raison de notre perte de pouvoir et la domination croissante de la langue grecque dans notre capitale et au sein de notre cour, certains réclament que cela change. Adopter le grec comme langue officielle de l'empire signifierait pratiquement que toutes les lois sont écrites en grec, mais certains attachent aussi une valeur symbolique à ce changement, reflétant le fait que nous sommes maintenant plus un empire grec qu'un empire romain.;;;El latín sigue siendo el idioma oficial del imperio, aunque con nuestra pérdida de poder y el dominio creciente del idioma griego en nuestra capital y nuestra corte, algunos están pidiendo que eso cambie. Adoptar el griego como el idioma oficial del imperio significaría prácticamente que todas las leyes están escritas en griego, pero algunas también otorgan un valor simbólico a la mudanza, lo que refleja el hecho de que ahora somos más un imperio griego que romano;;;;;;x
adopt_greek_official_language.tooltip;Greek becomes the official language of the empire, meaning all laws and administration will henceforth be in Greek.;Le grec devient la langue officielle de l'empire, ce qui signifie que toutes les lois et l'administration seront dorénavant en grec.;;;El griego se convierte en idioma oficial, esto significa que todas las leyes y la administración se escribirán en griego.;;;;;;;x
close_platonic_academy;Close the Platonic Academy;Fermer l'académie de l'école néoplatonicienne d'Athènes;;;Cerrar la academia Neoplatónica;;;;;;;x
close_platonic_academy_desc;The Platonic Academy in Athens has for long been a centre of Neoplatonic and mystic philosophical education, and it enjoys a significant standing amongst the upper-class, especially amongst surviving Pagans. The groups of pupils in Athens celebrate a range of Pagan cults and in the now Christian empire it is now seen as a vestige of paganism. As a Christian emperor, you could forbid the teaching of philosophy in Athens, to symbolically put an end to these heathen manners.;L'Académie néoplatonicienne d'Athènes a longtemps été un centre d'éducation philosophique néoplatonicienne et mystique, et jouit d'une position importante parmi la classe supérieure, en particulier parmi les païens survivants. Les groupes d'élèves à Athènes célèbrent une série de cultes païens et dans l'empire maintenant chrétien cette école est considérée comme un vestige du paganisme. En tant qu'empereur chrétien, vous pourriez interdire l'enseignement de la philosophie à Athènes, pour mettre symboliquement fin à ces mœurs païennes.;;;La Academia platónica en Atenas ha sido durante mucho tiempo un centro de educación filosófica mística y neoplatónica, y goza de una posición importante entre la clase alta, especialmente entre los paganos que sobreviven. Los grupos de alumnos en Atenas celebran una serie de cultos paganos y en el imperio ahora cristiano se ve ahora como un vestigio del paganismo. Como emperador cristiano, se podría prohibir la enseñanza de la filosofía en Atenas, para poner fin simbólicamente a estos modales paganos.;;;;;;;x
convert_to_high_tribal_indep;Adopt High Tribalism;Adopter l'organisation tribale élevée;;;;;;;;;;;;x
convert_to_high_tribal_indep_desc;Adopting High Tribalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your vassals are likely to follow suit if they are of your religion and culture.;Adopter l'organisation tribale élevée convertira toutes vos propriétés tribales. Là où ce changement se produit, si le comté est assez grand, des cités et des temples apparaîtront également s'ils n'existent pas déjà. Vos vassaux feront probablement de même s'ils partagent votre religion et votre culture.;;;;;;;;;;;;x
convert_to_high_tribal_vassal;Adopt High Tribalism;Adopter l'organisation tribale élevée;;;;;;;;;;;;x
convert_to_high_tribal_vassal_desc;Adopting High Tribalism will convert all my Tribal Holdings into Castles. Where this occurs - if the County is big enough - City and Temple Holdings will also be created if they do not already exist. Your vassals are likely to follow suit if they are of your religion and culture.;Adopter l'organisation tribale élevée convertira toutes vos propriétés tribales. Là où ce changement se produit, si le comté est assez grand, des cités et des temples apparaîtront également s'ils n'existent pas déjà. Vos vassaux feront probablement de même s'ils partagent votre religion et votre culture.;;;;;;;;;;;;x
# Roman Restoration & Reunification;Restauration & Réunification Romaine;;;;;;;;;;;x
sole_roman_empire;Last Roman Empire;Dernier Empire Romain;;;Unir el Imperio Romano;;;;;;;x
sole_roman_empire_desc;Now that the other empire has fallen, you are the last bastion of the Roman civilization and last realm that has the potential to restore the once great empire.;Maintenant que l'autre empire a chuté, vous êtes le dernier bastion de la civilisation romaine et le seul à pouvoir restaurer le puissant empire d'autrefois.;;;Ahora que el otro imperio ha caído, usted es el último bastión de la civilización romana y el último reino que tiene el potencial de restaurar el alguna vez gran imperio.;;;;;;;x
unite_roman_empires;Reunite the two Roman Empires;Réunifier les deux Empires Romains;;;Unir los dos Imperios Romanos;;;;;;;x
unite_roman_empires_desc;After the death of the emperor Theodosius in 395, the Roman Empire was split in two parts between his heirs. Now that you have managed to regain the two titles you can once again reunify them into one united Roman Empire.;Après la mort de l'empereur Théodose en 395, l'Empire Romain a été partagé en deux entre ses héritiers. Maintenant que vous êtes parvenu à réunir les deux titres sous votre contrôle vous pouvez les réunifier et recréer l'Empire Romain.;;;Después de la muerte del emperador Teodosio en 395, el Imperio Romano se dividió en dos partes entre sus herederos. Ahora que has conseguido reunir ambos títulos puedes reforjar la grandeza de Roma uníficando ambos imperios.;;;;;;;x
restore_western_roman_empire;Restore the Western Roman Empire;Restaurer l'Empire Romain d'Occident;;;Restaurar el Imperio Romano de Oriente;;;;;;;x
restore_western_roman_empire_desc;If Rome and Italy could be reclaimed by a powerful Roman successor state, the western part of the empire may rise again from its ashes.;Si Rome et l'Italie pourraient être réclamées par un puissant État successeur romain, la partie occidentale de l'empire pourrait renaître de ses cendres.;;;Si Roma e Italia pudieran ser reclamados por un poderoso estado sucesor romano, la parte occidental del imperio podría resurgir de sus cenizas.;;;;;;;x
restore_western_roman_empire.tooltip;Circus Maximus is rebuilt\n;Le Circus Maximus est reconstruit\n;;;El Circo Máximo ha sido reconstruido\n;;;;;;;x
restore_eastern_roman_empire;Restore the Eastern Roman Empire;Restaurer l'Empire Romain d'Orient;;;Restaurar el Imperio Romano de Oriente.;;;;;;;x
restore_eastern_roman_empire_desc;If Constantinople, Greece and Anatolia could be reclaimed by a powerful Roman successor state, the eastern part of the empire may rise again from its ashes.;Si Constantinople, la Grèce et l'Anatolie pourraient être réclamés par un puissant État successeur romain, la partie orientale de l'empire pourrait renaître de ses cendres.;;;Si Constantinopla, Grecia y Anatolia pudieran ser reclamadas por un poderoso estado sucesor romano, la parte oriental del imperio podría resurgir de sus cenizas.;;;;;;;x
reform_roman_senate;Reform the Roman Senate;Reformer le Sénat romain;;;Reformar el senado Romano.;;;;;;x
reform_roman_senate_desc;If Rome could return into imperial hands, a new Consul could be nominated and the Senate of old reconstituted out of the dust of history.;Si Rome pouvait retourner sous le contrôle impérial, un nouveau consul pourrait être nominé et le Sénat romain reconstitué parmi les poussières de l'histoire.;;;Si Roma pudiera regresar a manos imperiales, un nuevo cónsul podría ser nominado y el Senado de la antigüedad sería reconstituido del polvo de la historia.;;;;;;;x
divide_roman_empire;Divide the Roman Empire;Diviser l'Empire romain;;;Dividir el Imperio Romano.;;;;;;;x
divide_roman_empire_desc;Governing such a huge empire is a hard task. Perhaps splitting it in two could improve the administrative and military efficiency... On the other hand, it could weaken the empire on the long-term and lead to rivalry between the two halves.;De diriger un empire aussi immense est une tâche difficile. Peut-être que de le partager en deux pourrait améliorer l'efficacité administrative et militaire ? En même temps, cela pourrait affaiblir l'empire sur le long-terme et créer une rivalité entre les deux moitiés. ;;;Gobernar un imperio tan grande es una tarea difícil. Tal vez dividirlo en dos podría mejorar la eficiencia administrativa y militar ... Por otro lado, podría debilitar el imperio a largo plazo y llevar a la rivalidad entre las dos mitades.;;;;;;;x
divide_roman_empire_tooltip;You are presented a few options of division.;Quelques options vous sont présentées. ;;;Te presentan diversas opciones para dividirlo;;;;;;;x
###### Disease decisions;;;;;;;;;;;;x
establish_quarantine;Establish Quarantine;Établir une quarantaine;;;Establecer una cuarentena.;;;;;;;x
establish_quarantine_desc;Establish a Quarantine on your realm, slowing the spread of disease.;Établir une quarantaine dans votre territoire, ralentissant la propagation des maladies.;;;Establezca una cuarentena en su reino, disminuyendo la propagación de la enfermedad.;;;;;;;x
quarantine_placed;A Quarantine is Placed on your Realm...;Une quarantaine est placé sur votre royaume ...;;;Se ha impuseto la cuarentena en tu territorio;;;;;;;x
end_quarantine;End Quarantine;Terminer la quarantaine;;;Terminar la cuarentena.;;;;;;;x
end_quarantine_desc;End the Quarantine you have placed on your realm.;Mettre fin à la quarantaine que vous avez établi dans votre territoire.;;;Termine la cuarentena que ha colocado en su reino.;;;;;;;x
establish_republic_quarantine;Establish Quaranta;Établir une quarantaine;;;Establecer la cuarentena.;;;;;;;x
establish_republic_quarantine_desc;Establish a Quaranta on all trade posts in you nation, preventing the spread of disease through merchant ships.;Établir une quarantaine dans tous les comptoirs de commerce de votre pays, empêchant la propagation des maladies avec les vaisseaux marchands.;;;Establezca un Quaranta en todos los puestos comerciales de su país, evitando la propagación de enfermedades a través de buques mercantes.;;;;;;;x
republic_quarantine_placed;Establish a Quarana;Établir une quarantaine;;;Establecer la cuarentena;;;;;;;x
end_republic_quarantine;End Quaranta;Terminer la quarantaine;;;Terminar la cuarentena;;;;;;;x
end_republic_quarantine_desc;End the Quaranta;Terminer la quarantaine;;;Terminar la cuarentena;;;;;;;x
###### Dynasty decisions;;;;;;;;;;;;x
commit_suicide_ajivika;;;;;;;;;;;;x # Ask Enlil
commit_suicide_ajivika_desc;;;;;;;;;;;;x # Ask Enlil
###### Religious decisions;;;;;;;;;;;;x
create_binitarian_patriarchy;Create Binitarian Patriarchy;Créer le Patriarcat Binitaire;;;Crear el patriarcado Binitario;;;;;;;x
create_binitarian_patriarchy_desc;Establish a Binitarian Patriarchy in Jerusalem.;Établir un Patriarcat Binitaire à Jérusalem;;;Establecer el patriarcado Binitario en Jerusalem;;;;;;;x
create_ebionites_patriarchy;Establish Ebionite Church;Établir l'église Ébionite;;;Establecer la iglesia Ebionita;;;;;;;x
create_ebionites_patriarchy_desc;Establish a church system for the Ebionites;Établir un système d'églises pour les ébionites;;;Establecer un sistema clerical para los Ebionitas;;;;;;;x
germanic_vassal_sacrifice_decision;Sacrifice [Root.GetTitledFirstName];Sacrifier [Root.GetTitledFirstName];;;Sacrificar [Root.GetTitledFirstName];;;;;;;x
germanic_vassal_sacrifice_decision_desc;As he is your prisoner, you may give the order to sacrifice [Root.GetTitledFirstName] to the ancient gods.;Puisqu'il est votre prisonnier, vous pouvez donner l'ordre de sacrifier [Root.GetTitledFirstName] aux anciens dieux.;;;Como él es su prisionero, puede dar la orden de sacrificar [Root.GetTitledFirstName] a los dioses antiguos.;;;;;;;x
alamannian_sacrifice;Alamannian Sacrifice;Sacrifice alaman;;;Sacrificio Alamano;;;;;;;x
alamannian_sacrifice_desc;Perform a mass animal sacrifice according to the traditions of the Alamannian people.;Réaliser un sacrifice d'animaux en masse en accord avec les traditions du peuple alaman. ;;;Realizar un sacrificio masivo de animales de acuerdo con las tradiciones de los pueblos Alamanos;;;;;;;x
create_valentinian_patriarchy;Create the Valentinian Patriarchate;Créer le patriarcat Valentinien;;;Crear el patriarcado Valentiniano;;;;;;;x
create_valentinian_patriarchy_desc;If I am pious enough and control Rome, I can create a Valentinian Ecumenical Patriarch to serve as the head of the faith;Si je suis assez pieux et contrôle Rome, je peux créer un patriarche œcuménique valentinien qui sera le chef de la foi.;;;Si soy lo suficientemente piadoso y controlo Roma, puedo crear un Patriarca Ecuménico Valentiniano para servir como el jefe de la fe.;;;;;;;x
embrace_apellian;Embrace Apellianism;Adopter l'apellianisme;;;Adoptar el Apelianismo;;;;;;;x
embrace_apellian_desc;The Apellian school of Marcionism is centred on Gnostic and Eastern traditions.;L'école apellianiste du marcionisme est centrée autour des traditions gnostiques;;;La escuela apelliana de marcionismo se centra en las tradiciones gnósticas y orientales.;;;;;;;x
embrace_potitian;Embrace Potitianism;Adopter le poitianisme;;;Adoptar el Potitianismo;;;;;;;x
embrace_potitian_desc;The Potitian school of Marcionism is the mainstream school, and follows the teachings of Marcion.;L'école poitianiste du marcionisme est le courant dominant, et suit les enseignements de Marcion.;;;La escuela potítica del marcionismo es la escuela principal, y sigue las enseñanzas de Marción.;;;;;;;x
embrace_synerian;Embrace Synerianism;Adopter le synerianisme;;;Adoptar el Sinerianismo;;;;;;;x
embrace_synerian_desc;The Synerian school sells out many of the Gnostic and heretical elements of the faith in order to gain approval from other Christians.;L'école synérienne trahit de nombreux éléments gnostiques et hérétiques pour obtenir l'approbation des autres chrétiens.;;;La escuela de Sineria vende muchos de los elementos gnósticos y heréticos de la fe para obtener la aprobación de otros cristianos.;;;;;;;x
create_apollinarian_patriarchy;Organize the Apollinarian Patriarchs;Organiser les patriarches apollinariens;;;Organizar los Patriarcados Apolináreos;;;;;;;x
create_apollinarian_patriarchy_desc;Reorganize the Apollinarian patriarchs.;Réorganiser les patriarches apollinariens;;;Reorganizar los Patriarcas Apolináreos;;;;;;;x
create_adoptionian_patriarchy;Instate the Patriarch In the Adoption;Installer le patriarche par adoption;;;Instalar el patriarce en la adopción;;;;;;;x
create_adoptionian_patriarchy_desc;Establish the institution of a Patriarch In the Adoption.;Établir l'institution d'un patriarche par adoption;;;Establecer la institución de un Patriarca en la adopción.;;;;;;;x
create_patripassian_patriarchy;Create Patripassian Patriarchy;Créer la patriarchie patripassienne;;;Crear el Patriarcado Patripasio;;;;;;;x
create_patripassian_patriarchy_desc;Establish the Patripassian Patriarchy.;Établir la patriarchie patripassienne.;;;Establecer el Patriarcado Patripasio;;;;;;;x
create_audianistic_patriarch;Create Audianistic Papacy;Créer la papauté audianiste;;;Crear el Papado Audianista;;;;x
create_audianistic_patriarch_desc;The Audianistic faith has grown to the point where it is necessary to convene a council and establish a new central authority for the protection and propagation of the Audianistic faith.;La foi audianiste a grandi au point où il est nécessaire de convoquer un conseil et établir une nouvelle autorité centrale pour la protection et la propagation de la foi audianiste.;;;La fe audianista ha crecido hasta el punto en que es necesario convocar un consejo y establecer una nueva autoridad central para la protección y propagación de la fe audianista.;;;;x
celtic_vassal_sacrifice_decision;Sacrifice [Root.GetTitledFirstName];Sacrifier [Root.GetTitledFirstName];;;Sacrificar [Root.GetTitledFirstName];;;;;;;x
celtic_vassal_sacrifice_decision_desc;As he is your prisoner, you may give the order to sacrifice [Root.GetTitledFirstName] to the ancient gods.;Puisqu'il est votre prisonnier, vous pouvez donner l'ordre de sacrifier [Root.GetTitledFirstName] aux anciens dieux.;;;Como él es tu prisionero, puedes dar la orden de sacrificar [Root.GetTitledFirstName] a los dioses antiguos.;;;;;;;x
restore_bishop_of_carthage;Restore the Bishop of Carthage;Restaurer l'évêque de Carthage;;;Restaurar el obispado de Cartágo;;;;;;;x
restore_bishop_of_carthage_desc;Too long has the sacred seat been vacant, now, restore the bishop to his rightful place.;Pendant trop longtemps le siège sacré a été vide, maintenant, c'est l'heure de restaurer l'évêque à sa place légitime.;;;Demasiado tiempo ha estado vacante el asiento sagrado, ahora, devuelva al obispo a su lugar que le corresponde.;;;;;;;x
enlist_paygan;Enlist Paygans;Enrôler les paygans;;;Alistar paganos;;;;;x
enlist_paygan_desc;The common peasant rabble would make a useful fodder against our enemies.;La canaille paysanne commune ferait un fourrage utile contre nos ennemis.;;;La chusma campesina común sería un alimento útil contra nuestros enemigos.;;;;;x
peregrinatio;Peregrinatio Pro Christo;Peregrinatio Pro Christo;;;Peregrinatio Pro Christo;;x 
peregrinatio_desc;To abdicate the throne and dedicate your life to wandering the land for Christ would be an incredibly pious act, and is looked upon favourable by the Insular Rite.;Abdiquer et dédier votre vie à errer à travers les terres pour le Christ serait un acte très pieux, et considéré comme favorable au sein du rite insulaire.;;;Abdicar el trono y dedicar tu vida a vagar por la tierra para Cristo sería un acto increíblemente piadoso, y el Rito Insular lo considera favorable.;;;;;;;x
create_bishop_of_iona;Create the Bishopric of Iona;Créer l'évêché d'Iona;;;Crear el obispado de Iona;;x 
create_bishop_of_iona_desc;With the victory in the Synod of Whitby, it is now nescessary for the Insular faith to reorganize itself independent of the Roman Church. To accomplish this, it has been proposed to rise the Bishop of the holy site of Iona to prominence, granting him control over all Insular realms.;Avec la victoire dans le synode de Whitby, il est maintenant nécessaire pour la foi insulaire de se réorganiser pour pouvoir devenir indépendante de l’Église romaine. Pour accomplir ceci, une proposition est de faire monter en puissance l’évêque du lieu saint d’Iona, lui accordant le contrôle de tous les royaumes insulaires.;;;Con la victoria en el Sínodo de Whitby, ahora es necesario que la fe insular se reorganice independientemente de la Iglesia romana. Para lograr esto, se ha propuesto elevar al Obispo del lugar sagrado de Iona a la prominencia, otorgándole el control sobre todos los reinos insulares.;;;;;;;x
create_pelagian_bishop;Organize the Pelagian Church;Organiser l'Église pélagienne;;;Organizar la iglesia Pelágica;;;;;;;x
