#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
count_title_ruler_consort_iranian;Wâli;Wâli;Wâli;;Valí;;;;;;;;;x
duke_title_ruler_consort_iranian;Emir;Émir;Emir;;Emir;;;;;;;;;x
king_title_ruler_consort_iranian;Sultan;Sultan;Sultan;;Sultán;;;;;;;;;x
emperor_title_ruler_consort_iranian;Shahanshah;Shahanshah;Shahanshah;;Rey de reyes;;;;;;;;;x
baron_title_ruler_consort_mongol;Taishi;Taishi;Taishi;;Taishi mongol;;;;;;;;;x
count_title_ruler_consort_mongol;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
duke_title_ruler_consort_mongol;High Chief;Grand chef;Großhäuptling;;Alto mandatario;;;;;;;;;x
duke_title_ruler_consort_mongol_female;High Chief;Grand chef;Großhäuptling;;Alto mandatario;;;;;;;;;x
duke_title_ruler_consort_pagan_group;High Chief;Grand chef;Großhäuptling;;Alto mandatario;;;;;;;;;x
duke_title_ruler_consort_norse_pagan;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
count_title_ruler_consort_pagan_group;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
baron_title_ruler_consort_pagan_group;Hetman;Hetman;Hetman;;Hetman;;;;;;;;;x
baron_title_ruler_consort_norse_pagan;Lord;Seigneur;Fürst;;Señor;;;;;;;;;x
temple_emperor_christian;Emperor-Bishop;Empereur évêque;Kaiser-Bischof;;Emperador-obispo;;;;;;;;;x
### PB Culture
meneth.0.desc;Our family has assimilated the local culture.;;;;Nuestra familia ha asimilado la cultura local.;;;;;;;;;x;
meneth.0.a;Assimilate the local culture;;;;Asimilar la cultura local;;;;;;;;;x;
meneth.0.b;Do nothing;;;;No hacer nada;;;;;;;;;x;
meneth.1.desc;I've assimilated the local culture.;;;;He asimilado la cultura local.;;;;;;;;;x;
meneth.1.a;Assimilate the local culture;;;;Asimilar la cultura local;;;;;;;;;x;
meneth.1.b;Do nothing;;;;No hacer nada;;;;;;;;;x;
# PB Crusades
meneth.204.desc;We've just won a kingdom in a Crusade. We could choose to keep the kingdom for ourselves or we could give it to someone else in our family. Deus vult!;;;;;;;;;;;;;x
meneth.204.a;I have won this rightfully, and my house shall rule until the end of days!;;;;;;;;;;;;;x
meneth.204.b;I have a son who is deserving of this title.;;;;;;;;;;;;;x
meneth.204.c;I have a brother who is deserving of this title.;;;;;;;;;;;;;x
meneth.204.d;I have a close relative who is deserving of this title.;;;;;;;;;;;;;x
meneth.204.e;I know a distant relative who is deserving of this title.;;;;;;;;;;;;;x
meneth.204.f;I know a worthy Crusader who would deserve this title.;;;;;;;;;;;;;x
meneth.204.g;You shouldn't be seeing this button; you're not a bot.;;;;;;;;;;;;;x
meneth.206.desc;The pious are rewarded for their efforts.;;;;;;;;;;;;;x
meneth.206.a;OK;;;;;;;;;;;;;x
# PB Historical
meneth.400.desc;It is time we asserted our dominion over Anatolia. We should invade Iconium.;;;;Es hora de imponer nuestro dominio sobre Anatolia. Deberíamos invadir Iconium;;;;;;;;;x;
meneth.400.a;To war!;;;;¡A la guerra!;;;;;;;;;x;
meneth.400.b;I'd rather not;;;;;;;;;;;;;x
meneth.401.desc;A member of our dynasty has established himself in a position of power in Anatolia. Perhaps it would be best to let him rule Anatolia independently?.;;;;Un miembro de tu dinastía ha logrado establecer una posición de poder en Anatolia, ¿sería mejor dejarle gobernar Anatolia de manera independiente?;;;;;;;;;x;
meneth.401.a;Very well;;;;Muy bien.;;;;;;;;;x;
meneth.402.desc;The formation of the Rum Sultanate provides us with the perfect opportunity to declare independence from the empire. If we petition the emperor for independence he will likely grant our request as he knows it'll be almost impossible to project his power here now.;;;;La creación del Sultanato Rum nos proporciona la excusa perfecta para declarar la independencia del imperio. Si se la solicitamos al emperador es probable que la conceda, ya que sabe que es casi imposible que pueda ejercer su poder tan lejos.;;;;;;;;;x;
meneth.402.a;Petition for independence;;;;Petición de independencia;;;;;;;;;x;
meneth.403.desc;The rulers of Cilicia and Antioch have petitioned me for independence. Their lands are of course part of my realm by right, but I'm not sure I've actually got the means to keep them obedient. Granting them independence would be admitting that we cannot reconquer our lost lands.;;;;Los gobernantes de Cilicia y Antioquía te han pedido la independencia. Por supuesto, tales tierras son parte de tu reino por derecho, pero no es seguro que tengas los medios para mantenerles obedientes. Concederles la independencia sería admitir que no puedes reconquistar la tierra perdida.;;;;;;;;;x;
meneth.403.a;Grant them independence;;;;Concederles la independencia;;;;;;;;;x;
meneth.403.b;Deny them independence;;;;Denegarles la independencia;;;;;;;;;x;
meneth.404.desc;The emperor has granted our request for independence!;;;;¡El emperador ha accedido nuestra solicitud de independencia!;;;;;;;;;x;
meneth.404.a;Rejoice!;;;;¡Rogocijémonos!;;;;;;;;;x;
meneth.405.desc;The emperor has refused our request for independence! We should go to war and gain it by force of arms, then.;;;;¡El emperador ha rechazado nuestra solicitud de independencia! Sólo nos queda la opción de conseguirla por las armas, entonces.;;;;;;;;;x;
meneth.406.desc;We've achieved independence by military means!;;;;¡Hemos logrado la independencia por la fuerza de las armas!;;;;;;;;;x;
meneth.407.desc;We are in a prime position to further extend our dominion over Anatolia. It is time we took the rest of this peninsula.;;;;Tenemos una posición privilegiada para extender nuestro dominio sobre Anatolia. Es hora de tomar el resto de la península.;;;;;;;;;x;
meneth.408.desc;We've successfully taken the rest of Anatolia, only the city of Trapezous still resists our dominion.;;;;Hemos tomado con éxito el resto de Anatolia, tan sólo la ciudad de Trebisonda resiste.;;;;;;;;;x;
meneth.409.desc;We've lost Anatolia, but we can still reclam the coast.;;;;Hemos perdido Anatolia, pero aún podemos reclamar la costa.;;;;;;;;;x;
meneth.410.desc;The emperor tried to take our rightful lands, but we repelled his attempt. Our dominion over Anatolia is now clear to all.;;;;El emperador trató de quitarnos nuestras legítimas tierras, pero rechazamos su intento. Ahora está claro nuestro dominio de Anatolia.;;;;;;;;;x;
meneth.411;Formation of Rum;;;;;;;;;;;;;x
meneth.411.desc;With the Byzantine armies crushed by the Turks, Turkish warlords have exploited the power vacuum left by the Byzantine retreat. \nThey have managed to gain near complete control over the Anatolian peninsula. A dark shadow looms over the future of the once great empire; will foreign invaders and internal trouble spell its doom, or will it persevere through it all?;;;;;;;;;;;;;x
meneth.411.b;This can only mean trouble;;;;;;;;;;;;;x
meneth.411.c;Even once great empires may fall;;;;;;;;;;;;;x
meneth.412.desc;Ensures that Armenia isn't dejure Byzantine when it shouldn't be.;;;;Asegura que Armenia no sea territorio de jure bizantino cuando no deba.;;;;;;;;;x;
### Other Stuff
release_prisoners;Release All Prisoners;;;;;;;;;;;;;x
release_prisoners_desc;Release everyone in your dungeons for free.;;;;;;;;;;;;;x
execute_prisoners;Execute All Prisoners;;;;;;;;;;;;;x
execute_prisoners_desc;Execute everyone in your dungeons.;;;;;;;;;;;;;x
become_kinslayer_tooltip;You'll be considered a kinslayer.\n;;;;;;;;;;;;;x
ransom_all;Ransom All Prisoners;Ransom All Prisoners;Ransom All Prisoners;;Ransom All Prisoners;;;;;;;;;x
ransom_all_desc;Make a ransom offer to all prisoners.;Make a ransom offer to all prisoners.;Make a ransom offer to all prisoners.;;Make a ransom offer to all prisoners.;;;;;;;;;x
ransom_all_tooltip;Character is asked to pay ransom.;Character is asked to pay ransom.;Character is asked to pay ransom.;;Character is asked to pay ransom.;;;;;;;;;x
ransomall.0.desc;[Root.Host.GetTitledFirstName] offered to release me from prison if I pay a ransom.;[Root.Host.GetTitledFirstName] offered to release me from prison if I pay a ransom.;[Root.Host.GetTitledFirstName] offered to release me from prison if I pay a ransom.;;[Root.Host.GetTitledFirstName] offered to release me from prison if I pay a ransom.;;;;;;;;;x
ransomall.0.a;I will pay for my freedom, if I can afford it.;I will pay for my freedom.;I will pay for my freedom.;;I will pay for my freedom.;;;;;;;;;x
ransomall.0.b;I will not pay.;I will not pay.;I will not pay.;;I will not pay.;;;;;;;;;x
ransomall.0.w;You have received a ransom request for one of your courtiers. It is a good deal...;;;;;;;;;x
ransomall.0.w1;I will pay to get them back.;;;;;;;;;x
ransomall.0.w2;I will not pay to get them back.;;;;;;;;;x
ransomall.0.ww;The ransom has been denied!;;;;;;;;;x
ransomall.0.ww1;Well, let them rot...;;;;;;;;;x
obj_convert_a_province_title;Convert a Province;;;;;;;;;;;;;x
obj_convert_a_province_desc;You want to convert a province, making your religious head happy and showing your piety to the world. Your stewardship will be reduced by two as you're busy helping your court chaplain convert the heathens.;;;;;;;;;;;;;x
formation_of_rum;Newly Formed Realm;;;;Reino recién creado;;;;;;;;;x;;;
CB_NAME_RETAKE_THE_COAST;Retake the coast;;;;Retomar la costa;;;;;;;;;x
WAR_NAME_RETAKE_THE_COAST;$ORDER$$FIRST_ADJ$ War to Retake the Coast;;;;$ORDER$ guerra $FIRST_ADJ$ para retomar la costa;;;;;;;;;x
retake_the_coast_desc;§Y$CLAIMANT$§! can declare war to retake the Anatolian coast.;;;;§Y$CLAIMANT$§! puede declarar la guerra para retomar la costa de Anatolia.;;;;;;;;;x
