kingdom_of_tocharian;Lánti of;;;;;;;;;;;x
duke_tocharian;Kamartike;;;;;;;;;;;x
duchy_of_tocharian;Kamarttanne of;;;;;;;;;;;x
count_tocharian;Keninta;;;;;;;;;;;x
county_of_tocharian;Keniye of;;;;;;;;;;;x
job_marshal_tocharian;Ksatriye;;;;;;;;;;;x
emperor_tocharian;Nakta;;;;;;;;;;;x
temple_baron_tocharian;Yankune;;;;;;;;;;;x
job_spiritual_tocharian;Tsaske;;;;;;;;;;;x
job_spymaster_tocharian;Lyak;;;;;;;;;;;x
job_treasurer_tocharian;Serve;;;;;;;;;;;x
job_chancellor_tocharian;Aisaumye;;;;;;;;;;;x
city_barony_of_tocharian;Riye of;;;;;;;;;;;x
barony_of_tocharian;Srukalne of;;;;;;;;;;;x
baron_tocharian;Sruka;;;;;;;;;;;x
city_baron_tocharian;Tas;;;;;;;;;;;x
temple_barony_of_tocharian;Devakul of;;;;;;;;;;;x
duke_sogdian;Tarxan;;;;;;;;;;;x
duchy_of_sogdian;Tarxate of;;;;;;;;;;;x
king_sogdian;Xwat'y;;;;;;;;;;;x
king_female_sogdian;Xwat'yn;;;;;;;;;;;x
kingdom_of_sogdian;;Xanate of;;;;;;;;;;x
job_marshal_sogdian;Grand Tarzan;;;;;;;;;;;x
duke_female_sogdian;Tarxya;;;;;;;;;;;x
count_sogdian;Ssag;;;;;;;;;;;x
county_of_sogdian;Ssagdom of;;;;;;;;;;;x
count_female_sogdian;Ssaga;;;;;;;;;;;x
emperor_hepthalite;Rajadhiraja;;;;;;;;;;;x
king_hepthalite;Þao;;;;;;;;;;;x
kingdom_of_hepthalite;Þaodom of;;;;;;;;;;;x
duke_hepthalite;Xoadeo;;;;;;;;;;;x
duchy_of_hepthalite;Xoadeodom of;;;;;;;;;;;x
count_hepthalite;Oazarko-Bago;;;;;;;;;;;x
county_of_hepthalite;Oazagodom of;;;;;;;;;;;x
baron_hepthalite;Bago;;;;;;;;;;;x
emperor_bactrian;Þaonano-Þao;;;;;;;;;;;x
king_bactrian;Þao;;;;;;;;;;;x
kingdom_of_bactrian;Þaodom of;;;;;;;;;;;x
duke_bactrian;Xoadeo;;;;;;;;;;;x
duchy_of_bactrian;Xoadeodom of;;;;;;;;;;;x
count_bactrian;Oazarko-Bago;;;;;;;;;;;x
county_of_bactrian;Oazagodom of;;;;;;;;;;;x
baron_bactrian;Bago;;;;;;;;;;;x
emperor_hunas;Sonono-So;;;;;;;;;;;x
king_hunas;So;;;;;;;;;;;x
kingdom_of_hunas;Sodo of;;;;;;;;;;;x
duke_hunas;Coado;;;;;;;;;;;x
duchy_of_hunas;Coadodom of;;;;;;;;;;;x
count_hunas;Oassarco-Boco;;;;;;;;;;;x
county_of_hunas;Oassacodom of;;;;;;;;;;;x
baron_hunas;Boco;;;;;;;;;;;x
king_bolghar;Kral;;;;;;;;;;;x                     # REMEMBER FOR BOLGHAR: z - r, i - dj
job_chancellor_bolghar;Dzara;;;;;;;;;;;x
barony_of_bolghar;Boru of;;;;;;;;;;;x
kingdom_of_bolghar;Kraldjik of;;;;;;;;;;;x
duke_bolghar;Hükümdar;;;;;;;;;;;x
duchy_of_bolghar;Hükümate of;;;;;;;;;;;x
count_bolghar;Bas;;;;;;;;;;;x
county_of_bolghar;Basdom of;;;;;;;;;;;x
emperor_bosporan;Aftokrátoras;;;;;;;;;;;x
king_bosporan;Vasiliás;;;;;;;;;;;x
kingdom_of_bosporan;Vasíleio of;;;;;;;;;;;x
duke_bosporan;Doúkas;;;;;;;;;;;x
duchy_of_bosporan;Doukáto of;;;;;;;;;;;x
count_bosporan;Kýrios;;;;;;;;;;;x
county_of_bosporan;Komiteía of;;;;;;;;;;;x
baron_bosporan;Varònos;;;;;;;;;;;x
barony_of_bosporan;Varoneía of;;;;;;;;;;;x
job_chancellor_bosporan;Presveftís;;;;;;;;;;;x
job_marshal_bosporan;Diefthetó;;;;;;;;;;;x
job_treasurer_bosporan;Oikonómos;;;;;;;;;;;x
job_spymaster_bosporan;Katáskopos;;;;;;;;;;;x
job_spiritual_bosporan;Patriárchis;;;;;;;;;;;x
king_female_bosporan;Vasílissa;;;;;;;;;;;x
duke_female_bosporan;Doúkissa;;;;;;;;;;;x
title_prince_bosporan;Klironómos;;;;;;;;;;;x
greek_persian;Éllinepersiká;;;;;;;;;;;x
king_greek_persian;Vasiliás;;;;;;;;;;;x
emperor_greek_persian;Vasiliás-Vasiléon;;;;;;;;;;;x
duke_greek_persian;Douz;;;;;;;;;;;x
duchy_of_greek_persian;Mártzpanate of;;;;;;;;;;;x
count_greek_persian;Komes;;;;;;;;;;;x
tracki;Tracki;;;;;;;;;;;x
east_welsh;East Welsh;;;;;;;;;;;x
east_celtic;East Celtic;;;;;;;;;;;x
far_east_welsh;Jüiriniol;;;;;;;;;;;x
emperor_east_welsh;Umeroydüir;;;;;;;;;;;x
king_east_welsh;Brenin;;;;;;;;;;;x
kingdom_of_east_welsh;Deyrnas of;;;;;;;;;;;x
duke_east_welsh;Arglyoj;;;;;;;;;;;x
duchy_of_east_welsh;Arglyojíiç of;;;;;;;;;;;x
count_east_welsh;Vonhejig;;;;;;;;;;;x
county_of_east_welsh;Syoj of;;;;;;;;;;;x
baron_east_welsh;Barun;;;;;;;;;;;x
barony_of_east_welsh;Varuníiç of;;;;;;;;;;;x
city_baron_east_welsh;Mír;;;;;;;;;;;x
city_barony_of_east_welsh;Pentrev of;;;;;;;;;;;x
temple_baron_east_welsh;Ofíirid;;;;;;;;;;;x
temple_barony_of_east_welsh;Eglyos;;;;;;;;;;;x
isaurian_persian;Isávropersiká;;;;;;;;;;;x
bedouin_dravidian;Gheyr-alatesalat;;;;;;;;;;;x
king_maghreb_arabic;Imalik;;;;;;;;;;;x
king_african_romance;Imalicus;;;;;;;;;;;x
kingdom_of_maghreb_arabic;Arrima of;;;;;;;;;;;x
kingdom_of_african_romance;Arrimae;;;;;;;;;;;x
duke_maghreb_arabic;Ayaz;;;;;;;;;;;x
duke_african_romance;Fus;;;;;;;;;;;x
duchy_of_maghreb_arabic;Ayazate of;;;;;;;;;;;x
duchy_of_african_romance;Fusdom of;;;;;;;;;;;x
count_maghreb_arabic;Rwazia;;;;;;;;;;;x
county_of_maghreb_arabic;Rwazy of;;;;;;;;;;;x
count_african_romance;Razus;;;;;;;;;;;x
county_of_african_romance;Razi of;;;;;;;;;;;x
thurins;Thurins;;;;;;;;;;;x
greek_gothic;Gotthikóèlline;;;;;;;;;;;x
geruly;Geruly;;;;;;;;;;;x
tyuringii;Tyuringii;;;;;;;;;;;x
anglo_frisian;Anglo-Frisian;;;;;;;;;;;x
franconian;Franconian;;;;;;;;;;;x
yiddish;Yiddish;;;;;;;;;;;x
HINT_COUNCIL_VIEW_TITLE_old_saxon;The Witan View;;;;;;;;;;;;;x
HINT_COUNCIL_VIEW_TITLE_saxon;The Witan View;;;;;;;;;;;;;x
HINT_COUNCIL_VIEW_TITLE_roman;The Senate View;;;;;;;;;;;;;x
city_duke_african_romance;Proconsul;;;;;;;;;;;x
city_count_african_romance;Praefectus Urbi;;;;;;;;;;;x
city_county_of_african_romance;Urban Prefecture of;;;;;;;;;;;x
city_duchy_of_african_romance;Proconsulship of;;;;;;;;;;;x
city_king_african_romance;Consul;;;;;;;;;;;x
city_kingdom_of_african_romance;Republic of;;;;;;;;;;;x
king_aramean;Meleke;;;;;;;;;;;x
kingdom_of_aramean;Melekwat of;;;;;;;;;;;x
duke_aramean;Mery;;;;;;;;;;;x
duchy_of_aramean;Yatba of;;;;;;;;;;;x
count_aramean;Eygmowna;;;;;;;;;;;x
county_of_aramean;Midinta of;;;;;;;;;;;x
city_county_of_aramean;Bzyyl of;;;;;;;;;;;x
city_barony_of_aramean;Kapra of;;;;;;;;;;;x
city_baron_aramean;Hazin;;;;;;;;;;;x
barony_of_aramean;Gawsaqa of;;;;;;;;;;;x
baron_aramean;Ownys;;;;;;;;;;;x
job_chancellor_aramean;Himyr;;;;;;;;;;;x
job_treasurer_aramean;Owqinowm;;;;;;;;;;;x
job_marshall_aramean;Estratega;;;;;;;;;;;x
job_spymaster_aramean;Lyl;;;;;;;;;;;x
temple_barony_of_aramean;Gowr of;;;;;;;;;;;x
temple_baron_aramean;Dowrpir;;;;;;;;;;x
job_spiritual_aramean;Mnahhesa;;;;;;;;;;;x
city_duchy_of_aramean;Lowplegmownyqy of;;;;;;;;;;;x
title_prince_aramean;Arkonta;;;;;;;;;;;x
city_duke_aramean;Arkonta;;;;;;;;;;;x
city_count_aramean;Mishyr;;;;;;;;;;;x
city_king_aramean;Owprik;;;;;;;;;;;x
city_kingdom_of_aramean;Demowsyon of;;;;;;;;;;;x
king_nabatean;Meleke;;;;;;;;;;;x
kingdom_of_nabatean;Melekwat of;;;;;;;;;;;x
duke_nabatean;Mery;;;;;;;;;;;x
duchy_of_nabatean;Yatba of;;;;;;;;;;;x
count_nabatean;Eygmowna;;;;;;;;;;;x
county_of_nabatean;Midinta of;;;;;;;;;;;x
city_county_of_nabatean;Bzyyl of;;;;;;;;;;;x
city_barony_of_nabatean;Kapra of;;;;;;;;;;;x
city_baron_nabatean;Hazin;;;;;;;;;;;x
barony_of_nabatean;Gawsaqa of;;;;;;;;;;;x
baron_nabatean;Ownys;;;;;;;;;;;x
job_chancellor_nabatean;Himyr;;;;;;;;;;;x
job_treasurer_nabatean;Owqinowm;;;;;;;;;;;x
job_marshall_nabatean;Estratega;;;;;;;;;;;x
job_spymaster_nabatean;Lyl;;;;;;;;;;;x
temple_barony_of_nabatean;Gowr of;;;;;;;;;;;x
temple_baron_nabatean;Dowrpir;;;;;;;;;;x
job_spiritual_nabatean;Mnahhesa;;;;;;;;;;;x
city_duchy_of_nabatean;Lowplegmownyqy of;;;;;;;;;;;x
title_prince_nabatean;Arkonta;;;;;;;;;;;x
city_duke_nabatean;Arkonta;;;;;;;;;;;x
city_count_nabatean;Mishyr;;;;;;;;;;;x
city_king_nabatean;Owprik;;;;;;;;;;;x
city_kingdom_of_nabatean;Demowsyon of;;;;;;;;;;;x
king_himyarite;Melkey;;;;;;;;;;;x
kingdom_of_himyarite;Melekya of;;;;;;;;;;;x
rebuild_circus_maximus;Rebuild the Circus Maxiumus;;;;;;;;;;;x
rebuild_circus_maximus_desc;Rebuild and rennovate the crumbling Circus Maximus.;;;;;;;;;;;x
support_blues;Support the Blues;;;;;;;;;;;x
support_blues_desc;The Blues are the chariot team for the nobility, centered on courtly intrigue and diplomacy.;;;;;;;;;;;x
support_greens_desc;The Greens are the chariot team for the working class, violent and hardworking are perfect words to describe Green fans.;;;;;;;;;;;x
support_greens;Support the Greens;;;;;;;;;;;x
blues_supporter_desc;he Blues are the chariot team for the nobility, centered on courtly intrigue and diplomacy.;;;;;;;;;;;x
greens_supporter_desc;The Greens are the chariot team for the working class, violent and hardworking are perfect words to describe Green fans.;;;;;;;;;;;x
greens_supporter;Greens Supporter;;;;;;;;;;;x
blues_supporter;Blues Supporter;;;;;;;;;;;x
byzantine_plague;Byzantine Plauge;;;;;;;;;;;x
BYZANTINE_PLAGUE_INFO;Merchants from the East have brought a great disease to this province.;;;;;;;;;;;x
has_justinian_plague;Has the Plague!;;;;;;;;;;;x
has_justinian_plague_desc;This character has the dreaded Byzantine Plague.;;;;;;;;;;;x
has_justinian_plague_death;of the dreaded Plague;;;;;;;;;;;;;x
horrible_earthquake;Horrible Earthquake;;;;;;;;;;;x
RETTYPE_CUL_FRANK;Leudes;;;;;;;;;;;x
RETTYPE_CUL_LOMB;Vir Devotii;;;;;;;;;;;x
RETTYPE_CUL_ALAM;Armati;;;;;;;;;;;x
RETTYPE_CUL_GOTH;Hundafaþ;;;;;;;;;;;x
RETTYPE_CUL_BURG;Raider;;;;;;;;;;;x
RETTYPE_CUL_SUEB;Swabaharjaz;;;;;;;;;;;x
RETTYPE_CUL_AFR;Equitum Africanus;;;;;;;;;;;x
RETTYPE_CUL_GAL;Cohortis Gallorum;;;;;;;;;;;x
RETTYPE_CUL_BRIT;Marchogion;;;;;;;;;;;x
RETTYPE_CUL_ARM;Isbeilor;;;;;;;;;;;x
RETTYPE_CUL_GALA;Hurrfiwor;;;;;;;;;;;x
ca_culture_armorican_1;Isbeilor Camp;;;;;;;;;;;x
ca_culture_armorican_2;Isbeilor Camp;;;;;;;;;;;x
ca_culture_armorican_3;Isbeilor Camp;;;;;;;;;;;x
ca_culture_armorican_4;Isbeilor Camp;;;;;;;;;;;x
ca_culture_armorican_1_desc;The Isbeilors are a tightly knit group of Armorican raiders, who wield a large spear and shield.;;;;;;;;;;;x
ca_culture_group_roman_1;Praesidium;;;;;;;;;;;x
ca_culture_group_roman_2;Castellum;;;;;;;;;;;x
ca_culture_group_roman_3;Castra;;;;;;;;;;;x
ca_culture_group_roman_4;Castra Stativa;;;;;;;;;;;x
ca_culture_group_roman_1_desc;Praesidium is a guard station, that is manned by trained legionaries, a form of heavily armed infantry.;;;;;;;;;;;x
ca_culture_group_roman_2_desc;The Castellum is a small fort, designed to hold a small body of men.;;;;;;;;;;;x
ca_culture_group_roman_3_desc;The Castra is the standard military base for the Roman Empire, holding many legionaries, these camps were commonplace throughout the Empire.;;;;;;;;;;;x
ca_culture_group_roman_4_desc;The Castra Stativa is a more permament, larger version of the Castra used in situations were more men and protection are needed.;;;;;;;;;;;x
ct_culture_group_roman_1;Forum;;;;;;;;;;;x
ct_culture_group_roman_2;Forum;;;;;;;;;;;x
ct_culture_group_roman_3;Forum;;;;;;;;;;;x
ct_culture_group_roman_4;Forum;;;;;;;;;;;x
ct_culture_group_roman_1_desc;The Forum is the heart of any Roman city, and is a center of business and trade.;;;;;;;;;;;x
advanced_infrastructure;Advanced Infrastructure;;;;;;;;;;;x
restore_italia;Restore Italia;;;;;;;;;;;x
restore_italia_desc;Restore the Roman Infrastructure in Italia.;;;;;;;;;;;x
ask_for_seven_province_trade;Ask for Seven Province Trade;;;;;;;;;;;x
ask_for_seven_province_trade_desc;Ask the ruler of Tolosa for trade in the Seven Provinces.;;;;;;;;;;;x
end_seven_province_trade;End Seven Province Trade;;;;;;;;;;;x
end_seven_province_trade_desc;End the bustling trade in the Seven Provinces.;;;;;;;;;;;x
open_trade_desc;This provinces is experiencing open trade, causing an influx of cultures, religions, and wealth into the area.;;;;;;;;;;;x
unsafe_trade_desc;The trade routes in this provinces are not very safe, causing many merchants to travel in fear, if they do at all.;;;;;;;;;;;x
open_trade;Open Trade;;;;;;;;;;;x
unsafe_trade;Unsafe Trade;;;;;;;;;;;x
ask_for_lugdunensis_trade;Ask for Lugdunensis Trade;;;;;;;;;;;x
ask_for_lugdunensis_trade_desc;Ask the ruler of Paris for trade in the Lugdunensis.;;;;;;;;;;;x
d_gaetulia;Gaetulia;;;;;;;;;;;x
d_gaetulia_adj;Gaetulian;;;;;;;;;;;x
c_imedrasa;Imedrasa;;;;;;;;;;;x
c_imedrasa_adj;Imedrasan;;;;;;;;;;;x
b_adrar;Adrar;;;;;;;;;;;x
b_azru;Az'r'u;;;;;;;;;;;x
b_arrbish;Arrbish;;;;;;;;;;;x
c_rewda;Rew'da;;;;;;;;;;;x
b_rewda;Rew'da;;;;;;;;;;;x
c_rewda_adj;Rewdian;;;;;;;;;;;x
b_tanda;Tanda;;;;;;;;;;;x
b_ahegga;Ahegga;;;;;;;;;;;x
c_krusi;Krusi;;;;;;;;;;;x
c_krusi_adj;Krusian;;;;;;;;;;;x
b_krusi;Krusi;;;;;;;;;;;x
b_sen;Sen;;;;;;;;;;;x
b_nnuri;Nn'uri;;;;;;;;;;;x
c_lanzanub;Lanzanub;;;;;;;;;;;x
b_lazanub;Lazanub;;;;;;;;;;;x
c_lanzanub_adj;Lanzubian;;;;;;;;;;;x
b_xza;Xza;;;;;;;;;;;x
c_amezzyan;Amezzyan;;;;;;;;;;;x
c_amezzyan_adh;Amezznian;;;;;;;;;;;x
b_sseniw;Sseniw;;;;;;;;;;;x
b_amezzyan;Amezzyan;;;;;;;;;;;x
b_adlis;Adlis;;;;;;;;;;;x
c_lansa;Lansa;;;;;;;;;;;x
c_lansa_adj;Lansan;;;;;;;;;;;x
b_lansa;Lansa;;;;;;;;;;;x
b_iref;Iref;;;;;;;;;;;x
b_ddubb;Ddub'b;;;;;;;;;;;x
c_ayezdis;Ayezdis;;;;;;;;;;;x
c_ayezdis_adj;Ayezdis;;;;;;;;;;;x
b_ayezdis;Ayezdis;;;;;;;;;;;x
b_tasennat;Tasennat;;;;;;;;;;;x
b_tamziyda;Tamziyda;;;;;;;;;;;x
PROV1439;Imedrasa;;;;;;;;;;;x
PROV1440;Rewd'a;;;;;;;;;;;x
PROV1441;Krusi;;;;;;;;;;;x
PROV1442;Lanzanub;;;;;;;;;;;x
PROV1443;Amezzyan;;;;;;;;;;;x
PROV1444;Lansa;;;;;;;;;x
PROV1445;Ayezdis;;;;;;;;;;;x
d_ageldun;Ageldun;;;;;;;;;;;x
d_ageldun_adj;Ageldunian;;;;;;;;;;;x
c_ssekwila;Ssekwila;;;;;;;;;;;x
b_afusi;Afusi;;;;;;;;;;;x
b_yeffus;Yeffus;;;;;;;;;;;x
b_ssekwila;Ssekwila;;;;;;;;;;;x
c_ssekwila_adj;Ssekwilan;;;;;;;;;;;x
c_wata;Wat'a;;;;;;;;;;;x
c_wata_adj;Wat'ani;;;;;;;;;;;x
b_nisanianu;Nisanianu;;;;;;;;;;;x
b_bbez;Bbez;;;;;;;;;;x
b_fses;Fses;;;;;;;;;;;x
c_fses_adj;Fsesian;;;;;;;;;;;x
c_fses;Fses;;;;;;;;;;;x
b_sa;Sa;;;;;;;;;;;x
b_izzen;Izzen;;;;;;;;;;;x
d_sebea;Sebea;;;;;;;;;;;x
d_sebea_adj;Sebean;;;;;;;;;;;x
c_ssiy;Ssiy;;;;;;;;;;;x
c_ssiy_adj;Ssiyan;;;;;;;;;;;x
b_ssiy;Ssiy;;;;;;;;;;;x
b_iy;Iy;;;;;;;;;;;x
b_gian;Gian;;;;;;;;;;;x
b_sin_sin;Sin-Sin;;;;;;;;;;;x
c_mmey;Mmey;;;;;;;;;;;x
c_mmey_adj;Mmeyan;;;;;;;;;;;x
b_tnayen;Tnayen;;;;;;;;;;;x
b_mmey;Mmey;;;;;;;;;;;x
b_tmenya;Tmenya;;;;;;;;;;;x
c_tmenya;Tmenya;;;;;;;;;;;x
c_tmenya_adj;Tmenyan;;;;;;;;;;;x
b_tlata;Tlata;;;;;;;;;;;x
b_krad;Krad;;;;;;;;;;;x
b_tam;Tam;;;;;;;;;;;x
c_tam;Tam;;;;;;;;;;;x
c_tam_adj;Taman;;;;;;;;;;;x
b_zeraza;Zeraza;;;;;;;;;;;x
b_rba;R'ba;;;;;;;;;;;x
c_taggara;Taggara;;;;;;;;;;;x
c_taggara_adj;Taggaran;;;;;;;;;;;x
b_taggara;Taggara;;;;;;;;;;;x
b_erbaa;Erbaa;;;;;;;;;;;x
b_rebea;Rebea;;;;;;;;;;;x
d_jemsa;Jemsa;;;;;;;;;;;x
d_jemsa_adj;Jemsan;;;;;;;;;;;x
c_aqeyyua;Aqueyyua;;;;;;;;;;;x
c_aqeyyua_adj;Aqeyyuan;;;;;;;;;;x
b_aqueyyua;Aqueyyua;;;;;;;;;;;x
b_semmus;Semmus;;;;;;;;;;;x
b_ssdis;Ssdis;;;;;;;;;;;x
c_wahed;Wahed;;;;;;;;;;;x
c_wahed_adj;Wahedian;;;;;;;;;;;x
b_sebaa;Sebaa;;;;;;;;;;;x
b_tsaa;Tsa'a;;;;;;;;;;;x
c_zenaim;Zenaim;;;;;;;;;;;x
c_zenaim_adj;Zenaimian;;;;;;;;;;;x
b_zenaim;Zenaim;;;;;;;;;;;x
b_eecra;Eecra;;;;;;;;;;;x
b_merau;Merau;;;;;;;;;;;x
c_tessa;Tessa;;;;;;;;;;;x
c_tessa_adj;Tessan;;;;;;;;;;;x
b_tessa;Tessa;;;;;;;;;;;x
b_hidcras;Hidcras;;;;;;;;;;;x
b_tencras;Tencras;;;;;;;;;;;x
c_refrus;Refrus;;;;;;;;;;;x
c_refrus_adj;Refran;;;;;;;;;;;x
b_refrus;Refrus;;;;;;;;;;;x
b_arr;Arr;;;;;;;;;;;x
b_ssmun;Ssmun;;;;;;;;;;;x
b_tixsi;Tixsi;;;;;;;;;;;x
b_tiatt;Tiat't;;;;;;;;;;;x
c_ttmentay;Ttmentay;;;;;;;;;;;x
