#Won Siege Events ;;;;;;;;;;;;;;x
EVTDESC1000109103;While looking for cheap merchandise at the summer fair, you notice a large coin purse lying on the ground. Nobody seemed to notice it, and its owner didn’t seem to be around. You are very much tempted to take it...;Tout en recherchant la marchandise bon marché à la foire d'été, vous remarquez un grand porte-monnaie de pièce de monnaie étendu sur le sol. Personne ne semblait le remarquer, et son propriétaire ne semblait pas être là. Vous êtes très tenté de le prendre ...;;;;;;;;;;x
EVTOPTA1000109103;Yes! Free money! All mine, all mine!;Oui ! De l'argent gratuit ! Tout à moi, tout à moi !;;;;;;;;;;x
EVTOPTB1000109103;I should find the purse’s owner and give it back.;Je devrais trouver le propriétaire du sac et le rendre.;;;;;;;;;;x
EVTOPTC1000109103;I’m too lazy to take it.;Je suis trop paresseux pour le prendre.;;;;;;;;;;x
EVTOPTD1000109103;In the name of justice, I can’t steal this.;Au nom de la justice, je ne peux pas voler ça.;;;;;;;;;;x
EVTDESC1000109104;While browsing merchandise at the summer fair, you come across a young, sweet beggar girl. Her plight moves your heart, and you wish to help her in whatever way you can.;Pendant que vous parcourez les marchandises à la foire d'été, vous rencontrez une jeune et douce mendiante. Sa détresse touche votre cœur, et vous voulez l'aider de toutes les façons possibles.;;;;;;;;;;x
EVTOPTA1000109104;Give the lass my entire purse.;Donne tout mon porte-feuille à la jeune fille.;;;;;;;;;;x
EVTOPTB1000109104;Bring the girl to a local abbey, where the nuns will take care of her.;Amenez la jeune fille dans une abbaye locale, où les religieuses s'occuperont d'elle.;;;;;;;;;;x
EVTOPTC1000109104;Bring her some of the food from yesterday’s feast immediately!;Apportez-lui de la nourriture du festin d'hier immédiatement !;;;;;;;;;;x
EVTOPTD1000109104;Hire her as a serving girl. She'll be better off this way.;Engagez-la comme serveuse. Elle sera mieux comme ça.;;;;;;;;;;x
EVTDESC1000109105;Although I am suffering greatly from an ailment, I don’t really mind it one bit. Strange as some may think of this, I am absolutely content with my current situation.;Bien que je souffre beaucoup d'un malaise, cela ne me dérange pas trop. Aussi étrange que cela puisse paraître à certains, je suis absolument satisfait de ma situation actuelle.;;;;;;;;;;x
EVTOPTA1000109105;I’ll be happy, whatever comes my way.;Je serai heureux, quoi qu'il arrive.;;;;;;;;;;x
EVTOPTB1000109105;This is will of [Root.Religion.GetRandomGodName], after all!;C'est la volonté de [Root.Religion.GetRandomGodName], après tout !;;;;;;;;;;x
EVTOPTC1000109105;Bah, this affliction is nothing.;Bah, ce malheur n'est rien.;;;;;;;;;;x
EVTOPTD1000109105;Everyone suffers, eventually. Why feel anxious about it?;Tout le monde finit par souffrir. Pourquoi s'en inquiéter ?;;;;;;;;;;x
EVTDESC1000109106;I want to improve my image as a [Root.GetTitle]. If everyone knows me as a great ruler, it will be much easier for me to achieve my ambitions. Thus, I want to be known as a great ruler because of...;Je veux améliorer mon image en tant que [Root.GetTitle]. Si tout le monde me connaît comme un grand dirigeant, ce sera plus facile pour moi de réaliser mes ambitions. Ainsi, je veux être connu comme un grand dirigeant pour ...;;;;;;;;;;x
EVTOPTA1000109106;My glory and honor.;Ma gloire et mon honneur.;;;;;;;;;;x
EVTOPTB1000109106;My good and benevolent rule.;Mon bon et bienveillant règne.;;;;;;;;;;x
EVTOPTC1000109106;My piety.;Ma piété.;;;;;;;;;;x
EVTOPTD1000109106;The fear I strike into the hearts of my subjects and enemies.;La peur que je frappe dans le cœur de mes sujets et de mes ennemis.;;;;;;;;;;x
EVTDESC1000109107;A silence enveloped the room when I judged the felon to death. It was a sentence I handed out on a whim, even if it was perhaps a bit harsh.;Un silence enveloppait la pièce quand je jugeais le criminel à mort. C'était une sentence que j'ai prononcée sur un coup de tête, même si c'était peut-être un peu sévère.;;;;;;;;;;x
EVTOPTA1000109107;He... he did deserve it, right?;Il... il le méritait, n'est-ce pas ?;;;;;;;;;;x
EVTOPTB1000109107;I’ll... I’ll just remain silent like everyone.;Je ... je me tairai comme tout le monde.;;;;;;;;;;x
EVTDESC1000109108;Throughout the land, the peasants are singing songs in praise of your just rule. Your capable leadership has made the realm a prosperous and affluent place.;Partout dans le pays, les paysans chantent des chants pour louer votre juste règne. Votre gestion compétente a fait du royaume un endroit prospère et riche.;;;;;;;;;;x
EVTOPTA1000109108;Good.;Bien.;;;;;;;;;;x
EVTOPTB1000109108;Justice is blind!;La justice est aveugle !;;;;;;;;;;x
EVTDESC1000109109;Because of your notorious rage, no one in your court dares to criticize you for anything.;À cause de votre rage notoire, personne dans votre cour n'ose vous critiquer pour quoi que ce soit.;;;;;;;;;;x
EVTOPTA1000109109;I rule my realm as I please.;Je dirige mon royaume comme bon me semble.;;;;;;;;;;x
EVTOPTB1000109109;A good ruler listens to others. Maybe I should control myself.;Un bon dirigeant écoute les autres. Je devrais peut-être me contrôler.;;;;;;;;;;x
EVTOPTC1000109109;But... I want people to trust and love me.;Mais... je veux que les gens me fassent confiance et m'aiment.;;;;;;;;;;x
EVTOPTD1000109109;In fact, my enemies fear me too!;En fait, mes ennemis me craignent aussi !;;;;;;;;;;x
EVTDESC1000109110;Being a very patient person, I always try to hear others’ opinions before making a decision, because...;Étant une personne très patiente, j'essaie toujours d'entendre l'opinion des autres avant de prendre une décision, parce que...;;;;;;;;;;x
EVTOPTA1000109110;Every opinion is flawed. Might as well hear them all.;Chaque opinion est erronée. Autant tous les entendre.;;;;;;;;;;x
EVTOPTB1000109110;Everyone deserves to be heard.;Tout le monde mérite d'être entendu.;;;;;;;;;;x
EVTOPTC1000109110;I am such a great [Root.GetTitle].;Je suis un grand [Root.GetTitle].;;;;;;;;;;x
EVTDESC1000109111;I’ve started noticing that everyone is better than me. This isn’t fair! I want to be as good as everyone else – no, even better than everyone, rather. Why am I not the best in everything?;J'ai commencé à remarquer que tout le monde est meilleur que moi. Ce n'est pas juste ! Je veux être aussi bon que tout le monde - non, encore mieux que tout le monde, plutôt. Pourquoi je ne suis pas le meilleur en tout ?;;;;;;;;;;x
EVTOPTA1000109111;I am worthless.;Je ne vaux rien.;;;;;;;;;;x
EVTOPTB1000109111;I don’t try hard enough.;Je ne fais pas assez d'efforts.;;;;;;;;;;x
EVTOPTC1000109111;No one cares about me, that’s why.;Personne ne se soucie de moi, voilà pourquoi.;;;;;;;;;;x
EVTOPTD1000109111;Maybe I shouldn’t worry about this.;Peut-être que je ne devrais pas m'inquiéter.;;;;;;;;;;x
EVTDESC1000109112;An impoverished knight had recently died, leaving behind an orphaned child. I really feel pity for the unfortunate youth, who has no family left. I’ll try to find the child a good place to live.;Un chevalier appauvri venait de mourir, laissant derrière lui un enfant orphelin. Je suis vraiment désolé pour le malheureux jeune qui n'a plus de famille. J'essaierai de trouver un endroit où il peut vivre.;;;;;;;;;;x
EVTOPTA1000109112;Send the child to live with one of my trusted knights.;Envoyez l'enfant vivre avec un de mes chevaliers de confiance.;;;;;;;;;;x
EVTOPTB1000109112;Bring the child to a monastery.;Amenez l'enfant dans un monastère.;;;;;;;;;;x
EVTOPTC1000109112;Invite the child to my court.;Invitez l'enfant à ma cour.;;;;;;;;;;x
EVTDESC1000109113;You’ve made a fool of myself while sparring, acting like a full coward in front of the other men.;Vous m'avez ridiculisé en m’entraînant, comme un lâche devant les autres hommes.;;;;;;;;;;x
EVTOPTA1000109113;I can’t help it!;Je n'y peux rien !;;;;;;;;;;x
EVTOPTB1000109113;I mustn’t embarrass myself like this!;Je ne dois pas me mettre dans l'embarras comme ça !;;;;;;;;;;x
EVTOPTC1000109113;It’s actually a tactical trick. IT'S A TRAP!;C'est en fait un tour tactique. C'EST UN PIÈGE !;;;;;;;;;;x
EVTDESC1000109114;Today while travelling in the countryside, a bandit or thug of some sort tried to ambush me, but I defeated the fool with my bare hands. He’s now sitting in my dungeon, awaiting punishment. Meanwhile, my court is praising me for my bravery.;Aujourd'hui, en voyageant à la campagne, un bandit ou un voyou a tenté de me piéger, mais j'ai vaincu l'imbécile à mains nues. Il est dans mon donjon, il attend la punition. Pendant ce temps, ma cour me loue pour ma bravoure.;;;;;;;;;;x
EVTOPTA1000109114;Anyone could have done that.;N'importe qui aurait pu faire ça.;;;;;;;;;;x
EVTOPTB1000109114;All fear me!;Craignez-moi tous !;;;;;;;;;;x
EVTOPTC1000109114;Spare the man and release him.;Épargnez l'homme et relâchez-le.;;;;;;;;;;x
EVTOPTD1000109114;I will torture him personally...;Je le torturerai personnellement ...;;;;;;;;;;x
EVTDESC1000109115;I am such a pious person, indeed, but I have to prove my devotion to [Root.Religion.GetRandomGodName] even more so. Perhaps I should fast every few days, even when it is not Ramadan!;Je suis une personne tellement pieuse, en effet, mais je dois prouver ma dévotion à [Root.Religion.GetRandomGodName] encore plus. Peut-être devrais-je jeûner quelques jours, même quand si ce n'est pas le Ramadan !;;;;;;;;;;x
EVTOPTA1000109115;All will know of my devotion!;Tout le monde connaîtra ma dévotion !;;;;;;;;;;x
EVTOPTB1000109115;Maybe this isn’t a good idea.;Ce n'est peut-être pas une bonne idée.;;;;;;;;;;x
EVTOPTC1000109115;No need - [Root.Religion.GetRandomGodName] already knows of my piety.;Pas besoin - [Root.Religion.GetRandomGodName] connaît déjà ma piété.;;;;;;;;;;x
EVTTOOLTIP1000109115;[Root.GetTitledFirstName] might catch liege's illness;[Root.GetTitledFirstName] pourrait attraper la maladie du suzerain;;;;;;;;;;x
EVTDESC1000109116;I am no better than anyone. I can always learn something from everyone – even the lowliest beggar or the most foolish imbecile have something to tell me. Today, while surveying a nearby town, one of the peasants taught me a profound lesson.;Je ne suis pas mieux que quiconque. Je peux toujours apprendre quelque chose de tout le monde - même les mendiants les plus humbles ou les imbéciles les plus fous ont quelque chose à me dire. Aujourd'hui, en arpentant une ville voisine, l'un des paysans m'a appris une leçon profonde.;;;;;;;;;;x
EVTOPTA1000109116;Humility is the only way to better understand the world, after all.;L'humilité est la seule façon de mieux comprendre le monde, après tout.;;;;;;;;;;x
EVTDESC1000109117;An ugly wench is throwing herself at you.;Une sale garce se jette sur vous.;;;;;;;;;;x
EVTOPTA1000109117;I don’t care who, I’ll bed any young woman!;Je me fiche de qui, je vais coucher avec n'importe quelle jeune femme !;;;;;;;;;;x
EVTOPTB1000109117;Maybe I should have standards after all...;Peut-être que je devrais avoir des limites après tout...;;;;;;;;;;x
EVTOPTC1000109117;I can’t see her ugliness anyways.;Je ne vois pas sa laideur de toute façon.;;;;;;;;;;x
EVTOPTD1000109117;When the lights are blown out, all women are beautiful.;Quand les lumières sont éteintes, toutes les femmes sont belles.;;;;;;;;;;x
EVTDESC1000109118;One of my new servants happens to be a pretty, innocent young maid, and I can’t get her off my mind. Some of the other men tell me that since I’m a strapping young man, I should accept my natural impulses, but I disagree – I’ve always tried to make sure I kept a pure mind, and I won’t yield, even now.;Une de mes nouvelles servantes est une jolie jeune fille innocente, et je ne peux pas l'oublier. Certains des autres hommes me disent qu'étant donné que je suis un jeune homme qui s'accroche, je devrais accepter mes pulsions naturelles, mais je ne suis pas d'accord - j'ai toujours essayé de m'assurer de garder un esprit pur, et je ne céderai pas, même maintenant.;;;;;;;;;;x
EVTOPTA1000109118;She may be pretty, but it would be a sin to defile her.;Elle est peut-être jolie, mais ce serait un péché de la souiller.;;;;;;;;;;x
EVTOPTB1000109118;God will provide me strength against temptation!;Dieu me donnera la force contre la tentation !;;;;;;;;;;x
EVTOPTC1000109118;I can’t see her, anyways, so how can I admire her?;Je ne peux pas la voir, alors comment puis-je l'admirer ?;;;;;;;;;;x
EVTOPTD1000109118;I don’t like women, anyways.;Je n'aime pas les femmes, de toute façon.;;;;;;;;;;x
EVTDESC1000109119;I’m hungry. What should I eat today?;J'ai faim. Que devrais-je manger aujourd'hui ?;;;;;;;;;;x
EVTOPTA1000109119;Anything I can get my hands on!;Tout ce que je peux trouver !;;;;;;;;;;x
EVTOPTB1000109119;Fermented mare’s milk sounds good.;Le lait de jument fermenté a l'air bien.;;;;;;;;;;x
EVTOPTC1000109119;Hummus and pita bread for me, please.;Houmous et pain pita pour moi, s'il vous plaît.;;;;;;;;;;x
EVTOPTD1000109119;Fish and chips.;Poissons et frites.;;;;;;;;;;x
EVTOPTE1000109119;Drizzle something with olive oil, now!;Arrosez quelque chose avec de l'huile d'olive, maintenant !;;;;;;;;;;x
EVTOPTF1000109119;Did someone say baklava?;Quelqu'un a dit baklava ?;;;;;;;;;;x
EVTOPTG1000109119;Pretzels! Pretzels for the pretzel [Root.GetTitle]!;Des bretzels ! Bretzels pour le [Root.GetTitle] !;;;;;;;;;;x
EVTDESC1000109120;Some people say that my temperance prevents me from properly enjoying life, and I should stop being so prudish.;Certains disent que ma tempérance m'empêche de profiter pleinement de la vie et que je devrais cesser d'être si prude.;;;;;;;;;;x
EVTOPTA1000109120;Such people are merely fools.;Ces gens ne sont que des idiots.;;;;;;;;;;x
EVTOPTB1000109120;Maybe they have a point.;Ils ont peut-être raison.;;;;;;;;;;x
EVTOPTC1000109120;I don’t enjoy life? Why, I enjoy life all the time!;Je n'aime pas la vie ? J'aime la vie tout le temps !;;;;;;;;;;x
EVTDESC1000109121;I thought I just saw an assassin lurking behind the trees over there. A weird, dark shape, behind those leaves... is that a dagger? It must be a dagger!;J'ai cru voir un assassin derrière les arbres là-bas. Une forme bizarre, sombre, derrière ces feuilles... c'est un poignard ? Ça doit être une dague !;;;;;;;;;;x
EVTOPTA1000109121;Wait... I’m just seeing things... I think...;Attendez ... Je vois juste des choses... Je pense...;;;;;;;;;;x
EVTOPTB1000109121;Judging from the angle of the light, it’s just a distortion of my shadow.;À en juger par l'angle de la lumière, c'est juste une distorsion de mon ombre.;;;;;;;;;;x
EVTOPTC1000109121;RUN AWAY!;FUYEZ !;;;;;;;;;;x
EVTDESC1000109122;I’m such a gullible fool. One of my courtiers managed to play a prank on me today!;Je suis un imbécile crédule. Un de mes courtisans a réussi à me faire une blague aujourd'hui !;;;;;;;;;;x
EVTOPTA1000109122;I have to stop being so gullible.;Je dois arrêter d'être si crédule.;;;;;;;;;;x
EVTOPTB1000109122;I don’t mind at all.;Ça ne me dérange pas du tout.;;;;;;;;;;x
EVTOPTC1000109122;Punish the miscreant with lashes!;Punissez le mécréant avec des fouets !;;;;;;;;;;x
EVTDESC1000109123;Over the years, I’ve learned to never show anyone my true self. I always have to deceive them, and manipulate them, and while I don’t know whether it’s the right thing to do, it’s a necessity.;Au fil des ans, j'ai appris à ne montrer à personne mon vrai moi. Je dois toujours les tromper et les manipuler, et bien que je ne sache pas si c'est la bonne chose à faire, c'est une nécessité.;;;;;;;;;;x
EVTOPTA1000109123;It’s a danger when people know too much about you.;C'est dangereux quand les gens en savent trop sur toi.;;;;;;;;;;x
EVTOPTB1000109123;They wouldn’t understand me.;Ils ne me comprendraient pas.;;;;;;;;;;x
EVTOPTC1000109123;They’d think I’m crazy.;Ils penseraient que je suis fou.;;;;;;;;;;x
EVTOPTD1000109123;Nobody would want hear the voices in my head.;Personne ne voudrait entendre les voix dans ma tête.;;;;;;;;;;x
EVTDESC1000109124;While shopping at the summer fair, you realize that one of the merchants isn’t selling a lot of merchandise. After observing him for a while, you realize he is absolutely terrible at advertising his wares, and in your blunt honesty you criticize him for this.;En faisant des achats à la foire d'été, vous vous rendez compte qu'un des marchands ne vend pas beaucoup de marchandises. Après l'avoir observé pendant un certain temps, vous vous rendez compte qu'il est absolument terrible de faire de la publicité pour ses marchandises, et dans votre honnêteté brutale vous le critiquez pour cela.;;;;;;;;;;x
EVTOPTA1000109124;Better improve at this, or you’ll end up a peasant.;Tu ferais mieux de t'améliorer ou tu finiras paysan.;;;;;;;;;;x
EVTOPTB1000109124;I’ll buy your products for you.;J'achèterai vos produits pour vous.;;;;;;;;;;x
EVTOPTC1000109124;I have some suggestions on how to better advertise your goods...;J'ai quelques suggestions pour mieux faire connaître vos produits....;;;;;;;;;;x
EVTDESC1000109100;Some call me a tyrant, others a monster. But all my subjects fear me, and I think that’s a good thing.;Certains me traitent de tyran, d'autres de monstre. Mais tous mes sujets me craignent, et je pense que c'est une bonne chose.;;;;;;;;;;x
EVTOPTA1000109100;Blood for the bloody throne.;Du sang pour le trône sanglant.;;;;;;;;;;x
EVTOPTB1000109100;It is necessary to rule effectively, unfortunately.;Il est nécessaire de gouverner efficacement, malheureusement.;;;;;;;;;;x
EVTOPTC1000109100;I may be tyrannical, but I am fair.;Je suis peut-être tyrannique, mais je suis juste.;;;;;;;;;;x
#Health Events 1 ;;;;;;;;;;;;;;x
EVTDESC1000109125;I have to visit my liege, who is currently ill, in order to conduct some official business. I really do not want to go near such a sick person, though - who knows what demons might be trying to possess my liege?;Je dois rendre visite à mon seigneur, qui est actuellement malade, pour mener des affaires officielles. Je ne veux vraiment pas m'approcher d'une personne aussi malade, cependant - qui sait quels démons pourraient essayer de posséder mon seigneur ?;;;;;;;;;;x
EVTOPTA1000109125;However, I have to finish these errands anyways.;Cependant, je dois finir ces courses de toute façon.;;;;;;;;;;x
EVTOPTB1000109125;I’ll just not visit. I don’t want demons near me.;Je ne viendrai pas. Je ne veux pas de démons près de moi.;;;;;;;;;;x
EVTTOOLTIP1000109125;[Root.GetTitledFirstName] might catch liege's illness;[Root.GetTitledFirstName] pourrait attraper la maladie de mon suzerain;;;;;;;;;;x
EVTDESC1000109126;[From.GetTitledFirstName] is visiting you to conduct some official business. While it is difficult to focus on your conversation, you manage to barely pay attention just as your headache and your cough get worse and worse.;[From.GetTitledFirstName] vous rend visite pour mener des affaires officielles. Bien qu'il soit difficile de se concentrer sur votre conversation, vous parvenez à peine à y prêter attention, tout comme vos maux de tête et votre toux s'aggravent.;;;;;;;;;;x
EVTOPTA1000109126;ATCHOO! Oh... sorry.;ATCHOUM ! Oh... désolé.;;;;;;;;;;x
EVTTOOLTIP1000109126;[From.GetTitledFirstName] catches [Root.GetTitledFirstName]'s illness;[From.GetTitledFirstName] attrape la maladie de [Root.GetTitledFirstName];;;;;;;;;;x
EVTDESC1000109127;Your sickness lingers on, and it is difficult for you to do any of your normal duties at all. Instead, you lie in bed most of the time, sneezing and coughing and feeling miserable all around. You wonder how any work can be done when you’re in such a state.;Votre maladie persiste et il est difficile pour vous d'accomplir vos tâches habituelles. Au lieu de cela, vous restez couché la plupart du temps au lit, éternuant, toussant et vous vous sentez malheureux. On se demande comment on peut faire n'importe quel travail dans un tel état.;;;;;;;;;;x
EVTOPTA1000109127;I wish I could get more work done!;J'aimerais avoir plus de travail !;;;;;;;;;;x
EVTOPTB1000109127;I can only pray that [Root.Religion.GetRandomGodName] saves me.;Je ne peux que prier pour que [Root.Religion.GetRandomGodName] me sauve.;;;;;;;;;;x
EVTOPTC1000109127;Actually, now I have a good excuse to slack off.;En fait, maintenant j'ai une bonne excuse pour me détendre.;;;;;;;;;;x
EVTOPTD1000109127;No... I must... try to work... even if a bit...;Non... Je dois... essayer de travailler... même si c'est un peu...;;;;;;;;;;x
EVTOPTE1000109127;At least I don’t have to deal with annoying people now.;Au moins, je n'ai plus à m'occuper des gens ennuyeux.;;;;;;;;;;x
EVTDESC1000109128;A court physician is trying to administer leeches to you, in an attempt to alleviate your sickness. The learned man states that these leeches will help relieve the imbalance of the four humors.;Un physicien de la cour essaie de vous administrer des sangsues pour tenter de soulager votre maladie. L'homme érudit affirme que ces sangsues aideront à soulager le déséquilibre des quatre humeurs.;;;;;;;;;;x
EVTOPTA1000109128;You feel very weak afterwards.;Vous vous sentez très faible après.;;;;;;;;;;x
EVTOPTB1000109128;You faint from the loss of blood.;Vous vous évanouissez à cause de la perte de sang.;;;;;;;;;;x
EVTOPTC1000109128;You feel nothing - this is just a mere wrist slap!;Vous ne sentez rien - ce n'est qu'une simple gifle au poignet !;;;;;;;;;;x
EVTOPTD1000109128;You writhe and scream incomprehensible gibberish.;Vous écrivez et criez un charabia incompréhensible.;;;;;;;;;;x
EVTOPTE1000109128;“Actually, the leeches should be placed here, not there.”;"En fait, les sangsues devraient être placées ici, pas là.";;;;;;;;;;x
EVTTOOLTIP1000109128;[Root.GetTitledFirstName] recovers from illness;[Root.GetTitledFirstName] récupère de la maladie;;;;;;;;;;x
EVTDESC1000109129;I’m still sick, and now I’m even starting to lose my appetite. It looks like I’ll have to start eating gruel now to make myself feel better...;Je suis toujours malade, et maintenant je commence même à perdre l'appétit. Il semble que je vais devoir commencer à manger du gruau maintenant pour me sentir mieux ...;;;;;;;;;;x
EVTOPTA1000109129;Gruel. So this is what the peasants eat all day?;Du gruau. C'est donc ce que les paysans mangent toute la journée ?;;;;;;;;;;x
EVTOPTB1000109129;No! Must... eat... normal... delicious... food... instead...;Non ! Je dois... manger... normal... délicieux... nourriture... à la place....;;;;;;;;;;x
EVTOPTC1000109129;Gruel? Please, sir, I want some more!;Du gruau ? S'il vous plaît, monsieur, j'en veux encore !;;;;;;;;;;x
#EVTTOOLTIP1000109129;[Root.GetTitledFirstName] vomits from overeating and makes a fool of [Root.GetHerHim]self;[Root.GetTitledFirstName] vomit après avoir trop mangé et se ridiculise.;;;;;;;;;;x
EVTDESC1000109130;Because I am a leper, no one wants to go near me anymore. It’s quite depressing how my friends and family no longer consider me a person they could talk to, and this emotional pain only makes my physical pain worse.;Parce que je suis un lépreux, plus personne ne veut m'approcher. C'est assez déprimant de voir comment mes amis et ma famille ne me considèrent plus comme une personne à qui ils pourraient parler, et cette douleur émotionnelle ne fait qu'aggraver ma douleur physique.;;;;;;;;;;x
EVTOPTA1000109130;Why must [Root.Religion.GetRandomGodName] make me go through this pain?;Pourquoi est-ce que [Root.Religion.GetRandomGodName] doit me faire traverser cette douleur ?;;;;;;;;;;x
EVTOPTB1000109130;It is inevitable... I must get used to it.;C'est inévitable.... Je dois m'y habituer.;;;;;;;;;;x
EVTOPTC1000109130;Finally, I can be alone, by myself.;Enfin, je peux être seul, tout seul.;;;;;;;;;;x
EVTOPTD1000109130;I just can’t indulge in sin anymore... just as [Root.Religion.GetRandomGodName] wanted...;Je ne peux plus m'adonner au péché comme [Root.Religion.GetRandomGodName] le voulait ...;;;;;;;;;;x
EVTDESC1000109131;Despite all the excruciating pain you feel as a leper, you have come to realize that this pain only brings you closer to the love of [Root.Religion.GetRandomGodName]. You suffer for a reason, after all, and it has made you a better person, in a way.;Malgré toute la douleur atroce que vous ressentez en tant que lépreux, vous vous êtes rendu compte que cette douleur ne fait que vous rapprochez de l'amour de [Root.Religion.GetRandomGodName]. Vous souffrez pour une raison, après tout, et cela a fait de vous une meilleure personne, d'une certaine façon.;;;;;;;;;;x
EVTOPTA1000109131;I absolve to live a pure life.;Je m'abstiens de vivre une vie pure.;;;;;;;;;;x
EVTOPTB1000109131;I'll devote my time to studying spiritual matters.;Je consacrerai mon temps à étudier les questions spirituelles.;;;;;;;;;;x
EVTDESC1000109132;Some days, you just don’t want to live. Leprosy brings you so much pain, from the moment you wake up each morning to when you sleep. Doing any normal activity, such as eating meals, attending to official duties, or getting into bed, brings you so much misery and pain.;Certains jours, on ne veut pas vivre. La lèpre vous apporte tant de douleur, du réveil chaque matin jusqu'au sommeil. Faire une activité normale, comme manger des repas, s'occuper des tâches officielles ou aller au lit, vous apporte tant de misère et de douleur.;;;;;;;;;;x
EVTOPTA1000109132;All I can do is pray.;Tout ce que je peux faire, c'est prier.;;;;;;;;;;x
EVTOPTB1000109132;But I still have to attend to my duties, pain or no pain.;Mais je dois quand même m'occuper de mes devoirs, douleur ou pas.;;;;;;;;;;x
EVTOPTC1000109132;At least I have my friends to support me.;Au moins, j'ai mes amis pour me soutenir.;;;;;;;;;;x
EVTDESC1000109133;You were just walking down the stairs, carefully measuring your steps due to your blindness. Suddenly, you accidentally overstep and trip, falling down the stairs in one big crash.;Vous marchiez juste dans les escaliers, mesurant soigneusement vos pas à cause de votre cécité. Soudainement, vous dépassez et trébucherez accidentellement, tombant dans les escaliers.;;;;;;;;;;x
EVTOPTA1000109133;Ouch!;Aïe !;;;;;;;;;;x
EVTOPTB1000109133;It doesn’t hurt that much.;Ça ne fait pas si mal que ça.;;;;;;;;;;x
EVTDESC1000109134;Ever since I was blinded, I’ve been worried that people might be trying to do things behind my back. What if that servant is actually an assassin with a knife right in front of my face? What if my spouse is having an affair under my nose? What if the peasants are mocking me as I travel the countryside?;Depuis que je suis aveugle, j'ai peur que les gens essaient de faire des choses derrière mon dos. Et si ce serviteur est un assassin avec un couteau devant mon visage ? Que se passe-t-il si mon conjoint a une liaison sous mon nez ? Et si les paysans se moquent de moi en voyageant à la campagne ?;;;;;;;;;;x
EVTOPTA1000109134;I better be careful.;Je ferais mieux d'être prudent.;;;;;;;;;;x
EVTOPTB1000109134;My friends will be there to help me.;Mes amis seront là pour m'aider.;;;;;;;;;;x
EVTOPTC1000109134;[Root.Religion.GetRandomGodName] will protect me from evil.;[Root.Religion.GetRandomGodName] va me protéger du malin.;;;;;;;;;;x
EVTOPTD1000109134;Even so, no one would dare get on my bad side.;Même ainsi, personne n'oserait me prendre du mauvais côté.;;;;;;;;;;x
EVTDESC1000109135;It’s been a while since I was blinded, and I’ve had time to think about what this means to me. In a way, it is rather depressing. Unlike those who were born blind, and never knew of the beauty of the world in the first place, I can no longer witness this beauty - the vibrant colors, the rich and lush images. I miss my sense of vision.;Cela fait longtemps que je n'ai pas été aveugle et j'ai eu le temps de réfléchir à ce que cela signifie pour moi. D'une certaine façon, c'est plutôt déprimant. Contrairement à ceux qui sont nés aveugles, et qui n'ont jamais connu la beauté du monde en premier lieu, je ne peux plus être témoin de cette beauté - les couleurs vives, les images riches et luxuriantes. Mon sens de la vision me manque.;;;;;;;;;;x
