#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x;;
######New cultures, titles cultural localization, cultural buildings...;;;;;;;;;;;;x;;
baron_old_saxon;þegan;þegan;;;;;;;;;;x
temple_baron_old_saxon;Biscof;Biscof;;;;;;;;;;x
temple_count_old_saxon;Préost;Préost;;;;;;;;;;x
city_baron_old_saxon;Gréve;Gréve;;;;;;;;;;x
city_baron_female_old_saxon;Burggeréfa;Burggeréfa;;;;;;;;;;x
barony_of_old_saxon;Burug;Burug;;;;;;;;;;x
city_barony_of_old_saxon;Burh;Burh;;;;;;;;;;x
temple_barony_of_old_saxon;Hearg;Hearg;;;;;;;;;;x
HINT_COUNCIL_VIEW_TITLE_saxon;The Witan View;Vue du Witan;;;;;;;;;;x
king_saxon;Cynning;Cynning;;;;;;;;;;x
king_female_saxon;Cwen;Cwen;;;;;;;;;;x
kingdom_of_saxon;Rice of;Rice de;;;;;;;;;;x
duchy_of_saxon;Eoldermendóm of;Eoldermendóm de;;;;;;;;;;x
job_chancellor_saxon;Mægester;Mægester;;;;;;;;;;x
job_marshal_saxon;Gedriht;Gedriht;;;;;;;;;;x
job_treasurer_saxon;Héahgeréfa;Héahgeréfa;;;;;;;;;;x
job_spymaster_saxon;Sceaduwemæster;Sceaduwemæster;;;;;;;;;;x
job_spiritual_saxon;Ærcebischop;Ærcebischop;;;;;;;;;;x
emperor_saxon;Heáhcásere;Heáhcásere;;;;;;;;;;x
emperor_female_saxon;Heáhcásera;Heáhcásera;;;;;;;;;;x
empire_of_saxon;Heáhcáserdóm of;Heáhcáserdóm de;;;;;;;;;;x
title_prince_saxon;Æðelings;Æðelings;;;;;;;;;;x
title_prince_female_saxon;Æðelings;Æðelings;;;;;;;;;;x
duke_saxon;Eolderman;Eolderman;;;;;;;;;;x
duke_female_saxon;Eolderwoman;Eolderwoman;;;;;;;;;;x
count_saxon;Scírgerefa;Scírgerefa;;;;;;;;;;x
count_female_saxon;Scírgerefa;Scírgerefa;;;;;;;;;;x
county_of_saxon;Scír of;Scír de;;;;;;;;;;x
baron_saxon;Ðegn;Ðegn;;;;;;;;;;x
temple_baron_saxon;Biscop;Biscop;;;;;;;;;;x
temple_count_saxon;Sacerd;Sacerd;;;;;;;;;;x
city_baron_saxon;Burgealdor;Burgealdor;;;;;;;;;;x
city_baron_female_saxon;Burggeréfa;Burggeréfa;;;;;;;;;;x
barony_of_saxon;Burgfæsten;Burgfæsten;;;;;;;;;;x
city_barony_of_saxon;Burg;Burg;;;;;;;;;;x
temple_barony_of_saxon;Héafodcyrice;Héafodcyrice;;;;;;;;;;x
anglo;Angle;angle;;;;;;;;;;x
king_anglo;Cynning;Cynning;;;;;;;;;;x
king_female_anglo;Cwen;Cwen;;;;;;;;;;x
title_prince_anglo;Æðelings;Æðelings;;;;;;;;;;x
title_prince_female_anglo;Æðelings;Æðelings;;;;;;;;;;x
duke_anglo;Eolderman;Eolderman;;;;;;;;;;x
duke_female_anglo;Eolderwoman;Eolderwoman;;;;;;;;;;x
count_anglo;Scírgerefa;Scírgerefa;;;;;;;;;;x
count_female_anglo;Scírgerefa;Scírgerefa;;;;;;;;;;x
county_of_anglo;Scír of;Scír de;;;;;;;;;;x
baron_anglo;Ðegn;Ðegn;;;;;;;;;;x
temple_baron_anglo;Biscop;Biscop;;;;;;;;;;x
temple_count_anglo;Sacerd;Sacerd;;;;;;;;;;x
city_baron_anglo;Burgealdor;Burgealdor;;;;;;;;;;x
city_baron_female_anglo;Burggeréfa;Burggeréfa;;;;;;;;;;x
barony_of_anglo;Burgfæsten;Burgfæsten;;;;;;;;;;x
city_barony_of_anglo;Burg;Burg;;;;;;;;;;x
temple_barony_of_anglo;Héafodcyrice;Héafodcyrice;;;;;;;;;;x
###### Roman;;;;;;;;;;;;x
roman_FEATURES;\n* §Y*§! Can organize Roman legions \n* §Y*§! Can use the Roman Reconquest CB's \n* §Y*§! Can restore/reunite the Roman Empire;\n* §Y*§! Peuvent organiser les légions romaines \n* §Y*§! Peuvent utiliser les CB de reconquête romaine \n* §Y*§! Peuvent restaurer/réunifier l'Empire romain;;;;;;;;;;x
city_emperor_roman;Princeps;Princeps;Kaiser;;Emperador;;;;;;;;;x
city_king_roman;Consul;Consul;Konsulat;;Cónsul;;;;;;;;;x
city_duke_roman;Proconsul;Proconsul;Prokonsul;;Procónsul;;;;;;;;;x
city_count_roman;Praefectus Urbanus;Praefectus Urbanus;Praefectus Urbanus;;Praefectus Urbanus;;;;;;;;;x
city_baron_roman;Praefectus;Praefectus;Praefectus;;Praefectus;;;;;;;;;x
city_barony_of_roman;Municipium;Municipium;Municipium;Municipium;Praefectus;;;;;;;;;x
family_palace_baron_roman;Pater Familias;Pater Familias;;;;;;;;;;;;x
family_palace_baron_female_roman;Mater Familias;Mater Familias;;;;;;;;;;;;x
baron_roman;Senator;Senator;;;;;;;;;;x
barony_of_roman;Castrum;Castrum;;;;;;;;;;x
count_roman;Prefect;Prefect;;;;;;;;;;x
county_of_roman;Prefecture of;Prefecture de;;;;;;;;;;x
duke_roman;Governor;Gouverneur;;;;;;;;;;x
duchy_of_roman;Province of;Praetorship de;;;;;;;;;;x
king_roman;Vicar;Vicar;;;;;;;;;;x
kingdom_of_roman;Diocese of;Diocèse de;;;;;;;;;;x
emperor_roman;Imperator Caesar;Imperator Caesar;;;;;;;;;;x
empire_of_roman;Imperium;Imperium;;;;;;;;;;x
emperor_female_roman;Augusta;Augusta;RexRey;;;;;;;;;x
vice_royalty_duke_roman;Vicar;Vicar;;;;;;;;;;;;x
vice_royalty_king_roman;Praetorian Prefect;Praetorian Prefect;;;;;;;;;;;;x
vice_royalty_duchy_of_roman;Diocese of;Diocese of;;;;;;;;;;;;x
vice_royalty_kingdom_of_roman;Praetorian Prefecture of;Praetorian Prefecture de;;;;;;;;;;;;x
vice_royalty_king_persian;Marzpan;Marzpan;;;;;;;;;;;;x
vice_royalty_kingdom_of_persian;Marzpanate of;Marzpanate de;;;;;;;;;;;;x
vice_royalty_king_parthian;Marzpan;Marzpan;;;;;;;;;;;;x
vice_royalty_kingdom_of_parthian;Marzpanate of;Marzpanate de;;;;;;;;;;;;x
job_chancellor_roman;Magister Officiorum;Magister Officiorum;;;;;;;;;;;;x
job_marshal_roman;Magister Militum;Magister Militum;;;;;;;;;;;;x
job_treasurer_roman;Quaestor;Quaestor;;;;;;;;;;;;x
job_spymaster_roman;Frumentarius;Frumentarius;;;;;;;;;;;;x
job_spiritual_roman;Censor;Censor;;;;;;;;;;;;x
ca_culture_group_roman_1;Praesidium;Praesidium;;;;;;;;;;x
ca_culture_group_roman_2;Castellum;Castellum;;;;;;;;;;x
ca_culture_group_roman_3;Castra;Castra;;;;;;;;;;x
ca_culture_group_roman_4;Castra Stativa;Castra Stativa;;;;;;;;;;x
ca_culture_group_roman_1_desc;The Praesidium is a guard station, that is manned by trained legionaries, a form of heavily armed infantry.;Le Praesidium est une station de garde, qui est tenu par des légionnaires entraînés, forme d'infanterie lourdement armée.;;;;;;;;;;x
ca_culture_group_roman_2_desc;The Castellum is a small fort, designed to hold a small body of men.;Le Castellum est un petit fort, construit pour pouvoir contenir un petit groupe d'hommes. ;;;;;;;;;;x
ca_culture_group_roman_3_desc;The Castra is the standard military base for the Roman Empire, holding many legionaries, these camps were commonplace throughout the Empire.;La Castra est la base militaire standard pour l'Empire romain. Contenant de nombreux légionnaires, ces camps étaient ordinaires à travers l'empire.;;;;;;;;;;x
ca_culture_group_roman_4_desc;The Castra Stativa is a more permanent, larger version of the Castra used in situations were more men and protection are needed.;La Castra Strativa est une version plus permanente et plus large de la Castra utilisée dans des situations où il y a besoin de plus d'hommes. ;;;;;;;;;;x
ct_culture_group_roman_1;Forum;Forum;;;;;;;;;;x
ct_culture_group_roman_2;Forum;Forum;;;;;;;;;;x
ct_culture_group_roman_3;Forum;Forum;;;;;;;;;;x
ct_culture_group_roman_4;Forum;Forum;;;;;;;;;;x
ct_culture_group_roman_1_desc;The Forum is the heart of any Roman city, and is a center of business and trade.;Le Forum est le cœur de toute ville romaine. C'est un centre d'échanges et de commerce. ;;;;;;;;;;x
HINT_COUNCIL_VIEW_TITLE_roman;The Senate View;La vue du Sénat;;;;;;;;;;x
torrean_group;Torrean;torréen;;;;;;;;;;x
corsican;Corsican;corse;;;;;;;;;;x
count_corsican;Camthi;Camthi;;;;;;;;;;x
duke_corsican;Zilac;Zilac;;;;;;;;;;x
duchy_of_corsican;Tudthi of;Tudthi de;;;;;;;;;;x
county_of_corsican;Tular of;Tular de;;;;;;;;;;x
king_corsican;Lauxum;Lauxum;;;;;;;;;;x
kingdom_of_corsican;Mexl of;Mexl de;;;;;;;;;;x
job_chancellor_corsican;Cexase;Cexase;;;;;;;;;;x
job_marshal_corsican;Parniz;Parniz;;;;;;;;;;x
job_treasurer_corsican;Macstreve;Macstreve;;;;;;;;;;x
job_spymaster_corsican;Tamera;Tamera;;;;;;;;;;x
job_martial_corsican;Parniz;Parniz;;;;;;;;;;x
job_spiritual_corsican;Purtsne;Purtsne;;;;;;;;;;x
city_count_corsican;Spural-Camthi;Spural-Camthi;;;;;;;;;;x
baron_city_of_corsican;Spural of;Spural de;;;;;;;;;;x
city_baron_corsican;Spural-Macstreve;Spural-Macstreve;;;;;;;;;;x
city_duke_corsican;Spural-Zil;Spural-Zil;;;;;;;;;;x
city_duchy_of_corsican;Spuraltudthi of;Spuraltudthi de;;;;;;;;;;x
king_bolghar;Kral;Kral;;;;;;;;;;x                     # REMEMBER FOR BOLGHAR: z - r, i - dj;;
job_chancellor_bolghar;Dzara;Dzara;;;;;;;;;;x
barony_of_bolghar;Boru of;Boru de;;;;;;;;;;x
kingdom_of_bolghar;Kraldjik of;Kraldjik de;;;;;;;;;;x
duke_bolghar;Hükümdar;Hükümdar;;;;;;;;;;x
duchy_of_bolghar;Hükümate of;Hükümate de;;;;;;;;;;x
count_bolghar;Bas;Bas;;;;;;;;;;x
county_of_bolghar;Basdom of;Basdom de;;;;;;;;;;x
bosporan;Bosporan;bosphore;;;;;;;;;;x
emperor_bosporan;Aftokrátoras;Aftokrátoras;;;;;;;;;;x
king_bosporan;Vasiliás;Vasiliás;;;;;;;;;;x
kingdom_of_bosporan;Vasíleio of;Vasíleio de;;;;;;;;;;x
duke_bosporan;Doúkas;Doúkas;;;;;;;;;;x
duchy_of_bosporan;Doukáto of;Doukáto de;;;;;;;;;;x
count_bosporan;Kýrios;Kýrios;;;;;;;;;;x
county_of_bosporan;Komiteía of;Komiteía de;;;;;;;;;;x
baron_bosporan;Varònos;Varònos;;;;;;;;;;x
barony_of_bosporan;Varoneía of;Varoneía de;;;;;;;;;;x
job_chancellor_bosporan;Presveftís;Presveftís;;;;;;;;;;x
job_marshal_bosporan;Diefthetó;Diefthetó;;;;;;;;;;x
job_treasurer_bosporan;Oikonómos;Oikonómos;;;;;;;;;;x
job_spymaster_bosporan;Katáskopos;Katáskopos;;;;;;;;;;x
job_spiritual_bosporan;Patriárchis;Patriárchis;;;;;;;;;;x
king_female_bosporan;Vasílissa;Vasílissa;;;;;;;;;;x
duke_female_bosporan;Doúkissa;Doúkissa;;;;;;;;;;x
title_prince_bosporan;Klironómos;Klironómos;;;;;;;;;;x
nabatean;Nabatean;nabatéen;;;;;;;;;;x
king_nabatean;Meleke;Meleke;;;;;;;;;;x
kingdom_of_nabatean;Melekwat of;Melekwat de;;;;;;;;;;x
duke_nabatean;Mery;Mery;;;;;;;;;;x
duchy_of_nabatean;Yatba of;Yatba de;;;;;;;;;;x
count_nabatean;Eygmowna;Eygmowna;;;;;;;;;;x
county_of_nabatean;Midinta of;Midinta de;;;;;;;;;;x
city_county_of_nabatean;Bzyyl of;Bzyyl de;;;;;;;;;;x
city_barony_of_nabatean;Kapra of;Kapra de;;;;;;;;;;x
city_baron_nabatean;Hazin;Hazin;;;;;;;;;;x
barony_of_nabatean;Gawsaqa of;Gawsaqa de;;;;;;;;;;x
baron_nabatean;Ownys;Ownys;;;;;;;;;;x
job_chancellor_nabatean;Himyr;Himyr;;;;;;;;;;x
job_treasurer_nabatean;Owqinowm;Owqinowm;;;;;;;;;;x
job_marshall_nabatean;Estratega;Estratega;;;;;;;;;;x
job_spymaster_nabatean;Lyl;Lyl;;;;;;;;;;x
temple_barony_of_nabatean;Gowr of;Gowr de;;;;;;;;;;x
temple_baron_nabatean;Dowrpir;Dowrpir;;;;;;;;;;x
job_spiritual_nabatean;Mnahhesa;Mnahhesa;;;;;;;;;;x
city_duchy_of_nabatean;Lowplegmownyqy of;Lowplegmownyqy de;;;;;;;;;;x
title_prince_nabatean;Arkonta;Arkonta;;;;;;;;;;x
city_duke_nabatean;Arkonta;Arkonta;;;;;;;;;;x
city_count_nabatean;Mishyr;Mishyr;;;;;;;;;;x
city_king_nabatean;Owprik;Owprik;;;;;;;;;;x
city_kingdom_of_nabatean;Demowsyon of;Demowsyon de;;;;;;;;;;x
mesopotamian_culture;Mesopotamian;mésopotamien;;;;;;;;;;x
baron_mesopotamian_culture;En;En;;;;;;;;;;x
count_mesopotamian_culture;Balum;Balum;;;;;;;;;;x
duke_mesopotamian_culture;Malku;Malku;;;;;;;;;;x
kingdom_of_mesopotamian_culture;Surrutum;Surrutum;;;;;;;;;;x
temple_baron_mesopotamian_culture;Zagmi;Zagmi;;;;;;;;;;x
emperor_mesopotamian_culture;Sargon;Sargon;;;;;;;;;;x
job_chancellor_mesopotamian_culture;Nergal;Nergal;;;;;;;;;;x
job_spymaster_mesopotamian_culture;Sarru;Sarru;;;;;;;;;;x
job_treasurer_mesopotamian_culture;Sayyamum;Sayyamum;;;;;;;;;;x
job_marshal_mesopotamian_culture;Rîd Sâbî;Rîd Sâbî;;;;;;;;;;x
job_spiritual_mesopotamian_culture;Dugmantar;Dugmantar;;;;;;;;;;x
barony_of_mesopotamian_culture;Dannatu of;Dannatu de;;;;;;;;;;x
county_of_mesopotamian_culture;Iku of;Iku de;;;;;;;;;;x
duchy_of_mesopotamian_culture;Miqtum of;Miqtum de;;;;;;;;;;x
king_mesopotamian_culture;Sur of;Sur de;;;;;;;;;;x
empire_mesopotamian_culture;Sarbur;Sarbur;;;;;;;;;;x
