#New Duchies
b_newkart_temple;Newkart;;;;;;;;;;;x
#Saokoros
c_saokoros;Saokoros;;;;;;;;;;;x
b_saokoros_castle;Saokoros;;;;;;;;;;;x
b_saokoros_city;Saokoros;;;;;;;;;;;x
b_saokoros_temple;Saokoros;;;;;;;;;;;x
#Rima
c_rima;Rima;;;;;;;;;;;x
b_rima_castle;Rima;;;;;;;;;;;x
b_rima_city;Rima;;;;;;;;;;;x
b_rima_temple;Rima;;;;;;;;;;;x
#Andegan
c_andegan;Andegan;;;;;;;;;;;x
b_andegan_castle;Andegan;;;;;;;;;;;x
b_andegan_city;Andegan;;;;;;;;;;;x
b_andegan_temple;Andegan;;;;;;;;;;;x
#Dura
c_dura;Dura;;;;;;;;;;;x
b_dura_castle;Dura;;;;;;;;;;;x
b_dura_city;Dura;;;;;;;;;;;x
b_dura_temple;Dura;;;;;;;;;;;x
#Anat
c_anat;Anat;;;;;;;;;;;x
b_anat_castle;Anat;;;;;;;;;;;x
b_anat_city;Anat;;;;;;;;;;;x
b_anat_temple;Anat;;;;;;;;;;;x
#Hambar
c_hambar;Hambar;;;;;;;;;;;x
b_hambar_castle;Hambar;;;;;;;;;;;x
b_hambar_city;Hambar;;;;;;;;;;;x
b_hambar_temple;Hambar;;;;;;;;;;;x
#Samarra/Euphrates
c_samarra;Euphrates;;;;;;;;;;;x
b_samarra_castle;Euphrates;;;;;;;;;;;x
b_samarra_city;Euphrates;;;;;;;;;;;x
b_samarra_temple;Euphrates;;;;;;;;;;;x
#Ur
c_ur;Ur;;;;;;;;;;;x
b_ur_castle;Ur;;;;;;;;;;;x
b_ur_city;Ur;;;;;;;;;;;x
b_ur_temple;Ur;;;;;;;;;;;x
#Orukit
c_xunan;Orukit;;;;;;;;;;;x
b_xunan_castle;Orukit;;;;;;;;;;;x
b_xunan_city;Orukit;;;;;;;;;;;x
b_xunan_temple;Orukit;;;;;;;;;;;x
#Xunan
c_xunan;Xunan;;;;;;;;;;;x
b_xunan_castle;Xunan;;;;;;;;;;;x
b_xunan_city;Xunan;;;;;;;;;;;x
b_xunan_temple;Xunan;;;;;;;;;;;x
#Sigriane
c_sigriane;Sigriane;;;;;;;;;;;x
b_sigriane_castle;Sigriane;;;;;;;;;;;x
b_sigriane_city;Sigriane;;;;;;;;;;;x
b_sigriane_temple;Sigriane;;;;;;;;;;;x
#Syarzur
c_syarzur;Syarzur;;;;;;;;;;;x
b_syarzur_castle;Syarzur;;;;;;;;;;;x
b_syarzur_city;Syarzur;;;;;;;;;;;x
b_syarzur_temple;Syarzur;;;;;;;;;;;x
#Vastan
c_vastan;Vastan;;;;;;;;;;;x
b_vastan_castle;Vastan;;;;;;;;;;;x
b_vastan_city;Vastan;;;;;;;;;;;x
b_vastan_temple;Vastan;;;;;;;;;;;x
#Abahr
c_abhar;Abahr;;;;;;;;;;;x
b_abhar_castle;Abahr;;;;;;;;;;;x
b_abhar_city;Abahr;;;;;;;;;;;x
b_abhar_temple;Abahr;;;;;;;;;;;x
#Adurbadagan
c_adurbadagan;Adurbadagan;;;;;;;;;;;x
b_adurbadagan_castle;Adurbadagan;;;;;;;;;;;x
b_adurbadagan_city;Adurbadagan;;;;;;;;;;;x
b_adurbadagan_temple;Adurbadagan;;;;;;;;;;;x
#Royan
c_amol;Royan;;;;;;;;;;;x
b_amol_castle;Royan;;;;;;;;;;;x
b_amol_city;Royan;;;;;;;;;;;x
b_amol_temple;Royan;;;;;;;;;;;x
#Amol
c_amol;Amol;;;;;;;;;;;x
b_amol_castle;Amol;;;;;;;;;;;x
b_amol_city;Amol;;;;;;;;;;;x
b_amol_temple;Amol;;;;;;;;;;;x
#Damavand
c_damavand;Damavand;;;;;;;;;;;x
b_damavand_castle;Damavand;;;;;;;;;;;x
b_damavand_city;Damavand;;;;;;;;;;;x
b_damavand_temple;Damavand;;;;;;;;;;;x
#Nihavand
c_nihavand;Nihavand;;;;;;;;;;;x
b_nihavand_castle;Nihavand;;;;;;;;;;;x
b_nihavand_city;Nihavand;;;;;;;;;;;x
b_nihavand_temple;Nihavand;;;;;;;;;;;x
#Belabad
c_belabad;Belabad;;;;;;;;;;;x
b_belabad_castle;Belabad;;;;;;;;;;;x
b_belabad_city;Belabad;;;;;;;;;;;x
b_belabad_temple;Belabad;;;;;;;;;;;x
#Karka
c_karka;Karka;;;;;;;;;;;x
b_karka_castle;Karka;;;;;;;;;;;x
b_karka_city;Karka;;;;;;;;;;;x
b_karka_temple;Karka;;;;;;;;;;;x
#Argan
c_argan;Argan;;;;;;;;;;;x
b_argan_castle;Argan;;;;;;;;;;;x
b_argan_city;Argan;;;;;;;;;;;x
b_argan_temple;Argan;;;;;;;;;;;x
#Gor
c_gor;Gor;;;;;;;;;;;x
b_gor_castle;Gor;;;;;;;;;;;x
b_gor_city;Gor;;;;;;;;;;;x
b_gor_temple;Gor;;;;;;;;;;;x
#Persepolis
c_persepolis;Persepolis;;;;;;;;;;;x
b_persepolis_castle;Estahkr;;;;;;;;;;;x
b_persepolis_city;Estahkr;;;;;;;;;;;x
b_persepolis_temple;Persepolis;;;;;;;;;;;x
#Kariyan
c_kariyan;Kariyan;;;;;;;;;;;x
b_kariyan_castle;Kariyan;;;;;;;;;;;x
b_kariyan_city;Kariyan;;;;;;;;;;;x
b_kariyan_temple;Kariyan;;;;;;;;;;;x
#Valaskart
c_valaskart;Valaskart;;;;;;;;;;;x
b_valaskart_castle;Valaskart;;;;;;;;;;;x
b_valaskart_city;Valaskart;;;;;;;;;;;x
b_valaskart_temple;Valaskart;;;;;;;;;;;x
#Veh Ardeshir
c_vehardeshir;Veh Ardeshir;;;;;;;;;;;x
b_vehardeshir_castle;Veh Ardeshir;;;;;;;;;;;x
b_vehardeshir_city;Veh Ardeshir;;;;;;;;;;;x
b_vehardeshir_temple;Veh Ardeshir;;;;;;;;;;;x
#Gobanan
c_gobanan;Gobanan;;;;;;;;;;;x
b_gobanan_castle;Gobanan;;;;;;;;;;;x
b_gobanan_city;Gobanan;;;;;;;;;;;x
b_gobanan_temple;Gobanan;;;;;;;;;;;x
#Komis
c_komis;Komis;;;;;;;;;;;x
b_komis_castle;Komis;;;;;;;;;;;x
b_komis_city;Komis;;;;;;;;;;;x
b_komis_temple;Komis;;;;;;;;;;;x
#Damagan
c_damagan;Damagan;;;;;;;;;;;x
b_damagan_castle;Damagan;;;;;;;;;;;x
b_damagan_city;Damagan;;;;;;;;;;;x
b_damagan_temple;Damagan;;;;;;;;;;;x
#Rind
c_rind;Rind;;;;;;;;;;;x
b_rind_castle;Rind;;;;;;;;;;;x
b_rind_city;Rind;;;;;;;;;;;x
b_rind_temple;Rind;;;;;;;;;;;x
#Rind
c_kayen;Kayen;;;;;;;;;;;x
b_kayen_castle;Kayen;;;;;;;;;;;x
b_kayen_city;Kayen;;;;;;;;;;;x
b_kayen_temple;Kayen;;;;;;;;;;;x
#Isfarayin
c_isfarayin;Isfarayin;;;;;;;;;;;x
b_isfarayin_castle;Isfarayin;;;;;;;;;;;x
b_isfarayin_city;Isfarayin;;;;;;;;;;;x
b_isfarayin_temple;Isfarayin;;;;;;;;;;;x
#Xusrawkart
c_xusrawkart;Xusrawkart;;;;;;;;;;;x
b_xusrawkart_castle;Xusrawkart;;;;;;;;;;;x
b_xusrawkart_city;Xusrawkart;;;;;;;;;;;x
b_xusrawkart_temple;Xusrawkart;;;;;;;;;;;x
#Gedrosia
c_gedrosia;Gedrosia;;;;;;;;;;;x
b_gedrosia_castle;Gedrosia;;;;;;;;;;;x
b_gedrosia_city;Gedrosia;;;;;;;;;;;x
b_gedrosia_temple;Gedrosia;;;;;;;;;;;x
#Alexandria Carmania
c_alexandriacarmania;Alexandria Carmania;;;;;;;;;;;x
b_alexandriacarmania_castle;Alexandria Carmania;;;;;;;;;;;x
b_alexandriacarmania_city;Alexandria Carmania;;;;;;;;;;;x
b_alexandriacarmania_temple;Alexandria Carmania;;;;;;;;;;;x
#Iskandahara
c_iskandahara;Iskandahara;;;;;;;;;;;x
b_iskandahara_castle;Iskandahara;;;;;;;;;;;x
b_iskandahara_city;Iskandahara;;;;;;;;;;;x
b_iskandahara_temple;Iskandahara;;;;;;;;;;;x
#Arachosia
c_arachosia;Arachosia;;;;;;;;;;;x
b_arachosia_castle;Arachosia;;;;;;;;;;;x
b_arachosia_city;Arachosia;;;;;;;;;;;x
b_arachosia_temple;Arachosia;;;;;;;;;;;x
#Bagisara
c_bagisara;Bagisara;;;;;;;;;;;x
b_bagisara_castle;Bagisara;;;;;;;;;;;x
b_bagisara_city;Bagisara;;;;;;;;;;;x
b_bagisara_temple;Bagisara;;;;;;;;;;;x
