EVTDESCjewmod.100;Some of our Jewish subjects have expressed a desire to serve at court.;;;;;;;;;;;;;x
EVTOPTAjewmod.100;We'll find jobs for them.;;;;;;;;;;;;;x
exilarch.5.a;I reclaimed Israel, not they!;;;;;;;;;;;;;x
exilarch.6.desc;Why is it that we, the descendants of King David, languish when this pretender sits on the throne of Israel? Someday, we shall reclaim our birthright! Someday...;;;;;;;;;;;;;x
exilarch.6.a;When the opportunity comes...;;;;;;;;;;;;;x
the_exilarch_returns;The Jewish Exilarch makes aliyah to Israel;;;;;;;;;;;;;x
the_karaite_exilarch_returns;The Karaite Exilarch makes aliyah to Israel;;;;;;;;;;;;;x
exilarch.7.desc;With the death of the pretender karaite exilarch, the next in line to claim its exilarchy happens to be me. Well, a good chance as any to be rid of it;;;;;;;;;;;;;x
exilarch.7.a;The karaites are boring anyway;;;;;;;;;;;;;x
exilarch.8.desc;With the death of the pompous exilarch, the next in line to claim the exilarchy happens to be me. Well, a good chance as any to be rid of it;;;;;;;;;;;;;x
exilarch.8.a;I wonder what the Talmud advices, oh right, I don't care!;;;;;;;;;;;;;x
exilarch.9.desc;Altough the exilarchy has been extinguished for one reason or another, my birthright as a member of the house of David, my eloquent speeches and my mastery of the Talmud have won me many supporters who claim I should take the mantle of exilarch. Clearly a great future awaits me!;;;;;;;;;;;;;x
exilarch.9.a;I am the exilarch!;;;;;;;;;;;;;x
exilarch.10.desc;Altough the exilarchy has been extinguished for one reason or another, my birthright as a member of the house of David, my eloquent speeches and my mastery of the Torah have won me many supporters who claim I should take the mantle of karaite exilarch. Clearly a great future awaits me!;;;;;;;;;;;;;x
exilarch.10.a;I am the exilarch!;;;;;;;;;;;;;x
#Israel Special Unit;;;;;;;;;;;;;;x
d_israel_defense;Shield of the Third Temple;;;;;;;;;;;;;x
israel_aliyah_can_now_recruit;Can now form a special holy order vassalized to the Kingdom of Israel via decision;;;;;;;;;;;;;x
organize_israel_defense;Recruit Elite Israelite Unit;;;;;;;;;;;;;x
organize_israel_defense;Recruit a group of experienced Jewish warriors from around the world into an elite unit, answerable only to the ruler of Israel;;;;;;;;;;;;;x
israel_aliyah_are_coming;Has sufficient numbers of capable military men from aliyah (i.e. has seen relevent event);;;;;;;;;;;;;x
VIETjewish.3.name;Defenders of Israel?;;;;;;;;;;;;;x
VIETjewish.3.desc;Some Jews ‘making aliyah,’ or returning to Israel, have considerable military experience. Some of these men wish to form a special military unit, the "Shield of the Third Temple" - utilizing their diverse backgrounds and abilities, this ragtag band of unlikely heroes can defend Israel from its enemies. They now simply need our support.;;;;;;;;;;;;;x
VIETjewish.3.a;We will set aside some funding and support as soon as we can!;;;;;;;;;;;;;x
#Passover;;;;;;;;;;;;;;x
observed_passover;Observed Passover;;;;;;;;;;;;;x
observe_passover;Observe Passover;;;;;;;;;;;;;x
observe_passover_desc;Host a major Passover event to commemorate when our Jewish ancestors, under Moses' guidance, left Egypt and journeyed to the Holy Land.;;;;;;;;;;;;;x
passover.0.desc;As the Lord commanded to us, it is time that we observe Passover. This year, I will host a much larger affair than usual at my court. Preparations are well under way. For instance, everyone at court is searching for Chametz, or leaven, and figuring out different ways of disposing it.;;;;;;;;;;;;;x
passover.0.a;Should I burn my Chametz or sell it...;;;;;;;;;;;;;x
passover.1.tooltip;We must continue our preparations.;;;;;;;;;;;;;x
passover.1.name;Removing the Chametz;;;;;;;;;;;;;x
passover.1.desc;It is now the night before Passover. As head of my court, it is proper that I partake in one final, formal search for Chametz. With all the lights blown out, save for the candle I hold in my hands, I scour my castle with utmost diligence and attention, making sure there is no Chametz remaining, whether it is in the kitchens, my bedroom, or my servant’s quarters. If by misfortune any are remaining tomorrow, when Passover begins, I will make sure to burn it while repeating the declaration of biyur chametz, declaring any chametz that may not have been found to be null and void "as the dust of the earth".;;;;;;;;;;;;;x
passover.1.a;I think we’re almost finished here.;;;;;;;;;;;;;x
passover.2.tooltip;Tomorrow morning, Passover will formally begin!;;;;;;;;;;;;;x
#passover.2.name;Removing;;;;;;;;;;;;;x
passover.2.desc;It is the first night of Passover, and I and my court have gathered for a special dinner called “seder.” During the meal, the story of our exodus from Egypt is retold, word for word, from the text of the Haggadah.;;;;;;;;;;;;;x
passover.2.a;Let us begin by drinking four cups of wine.;;;;;;;;;;;;;x
passover.3.tooltip;The question and answer session continues, and ends with the singing of songs and prayers. “Next year in Jerusalem!” I say (as is custom), with conviction.;;;;;;;;;;;;;x
#passover.3.name;Removing;;;;;;;;;;;;;x
passover.3.desc;During the seder, it is customary to have a ritualized question and answer session, where young sons inquire about the entirety of Passover. One of the children asks the first question, “Why is this night different from all other nights?” And so I reply:;;;;;;;;;;;;;x
passover.3.a;“Let me answer that...”;;;;;;;;;;;;;x
passover.4.tooltip;All will hear of the plight of our ancestors as they left Egypt for the promised land.;;;;;;;;;;;;;x
#passover.4.name;Removing;;;;;;;;;;;;;x
passover.4.desc;During the past few days, while observing Passover, I have constantly contemplated the story of exodus - the suffering and miseries your ancestors suffered from the tyrannical Egyptians, and how they left under the guidance of Moses. In a way, it helps keeps things in perspective.;;;;;;;;;;;;;x
passover.4.a;The Chosen People shall endure so long as [Root.Religion.GetRandomGodName] wills it.;;;;;;;;;;;;;x
passover.5.tooltip;Passover continues.;;;;;;;;;;;;;x
passover.5.name;Shvi'i shel Pesach;;;;;;;;;;;;;x
passover.5.desc;It is the seventh and final day of Passover, or “Shvi'i shel Pesach” in Hebrew. Everyone in my court gathers for a large, festive meal. At the table are delicious foods, cooked specifically for Passover.\nToday, we commemorate the day our ancestors escaped Egypt when Moses split the Red Sea apart before drowning all of Pharaoh’s warriors. A great day it was, and a sign of [Root.Religion.GetRandomGodName]’s watchful eye over the Children of Israel, as the holy men are wont to remind all of us.;;;;;;;;;;;;;x
passover.5.a;Now, let us sing songs of praise to [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
passover.6.tooltip;Passover will soon end.;;;;;;;;;;;;;x
passover.6.name;Passover Ends;;;;;;;;;;;;;x
passover.6.desc;This year’s Passover was quite the event. Hopefully, I’ll be able to host such a wonderful event like this again. We, the Children of Israel, must count our blessings indeed!;;;;;;;;;;;;;x
passover.6.a;And now, back to normal life...;;;;;;;;;;;;;x
passover.7.desc;During Passover I’ve been trying very hard to not eat anything made with Chametz. But it is rather difficult! How can I eat delicious foods like soft, succulent breads and syrupy pastries? Sometimes, it’s just so hard to resist...;;;;;;;;;;;;;x
passover.7.a;However, I can persist. It’s only a few days.;;;;;;;;;;;;;x
passover.7.b;I can’t resist! Forgive me, [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
passover.8.desc;Today, as part of Passover, we are all reciting the "Shir ha-Shirim" or the "Song of Songs." So we all begin to sing, in ancient Hebrew, "The song of songs, which is Solomon's...";;;;;;;;;;;;;x
passover.8.a;"Let him kiss me with the kisses of his mouth - for thy love is better than wine.";;;;;;;;;;;;;x
passover.9.desc;During Passover, instead of eating normal breads and such, we can only eat Matzo, made of unleavened grains. Matzo bread, matzo balls, matzo noodles, matzo fried with eggs...;;;;;;;;;;;;;x
passover.9.a;It's bland, but reminds me to be humble.;;;;;;;;;;;;;x
passover.10.desc;While the servants are cleaning up the remains of the seder meal, I observe the zroa laying on the table. It is a goat or sheep's shank bone, meant to represent the sacrifices once made and eaten in the Temple of Jerusalem during Passover in ancient times.;;;;;;;;;;;;;x
passover.10.a;There is much to think about here.;;;;;;;;;;;;;x
passover.11.desc;During this year's Passover, a Jewish merchant from a far-off land is also with us. However, the Jewish community he hails from has different kosher laws then us. His laws thus allow him to eat foods we can't on Passover, but some of my courtiers aren't pleased.;;;;;;;;;;;;;x
passover.11.a;He will have to obey our laws.;;;;;;;;;;;;;x
passover.11.b;We should respect his laws.;;;;;;;;;;;;;x
passover.12.desc;During Passover, we usually eat bitter herbs to remind us of the bitterness our forebears experienced during the exodus from Egypt. Though I have done this many times before, it is always difficult to eat these herbs.;;;;;;;;;;;;;x
passover.12.a;Oy vey!;;;;;;;;;;;;;x
#Flavor events;;;;;;;;;;;;;;x
EVTDESC1000109021;While talking with you one day, a servant asks you why we need to have Jews at your court. “Surely,” he says, “You are aware of the danger of these terrible people? We shouldn’t be keeping them here.”;;;;;;;;;;;x
EVTOPTA1000109021;We need educated people, no matter what.;;;;;;;;;;;x
EVTOPTB1000109021;I don’t like them either, but we need them for now.;;;;;;;;;;;x
EVTOPTC1000109021;Don’t disrespect any of my subjects, even if they are Jews.;;;;;;;;;;;x
EVTDESC1000109022;One of my Jewish courtiers is well-known for his great knowledge concerning spiritual matters. Today, out of boredom, we decided to begin a religious debate. So far, it’s been interesting debating against a Jew. As of now, things are starting to get really heated...;;;;;;;;;;;x
EVTOPTA1000109022;But you see, in [Root.Religion.GetScriptureName], it says that...;;;;;;;;;;;x
EVTDESC1000109023;While we disagreed on many points, our dicussion was nevertheless very enlightening. In fact, we were so engrossed in our debate that by the time we finished, it was already sunrise!;;;;;;;;;;;x
EVTOPTA1000109023;It was most enjoyable.;;;;;;;;;;;x
EVTDESC1000109024;I should never have this kind of debate again. Our disagreements were too many, and I really felt frustrated with the man.;;;;;;;;;;;x
EVTOPTA1000109024;Enough of this.;;;;;;;;;;;x
EVTTOOLTIP1000109023;Debate ends well;;;;;;;;;;;x
EVTTOOLTIP1000109024;Debate ends badly;;;;;;;;;;;x
EVTDESC1000109025;It’s such a nice day outside, but even as I bask in the garden’s sunlight, inside my heart I feel sorrow. Perhaps I should sing the song my mother taught me years ago...;;;;;;;;;;;x
EVTOPTA1000109025;Oh Jerusalem...;;;;;;;;;;;x
EVTDESC1000109026;Today, while walking in the courtyard, you find one of your Jewish courtiers singing a haunting, ancient Jewish song. Even though you don’t understand it, you feel the sadness, the melancholy, the nostalgia, the sehnsucht of the lyrics. You watch her sing for a while, and after she finishes, you decide to approach her.;;;;;;;;;;;x
EVTOPTA1000109026;Very soothing and soulful indeed!;;;;;;;;;;;x
EVTOPTB1000109026;It sounds terrible, actually.;;;;;;;;;;;x
EVTOPTC1000109026;Actually, I should not be deceived by the music of the Jews.;;;;;;;;;;;x
EVTOPTD1000109026;Wait, I do understand your language. The song is sad, indeed...;;;;;;;;;;;x
EVTDESC1000109027;While talking with my liege today, the topic of our conversation suddenly switched to finances. Perhaps this is a perfect opportunity to make my request!;;;;;;;;;;;x
EVTOPTA1000109027;Hopefully my liege is in a good mood...;;;;;;;;;;;x
EVTDESC1000109028;While privately discussing the finances  of your realm with one of your Jewish courtiers, the courtier suddenly makes a request. Nervously, he says: “My liege, the Jewish people are suffering greatly this year, being forced to pay the Jizya tax when we are in such an impoverished situation. To alleviate the problems of the Jewry, would it hurt to slightly reduce this tax?”;;;;;;;;;;;x
EVTOPTA1000109028;Very well. I will temporarily reduce taxes.;;;;;;;;;;;x
EVTOPTB1000109028;No. Be thankful I don’t treat you like the Christians do.;;;;;;;;;;;x
#EVTDESC1000109027;[From.GetFirstName] has told me that [From.GetSheHe] appreciates that I have been very kind to the Jews in my realm, even inviting some like [From.GetHerHim] to be in my court, and that for this reason many Jews here admire and respect me.;;;;;;;;;;;x
#EVTOPTA1000109027;May there be peace among the children of God.;;;;;;;;;;;x
#EVTOPTB1000109027;Just because I don’t treat you badly doesn’t mean I like you.;;;;;;;;;;;x
EVTDESC1000109029;After having a number of Jews in my court for such a long time, I’ve gotten to know them better, and I’ve begun to reconsider my hatred of them. Hath not a Jew eyes? Hath not a Jew hands, organs, dimensions, senses, affections, passions as a Christian has? Perhaps Jews can be good and just people too.;;;;;;;;;;;x
EVTOPTA1000109029;No! Such ideas are deceptions by the devil!;;;;;;;;;;;x
EVTOPTB1000109029;Perhaps I shouldn’t be so hardheaded about these matters...;;;;;;;;;;;x
EVTOPTC1000109029;We’re all children of God, after all...;;;;;;;;;;;x
EVTOPTD1000109029;As a just ruler, I must treat all subjects equally, based on their merits.;;;;;;;;;;;x
EVTDESC1000109030;I’ve just received news that one of my distant cousins is fleeing from persecution in another region. I could take my cousin in, but I’m not sure if my liege is willing too... I’ll just have to wait for a good opportunity to ask.;;;;;;;;;;;x
EVTOPTA1000109030;Oy vey...;;;;;;;;;;;x
EVTDESC1000109031;A Jewish courtier, [From.GetFirstName], has recently requested that you allow a distant cousins to take refuge in your court. This cousin is trying to flee persecution from another realm, and currently your realm is the only place this cousin could go to... if you allow him to, that is.;;;;;;;;;;;x
EVTOPTA1000109031;Very well. As long as he doesn’t cause trouble.;;;;;;;;;;;x
EVTOPTB1000109031;I can help provide him a temporary home in the city.;;;;;;;;;;;x
EVTOPTC1000109031;I already have enough of your kind here!;;;;;;;;;;;x
EVTDESC1000109032;My liege is currently very sick, but I know a skilled Jewish physician - a family friend, in fact - who lives in my neighborhood. Perhaps I can recommend him to my liege.;;;;;;;;;;;x
EVTOPTA1000109032;Hopefully my liege will be accept a Jewish physician.;;;;;;;;;;;x
EVTDESC1000109033;Your illness continues to worsen. However, [From.GetFirstName] tells you of a skilled Jewish physician he knows very well (apparently this man is a family friend). This physician could, hopefully, claims your courtier, heal you of your illness.;;;;;;;;;;;x
EVTOPTA1000109033;Thank you for telling me this. Summon this physician!;;;;;;;;;;;x
EVTOPTB1000109033;No! I don’t want that sort of man near me!;;;;;;;;;;;x
EVTDESC1000109034;Apparently, the Jewish physician is just as skilled as your courtier said. Your illness has completely gone away, and you feel even stronger than you were before your illness started. This must be a miracle of sorts!;;;;;;;;;;;x
EVTOPTA1000109034;Thank [Root.Religion.GetRandomGodName] for the physician! Here’s his payment.;;;;;;;;;;;x
EVTOPTB1000109034;Please give the physician this gift along with payment.;;;;;;;;;;;x
EVTOPTC1000109034;Request the physician that he stay in my court.;;;;;;;;;;;x
EVTDESC1000109035;The Jewish physician tries hardest to cure your illness, but it seems nothing he does seem to help. Still, you do feel a little better than you did before, at the least.;;;;;;;;;;;x
EVTOPTA1000109035;Oh well. Thank you, nevertheless, my good man.;;;;;;;;;;;x
EVTOPTB1000109035;Fool! Get out! I knew I should have never trusted you!;;;;;;;;;;;x
EVTOPTC1000109035;Imprison and torture the man! He must be trying to kill me!;;;;;;;;;;;x
EVTDESC1000109037;One of my Jewish courtiers has just returned from the funeral of a family friend. Perhaps I should offer my condolences.;;;;;;;;;;;x
EVTOPTA1000109037;I am sorry for your loss.;;;;;;;;;;;x
EVTOPTB1000109037;You should think about converting now, before it’s too late!;;;;;;;;;;;x
EVTOPTC1000109037;You should have no more tza’ar and only have simchas.;;;;;;;;;;;x
#Frostschaden's Judaism mod;;;;;;;;;;;;;;x
judaic;Judaic;;;;;;;;;;;;;x
jewish;Rabbinic;;;;;;;;;;;;;x
judaism;Jewish;Juif;Jewish;;Jewish;;;;;;;;;x
karaite;Karaite;;;;;;;;;;;;;x
judaeochristian;Judaeo-Christian;;;;;;;;;;;;;x
messianist;Messianist;;;;;;;;;;;;;x
samaritan;Samaritan;;;;;;;;;;;;;x
sephardim;Sephardim;;;;;;;;;;;;;x
ashkenazim;Ashkenazim;;;;;;;;;;;;;x
mizrahim;Mizrahim;;;;;;;;;;;;;x
falashim;Falashim;;;;;;;;;;;;;x
khazar;Khazar;;;;;;;;;;;;;x
romaniote;Romaniote;Romaniote;Romaniote;;Romaniote;;;;;;;;;x
k_israel;Israel;;;;;;;;;;;;;x
job_spiritual_jewish_group;Chief Rabbi;;;;;;;;;;;;;x
temple_baron_jewish_group;Rabbi;;;;;;;;;;;;;x
temple_count_jewish_group;Grand Rabbi;;;;;;;;;;;;;x
temple_duke_jewish_group;Nagid;;;;;;;;;;;;;x
temple_king_jewish_group;Grand Nagid;;;;;;;;;;;;;x
king_judaic;Melekh;;;;;;;;;;;;;x
kingdom_of_judaic;Mamlekhet of;;;;;;;;;;;;;x
temple_kingdom_of_jewish_group;Grand Sanhedrin of;;;;;;;;;;;;;x
temple_duchy_of_jewish_group;Sanhedrin of;;;;;;;;;;;;;x
temple_county_of_jewish_group;Beit Din of;;;;;;;;;;;;;x
temple_barony_of_jewish_group;Synagogue of;;;;;;;;;;;;;x
KOHEN_GADOL;Kohen Gadol;;;;;;;;;;;;;x
KOHEN_GADOL_FOA;Your Holiness;;;;;;;;;;;;;x
EXILARCH;Exilarch;;;;;;;;;;;;;x
#d_exilarch;Karaite Jewry;;;;;;;;;;;;;x
d_kohen_gadol;The Temple;;;;;;;;;;;;;x
d_kohen_gadol_adj;High Priestly;;;;;;;;;;;;;x
