#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Event/decision/modifier definitions;;;;;;;;;;;;;;x
###### Druidic rebirth;;;;;;;;;;;;;;x
reinstate_celtic_rites;Reinstate Celtic Rite;Restaurer le rite celtique;;;;;;;;;;;;x
celtic.3.b;He is insane!;Il est fou !;;;;;;;;;;;;x
celtic.4.desc;Your vassal, [From.GetTitledFirstName], has adopted the Celtic traditions you have instituted;Votre vassal, [From.GetTitledFirstName], a adopté les traditions celtiques que vous avez instituées;;;;;;;;;;;;x
celtic.4.a;Good;Bien;;;;;;;;;;;;x
celtic.5.desc;Your vassal, [From.GetTitledFirstName], has refused to adopt the Celtic traditions you have instituted;Votre vassal, [From.GetTitledFirstName], a refusé les traditions celtiques que vous avez instituées;;;;;;;;;;;;x
celtic.5.a;The Fool;Le Fou;;;;;;;;;;;;x
celtic.6.desc;Toc. Toc. Toc. \n\nThe sound of knocking on the doors wakes you up, as your eyes get used to the obscurity, the soft moonlight dripping into the room shines on the sturdy oak doors.;Toc. Toc. Toc. \n\nLe bruit que quelqu'un frappe à la porte vous réveille, vos yeux s'habitue à l'obscurité, le doux clair de lune qui illumine la pièce sur les robustes portes en chêne.;;;;;;;;;;;;x
celtic.6.a;They are just shadows;Ce sont juste des ombres;;;;;;;;;;;;x
celtic.6.b;Leave me alone, demons!!!;Laissez-moi seul, démons !!!;;;;;;;;;;;;x
celtic.7.desc;You crack open the door, peeking into the shrouds of darkness on the other side. At first, you see nothing, but then, hearing a weary sound from below, you lower your eyes to the strangest of sights, a group of little men, with unusually long ears holding what seems to be an old, dying man on a flat shield. \n\nBewildered, your hear the nearest elf asking entrance for them and their king.;Vous ouvrez la porte, n'observant que les ténèbres de l'autre côté. Au début, vous ne voyez rien, mais alors, vous entendez des bruits bizarre venant d'en bas, vous abaissez vos yeux vers une plus étrange vision, un groupe de petits hommes, avec des oreilles anormalement longues tenant ce qui semble être un vieil homme mourant sur un bouclier plat. \n\nAbasourdi, vous entendez l'elfe le plus proche demander l'entrée pour eux et leur roi.;;;;;;;;;;;;x
celtic.7.a;I.. Uh.. Sure, come in..;Je... Heu... Oui, entrez...;;;;;;;;;;;;x
celtic.7.b;AHHHH! Begone little devils!;AHHHH ! Partez petits démons !;;;;;;;;;;;;x
celtic.8.desc;The peculiar procession makes its way inside your chambers and the elves transfer their king on your bed. After a long, silent night, the old elf lets out a faint whisper and finally stiffens forevermore. \n\nStricken with grief, the elves ask for your guidance. ;La procession particulière fait son chemin dans vos chambres et les elfes transfèrent leur roi sur votre lit. Après une longue nuit silencieuse, le vieux elfe laisse échapper un léger murmure et finalement se raidit à jamais. \n\nAffligés par la douleur, les elfes demandent votre guidance.;;;;;;;;;;;;x
celtic.8.a;Yes, I will be King of the Elves!;Oui, je serai le Roi des Elfes !;;;;;;;;;;;;x
###### Head hunter ;;;;;;;;;;;;;;x
head1;Headhunter;Chasseur de têtes;;;;;;;;;;;;x
head1_desc;The heads of many men and heroes are bloody tokens of this character's valor in combat.;Les têtes de beaucoup d'hommes et de héros sont des signes sanglants de la valeur de ce personnage au combat.;;;;;;;;;;;;x
head2;Living Legend;Légende vivante;;;;;;;;;;;;x
head2_desc;The life of this warrior is legendary, his exploits match those of the mythic warriors of old.;La vie de ce guerrier est légendaire, ses exploits correspondent à ceux des guerriers mythiques d'autrefois.;;;;;;;;;;;;x
celtic.10.desc;Your fallen enemy lies before you, he was a valiant foe and his head will make a great trophy to prove your valor to the gods. Grasping your blade firmly, you severe his head from the rest of his body.;Votre ennemi tombe devant vous, il était un vaillant ennemi et sa tête fera un grand trophée pour prouver votre valeur aux dieux. En saisissant fermement votre lame, vous détachez la tête du reste de son corps.;;;;;;;;;;;;x
celtic.10.a;For [Root.Religion.GetRandomGodName]!;Pour [Root.Religion.GetRandomGodName] !;;;;;;;;;;;;x
celtic.11.desc;Some men say that you are 9 feet tall, shoot lightning from your eyes and wield a sword the size of a tree, one story even says that you fart huge fireballs from your arse. Now these are just stories, but they pay witness to the legend your life has become.;Certains hommes disent que vous mesurez plus de 2 mètres de haut, tirez des éclairs de vos yeux et brandissez une épée de la taille d'un arbre, une histoire dit même que vous pétez d'énormes boules de feu de votre cul. Maintenant ce ne sont que des histoires, mais ils témoignent de la légende que votre vie est devenue.;;;;;;;;;;;;x
celtic.11.a;My legend will be greater than any other mans!;Ma légende sera plus grande que n'importe quel autre homme !;;;;;;;;;;;;x
found_living_legend_bloodine_tt;You establish a new Legendary Bloodline!;Vous établissez une nouvelle lignée légendaire !;;;;;;;;;;;;x
###### Celtic divination ;;;;;;;;;;;;;;x
hold_divination;Hold a divination!;Tenir une divination !;Haltet ein Blót ab;;Celebrar una Gran Mancha;;;;;;;;;x
hold_divination_desc;Hold a divination together with your vassals and offer sacrifice to the gods to divine our future. This can only be done every fifth year.;Tenez une grande divination en compagnie de vos vassaux et offrez des sacrifices aux dieux en remerciement pour prédire notre avenir. Cela ne se fait qu'une fois à tous les cinq ans.;Haltet mit Euren Vasallen ein Blót ab und dankt den Göttern für gute Ernten und Erfolge auf dem Schlachtfeld. Dies kann nur jedes neunte Jahr durchgeführt werden.;;Celebrar una gran mancha junto con tus vasallos y ofrecer sacrificios a los dioses por buenas cosechas y el éxito en el campo de batalla. Esto sólo puede hacerse cada nueve años.;;;;;;;;;x
held_divination_modifier;Sacrificed to the Gods;Offert en sacrifice aux dieux;Den Göttern geopfert;;Sacrificado a los Dioses;;;;;;;;;x
held_divination_timer;Recent divination;Divination récente;;;;;;;;;;;;x
prepare_divination;You begin preparations for the divination.\n;Vous commencez les préparatifs pour la divination.\n;Ihr beginnt Vorbereitungen für das Opfer.;;Empiezas la preparación de la mancha.;;;;;;;;;x
divination_begins;The Vates ready their weapons.;Les vates préparent leurs armes.;Der Henker bereitet das Seil vor.;;El verdugo prepara su cuerda.;;;;;;;;;x
divination_begin;The divination begins;La divination débute;Haltet ein Blót ab;;Celebrar una Gran Mancha;;;;;;;;;x
opinion_refused_divination;Refused to Give Offering for divination;Refus de donner une offrande lors de la divination;hat sich geweigert, ein Opfer für Blót darzubringen;;Se negó a dar Ofrenda para la Mancha;;;;;;;;;x
celtic.20.desc;You have sent out summons to all of your vassals for the divination. Those that have been baptized or profess to follow the teachings of the Prophet will have to offer gold to be exempted from this sacred ceremony.;Vous avez envoyé un avis de convocation à tous vos vassaux pour la divination. Ceux qui ont été baptisés ou qui affirment suivre l'enseignement du prophète devront offrir de l'or pour être exemptés de ce festin majestueux. ;Ihr habt all Eure Vasallen zum Blót zusammengerufen. Diejenigen, die getauft wurden oder den Lehren des Propheten folgen, müssen Gold anbieten, um von diesem großartigen Festschmaus fernbleiben zu können.;;Has enviado citaciones a todos tus vasallos para la mancha. Los que han sido bautizados o profesan seguir las enseñanzas del profeta tendrán que ofrecer oro para quedar exentos de esta magnífica fiesta.;;;;;;;;;x
celtic.20.a;I can hardly wait!;Je ne peux plus attendre !;Ich kann es kaum erwarten!;;¡No puedo esperar!;;;;;;;;;x
celtic.21.tt;Summoned to celtic divination.;Convoqué(e) à la divination;Zur Teilnahme am Blót gerufen.;;Convocado a mancha.;;;;;;;;;x
celtic.22.tt;Exempted from celtic divination.;Exempté(e) de la divination;Vom Blót ausgeschlossen.;;Exentos de mancha.;;;;;;;;;x
celtic.21.desc;Your wise liege, [From.GetTitledFirstName], has summoned you and [From.GetHerHis] other vassals to a celtic divination. There you will worship and give sacrifice to the gods before taking part in a ceremony where you learn the fate the gods have in stock.;Votre sage seigneur, [From.GetTitledFirstName], vous a convoqué(e) vous et ses autres vassaux pour assister à la divination celtique. Vous y vénérerez les dieux et vous leur ferez des offrandes avant de prendre part à une grande cérémonie où vous allez connaître le destin que les dieux réservent.;Euer weiser Lehnsherr, [From.GetTitledFirstName], hat Euch und [From.GetHerHis] anderen Vasallen zu einem Blót herbeigeordert. Dort werdet Ihr den Göttern huldigen und ihnen opfern, bevor Ihr an einem gewaltigen Festschmaus teilnehmt, wo Ihr auf ihren Namen anstoßen werdet.;;Tu sabio señor, [From.GetTitledFirstName], te ha convocado a ti y a [From.GetHerHis] otros vasallos a una mancha. Allí podrás adorar y dar sacrificio a los dioses antes de tomar parte en una gran fiesta donde se bebe en su nombre.;;;;;;;;;x
celtic.21.a;I wouldn't miss it.;Je ne veux pas manquer ça.;Das will ich nicht verpassen.;;No me lo perdería.;;;;;;;;;x
celtic.22.desc;Your liege, [From.GetTitledFirstName], remains trapped in [From.GetHerHis] heathen ways, and now [From.GetSheHe] has summoned all of [From.GetHerHis] vassals to a divination where [From.GetSheHe] intends to give sacrifice to [From.GetHerHis] pagan gods. Since you do not practise their heathen religion, you will be expected to contribute gold in order to be exempted from this ceremony.;Votre seigneur, [From.GetTitledFirstName], demeure prisonnier de ses mœurs païennes et a convoqué tous ses vassaux à assister à la divination lors duquel [From.GetSheHe] compte faire des offrandes à ses dieux païens. Puisque vous ne pratiquez pas la religion païenne, vous devrez donner de l'or pour être exempté de cette cérémonie. ;Euer Lehnsherr, [From.GetTitledFirstName], ist weiterhin gefangen in [From.GetHerHis] ketzerischen Pfaden und [From.GetSheHe] hat nun all [From.GetHerHis] Vasallen zu einem Blót herbeigeordert, bei dem [From.GetSheHe] [From.GetHerHis] heidnischen Göttern Opfergaben darbringen will. Da Ihr diese heidnische Religion nicht praktiziert, wird erwartet, dass Ihr Gold beisteuert, um euch von dieser Zeremonie freizukaufen.;;Tu señor, [From.GetTitledFirstName], sigue atrapado en [From.GetHerHis] formas paganas, y ahora [From.GetSheHe] ha convocado a todos [From.GetHerHis] vasallos a una mancha donde [From.GetSheHe] tiene la intención de dar sacrificio a [From.GetHerHis] dioses paganos. Dado que no practicas su religión pagana, se espera que contribuyas con oro con el fin de quedar exento de esta ceremonia.;;;;;;;;;x
celtic.22.a;I suppose I have no choice in the matter.;J'imagine que je n'ai pas le choix.;Da habe ich wohl keine andere Wahl.;;Supongo que no tengo otra opción.;;;;;;;;;x
celtic.22.b;As [This.Religion.GetRandomGodNameCap] is my witness, I shan't pay!;[This.Religion.GetRandomGodNameCap] m'en est témoin, je ne paierai pas !;[This.Religion.GetRandomGodNameCap] sei mein Zeuge, ich werde nicht zahlen!;;Como [This.Religion.GetRandomGodNameCap] es mi testigo, ¡no pagaré!;;;;;;;;;x
celtic.23.tt;Your payment is received.;Votre paiement a été reçu. ;Eure Zahlung wurde erhalten.;;Tu pago es recibido.;;;;;;;;;x
celtic.23.desc;[From.GetTitledFirstName], your vassal, is stubborn in [From.GetHerHis] ways and speaks only of the mercy of [From.Religion.GetRandomGodNameCap], but [From.GetSheHe] has wisely decided to offer you some gold to be exempted from the divination.;[From.GetTitledFirstName], votre vassal, est entêté(e) et ne répond qu'à la miséricorde de [From.Religion.GetRandomGodNameCap]. Cependant, [From.GetSheHe] a sagement décidé de vous offrir de l'or pour être libéré(e) de son obligation d'assister à la divination. ;[From.GetTitledFirstName], Euer Vasall, ist stur und spricht nur noch von der Gnade von [From.Religion.GetRandomGodNameCap], doch [From.GetSheHe] hat weise beschlossen, Euch etwas Gold anzubieten, um vom Blót fernbleiben zu können.;;[From.GetTitledFirstName], tu vasallo, es terco en [From.GetHerHis] modos y solo habla de la misericordia de [From.Religion.GetRandomGodNameCap], pero [From.GetSheHe] ha decidido sabiamente ofrecerte un poco de oro para quedar exento de la mancha.;;;;;;;;;x
celtic.23.a;As well [From.GetSheHe] should.;[From.GetSheHe] fait bien.;Das sollte [From.GetSheHe] auch.;;Así que [From.GetSheHe] debería.;;;;;;;;;x
celtic.25.a;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer…;;Ahora, para el sacrificio humano...;;;;;;;;;x
celtic.56.tt;Your refusal to pay is received.;Votre refus de payer a été reçu.;Eure Weigerung zu zahlen wurde erhalten.;;Se recibe tu negativa a pagar.;;;;;;;;;x
celtic.56.desc;Despite having sworn you fealty, [From.GetTitledFirstName] refuses to offer gold in order to be exempted from the festivities! According to [From.GetFirstName], [From.Religion.GetRandomGodName] would not forgive [From.GetHerHim] if [From.GetSheHe] contributed as much as a single copper to a heathen festival.;Malgré son serment, [From.GetTitledFirstName] refuse de vous offrir de l'or afin d'être libéré(e) de son obligation à assister à la divination ! Selon [From.GetFirstName], [From.Religion.GetRandomGodName] ne lui pardonnerait pas si [From.GetSheHe] donnait ne serait-ce qu'une seule pièce de cuivre à un 'festival païen'. ;Trotz des Treueschwurs Euch gegenüber weigert sich [From.GetTitledFirstName], Euch Gold anzubieten, um dem Blót fernbleiben zu können! Laut [From.GetFirstName] würde [From.Religion.GetRandomGodName] es [From.GetHerHim] nie verzeihen, wenn [From.GetSheHe] auch nur einen einzigen Kupferschilling zu einem “ketzerischen Fest” beitragen würde.;;A pesar de haberte jurado lealtad, ¡[From.GetTitledFirstName] se niega a ofrecer oro para quedar exento de la mancha!. Según [From.GetFirstName], [From.Religion.GetRandomGodName] no perdonará a [From.GetHerHim] si [From.GetSheHe] ha contribuido con un solo cobre para una fiesta pagana.;;;;;;;;;x
celtic.56.a;This insult will not be forgotten.;On n'oubliera pas cette insulte de sitôt.;Diese Beleidigung wird nicht vergessen werden.;;Este insulto no será olvidado.;;;;;;;;;x
celtic.24.desc;The guests have arrived, and the time has come for the divination to begin! You gather near the grove, and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow, the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Les invités sont arrivés et il est temps de commencer la divination ! Vous vous rassemblez devant le bosquet et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les arbres et les nombreuses représentations des dieux, ainsi que les adorateurs eux-mêmes.;Die Gäste sind angekommen und die Zeit für das Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;Los invitados han llegado, y ¡ha llegado el momento de que la mancha comience! Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
celtic.24.a;Now for the human sacrifice...;Et maintenant, le sacrifice humain...;Und jetzt zum Menschenopfer…;;Ahora, para el sacrificio humano...;;;;;;;;;x
celtic.25.desc;The time has come for the divination held by [From.GetTitledFirstName] to begin! You gather near the grove, and start by offering animals as sacrifice to the gods. While their meat is prepared for the feast that is to follow, the blood is sprinkled on the trees and the many representations of the gods, as well as on the worshippers themselves.;Il est temps de commencer la divination tenue par [From.GetTitledFirstName] ! Vous vous rassemblez devant le bosquet et commencez par offrir des animaux en sacrifice aux dieux. Tandis qu'on prépare leur viande pour le festin qui doit suivre, on arrose de leur sang les arbres et les nombreuses représentations des dieux, ainsi que les adorateurs eux-mêmes.;Die Zeit für das von [From.GetTitledFirstName] veranstaltete Blót ist gekommen! Alle versammeln sich außerhalb des Tempels und man beginnt mit den Tieropfern an die Götter. Während ihr Fleisch für den nachfolgenden Festschmaus vorbereitet wird, wird ihr Blut auf die Statuen von Odin, Thor, Freyr und die anderen Götter gespritzt und auch auf die Betenden selbst.;;¡Ha llegado el momento de empezar la mancha celebrada por [From.GetTitledFirstName]!. Te reúnes fuera del templo, y comienzas ofreciendo animales como sacrificio a los dioses. Mientras se prepara la carne para la fiesta que va a seguir, la sangre salpica las estatuas de Odín, Thor, Freyr y los otros dioses, así como a los mismísimos fieles.;;;;;;;;;x
celtic.26.desc;Although you have been told little, the noise from outside your dungeon is enough to make it clear that your captor, [Root.Host.GetTitledFirstName] is holding a divination where [Root.Host.GetSheHe] will offer sacrifice to divine the future and worship the gods. Guards burst inside your cell and drag you away to the local grove... ;Même si on ne vous en a pas dit beaucoup, le bruit provenant de l'extérieur de votre cachot suffit à confirmer que [Root.Host.GetTitledFirstName], votre ravisseur, prépare une divination au cours de laquelle des offrandes seront sacrifiées aux dieux qu'il vénère. Des gardes surgissent dans votre cellule et vous traînent jusqu'au bosquet local...;Auch wenn Euch keiner wirklich irgendetwas erzählt hat, so lassen die Geräusche außerhalb Eures Verlieses darauf schließen, dass Euer Kidnapper [Root.Host.GetTitledFirstName] ein Blót abhält, um [Root.Host.GetHerHis] Göttern zu huldigen. Wachen platzen in Eure Zelle und zerren euch hinaus durch die Tunnel, in Richtung des Tempels…;;Aunque poco te han dicho, el ruido fuera de tu mazmorra es suficiente para dejar claro que tu captor, [Root.Host.GetTitledFirstName] está celebrando una mancha donde [Root.Host.GetSheHe] ofrecerá sacrificio en la adoración de [Root.Host.GetHerHis] dioses. Los guardias irrumpen en el interior de tu celda y te arrastran a la horca fuera del templo local...;;;;;;;;;x
celtic.26.a;No! Not like this!;Non ! Pas comme ça !;Nein! Nicht so!;;¡No! ¡Así no!;;;;;;;;;x
celtic.30.desc;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. The vates walks around [From.GetHerHis] while a druid talks of the gods. A small yellow pool forms at [From.GetFirstName]'s feet.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au bosquet. Les vates marchent autour de [From.GetHerHis] tandis qu'un druide parle des dieux. Une petite flaque jaunâtre se forme à ses pieds.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eine Schlinge wird um [From.GetHerHis] Hals gelegt und das Seil an einem stabilen Ast einer Eiche befestigt. Eine kleine gelbliche Pfütze bildet sich unter [From.GetFirstName]s Füßen.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Se coloca una soga alrededor de [From.GetHerHis] cuello y la cuerda se lanza sobre una gruesa rama de un roble cercano. Se forma una pequeña piscina de color amarillo a los pies de [From.GetFirstName].;;;;;;;;;x
celtic.30.a;[This.Religion.GetRandomGodNameCap], we offer you this sacrifice...;[This.Religion.GetRandomGodNameCap], nous t'offrons ce sacrifice...;Allvater, wir bieten dir dieses Opfer an…;;Padre de Todos, te ofrecemos este sacrificio...;;;;;;;;;x
celtic.30.b;No, I have changed my mind.;Non, j'ai changé d'avis.;Nein, ich habe meine Meinung geändert.;;No, he cambiado de opinión.;;;;;;;;;x
celtic.31.desc;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. As the druid paints [From.GetHerHis]'s face, [From.GetSheHe] steadies [From.GetHerselfHimself] and murmurs several passages that you recognise as being from the Christian holy book.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au bosquet. Pendant que le druide peint son visage, [From.GetSheHe] se tient fermement et murmure plusieurs passages que vous reconnaissez comme provenant du livre saint des chrétiens.;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Als eine Schlinge um [From.GetHerHis] Hals gelegt wird, bleibt [From.GetSheHe] standfest und murmelt zahlreiche Passagen, die Ihr als Passagen aus dem christlichen Heiligen Buch erkennt.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Mientras le ponen la soga alrededor de [From.GetHerHis] cuello, [From.GetSheHe] se estabiliza a [From.GetHerselfHimself] y murmura varios pasajes que reconoces son del libro sagrado Cristiano.;;;;;;;;;x
celtic.31.a;Where is your Blessed Virgin now, [From.GetFirstName]?;Elle est où, maintenant, votre Sainte Vierge, [From.GetFirstName] ?;Wo ist Eure Heilige Jungfrau jetzt, [From.GetFirstName]?;;¿Dónde está tu Santísima Virgen ahora, [From.GetFirstName]?;;;;;;;;;x
celtic.31.b;No, perhaps this is a bad idea...;Non, ce n'est peut-être pas une bonne idée...;Nein, das ist vielleicht eine schlechte Idee…;;No, tal vez esto es una mala idea...;;;;;;;;;x
celtic.32.desc;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the grove. A vates starts taunting [From.GetHerHis] with a branch of oak while [From.GetSheHe] murmurs a passage with closed eyes from the Mohammedan holy book.;On escorte [From.GetTitledFirstName] depuis les cachots jusqu'au bosquet. Un vates se moque de [From.GetHerHis] avec une branche de chêne tandis que [From.GetSheHe], les yeux clos, murmure un passage du livre saint de Mahomet. ;[From.GetTitledFirstName] wird aus Eurem Verlies geholt und zum Tempel eskortiert. Eure Wachen befestigen eine Schlinge um [From.GetHerHis] Hals, während [From.GetSheHe] mit geschlossenen Augen eine Passage aus dem mohammedanischen Heiligen Buch murmelt.;;[From.GetTitledFirstName] es traído de tu mazmorra y escoltado al templo. Tus guardias le ponen la soga alrededor de [From.GetHerHis] cuello mientras [From.GetSheHe] murmura con los ojos cerrados un pasaje del libro sagrado Mahometano.;;;;;;;;;x
celtic.32.a;Soon you shall meet your Prophet, friend.;Bientôt, l'ami, vous rejoindrez votre prophète.;Schon bald werdet Ihr Eurem Propheten gegenüberstehen, Freund.;;Pronto conocerás a tu Profeta, amigo.;;;;;;;;;x
celtic.32.b;No, perhaps this is a bad idea...;Non, ce n'est peut-être pas une bonne idée...;Nein, das ist vielleicht eine schlechte Idee…;;No, tal vez esto es una mala idea...;;;;;;;;;x
celtic.33.desc;Your brother, [From.GetTitledFirstName], is brought up from his dungeon and escorted to the grove. As he is forced to his knees, he looks at you with pleading eyes. Don't do this, [Root.GetFirstName]. There has to be some other way...;Votre frère [From.GetTitledFirstName] est escorté depuis les cachots jusqu'au bosquet. Pendant qu'on le force de se mettre à genou, il vous fixe d'un regard suppliant comme s'il disait : 'Ne fais pas ça, [Root.GetFirstName]. Il doit bien y avoir une autre solution...';Euer Bruder, [From.GetTitledFirstName], wird aus Eurem Verlies geholt und zum Tempel eskortiert. Als eine Schlinge um seinen Hals gelegt wird, blickt er Euch aus flehenden Augen an. “Tut das nicht, [Root.GetFirstName]. Es muss einen anderen Weg geben...”;;Tu hermano, [From.GetTitledFirstName], es traído desde su mazmorra y escoltado al templo. Mientras le ponen la soga al cuello, te mira con ojos suplicantes. No hagas esto, [Root.GetFirstName]. Tiene que haber otra manera...;;;;;;;;;x
celtic.33.a;I'm afraid not. Do it, men.;J'ai bien peur que non. Soldats, poursuivez.;Ich fürchte nicht. Macht weiter, Männer.;;Me temo que no. Hacedlo, hombres.;;;;;;;;;x
celtic.33.b;No, I can't do this to my own brother...;Non, je ne peux pas faire ça à mon propre frère...;Nein, ich kann das meinem eigenen Bruder nicht antun.;;No, no puedo hacer esto a mi propio hermano...;;;;;;;;;x
celtic.34.desc;Your sister, [From.GetTitledFirstName], is dragged up from her dungeon and escorted to the grove. She looks up at you with tears streaming down her face as your vates force her to her knees. Please, [Root.GetFirstName], she says with a trembling voice. Don't let them do this.;Votre sœur [From.GetTitledFirstName] est escortée depuis les cachots jusqu'au bosquet. Le visage en larmes, elle vous regarde pendant que les vates lui force de se mettre a genou et elle prononce d'une voix tremblotante : 'Je t'en supplie, [Root.GetFirstName]. Ne les laisse pas faire ça.';Eure Schwester, [From.GetTitledFirstName], wird aus Eurem Verlies geholt und zum Tempel eskortiert. Sie blickt Euch aus tränenüberströmtem Gesicht an, als die Wachen die Schlinge um ihren Hals legen. “Bitte, [Root.GetFirstName],” sagt sie mit zitternder Stimme. “Bitte lasst das nicht zu.”;;Tu hermana, [From.GetTitledFirstName], es arrastrada desde su mazmorra y escoltada al templo. Te mira con lágrimas en su rostro mientras tus guardias le ponen la soga alrededor del cuello. Por favor, [Root.GetFirstName], dice con voz temblorosa. No dejes que lo hagan.;;;;;;;;;x
celtic.34.a;There can be no turning back now. I'm sorry.;On ne peut plus revenir en arrière. Je suis désolé.;Es gibt keinen Weg zurück. Es tut mir leid.;;No puede haber vuelta atrás. Lo siento.;;;;;;;;;x
celtic.34.b;No... not my own sister...;Non... pas ma propre sœur...;Nein… nicht meine eigene Schwester…;;No... no a mi propia hermana...;;;;;;;;;x
