e_finland_adj;Suomi;;;;;;;;;;;;;x
DIADOCHI;Diadokhoi;;;;;;;;;;;;;x
HIGH_KING;High King;;;;;;;;;;;;;x
HIGH_QUEEN;High Queen;;;;;;;;;;;;;x
RUS_KHAGANATE;Slavic Empire;;;;;;;;;;;;;x
RUS_KHAGANATE_adj;Slavic;;;;;;;;;;;;;x
BYZANTINE_EGYPT;Byzantine Egypt;;;;;;;;;;;;;x
BYZANTINE_EGYPT_adj;Byzantine;;;;;;;;;;;;;x
BALTIJOS;Baltijos;;;;;;;;;;;;;x
BALTIJOS_adj;Baltijos;;;;;;;;;;;;;x
HUMBABA;Humbaba;;;;;;;;;;;;;x
ASAG;Asag;;;;;;;;;;;;;x
PAZUZU;Pazuzu;;;;;;;;;;;;;x
HANBI;Hanbi;;;;;;;;;;;;;x
KUR;Kur;;;;;;;;;;;;;x
LAMASHTU;Lamashtu;;;;;;;;;;;;;x
NAMTAR;Namtar;;;;;;;;;;;;;x
controls_hainaut_verdun;Controls Hainaut and Verdun;;;;;;;;;;;;;x
zusk_event.19.name;Assyria Reborn;;;;;;;;;;;;;x
zusk_event.19.desc;We thought they were just stories and fables, long buried beneath the sands of the desert. It seems that gods tool of destruction has resurfaced itself once again with the news that a Assyrian king has managed to proclaim his own realm once more.;;;;;;;;;;;;;x
ZUSK19OP;[Root.Religion.GetRandomGodName] help us!;;;;;;;;;;;;;x
zusk_event.42.desc;As time passes the ideas and traditions of the old Roman Empire are fading away among our roman subjects;;;;;;;;;;;;;x
ZUSK42OP;Fantastic!;;;;;;;;;;;;;x
zusk_event.1.desc;My family lineage is steeped with hellenic traditions and I cant help but feel as if I should abandon the faith of the cross for them. What has christ ever done for me anyway?;;;;;;;;;;;;;x
ZUSK1OP1;Welcome the traditions of Greece into my heart;;;;;;;;;;;;;x
ZUSK1OP2;My lord would never accept it;;;;;;;;;;;;;x
zusk_event.48_desc;A proud steward that has arrived at our court claims heritage from the old realm of Carthage, while these claims are dubitable at best he does seem to be able to speak a foreign language that is unknown in our court.;;;;;;;;;;;;;x
ZUSK48OP;A most interesting person;;;;;;;;;;;;;x
zusk_event.2.desc;My family has and always will be Celtic, even so, I cant help but feel that this worship of the Jewish God of the east is abandoning the work my forefathers have done in protecting this land, what would Brennus think of my actions?;;;;;;;;;;;;;x
ZUSK2OP1;I say damn the Christian God!;;;;;;;;;;;;;x
ZUSK2OP2;My lord would never accept it;;;;;;;;;;;;;x
zusk_event.37.desc;The City of Rome has fallen to the barbarian hordes, we in the east must find some way to supplant those barbaric invaders from their unjust throne. Perhaps we should contact our old Foedarati the Ostrogoths and see if they are willing to help us?;;;;;;;;;;;;;x
ZUSK37OP1;Pay the Ostrogoths a visit;;;;;;;;;;;;;x
ZUSK37OP2;I can conquer rome myself!;;;;;;;;;;;;;x
zusk_event.22.desc;A emissary from the Byzantines has arrived with carts full of gold, food and weapons. Promising us the full riches of Rome if we were to rally our men against the barbarians that have taken Rome.;;;;;;;;;;;;;x
ZUSK22OP1;Sign me up!;;;;;;;;;;;;;x
ZUSK22OP2;I dont feel up to war, have them send it back;;;;;;;;;;;;;x
zusk_event.44.desc;After moving into the Indus Valley area a majority of our people have begun adopting Hindu culture and customs, perhaps we should follow along as well?;;;;;;;;;;;;;x
ZUSK44OP1;I guess I should follow along;;;;;;;;;;;;;x
ZUSK44OP2;I heard some interesting things about the Kalash people...;;;;;;;;;;;;;x
ZUSK44OP3;Damn them, I will never forsake the sky god!;;;;;;;;;;;;;x
zusk_event.45.desc;Living so far away from our home has caused some of our people to forget the ways of our homeland, as the thrills of migration wane it is time we finally make a choice for the future of our realm;;;;;;;;;;;;;x
ZUSK45OP1;The Nicene faith sounds interesting enough..;;;;;;;;;;;;;x
ZUSK45OP2;Maybe I can still worship some of my old gods but follow along with Christendom?;;;;;;;;;;;;;x
ZUSK45OP3;I saw some old pagan worshippers out in the forest, perhaps I will see what they are up to;;;;;;;;;;;;;x
ZUSK45OP4;I will preserve the germanic spirit no matter what;;;;;;;;;;;;;x
zusk_event.24.desc;Our lack of a proper hair has proven unsettling to some of the nobles of the Realm, luckily a young lad named Justin from a village north of Constantinople has shown a extraordinary amount of promise. We could adopt the boy if we so wished;;;;;;;;;;;;;x
ZUSK24OP1;He is now a member of the family!;;;;;;;;;;;;;x
zusk_event.3.desc;You cant help but feel that there is something wrong with the notion of the Christian god, perhaps your forefathers in Illyria were right all along?;;;;;;;;;;;;;x
ZUSK2OP1;I wonder if their gods will forgive me for following the heathen;;;;;;;;;;;;;x
ZUSK3OP2;My lord would never accept it;;;;;;;;;;;;;x
zusk_event.4.desc;One of the local hunting parties has discovered a massive Roman aqueduct hidden among the foliage, long abandoned by its masters to rot, it sits as a shrine to their craftsmanship and ingenuity;;;;;;;;;;;;;x
ZUSK4OP1;Leave it along so that generations in the future may remember them;;;;;;;;;;;;;x
ZUSK4OP2;See if we can figure out how to build our own;;;;;;;;;;;;;x
ZUSK4OP3;Break it down and sell off the stone;;;;;;;;;;;;;x
ZUSK4OP4;Leave it alone;;;;;;;;;;;;;x
zusk_event.5.desc;Its hard to ignore the legacy of the ancient Romans, from how they administered their land with their great code of laws to how they defeated the mighty Carthaigans, Greeks, Gauls and Persians with their advanced military strategy. Perhaps we may learn something from their legacy?;;;;;;;;;;;;;x
ZUSK5OP1;Perhaps I should try to improve my Latin;;;;;;;;;;;;;x
ZUSK5OP2;Rome is overrated;;;;;;;;;;;;;x
zusk_event.6.desc;My guardian keeps on talking about some weird place called "Rome" in such high asteem, perhaps I should ask him about it?;;;;;;;;;;;;;x
ZUSK6OP1;I will ask him what Rome is like;;;;;;;;;;;;;x
ZUSK6OP2;...It also might be pretty boring;;;;;;;;;;;;;x
zusk_event.7.desc;Your ward has asked you to tell him about Rome;;;;;;;;;;;;;x
ZUSK7OP1;Rome is a silly place;;;;;;;;;;;;;x
ZUSK7OP2;Well it all started with Romulus and his brother Remus...;;;;;;;;;;;;;x
zusk_event.30.name;Rome has fallen;;;;;;;;;;;;;x
zusk_event.30.desc;The city of Rome has finally fallen to the onslaught of the Germanic invaders, the ancient city reduced to rubble. While this might not be the end of the roman state it will be nearly impossible to preserve the true integrity of the roman state without the spiritual center of the world. Today marks the end of one thousand years of Roman domination across the western world.;;;;;;;;;;;;;x
zusk_event.29.name;A Potential Ally?;;;;;;;;;;;;;x
zusk_event.29.desc;With the rise of the Gokturk Khaganate in the east the local Avar tribes have become displaced, we have recieved word from a emissary from one of these tribes saying that they would promise to crush our enemies to the north such as the Gepids if we were to supply them with gold and arms. While is is unknown if we can really trust these Avars we could certainly use a tool to unwedge our enemies to the north;;;;;;;;;;;;;x
ZUSK29OP1;Give them the money;;;;;;;;;;;;;x
ZUSK29OP2;Never!;;;;;;;;;;;;;x
avar_attack_tooltip;The Avars will invade your enemies to the north with a great army in the next month;;;;;;;;;;;;;x
ZUSK30OP1;Interesting;;;;;;;;;;;;;x
ZUSK30OP2;Odin gives us strength!;;;;;;;;;;;;;x
ZUSK30OP3;God help us!;;;;;;;;;;;;;x
ZUSK30OP4;The Romans deserved everything I have done to them;;;;;;;;;;;;;x
ZUSK30OP5;Odoacer could have never done it without my help;;;;;;;;;;;;;x
ZUSK30OP6;I must preserve the glory of Rome at all costs!;;;;;;;;;;;;;x
ZUSK30OP7;Rome lives on! They are fools to think otherwise;;;;;;;;;;;;;x
zusk_event.32.name;Fall of Persia;;;;;;;;;;;;;x
zusk_event.32.desc;The ancient Persian empire has finally perished after nearly one thousand years of rule over the Iranian plateau. From the ancient Achaemenid Empire to the glorious Sassanids the Persians have ruled over one of the richest and most glorious empires the world has ever seen. Now it seems if nothing is done those will all only be memories;;;;;;;;;;;;;x
ZUSK32OP1;Interesting;;;;;;;;;;;;;x
ZUSK32OP2;It seems we have finally won after all;;;;;;;;;;;;;x
ZUSK32OP3;Oh no!;;;;;;;;;;;;;x
ZUSK32OP4;This is not the end! I will restore the Persian legacy!;;;;;;;;;;;;;x
ZUSK32OP5;All of that land, ripe for the taking..;;;;;;;;;;;;;x
ZUSK32OP6;[Root.Religion.GetRandomGodName] protect us!;;;;;;;;;;;;;x
zusk_event.34.name;Constantinople Falls;;;;;;;;;;;;;x
zusk_event.34.desc;The empire of the east has fallen with the fall of the city of Constantinople. The ancient lands of anatolia, greece and egypt were once home to the greatest civilizations of the world. It seems if nothing is done those will only be stories and fables as foreign invaders inevitably stretch their influence into the former bread basket of the Roman Empire.;;;;;;;;;;;;;x
ZUSK34OP;Oh dear;;;;;;;;;;;;;x
zusk_event.34.name;A heir to the Imperial Legacy?;;;;;;;;;;;;;x
zusk_event.34.desc;With the collapse of the Empire in the north we have managed to luckily stay mostly unscathed, the great stability and peace in our realm has caused many to believe that we are the true heirs of the Roman Empire. It is time we bring peace to the rest of the former empire, retake our lost lands and restore the Imperial throne!;;;;;;;;;;;;;x
ZUSK34OP;We are true Romans!;;;;;;;;;;;;;x
zusk_event.50.name;Sack of Rome;;;;;;;;;;;;;x
zusk_event.50.desc;Following the Vandal Sack of Rome in 455 we took countless Roman citizens with us back to Africa to sell off in the lucrative slave markets.;;;;;;;;;;;;;x
ZUSK50OP;I wonder if the families are still missing their loved ones, haha!;;;;;;;;;;;;;x
vandal_slave_tooltip;We gain a large group of Roman prisoners to do with as we please;;;;;;;;;;;;;x
zusk_event.7.tooltip;I will ask them what Rome was like;;;;;;;;;;;;;x
zusk_event.10.tooltip;They seem to like Rome just as you do!;;;;;;;;;;;;;x
zusk_event.8.desc;A group of slavs have begun settling in $PROVINCENAME$, while normally we could ignore the politics of the peasent rabble they have been gradually increasing their number to the point where they will outnumber the local population there! The slavs are incredibly independant and it will be impossible to govern $PROVINCENAME$ unless we take action!;;;;;;;;;;;;;x
zusk_event.20.desc;[Root.Culture.GetName] tribesmen have managed to settle into one of our realm provinces, displacing the local populace;;;;;;;;;;;;;x
ZUSK8OP1;Let the Slavs settle there, I never liked $PROVINCENAME$ anyway.;;;;;;;;;;;;;x
ZUSK8OP2;Drive the slavs off our land!;;;;;;;;;;;;;x
zusk_event.10.desc;Rome is the best!;;;;;;;;;;;;;x
ZUSK10OP1;I want to be just like Augustus!;;;;;;;;;;;;;x
zusk9tooltip;This is very traumatic for you...;;;;;;;;;;;;;x
roman_nostalgia;Roman Nostalgia;;;;;;;;;;;;;x
servant_of_assur;Servant of Assur;;;;;;;;;;;;;x
servant_of_assur_desc;The King of Assyria is viewed by Assyrians as a divine being, the mortal servant of the god Assur.;;;;;;;;;;;;;x
zusk_event.16.desc;The old Slavic ways are giving in and a new culture is forming, people are now identifying themselves as Russians!;;;;;;;;;;;;;x
zusk_event.27.desc;We Franks have been surrounded with various religions and faiths, converting to Arianism will ally ourselves with the Arian Goths and converting to the Nicene church will ally ourselves with the eastern Roman empire! We could always remain pagans of course.;;;;;;;;;;;;;x
zusk_event.26.desc;While Italia may have fallen the Eastern Empire still considers us the rightful heir of the imperial throne! Rome lives another day!;;;;;;;;;;;;;x
ZUSK16OP1;Eh, A slav is a slav.;;;;;;;;;;;;;x
ZUSK16OP2;We will not give in to the new ways!;;;;;;;;;;;;;x
ZUSK16OP3;I like these people.;;;;;;;;;;;;;x
ZUSK27OP1;Convert to the Chalcedonian Church;;;;;;;;;;;;;x
ZUSK27OP2;Convert to Arianism;;;;;;;;;;;;;x
ZUSK27OP3;Remain a pagan;;;;;;;;;;;;;x
zusk_event.35.desc;Slavs have settled into one of our realm provinces, displacing the local population;;;;;;;;;;;;;x
zusk_event.36.desc;Our liege has decided to let Slavs settle into one of our provinces, there is little we can do about this;;;;;;;;;;;;;x
ZUSK16OP1;Eh, A slav is a slav.;;;;;;;;;;;;;x
roman_nostalgia_desc;This character shows great admiration and respect for old Roman traditions.;;;;;;;;;;;;;x
migration_desc;The Migration Period, also known as the period of the Barbarian invasions or as the Völkerwanderung, the "migration of peoples" in German was a period of intensified human migration in Europe from about 376 to 800 AD, if you declare a war of migration many young men will flock to your banner! If we win we will gain new lands but our old ones will be lost.\n\nRequirments:\n*You must be Slavic, Tengri, Tabitian, Alan or Germanic Pagan\n*You cannot declare a migration war after 800\n*You have not migrated in the last 10 years\n*You are a duke or above\n*You are independant\n*You are not at war\n*The target must be independant\n*The target is a duke or above\n*The target is not your own culture;;;;;;;;;;;;;;;;;;;;;;;;;
CB_NAME_MIGRATION;Migratory Invasion of [Title.GetBaseName];;;;;;;;;;;;;x
CB_NAME_UNIFICATION;Unification war for [Title.GetBaseName];;;;;;;;;;;;;x
unification_desc;It is time we bring together the squabbling city states of [Title.GetBaseName] and unify the great Empire under our banner! If we win we will gain all titles in the [Title.GetBaseName] along with any that we can take under our control outside of it.;;;;;;;;;;;;;x
WAR_NAME_MIGRATION;$ORDER$$FIRST_ADJ$ Migratory Invasion of $OTHER_TITLE$;;;;;;;;;;;;;x
CAPTAIN;Captain;;;;;;;;;;;;;x
d_khatt;Khatt;;;;;;;;;;;;;x
d_khatt_adj;Khatt;;;;;;;;;;;;;x
d_trading_company;Great Seas Merchant Company;;;;;;;;;;;;;x
d_trading_company_adj;Merchant Company;;;;;;;;;;;;;x
d_uusimaa_tribe;Uusimaa;;;;;;;;;;;;;x
d_uusimaa_tribe_adj;Uusimaa;;;;;;;;;;;;;x
d_bjarma_tribe;Bjarma;;;;;;;;;;;;;x
d_bjarma_tribe_adj;Bjarma;;;;;;;;;;;;;x
d_vologda_tribe;Vologda;;;;;;;;;;;;;x
d_vologda_tribe_adj;Vologda;;;;;;;;;;;;;x
d_dvina_tribe;Dvina;;;;;;;;;;;;;x
d_dvina_tribe_adj;Dvina;;;;;;;;;;;;;x
d_komi_tribe;Komi;;;;;;;;;;;;;x
d_komi_tribe_adj;Komi;;;;;;;;;;;;;x
d_roslagen_tribe;Roslagen;;;;;;;;;;;;;x
d_roslagen_tribe_adj;Roslagen;;;;;;;;;;;;;x
d_mordvins_tribe;Mordvins;;;;;;;;;;;;;x
d_mordvins_tribe_adj;Mordvins;;;;;;;;;;;;;x
d_pechory_tribe;Pechory;;;;;;;;;;;;;x
d_pechory_tribe_adj;Pechory;;;;;;;;;;;;;x
d_aaninen_tribe;Ääninen;;;;;;;;;;;;;x
d_aaninen_tribe_adj;Ääninen;;;;;;;;;;;;;x
d_kola_tribe;Kola;;;;;;;;;;;;;x
d_kola_tribe_adj;Kola;;;;;;;;;;;;;x
d_mo_tribe;Mo;;;;;;;;;;;;;x
d_mo_tribe_adj;Mo;;;;;;;;;;;;;x
d_zyriane_tribe;Zyriane;;;;;;;;;;;;;x
d_zyriane_tribe_adj;Zyriane;;;;;;;;;;;;;x
d_votyaki_tribe;Votyaki;;;;;;;;;;;;;x
d_votyaki_tribe_adj;Votyaki;;;;;;;;;;;;;x
d_narvik_tribe;Narvik;;;;;;;;;;;;;x
d_narvik_tribe_adj;Narvik;;;;;;;;;;;;;x
d_saami_tribe;Saami;;;;;;;;;;;;;x
d_saami_tribe_adj;Saami;;;;;;;;;;;;;x
d_savo_tribe;Savo;;;;;;;;;;;;;x
d_savo_tribe_adj;Savo;;;;;;;;;;;;;x
d_tabuk_tribe;Tabuk;;;;;;;;;;;;;x
d_tabuk_tribe_adj;Tabuk;;;;;;;;;;;;;x
d_makkah_tribe;Makkah;;;;;;;;;;;;;x
d_makkah_tribe_adj;Makkah;;;;;;;;;;;;;x
d_asir_tribe;Tabuk;;;;;;;;;;;;;x
d_asir_tribe_adj;Tabuk;;;;;;;;;;;;;x
k_hejaz;Hejaz;;;;;;;;;;;;;x
k_hejaz_adj;Hejaz;;;;;;;;;;;;;x
e_celtic;Celtic Empire;;;;;;;;;;;;;x
e_celtic_adj;Celtic;;;;;;;;;;;;;x
e_bolghar;Bolghar Khaganate;;;;;;;;;;;;;x
e_bolghar_adj;Bolghar;;;;;;;;;;;;;x
e_avar;Avar Khaganate;;;;;;;;;;;;;x
e_avar_adj;Avar;;;;;;;;;;;;;x
e_cuman;Cuman Khaganate;;;;;;;;;;;;;x
e_cuman_adj;Cuman;;;;;;;;;;;;;x
e_karluk;Karluk Khaganate;;;;;;;;;;;;;x
e_karluk_adj;Karluk;;;;;;;;;;;;;x
e_khazar;Khazar Khaganate;;;;;;;;;;;;;x
e_khazar_adj;Khazar;;;;;;;;;;;;;x
e_kirghiz;Kirghiz Khaganate;;;;;;;;;;;;;x
e_kirghiz_adj;Kirghiz;;;;;;;;;;;;;x
e_pecheneg;Pecheneg Khaganate;;;;;;;;;;;;;x
e_pecheneg_adj;Pecheneg;;;;;;;;;;;;;x
e_turkestan;Turkic Khaganate;;;;;;;;;;;;;x
e_turkestan_adj;Turkish;;;;;;;;;;;;;x
e_rouran;Rouran Khaganate;;;;;;;;;;;;;x
e_rouran_adj;Rouran;;;;;;;;;;;;;x
e_uyghur;Uyghur Khaganate;;;;;;;;;;;;;x
e_uyghur_adj;Uyghur;;;;;;;;;;;;;x
e_khitan;Kara-Khitan;;;;;;;;;;;;;x
e_khitan_adj;Khitan;;;;;;;;;;;;;x
e_khanid;Karakhanid Khaganate;;;;;;;;;;;;;x
e_khanid_adj;Karakhanid;;;;;;;;;;;;;x
sayhadic;Sayhadic;;;;;;;;;;x
hadhramaut;Hadhramaut;;;;;;;;;;x
sabanean;Sabanean;;;;;;;;;;x
minaean;Minaean;;;;;;;;;;x
wends;Wendish;;;;;;;;;;x
uyghur;Uyghur;;;;;;;;;;x
khitan;Khitan;;;;;;;;;;x
khanid;Khanid;;;;;;;;;;x
hadhramaut;Hadhramaut;;;;;;;;;;x
galliya;Galliya;;;;;;;;;;x
bodo;Bodo;;;;;;;;;;x
naga;Naga;;;;;;;;;;x
uyghur;Uyghur;;;;;;;;;;x
khitan;Khitan;;;;;;;;;;x
khanid;Khanid;;;;;;;;;;x
guanches;Guanches;;;;;;;;;;x
latin_culture;Latin;;;;;;;;;;x
libyan;Libyan;;;;;;;;;;x
przeworsk;Przeworsk;;;;;;;;;;x
kemetic_culture;Kemetic;;;;;;;;;;x
form_frankish_kingdom;Form the Frankish Kingdom;;;;;;;;;;;;;x
form_frankish_kingdom_desc;If we were to declare a united Frankish realm we could really prove the strength of the Frankish people to the rest of the world!;;;;;;;;;;;;;x
form_bolghar_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_bolghar_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_assyrian_empire;Rebirth the Assyrian Phoenix;;;;;;;;;;;;;x
form_assyrian_empire_desc;Our land has been trampled on by the Babylonians, Persians and Greeks, our godly empire shattered and broken as the sands of old cover our once magnificent kingdom. No more! For we Assyrians will revive our great Assyrian Kingdom and bring new life into our slumbering god Assur. May he reign destruction on the world through his mortal servant on earth just as he did to the Egyptians and Judeans. The followers of the prophets of Yeshua and Zoroaster will no no pain worse then what we will show them, Like the wolf on the fold our blades run through the necks of our enemies! Glory to Assyria! Glory to Assur!;;;;;;;;;;;;;x
form_avar_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_avar_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_cuman_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_cuman_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_karluk_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_karluk_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_khazar_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_khazar_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_kirghiz_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_kirghiz_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_pecheneg_khaganate;Form the [Root.Culture.GetName] Khaganate;;;;;;;;;;;;;x
form_pecheneg_khaganate_desc;We [Root.Culture.GetName] have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
form_turkestan;Form the Turkic Khaganate;;;;;;;;;;;;;x
form_turkestan_desc;We Turks have forged a great realm for ourselvelves ontop of the bones of our former enemies. If you were to proclaim yourself Khagan then you could preserve the prosperity of your realm for your children and their children.;;;;;;;;;;;;;x
emperor_hellenic_pagan_byzantine;Basileus;Basileus;Basileus;;Basileus;;;;;;;;;x
king_hellenic_pagan_byzantine;Despot;Despote;Despot;;Déspota;;;;;;;;;x
duke_hellenic_pagan_byzantine;Doux;Doux;Doux;;Duque;;;;;;;;;x
count_hellenic_pagan_byzantine;Komes;Komes;Komes;;Komes;;;;;;;;;x
baron_hellenic_pagan_byzantine;Kephale;Kephale;Kephale;;Kephale;;;;;;;;;x
emperor_female_hellenic_pagan_byzantine;Basilissa;Basilissa;Basílissa;;Basilissa;;;;;;;;;x
king_female_hellenic_pagan_byzantine;Despotess;Despotess;Despotess;;Despotess;;;;;;;;;x
duke_female_hellenic_pagan_byzantine;Doukessa;Doukessa;Doukessa;;Doukessa;;;;;;;;;x
count_female_hellenic_pagan_byzantine;Komessa;Komessa;Komessa;;Komessa;;;;;;;;;x
baron_female_hellenic_pagan_byzantine;Kephale;Kephale;Kephale;;Kephale;;;;;;;;;x
baron_title_ruler_consort_female_hellenic_pagan_byzantine;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
count_title_ruler_consort_female_hellenic_pagan_byzantine;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
duke_title_ruler_consort_female_hellenic_pagan_byzantine;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
king_title_ruler_consort_female_hellenic_pagan_byzantine;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
emperor_title_ruler_consort_female_hellenic_pagan_byzantine;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
king_helleno_aramean;Diadokhoi;;;;;;;;;;;;;x
king_female_helleno_aramean;Diadokhoi;;;;;;;;;;;;;x
emperor_hellenic_pagan_iranian;Basileus;Basileus;Basileus;;Basileus;;;;;;;;;x
king_hellenic_pagan_iranian;Diadokhoi;;;;;;;;;;;;;x
duke_hellenic_pagan_iranian;Doux;Doux;Doux;;Duque;;;;;;;;;x
count_hellenic_pagan_iranian;Komes;Komes;Komes;;Komes;;;;;;;;;x
baron_hellenic_pagan_iranian;Kephale;Kephale;Kephale;;Kephale;;;;;;;;;x
emperor_female_hellenic_pagan_iranian;Basilissa;Basilissa;Basílissa;;Basilissa;;;;;;;;;x
king_female_hellenic_pagan_iranian;Diadokhoi;;;;;;;;;;;;;x
duke_female_hellenic_pagan_iranian;Doukessa;Doukessa;Doukessa;;Doukessa;;;;;;;;;x
count_female_hellenic_pagan_iranian;Komessa;Komessa;Komessa;;Komessa;;;;;;;;;x
baron_female_hellenic_pagan_iranian;Kephale;Kephale;Kephale;;Kephale;;;;;;;;;x
baron_title_ruler_consort_female_hellenic_pagan_iranian;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
count_title_ruler_consort_female_hellenic_pagan_iranian;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
duke_title_ruler_consort_female_hellenic_pagan_iranian;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
king_title_ruler_consort_female_hellenic_pagan_iranian;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
emperor_title_ruler_consort_female_hellenic_pagan_iranian;Mistress;Mistress;Mistress;;Mistress;;;;;;;;;x;;
emperor_hellenic_pagan_latin;Imperator;;;;;;;;;;;;;x
king_hellenic_pagan_latin;Consul;Consul;Consul;;Consul;;;;;;;;;x;;
duke_hellenic_pagan_latin;Legatus Augusti;Legatus Augusti;Legatus Augusti;;Legatus Augusti;;;;;;;;;x;;
count_hellenic_pagan_latin;Legatus;Legatus;Legatus;;Legatus;;;;;;;;;x;;
baron_hellenic_pagan_latin;Baron;Baron;Baron;;Barón;;;;;;;;;x
emperor_female_hellenic_pagan_latin;Imperatrix;;;;;;;;;;;;;;
king_female_hellenic_pagan_latin;Regina;Reine;Regina;;Reina;;;;;;;;;x;;
