VIETmisc.5004.tooltip;I'm feeling like some cinnamon toasted sticky buns for breakfast for tomorrow, anyhow. Or the next few days. Or weeks. I'll have breakfast on a whole other level!;;;;;;;;;;;;;x
VIETmisc.5004.title;Midas Fingers of Cinnamon;;;;;;;;;;;;;x
VIETmisc.5004.desc;Maybe wanting the taste of cinnamon in the morning wasn't a good idea. After eating some cinnamon toasted sticky buns (my favorite cinnamon food), my hands were so sticky, and I got cinnamon and honey-syrup all over my fine robes, my face, my chair... everything I touch becomes a mess! However, I have an important meeting with my councillors right now, and I don't want to be late - what can I do?;;;;;;;;;;;;;x
VIETmisc.5004.a;I'll go to the meeting, I have no choice.;;;;;;;;;;;;;x
VIETmisc.5005.tooltip;Hopefully my councillors won't be too irritated with me.;;;;;;;;;;;;;x
VIETmisc.5005.title;They're Great! (Really!);;;;;;;;;;;;;x
VIETmisc.5005.desc;The meeting went alright, though my sticky cinnamon-covered fingers were a distraction. Thankfully I managed to prevent the stickiness from spreading everywhere. My councillors, instead of being irritated at me, found my situation hilarious. They made fun of not only me, but worse, of cinnamon itself! It appears now that everyone in my court is making fun of me.\n\nHow can someone as high as myself be the laughstock of the entire realm, simply because I love the taste of cinnamon? My courtiers and vassals always plot and see everything I do. But can they see why I love the taste of cinnamon toast sticky buns?;;;;;;;;;;;;;x
VIETmisc.5005.a;They have to understand. The swirls of spicy and sweet cinnamon in every bite!;;;;;;;;;;;;;x
VIETmisc.5006.tooltip;I still must try to convince someone that cinnamon is the greatest food ever!;;;;;;;;;;;;;x
VIETmisc.5006.title;The Taste I Can See;;;;;;;;;;;;;x
VIETmisc.5006.desc;I tried to explain to my courtiers. I really did! Cinnamon is so wonderful. Why would anyone not love it? Everything simply tastes better with it, whether it's eggs, waffles, sausages, beans, sweet buns, milk, or water... anything really. Even peasant gruel tastes like heavenly nectar if I add some cinnamon too it.\n\nBut no. No one understood. I asked them why cinnamon was so great. Why I had to like it. But no one came up with the right answers, and I must resign myself to the fact that no one will know why I love the taste of cinnamon. Why I love the taste of cinnamon toasted sticky buns, especially.;;;;;;;;;;;;;x
VIETmisc.5006.a;It's because there's a swirl of delicious cinnamon flavor in every bite.;;;;;;;;;;;;;x
i_like_cinnamon_toast_crunch;It's the taste only I can see.;;;;;;;;;;;;;x
VIET_ignored_disapproval_and_mockery;Ignored Disapproval and Mockery;;;;;;;;;;;;;x
VIET_ignored_disapproval_and_mockery_desc;This characters' court disapproves of his or her behavior and mockshim or her for it, but this character doesn't care.;;;;;;;;;;;;;x
VIET_cinnamon_toast_crunch_addict;Obsessed with Cinnamon;;;;;;;;;;;;;x
VIET_cinnamon_toast_crunch_addict_desc;This character loves cinnamon and anything made with cinnamon - especially cinnamon toasted sticky buns!;;;;;;;;;;;;;x
VIETmisc.5007.desc;I am traveling with some of my soldiers, on a mission to hunt some bandits terrorizing the countryside in a part of my realm, when we see a quaint town in the distance. We decide to stay there for the night, as it is very close to where we believe the outlaws are, and it would make a good base for us.;;;;;;;;;;;x
VIETmisc.5007.a;This place better have better food than that last village we stayed at.;;;;;;;;;;;;;x
VIETmisc.5008.tooltip.byzantine;Blech! I didn't know it was even possible to make baklava that disgusting.;;;;;;;;;;;x
VIETmisc.5008.tooltip.unbyzantine;Blech! I didn't know it was even possible to make food that disgusting.;;;;;;;;;;;x
VIETmisc.5008.title;Food Fit for a Peasant;;;;;;;;;;;;;x
VIETmisc.5008.desc;The innkeeper of the town's only inn is surprised that such a person of high status is staying at his inn, but he does his best to make me comfortable. He offers me the local delicacy - a vegetable omelette of sorts - for dinner, and I accept. Surely this peasant cooking will taste passable at best, I thought at first.\n\nThe innkeeper's daughter (the ugliest wench I ever had the misfortune to see) brings out the plate to me. It looks pathetic - a pale yellow fold, decorated rather haphazardly with some colorless vegetables. Pity these peasants who can't afford much meat!\n\nNot expecting much, I pick up the omelette, and put it in my mouth, and slowly chew on it.;;;;;;;;;;;x
VIETmisc.5008.a;I... wait a moment... this is...;;;;;;;;;;;;;x
VIETmisc.5009.tooltip;THIS IS THE MOST DELICIOUS THING I HAVE EVER EATEN!;;;;;;;;;;;x
VIETmisc.5009.title;Of Omelettes and Men;;;;;;;;;;;;;x
VIETmisc.5009.desc;as difficult to fall asleep after eating that vegetable omelette. How could a simple peasant recipie be so delicious? I had to find out. And with that thought in mind, I drifted off to sleep and strange dreams of cooked eggs and steamed vegetables.\n\nThe next day, as my men and I prepare to leave the town, ready to hunt and kill the bandits, I ask the innkeeper what exactly made his omelette so tasty. He shrugs, and humbly tells me that he simply uses eggs, vegetables, and some herbs he gets from the other townspeople. Unfortunately, I learn, they aren't making as many omelettes as they used to, because the bandits (the very ones I am hunting) stole many of their chickens.;;;;;;;;;;;x
VIETmisc.5009.a;I will kill the bandits and return your chickens!;;;;;;;;;;;;;x
VIETmisc.5010.tooltip;And then I'll be able to eat another delicious vegetable omelette as a reward, yes?;;;;;;;;;;;x
VIETmisc.5010.title;Attacking the Bandits' Lair;;;;;;;;;;;;;x
VIETmisc.5010.desc;My men and I scout the area, searching through the wilderness where seemingly dwells nothing but scattered wildlife. But we eventually find signs of the bandits. "Their lair should be around in that direction," one of my scouts reports.\n\nMy men and I slowly descend down a steep crevice into the valley where the bandits dwell, careful not to make any sound, our weapons held tightly in our hands. Up ahead, we see the faint outlines of makeshift camps, scattered loot, the bandits we were meant to hunt, and a lot of chickens.\n\nWe slowly ease towards our enemies, until we come very close. It's only time now before I raise the signal and tell -;;;;;;;;;;;x
VIETmisc.5010.a;Oh no! The chickens noticed us and are making a lot of noise!;;;;;;;;;;;;;x
VIETmisc.5011.tooltip;Damn you chickens! I'll eat all your eggs later, I swear!;;;;;;;;;;x
VIETmisc.5011.title;Chickens and Chickens;;;;;;;;;;;;;x
VIETmisc.5011.desc;The chickens ruined our element of surprise, but my men and I fearlessly rush into battle nevertheless. Blood spatters everywhere, as we and the bandits do battle. They put up a decent fight, but their morale wavers and they begin to flee. The cowards! Soon enough, all of them lie dead, the entire valley filled with nothing but their corpses, their loot, and a huddle of chickens.\n\nI order my men to collect the loot and chickens. In my mind, I have a feeling I'll be eating a very delicious meal tonight...;;;;;;;;;;;x
VIETmisc.5011.a;I'll be having more vegetable omelettes tonight!;;;;;;;;;;;;;x
VIETmisc.5012.tooltip;Oy, you there! Careful with those eggs you are carrying!;;;;;;;;;;;x
VIETmisc.5012.title;The Chicken Rescuers;;;;;;;;;;;;;x
VIETmisc.5012.desc;As we come back to the town and return the chickens, we are greeted by the grateful inhabitants, who hail us as savior and heroes. Where can one find a lord who cares so much for his people, that he would personally go and return that which was stolen from them?\n\nI meet with the innkeeper again, hoping to eat another of his omelettes. However, I suddenly have an even better idea, and decide to ask him a favor (or, perhaps, make a demand). "Gather all the eggs you can and cook a great omelette, a large one large enough to feed me, all my men, and the entire town!";;;;;;;;;;;x
VIETmisc.5012.a;He agrees to do that.;;;;;;;;;;;;;x
VIETmisc.5013.tooltip;Vegetable omelette, vegetable omelette, vegetable omelette, vegetable omelette, vegetable omelette...;;;;;;;;;;;x
VIETmisc.5013.title;It's...it's so big!;;;;;;;;;;;;;x
VIETmisc.5013.desc;I don't know how he did it - I admit in my moment of passion I made a bit of a difficult request - but the innkeeper somehow managed to pull it off, and just in time for dinner. In the town square, atop a mass of tables and other furniture designed to hold it, lay the gigantic omelette, big enough to feed several hundred people - everyone present, essentially, including me, my men, and the entire town.\n\nWe feast on the glorious omelette, and have a splendid time, dancing and laughing and playing games until the wee hours of the night. But mostly, it was the omelette I enjoyed the most. I probably ate several meals' worth of omelettes, to be honest.;;;;;;;;;;;x
VIETmisc.5013.a;Too bad I have to go home tomorrow.;;;;;;;;;;;;;x
VIETmisc.5014.tooltip;There just has to be a way I can enjoy these vegetable omelettes at home.;;;;;;;;;;;x
VIETmisc.5014.title;Omelettes Forever;;;;;;;;;;;;;x
VIETmisc.5014.desc;The next morning, as I am about to leave, the innkeeper tells me that the townspeope he decided to hold a special festival of eggs (and omelettes) every year to honor what happened. I also ask the innkeeper if he can provide me a recipie for his omelette.\n\nThe innkeeper says he has a better idea. "My daughter has always wanted to leave this town. She knows my recipie very well so why don't you allow her to come to your court as an assistant to your cook? She knows how to prepare other delicious dishes, too."\n\nI have to ponder his suggestion as the girl is extremely hideous. So hideous I am afraid my courtiers would have nightmares, to put it politely. Would they accept an ugly commoner cooking their food?;;;;;;;;;;;x
VIETmisc.5014.a;The great omelettes we'll eat makes up for her deformities.;;;;;;;;;;;;;x
VIETmisc.5014.b;Diplomatically tell the innkeeper to just give you a recipie.;;;;;;;;;;;;;x
VIET_leader_who_cares;Leader Who Cares;;;;;;;;;;;;;x
VIET_leader_who_cares_desc;It's pretty hard to find a leader like this character who actually cares about the well-being of the common folk (or, at least that what he or she wants everyone to think).;;;;;;;;;;;;;x
VIET_omelettes_forever;Vegetable Omelettes Forever;;;;;;;;;;;;;x
VIET_omelettes_forever_desc;This character's cooks can make a vegetable omelette of unrivaled taste, despite its humble origins.;;;;;;;;;;;;;x
VIET_egg_festival;Annual Omelette Festival;;;;;;;;;;;;;x
VIET_egg_festival_desc;A long time ago this province's lord heroically routed a local den of bandits, saving a town's supply of chickens and eggs in the process. In honor of such heroism, the region celebrates with a festival every year when everyone makes and eats delicious vegetable omelettes.;;;;;;;;;;;;;x
VIETmisc.5015.title;Bat Bones;;;;;;;;;;;;;x
VIETmisc.5015.desc;Bat bones are said to bring a lot of luck, according to Cretan folklore. I don’t know whether having some by my side would bring me any fortune, but it should at least leave a good impression on my Cretan subjects. I’ll go look for some!;;;;;;;;;;;x
VIETmisc.5015.a;Not to mention it’s a good excuse to get some fresh air.;;;;;;;;;;;;;x
VIETmisc.5016.tooltip;I’ll ask the locals where’s the best place to get fresh bat bones.;;;;;;;;;;;x
VIETmisc.5016.title;Finding Bat Bones;;;;;;;;;;;;;x
VIETmisc.5016.desc;Cretan folklore says that to kill a bat is a terrible thing and will cause much bad luck, and thus one has to be careful when looking for bat bones inside caves - you don’t want to end up killing one of the bats still alive!\n\nUp ahead, I see the cave I wish to enter. Locals have told me this cave contains a lot of bats.\n\nLooks like there’s no turning back now, huh?;;;;;;;;;;;x
VIETmisc.5016.a;In I go.;;;;;;;;;;;;;x
VIETmisc.5016.b;I’m... starting to have second thoughts... the cave looks scary and dangerous.;;;;;;;;;;;;;x
VIETmisc.5017.tooltip;I begin walking home. In my heart, I know I most likely avoided some great danger. Life is not worth a bunch of bat bones!;;;;;;;;;;;x
VIETmisc.5017.title;Cowardice Pays!;;;;;;;;;;;;;x
VIETmisc.5017.desc;As I walk home, thinking about how people would react if they knew I was this cowardly, I feel something under my feet. Crouching down on the ground, I sift through the dirt a bit. To my amazement, I find some bat bones!;;;;;;;;;;;x
VIETmisc.5017.a;Haha, what luck!;;;;;;;;;;;;;x
VIETmisc.5018.tooltip;I ready my torch and enter.;;;;;;;;;;;x
VIETmisc.5018.title;Bulls?;;;;;;;;;;;;;x
VIETmisc.5018.desc;I make my way through the cave, torch in hand, and eventually find some bat bones. Thank goodness!\n\nAs I dig deeper, I find other things as well - tiny bits of what must have been marble and stone blocks, some metal pots and scraps, and even a few pottery shards decorated with paintings of bulls. Maybe there was once an underground temple to a pagan bull god of sorts, once.\n\nAs I collect some bat bones and I continue digging, and come across something strange. ”These aren’t bat bones...” I mutter. “Aren’t those... bite marks... on human skeletons?!?!?”\n\nSuddenly, I hear some heavy breathing nearby.;;;;;;;;;;;x
VIETmisc.5018.a;Damn it, the fire on my torch just went out!;;;;;;;;;;;;;x
VIETmisc.5019.tooltip;Are those... red eyes... staring at me?;;;;;;;;;;;x
VIETmisc.5019.title;Man? Or Bull?;;;;;;;;;;;;;x
VIETmisc.5019.desc;As I clutch onto the bat bones, I make out the faint shape of a bull in the darkness. Or... is it a man? A man with a bull mask?\n\n”I am [Root.GetTitledFirstName]! Who are you?” I shout. “Show yourself!” I absentmindedly raise the bat bones in front of me, thinking it’s my torch.\n\nI hear a most unearthly, horrifying sound coming from the bull - I think it is a bull now, is it? The creature, or person, or whatever it is walks away, into the darkness, leaving me alone once more.;;;;;;;;;;;x
VIETmisc.5019.a;Did the... did the bat bones do something?;;;;;;;;;;;;;x
VIETmisc.5020.tooltip;I have to get out of here before that thing returns.;;;;;;;;;;;x
VIETmisc.5020.title;What Was That?;;;;;;;;;;;;;x
VIETmisc.5020.desc;I am temporarily blinded by the sunlight as I make my way out the cave. I got the bat bones as I wanted, but, more importantly what was that I encountered in the cave?\n\nI know not. And I know not what that thing was I encountered in the cave. All I know is that these bat bones are indeed lucky. They protected me and scared way that beast!\n\nSighing, I make my way back home, clutching tightly on the bat bones.;;;;;;;;;;;x
VIETmisc.5020.a;Perhaps I encountered a bull-like monster? Quite an encounter then!;;;;;;;;;;;;;x
VIETmisc.5020.b;It was probably just a bear, and my imagination overexaggerated things.;;;;;;;;;;;;;x
lucky_bat_bones;I’ll keep these bat bones with me... they appear to be good luck indeed.;;;;;;;;;;;;;x
lucky_bat_bones_wait;Wait a moment. There are no bears on Crete. Crete has no large, dangerous animals to begin with...;;;;;;;;;;;;;x
VIET_cretan_bat_bones;Bat Bones from Crete;;;;;;;;;;;;;x
VIET_cretan_bat_bones_desc;This character keeps with him or her some bat bones from Crete. According to Cretan folklore, bat bones are extremely lucky. Still, for some reason this character won't tell where he or she found these bones...;;;;;;;;;;;;;x
VIETmisc.5021.title;The Ancient Scrolls;;;;;;;;;;;;;x
VIETmisc.5021.desc;One of your soldiers found some scrolls littered in a cave by some hills nearby. These were written centuries ago in an ancient form of [Root.Culture.GetName], and though they are difficult to decipher, they are still understandable. Having nothing better to do, you and a few of your courtiers decide to read these scrolls and see what they’re all about...;;;;;;;;;;;x
VIETmisc.5021.a;Let’s see here...;;;;;;;;;;;;;x
VIETmisc.5022.tooltip;This handwriting is atrocious.;;;;;;;;;;;x
VIETmisc.5022.title;Just Like Us;;;;;;;;;;;;;x
VIETmisc.5022.desc;You read through several more scrolls, learning more about the ancients - in a way, they weren’t so different than you. They hated, they loved, they had to deal with the same things you deal with. It’s insightful, in a way. Though the fact that the Chinese were obsessed with [Root.Culture.GetName] women even back then is still disturbing. ;;;;;;;;;;;x
VIETmisc.5022.a;And creepy.;;;;;;;;;;;;;x
VIETmisc.5023.title;A Western Flower;;;;;;;;;;;;;x
VIETmisc.5023.desc;The scroll is apparently a translation of a Chinese poem into [Root.Culture.GetName].\n\n”That Western girl with features like a flower\nShe stands by the wine-warmer, and laughs with the breath of spring\nLaughs with the breath of spring,\nDances in a dress of gauze!\nWill you be going some where, milord,\nnow, before you are drunk?”;;;;;;;;;;;x
VIETmisc.5023.a;What’s up with these Chinese and their obsession with our women?;;;;;;;;;;;;;x
VIETmisc.5023.b;Hahaha! These Chinese were obsessed with our women even back then!;;;;;;;;;;;;;x
VIETmisc.5023.c;Ah! A poem by Li Bai! What luck to find an old copy of this!;;;;;;;;;;;;;x
VIET_li_bai_poetry;Read Li Bai's Poetry;;;;;;;;;;;;;x
VIET_deep_contemplation;In Deep Contemplation;;;;;;;;;;;;;x
VIET_deep_contemplation_desc;What is the meaning of life?;;;;;;;;;;;;;x
VIET_bored_ruler;Bored Ruler;;;;;;;;;;;;;x
VIET_bored_ruler_desc;Something must have bored this character out of his or her mind...;;;;;;;;;;;;;x
VIETmisc.5024.title;The Lost Woman;;;;;;;;;;;;;x
VIETmisc.5024.desc;The letter appears to be from a woman called Shayn, who writes to her husband, Nanaidhat:\n“Behold, I am living, but badly, wretchedly, and I consider myself dead. Again and again I send you a letter, but I do not receive a single letter from you, and I have become without hope towards you. My misfortune is that I have been in Dunhuang for three years thanks to you, and there was a way out a first, a second, even a fifth time, but he refused to bring me out.”\n\nThe rest of the letter is unreadable.;;;;;;;;;;;x
VIETmisc.5024.a;Hmm... I wonder who this “he” is she refers to...;;;;;;;;;;;;;x
VIETmisc.5024.b;How sad! I wonder if she got out of her predicament at all...;;;;;;;;;;;;;x
VIETmisc.5025.title;A Shopping List, Maybe?;;;;;;;;;;;;;x
VIETmisc.5025.desc;You begin reading the scroll, which was perhaps written by some merchant: “Things deposited by me: 3 gumoca, 1 pucliama, 4 pasamvamta made of cloth, 1 kayavatra, a bow and arrows, 4 vases, 2 krataga, pothi, 1 rug (kojava), 1 carpet, 1 felt-garment, 5 ropes, 4 kaspiya…”\n\nThe list goes on, and on, and on, and on.;;;;;;;;;;;x
VIETmisc.5025.a;This is absolutely boring trash.;;;;;;;;;;;;;x
VIETmisc.5025.b;I wonder what sort of products these were...;;;;;;;;;;;;;x
VIETmisc.5025.c;The ancients had quite a proficiency in list-writing!;;;;;;;;;;;;;x
VIET_impressed_ruler;Impressed;;;;;;;;;;;;;x
VIET_impressed_ruler_desc;Wow! Very interesting! Much fascination! Great excitement about a certain arbitrary topic!;;;;;;;;;;;;;x
VIETmisc.5026.title;Accuser and Accused;;;;;;;;;;;;;x
VIETmisc.5026.desc;The writing appears neat and formal, perhaps that of a scribe’s: “His majesty the great king Jitugha Vasmana, son of heaven, in the 6th month, 25th day, in this reign: The Buddhist monk Ayila informs us that a woman called Cadisaae burnt his yellow robes. When this sealed wedge-tablet reaches you, careful inquiry is to be made, and a decision is to be made according to law. If it is otherwise, or you are not clear there, these disputants are to be taken into custody and sent here to the king's court, where there will be a decision.”;;;;;;;;;;;x
VIETmisc.5026.a;Their judicial system seems quite solid - I’m impressed!;;;;;;;;;;;;;x
VIETmisc.5026.b;Maybe it was all a misunderstanding...;;;;;;;;;;;;;x
VIETmisc.5026.c;This woman Cadisaae certainly has accumulated bad karma!;;;;;;;;;;;;;x
VIETmisc.5026.d;Haha! That heathen monk deserved this!;;;;;;;;;;;;;x
VIETmisc.5026.e;Buddhist or not, no one should attack holy men of any religion!;;;;;;;;;;;;;x
VIETmisc.5027.title;Cows;;;;;;;;;;;;;x
VIETmisc.5027.desc;The scroll appears to be commercial or administrative in nature:\n“Tagaca's cow went away to the Chinese.\nOnaka's cow went away to the lord Kunita.\nCinga took Smagamta's cow.\nKuuna's cow went away to Tryaehi.\nKumpara's cow went away to Pakhi.\nThe sothamga Pgena's cow went away to the Chinese.”;;;;;;;;;;;x
VIETmisc.5027.a;MOOOOO.;;;;;;;;;;;;;x
VIETmisc.5027.b;I saw a cow the other day. Awful creatures. I avoid them whenever I can.;;;;;;;;;;;;;x
VIETmisc.5027.c;I’m in the mood for some beef, actually.;;;;;;;;;;;;;x
VIETmisc.5028.desc;The holy men always suggest I unite with my sister in a holy union. Ha! Never! Sure, she isn’t a bad person, but there are better choices out there. She is annoying at times, too. These past few days, for instance, she has been insisting I do a certain favor for her. It’s not an unreasonable favor, I admit, but why does it have to be me? ;;;;;;;;;;;x
VIETmisc.5028.a;This is getting annoying.;;;;;;;;;;;;;x
VIETmisc.5029.tooltip;Sorry, my sister, but no.;;;;;;;;;;;;;x
VIETmisc.5030.title;A Strange Contest;;;;;;;;;;;;;x
VIETmisc.5030.desc;[From.GetFirstName] has been bothering me with that stupid favor again. At wit’s end, I think of a way to get rid of her. I rummage through my possessions, trying to see if there’s anything of use. Threatening her with a sword might be too drastic, for instance, and I don’t think bribing her with gold would work either. Then, I see something and come up with an idea.\n\nLater, when she approaches me again with the same request, I smile deviously, telling her that I will do the favor she asks… if, that is, she plays a “game” of my choosing.;;;;;;;;;;;x
VIETmisc.5030.a;“Sure,” she says, “What could go wrong?”;;;;;;;;;;;;;x
VIETmisc.5031.tooltip;Heh heh… just you wait, silly sister of mine.;;;;;;;;;;;;;x
VIETmisc.5032.title;The Toothbrush;;;;;;;;;;;;;x
VIETmisc.5032.desc;I return with a toothbrush, and tell [From.GetFirstName] what game we’ll be playing: “I will brush your teeth, for, say, five minutes. If you can bear with it, then I’ll do as you wish.”\n\nWhen my sister looks at me incredulously, bewildered at why I would do this, I explain. “It is uncomfortable when someone touches your hair, no? Or when someone tickles you for that matter, right? Then if someone were to brush your teeth, it’d be extremely uncomfortable. Endure this discomfort for five minutes, and you win.”\n\nMy sister understands, and laughs. She’s confident she can win such a silly game.;;;;;;;;;;;x
VIETmisc.5032.a;How naive. Let’s begin, then!;;;;;;;;;;;;;x
VIETmisc.5033.tooltip;The two of you sit down, and you ready the toothbrush. “Say aaah,” you tell her.;;;;;;;;;;;;;x
VIETmisc.5034.title;Uncomfortable;;;;;;;;;;;;;x
VIETmisc.5034.desc;Without further ado, I lower the toothbrush, and begin brushing [From.GetFirstName]’s teeth. She whimpers a bit, feeling uncomfortable, but manages to stay composed. I can only continue grinning, knowing the worst is yet to come. Thin hairs are stimulating the most delicate, interior parts of her body, so it will feel good - too good, in fact! "If you give up now, sister dear, you'll feel good. Or, rather, you'll stop feeling good!"\n\nShe moans.\n\nI gulp. That moan sounded very strange. And as she trembles under the discomfort - and pleasure - of the sensations, I, too, begin to feel strange.;;;;;;;;;;;x
VIETmisc.5034.a;Seeing her like this… could she be more attractive than I realized?;;;;;;;;;;;;;x
VIETmisc.5035.tooltip;I’m beginning to see her in a new light.;;;;;;;;;;;;;x
VIETmisc.5036.title;Strange Sensations;;;;;;;;;;;;;x
VIETmisc.5036.desc;As I continue moving the toothbrush back and forth in [From.GetFirstName]’s mouth, caressing her teeth, stroking her tongue, and other such things, she begins to whimper and moan more loudly. My heart begins to beat wildly, and my face grows hot. This is a bad, this is bad!\n\nMy head grows dizzy, as I feel a strange passion overwhelm me. And I see it in her eyes, too.\n\nI edge closer and closer to her, still brushing her teeth, and gaze deeply into her eyes. “[From.GetFirstName]...” I murmur, unable to resist any longer, as my free hand moves closer and closer to her.;;;;;;;;;;;x
VIETmisc.5036.a;“It’s alright, brother,” she whimpers.;;;;;;;;;;;;;x
VIETmisc.5037.tooltip;And my hand moves closer… and closer… and closer… and -;;;;;;;;;;;;;x
VIETmisc.5038.title;Interrupted;;;;;;;;;;;;;x
VIETmisc.5038.desc;“What are you two doing?”\n\nThe two of us jerk away from each other as one of my servants interrupts. Apparently he was passing by the room, and noticed the commotion. The servant looks bewildered at first. “What are you doing, master, pushing your sister down while she is smiling? And what are you doing, mistress, having a smile on your face while your brother pushes you down?”\n\n“What a coincidence! What were we doing?” [From.GetFirstName] and I exclaim in unison, feigning ignorance and confusion.\n\nThe servant says, “I absolutely understand! I won’t say a thing!”;;;;;;;;;;;x
VIETmisc.5038.a;With that, the servant runs out.;;;;;;;;;;;;;x
VIETmisc.5039.tooltip;A silence envelops the room.;;;;;;;;;;;;;x
VIETmisc.5040.title;Um…. This is awkward.;;;;;;;;;;;;;x
VIETmisc.5040.desc;After a long awkward silence, eventually, I speak. “Um… well, [From.GetFirstName], it looks like you’ve won. That was certainly longer than five minutes. I’ll do that favor you want.”\n\n”Still,” she says, with a thoughtful look on her face, “That seems kind of unfair to you. Maybe we can make it best two out of three? I can brush your teeth this time.”\n\nI consider that for a moment.;;;;;;;;;;;x
VIETmisc.5040.a;“Sure,” I reply, “Why not.”;;;;;;;;;;;;;x
VIETmisc.5041.tooltip;My sister and I watch each other warily for a moment, and then...;;;;;;;;;;;;;x
VIETmisc.5042.title;Fraternal Love;;;;;;;;;;;;;x
VIETmisc.5042.desc;And so, after that day, [From.GetFirstName] and I began to get along a little better.;;;;;;;;;;;x
VIETmisc.5042.a;To be honest, I don’t remember who won the contest.;;;;;;;;;;;;;x
VIETmisc.5043.desc;You worry about a lot of things pertaining to your realm's safety and prosperity. There are so many problems to be solved, so many challenges to be tackled. Even today, as you attempt to take a stroll to get a breath of fresh air, you can not stop thinking about things.;;;;;;;;;;;x
VIETmisc.5043.a;Hmm.... How can I deal with...;;;;;;;;;;;;;x
VIETmisc.5044.tooltip;You continue thinking long and hard as you continue walking.;;;;;;;;;;;;;x
VIETmisc.5044.title;Lost!;;;;;;;;;;;;;x
VIETmisc.5044.desc;Suddenly, you look around, and your surroundings are unfamiliar. Lost! You got lost! It appears you were so deep in thought you wandered off the road.\n\n"Not good," you think to yourself, as you try to find your way. "Now what? Not only am I lost, I have serious problems in my realm to deal with. How will my vassals and courtiers deal with them if I'm not around? In particular, I am most worried about...";;;;;;;;;;;x
VIETmisc.5044.a;My relations with other lords;;;;;;;;;;;;;x
VIETmisc.5044.b;The military threats we face;;;;;;;;;;;;;x
VIETmisc.5044.c;How well our realm's economy is;;;;;;;;;;;;;x
VIETmisc.5044.d;Various plots that threaten me;;;;;;;;;;;;;x
VIETmisc.5045.tooltip;So many things to think about!;;;;;;;;;;;;;x
VIETmisc.5045.title;Hospitality;;;;;;;;;;;;;x
VIETmisc.5045.desc;As you continue worrying about your problems, the sun begins to set. Thankfully, you stumble on a modest cottage. A middle-aged peasant woman opens the door after you knock on it several times. As you are wearing rather humble clothing, she mistakes you for a well-to-do merchant or traveler, rather than a noble lord. Still, because you are so deep in thought, and because she appears to be a trustworthy, good-natured sort, you don't bother to correct her misunderstanding.\n\nThe peasant graciously welcomes you inside. "Make yourself at home, traveler," she says, "I am but a humble peasant. You've come just in time, too! I'm baking bread right now, and I will share it with you if you're hungry.";;;;;;;;;;;x
VIETmisc.5045.a;Thank you, m'am.;;;;;;;;;;;;;x
VIETmisc.5046.tooltip;You take a seat across from the small oven in the hut.;;;;;;;;;;;;;x
VIETmisc.5046.title;A Simple Task;;;;;;;;;;;;;x
