ancrel.4156.desc;The sorcerer-priest understands my worries, and knows the right incantation for my situation. He thus begins to chant in my presence:\n\n"I am bringing the gods incense and natron.\nI want to expel the bad smell from your mouth.\nTherefore I come in order to expel the evil in your hearts.\nWith this I remove the Evil, Isfet, which clings to you.\nWith this I bring you Good.\nI present Justice, Ma'at, to you......";;;;;;;;;;;x
ancrel.4156.a;I begin to feel relieved as my soul is cleansed.;;;;;;;;;;;;;x
ancrel.4157.desc;The peasants you rule over believe that no matter what hardships they face, your rule has maintained the balance of Ma'at - justice, goodness, the natural order - in the realm. They praise you for your efforts.;;;;;;;;;;;x
ancrel.4157.a;Good to hear!;;;;;;;;;;;;;x
ancrel.4158.desc;Regardless of whether they are right or wrong, the peasants you rule over believe that due to your style of rule, you unfortunately have been unable to maintain the balance of Ma'at- justice, goodness, the natural order -in the realm. ;;;;;;;;;;;x
ancrel.4158.a;They don't understand! Don't understand at all!;;;;;;;;;;;;;x
ancrel.4159.desc;To honor the traditions of the ancient Egyptians, many women in the region have taken to adopting holy cats, for they represent feminine fertility and sensuality. One day while lounging with your wife, you notice she is playing with one of her cats, and you can't help but notice as she watches you she is looking at you in a rather seductive, cat-like manner, and suddenly you feel as if you want to learn more about this cat-like fertility and sensuality in a more practical, hands-on sense...;;;;;;;;;;;x
ancrel.4159.a;Come here, kitty...;;;;;;;;;;;;;x
ancrel.4160.desc;A heinous crime! The wretched criminal is brought before you, and few in your court can bear to look at the deviant, lawless, inhuman evil-doer. He will be punished severely for his deed, of course, that is without a doubt. You tell the man his sentence, and your guards take him away to execute him shortly.;;;;;;;;;;;x
ancrel.4160.a;Terrible! To think he murdered a cat, even by accident! An unforgivable crime.;;;;;;;;;;;;;x
ancrel.4160.b;Come now, it's just a cat.;;;;;;;;;;;;;x
VIET_stupid_cat_lovers_boooo;xxxxx;;;;;;;;;;;x
ancrel.4161.desc;Ancient texts describe how in old Egypt, women were viewed as having greater amount of rights, privileges, and opportunities than they do today. Or so I've been told. Perhaps I should treat the women of my court with more respect if I am to properly emulate the customs of ancient Egypt.;;;;;;;;;;;x
opinion_egyptian_respects_women;Respects Women;;;;;;;;;;;;;x
opinion_egyptian_stop_being_feminazi;Listens too much to Women;;;;;;;;;;;;;x
opinion_egyptian_disrespects_women;Disrespects Women;;;;;;;;;;;;;x
ancrel.4161.a;Yes! The Gods speak true, we must treat women better.;;;;;;;;;;;;;x
ancrel.4161.b;Nonsense! Probably just blabber made up by nagging housewives.;;;;;;;;;;;;;x
ancrel.4162.desc;A courtier has challenged me to a game of Senet. This ancient game has been played in Egypt ever since recorded history, and I like to think that while I'm not the best at it, I can still hold my own.;;;;;;;;;;;x
ancrel.4162.a;Let's play!;;;;;;;;;;;;;x
ancrel.4163.tooltip;We'll see who wins...;;;;;;;;;;;x
ancrel.4163.desc;I have challenged my liege to a game of Senet. This ancient game has been played in Egypt ever since recorded history, and I like to think that while I'm not the best at it, I can still hold my own.;;;;;;;;;;;x
ancrel.4163.a;Let's see who wins!;;;;;;;;;;;;;x
ancrel.4164.tooltip;You win;;;;;;;;;;;x
ancrel.4164.desc;I've been beaten me in Senet! A humiliating defeat, but a well-deserved one.;;;;;;;;;;;x
ancrel.4164.a;Good game. You got me this time!;;;;;;;;;;;;;x
ancrel.4164.b;How dare you!;;;;;;;;;;;;;x
ancrel.4165.tooltip;You lose;;;;;;;;;;;x
ancrel.4165.desc;I have won the Senet match. Clearly the Gods have favored me!;;;;;;;;;;;x
ancrel.4165.a;You played well, however!;;;;;;;;;;;;;x
ancrel.4165.b;Haha! What a pathetic loser!;;;;;;;;;;;;;x
opinion_egyptian_senet_game;Played Senet;;;;;;;;;;;x
opinion_egyptian_pathetic_senet_player;Pathetic Senet player;;;;;;;;;;;x
opinion_egyptian_smug_winner;Smug Winner;;;;;;;;;;;x
opinion_egyptian_sore_loser;Sore Loser;;;;;;;;;;;x
opinion_egyptian_lost_senet_game;Lost Senet Game;;;;;;;;;;;x
ancrel.4166.desc;Your courtier claims that while taking a walk today he was by himself and encountered the ghost of Akhenaten himself! This abominable heretic, an incompetent Pharaoh obsessed with the god Aten, caused much mayhem in old Egypt and was rightfully cursed by the priests once the old, true religion was restored. But this is not good news... has your courtier been cursed as well?;;;;;;;;;;;x
ancrel.4166.a;Better get to the priests quickly, dear friend, just in case!;;;;;;;;;;;;;x
ancrel.4167.desc;You watch solemnly as the criminal is beheaded. Off goes his head, and his blood spills to the ground. Shezmu, the demon-god known as the Overthrower of the Wicked at the Block, the Slaughterer of Souls, and the Lord of Blood, must be pleased. They say when the condemned are executed, he throws their severed heads into a wine press and turns it into red wine.;;;;;;;;;;;x
ancrel.4167.a;Righteous red wine! I think I'll have some later today.;;;;;;;;;;;;;x
#HELLENIC FLAVOR;;;;;;;;;;;;;;x
nick_cherished_of_diana;Cherished of Diana;;;;;;;;;;;x
VIET_greek_mythology_thoughts;Contemplating Ancient Hellenic Myths;;;;;;;;;;;x
VIET_greek_mythology_thoughts_desc;The ancient myths fascinate this character.;;;;;;;;;;;x
VIET_gods_curse;Cursed by the Gods;;;;;;;;;;;x
VIET_gods_curse_desc;The Gods not only scorn this character, they actively go out of their way to make his or her life miserable. Surely this person must have committed a great sin to deserve such a fate!;;;;;;;;;;;x
VIET_Zeus_blessing;Blessed by Jupiter;;;;;;;;;;;x
VIET_Zeus_blessing_desc;"O mortal, you have won my favor, and so I shall promise not to seduce any women in your family as much as it may pain me so.";;;;;;;;;;;x
VIET_played_with_nymphs;Played with Nymphs;;;;;;;;;;;x
VIET_played_with_nymphs_desc;This character claims to have met with and spent some time with nymphs, those mirthful, mischievous, female spirits.;;;;;;;;;;;x
VIET_curse_tablet;Target of Curse Tablet;;;;;;;;;;;x
VIET_curse_tablet_desc;Woe! Someone has used a curse tablet to target this character.;;;;;;;;;;;x
VIET_hellenic_helped_maid;Helped Young Maid;;;;;;;;;;;x
VIET_hellenic_helped_maid_desc;This kindly man has helped one of his maidservants find a good husband, a young man of honorable and gentle disposition who will treat her well.;;;;;;;;;;;x
VIET_hellenic_helped_servant;Helped Young Servant;;;;;;;;;;;x
VIET_hellenic_helped_servant_desc;This kindly woman has helped one of her servants find a good wife, a young woman of honorable and gentle disposition who will treat him well.;;;;;;;;;;;x
VIET_nymph_protector;Protected by Powerful Nymph;;;;;;;;;;;x
VIET_nymph_protector_desc;Legend has it that a powerful nymph resides in this province, blessing it with prosperity and security, for she was the lover and wife of a lord who once ruled here ages ago.;;;;;;;;;;;x
VIET_follower_of_cybele;Galli;;;;;;;;;;;x
VIET_follower_of_cybele_desc;This character is a Galli, a castrated priest in the service of the fertility goddess Cybele.;;;;;;;;;;;x
VIET_rumored_nymph;Rumored to be a Nymph;;;;;;;;;;;x
VIET_rumored_nymph_desc;They say that this pretty woman is actually a nymph masquerading as a mortal in order to be closer to her lover.;;;;;;;;;;;x
VIET_fanatic_tree;Fanaticus;;;;;;;;;;;x
VIET_fanatic_tree_desc;On this character's residence is a so-called "fanaticus." These trees have been struck by lightning and are therefore blessed by the gods.;;;;;;;;;;;x
VIET_hades_blessing;Blessed by Pluto;;;;;;;;;;;x
VIET_hades_blessing_desc;The mortals tend to forget that Pluto is not only the god of the dead, but also the god of wealth.;;;;;;;;;;;x
VIET_persephone_blessing;Blessed by Prosperina;;;;;;;;;;;x
VIET_persephone_blessing_desc;Prosperina. On one hand the Dread Iron Queen of the underworld (brave Odysseus feared more than even Pluto!), on the other innocent Kore, the rosy-cheeked maiden of springtime.;;;;;;;;;;;x
VIET_aphrodite_blessing;Blessed by Venus;;;;;;;;;;;x
VIET_aphrodite_blessing_desc;"You're cute for a mortal.";;;;;;;;;;;x
VIET_hera_blessing;Blessed by Juno;;;;;;;;;;;x
VIET_hera_blessing_desc;"As much as I like you, mortal, I won't be able to protect you if Jupiter decides to seduce you. He always seems to find a way.";;;;;;;;;;;x
VIET_athena_blessing;Blessed by Minerva;;;;;;;;;;;x
VIET_athena_blessing_desc;Grey-eyed Minerva, or Pallas Athena, favorite child of Jupiter, the tireless one, whose shield is thunder and who is the hope of soldiers.;;;;;;;;;;;x
VIET_hermes_blessing;Blessed by Mercury;;;;;;;;;;;x
VIET_hermes_blessing_desc;"I've been looking for you, my favorite mortal. Got something I'm supposed to deliver. Your hands only.";;;;;;;;;;;x
VIET_priapus_blessing;Priapus;;;;;;;;;;;x
VIET_priapus_blessing_desc;The ancient Latins and Hellenes looked down on those with large phalluses... except when it came to Priapus'.;;;;;;;;;;;x
VIET_priapus_curse;Cursed by Priapus;;;;;;;;;;;x
VIET_priapus_curse_desc;They say this character has been cursed by the god Priapus. Maybe that's why he or she has been unable to perform as adequately in bed...;;;;;;;;;;;x
VIET_lars_diplomacy;Blessings of the Lares (Diplomacy);;;;;;;;;;;x
VIET_lars_martial;Blessings of the Lares (Martial);;;;;;;;;;;x
VIET_lars_stewardship;Blessings of the Lares (Stewardship);;;;;;;;;;;x
VIET_lars_intrigue;Blessings of the Lares (Intrigue);;;;;;;;;;;x
VIET_lars_learning;Blessings of the Lares (Learning);;;;;;;;;;;x
VIET_artemis_blessing;Blessed by Diana;;;;;;;;;;;x
VIET_artemis_blessing_desc;Pale-armed Diana, she who is the moon above and who roams the countryside freely, the mistress of animals and the watcher in childbirth;;;;;;;;;;;x
VIET_chosen_of_artemis;Champion of Diana;;;;;;;;;;;x
VIET_chosen_of_artemis_desc;Rumor has it that this character has not only won Diana's favor, but is a good friend of hers! Perhaps he has such honor and piety that he has impressed the virgin goddess of the hunt. Hopefully, he won't end up like Orion...;;;;;;;;;;;x
VIET_apollo_blessing;Blessed by Apollo;;;;;;;;;;;x
VIET_apollo_blessing_desc;"Oh! My favorite mortal! Tell me what you think of my latest song.";;;;;;;;;;;x
VIET_artemis_bad_poetry;Poorly Written Poetry about Diana;;;;;;;;;;;x
VIET_artemis_bad_poetry_desc;"This stuff is so terrible that it ends up intriguing you in the long run.";;;;;;;;;;;x
VIET_artemis_protects_province;Protected by Diana;;;;;;;;;;;x
VIET_artemis_protects_province_desc;They say Diana often visits this province, protecting its inhabitants from various dangers and blessing it with abundance and wealth.;;;;;;;;;;;x
VIET_artemis_rumors;Rumors about a Relationship with Diana;;;;;;;;;;;x
VIET_artemis_rumors_desc;Some blasphemous fools have the gall to suggest that the goddess Diana has fallen in love with this man, who is a loyal devotee and rumored companion of her as Orion once was. They even suggest she has abandoned her vow of chastity and slept with him!;;;;;;;;;;;x
VIET_not_convinced_Zeus;Met a Adultress Supposedly Impregnated by Jupiter;;;;;;;;;;;x
VIET_not_convinced_Zeus_desc;"All the adultresses these days use Jupiter as an excuse.";;;;;;;;;;;x
VIET_convinced_Zeus;Met a Woman Impregnated by Jupiter;;;;;;;;;;;x
VIET_convinced_Zeus_desc;Even after all these centuries and millennia, the king of gods doesn't seem to have any self-control!;;;;;;;;;;;x
VIET_heard_about_apollo_prank;Divine Prank;;;;;;;;;;;x
VIET_heard_about_apollo_prank_desc;This character has heard a funny story about a prank a god supposedly pulled on another one.;;;;;;;;;;;x
ancrel.2500.desc;The story of Proserpina’s abduction by Pluto has interested you as of late. Pluto seems like a calm, stoic type who justly dispenses judgment over the souls of the dead without bias and isn’t a philanderer like his brothers, so you wonder as to why he would have acted so rashly. Is there more to the story than meets the eye?;;;;;;;;;;;x
ancrel.2500.a;Nah, it was as they say. He had his way with her.;;;;;;;;;;;;;x
ancrel.2500.b;Maybe Pluto conspired with Proserpina and the abduction was an excuse...;;;;;;;;;;;;;x
ancrel.2500.c;Perhaps a poet exaggerated the story for unnecessary drama.;;;;;;;;;;;;;x
ancrel.2500.d;Sometimes I wonder what sort of history Pluto and Ceres had...;;;;;;;;;;;;;x
ancrel.2500.tooltip.1;\n\nThat mischievous Cupid is to blame, having shot the arrow that made Pluto obsessed. Proserpina was beautiful and Pluto was lonely and desperate.;;;;;;;;;;;;;x
ancrel.2500.tooltip.2;\n\nOr maybe the two of them conspired with Ceres! Who knows - maybe they needed to protect Proserpina from the philandering Jupiter.;;;;;;;;;;;;;x
ancrel.2500.tooltip.3;\n\nAfter all, Pluto is one of the most faithful Gods, so he doesn't seem the type to kidnap fair maidens. Maybe Pluto was just socially awkward but the poets wanted a more sensational story.;;;;;;;;;;;;;x
ancrel.2500.tooltip.4;\n\nWhat if Ceres secretly loved Pluto? What if her anguish at losing her daughter was actually anguish at her unrequited love for Pluto, but she was too embarrassed to admit it so she made up the story about Prosperina’s abduction?;;;;;;;;;;;;;x
ancrel.2501.tooltip.0;\n\nShe probably knows best after all and it would be improper if not blasphemous of me to make arbitrary assumptions about her.;;;;;;;;;;;x
ancrel.2501.desc;You ponder on the stories surrounding Apollo and Diana and how protective they were of one another. Orion died because Apollo feared Diana would break her vow of chastity. Meanwhile, Diana killed Apollo's lover Coronis when she cheated on him. It sounds like a kind of jealousy snd protectiveness, doesn’t it? You start to wonder whether the twins are closer than they appear... ;;;;;;;;;;;x
ancrel.2501.a;Nah, probably just siblings who care about each other.;;;;;;;;;;;;;x
ancrel.2501.b;Aha! Diana's “virgin” status makes much more sense!;;;;;;;;;;;;;x
ancrel.2501.c;Haha, that's a good one. What are we, Zoroastrians?;;;;;;;;;;;;;x
ancrel.2501.d;Maybe I could ask the goddess herself, since she likes me…;;;;;;;;;;;;;x
ancrel.2502.tooltip;\n\nI would like to, ah, have a more hands-on demonstration of what transpired between her and Jupiter. For the sake of fair judgement, of course. But not when her husband is around, of course. ;;;;;;;;;;;x
ancrel.2502.desc;A local nobleman recently accused his wife of adultery. He says her newborn child is not his. She claims, however, that Lord Jupiter came down from the heavens and had his way with her and that while she did not want to be unfaithful, it would have been unwise for her to resist the powerful god. She is an extremely attractive young woman, so it wouldn't be impossible… right? Unable to resolve the dispute, they come to you for judgment.;;;;;;;;;;;x
ancrel.2502.a;I'm sorry, but how is this supposed to be my problem?;;;;;;;;;;;;;x
ancrel.2502.b;Haha, good one. Adulteresses have always used that excuse.;;;;;;;;;;;;;x
ancrel.2502.c;Clearly this is a child of Jupiter! Treat him well!;;;;;;;;;;;;;x
ancrel.2502.d;Why doesn’t she show me what Jupiter did to her…;;;;;;;;;;;;;x
ancrel.2503.desc;While visiting a town you notice a beggar's corpse lying by the road. The locals said he recently died but otherwise ignore the corpse, saying someone will clean it up eventually. You notice the poor beggar doesn't even have the two coins needed to give to Charon in the afterlife so that he may be able to travel to the underworld without hassle.;;;;;;;;;;;x
ancrel.2503.a;I will give the corpse two of my own gold pieces.;;;;;;;;;;;;;x
ancrel.2503.b;It's not my business.;;;;;;;;;;;;;x
ancrel.2504.desc;A man comes to your residence, asking to let him stay the night. His face is kindly but he wears the tattered, ragged clothes of a vagrant. As a follower of the gods it is your duty to show Xenia, or hospitality, but realistically speaking he could be a troublemaking hoodlum or even an assassin for all you know...;;;;;;;;;;;x
ancrel.2504.a;We must show Xenia. Let him in.;;;;;;;;;;;;;x
ancrel.2504.b;Be rid of him. What if he's a thief?;;;;;;;;;;;;;x
ancrel.2505.desc;In a dream, the king of gods, Jupiter, appears before you. Thunderclouds surround him and he is angry. "How dare you refuse me, arrogant swine! Have you forgotten Xenia?" You recoil in horror, realizing that beggar you rudely turned away was Jupiter in disguise!;;;;;;;;;;;x
ancrel.2505.a;Have mercy! Don't curse me!;;;;;;;;;;;;;x
ancrel.2506.desc;In a dream, the king of gods, Jupiter, appears before you. He sits on a throne, smiling. As you supplicate before him, he says, "You were wise to show hospitality to me. You know Xenia, mortal." You realize that the beggar you accepted into your abode was Jupiter in disguise!;;;;;;;;;;;x
ancrel.2506.a;Oh thank you!;;;;;;;;;;;;;x
ancrel.2507.desc;While taking a walk you come across some maidens bathing in the stream. Embarrassed, you try to sneak away but they notice you. Giggling, they call you over, and you can't help but be entranced by their beauty and their sweet voices.... Ah! They must be local nymphs!;;;;;;;;;;;x
ancrel.2507.a;Don't mind if I join in!;;;;;;;;;;;;;x
ancrel.2507.b;No. I am loyal to my beloved and will resist the temptation.;;;;;;;;;;;;;x
ancrel.2507.c;I have no interest with these giggly airheads.;;;;;;;;;;;;;x
ancrel.2507.d;I will entertain you, but no naughty business.;;;;;;;;;;;;;x
ancrel.2508.desc;You come by a village engaging in the “pharmakos” ceremony, wherein a chosen man- usually a criminal, beggar, cripple, slave, or some other undesirable -is ritually beaten and then exiled. The village recently went through some rough times, and the ceremony will supposedly help the villagers gain the favor of the gods and restore their fortunes.;;;;;;;;;;;x
ancrel.2508.a;Interesting. Carry on.;;;;;;;;;;;;;x
ancrel.2508.b;Stop this! This is clearly a silly superstition.;;;;;;;;;;;;;x
ancrel.2509.desc;One of your servants discovered a so-called “curse tablet” lying in a grave near your residence. Alarmingly, the writing on the tablet was an invocation of the dead spirits of the grave, as well as the gods of the underworld- Pluto and Proserpina -to bring misery and misfortune upon you. You have the priests properly dispose of the item, but you can’t help but feel uneasy.;;;;;;;;;;;x
ancrel.2509.a;Oh no! Heavens have mercy on me!;;;;;;;;;;;;;x
ancrel.2509.b;It’s just mere superstition at the end of the day.;;;;;;;;;;;;;x
ancrel.2509.c;There is nothing to fear from some stupid piece of writing!;;;;;;;;;;;;;x
ancrel.2510.desc;You recently discovered one of your maids trying to write a binding spell addressed to Venus - a love spell, in other words. Surprisingly, the spell targeted you. She wanted you, her lord, to fall in love with her! Though binding spells are typically thought of as something men would do, it is not unheard of for women to try using them. And your beautiful maid is young, naive, and at your complete mercy...;;;;;;;;;;;x
ancrel.2510.a;This is ridiculous. Why do I put up with this?;;;;;;;;;;;;;x
ancrel.2510.b;You know, you’re very pretty, and I can teach you many things, darling...;;;;;;;;;;;;;x
ancrel.2510.c;She shall be punished for this witchcraft.;;;;;;;;;;;;;x
ancrel.2510.d;I’m flattered, but I am your lord and you are a mere maid. ;;;;;;;;;;;;;x
ancrel.2510.tooltip.1;\n\nHer face is beet red as she promises not to make anymore trouble, and you both agree to pretend this never happened.;;;;;;;;;;;x
ancrel.2510.tooltip.2;\n\nSeems like her love spell worked after all. And there’s nothing like seducing an innocent virgin and making her all yours.;;;;;;;;;;;x
ancrel.2510.tooltip.3;\n\nWho knows what other crazy things she might be doing?;;;;;;;;;;;x
ancrel.2510.tooltip.4;\n\nYou gently tell her that she is being silly. “Someday you’ll find a good husband,” you tell her in a brotherly tone. “I can help you find one in the future, if you want.”;;;;;;;;;;;x
ancrel.2510.tooltip.5;\n\nYou gently tell her that she is being silly. “Someday you’ll find a good husband,” you tell her in a fatherly tone. “I can help you find one in the future, if you want.”;;;;;;;;;;;x
ancrel.2511.desc;You recently discovered one of your young servant boys trying to write a binding spell addressed to Venus - a love spell, in other words. Surprisingly, the spell targeted you. He wanted you to fall in love with him! You didn’t expect this from him, as he is shy and gentle, so it seems he learned about these spells from older peers. And your handsome servant is young, naive, and at your complete mercy...;;;;;;;;;;;x
ancrel.2511.a;This is ridiculous. Why do I put up with this?;;;;;;;;;;;;;x
ancrel.2511.b;You know, you’re very cute, and I can teach you many things, darling...;;;;;;;;;;;;;x
ancrel.2511.c;He shall be punished for this witchcraft.;;;;;;;;;;;;;x
ancrel.2511.d;I’m flattered, but I am your mistress and you are a mere servant. ;;;;;;;;;;;;;x
ancrel.2511.tooltip.1;\n\nHis face is beet red as he promises not to make anymore trouble, and you both agree to pretend this never happened.;;;;;;;;;;;x
ancrel.2511.tooltip.2;\n\nSeems like his love spell worked after all. And there’s nothing like seducing an innocent young boy and making him all yours.;;;;;;;;;;;x
ancrel.2511.tooltip.3;\n\nWho knows what other crazy things he might be doing?;;;;;;;;;;;x
ancrel.2511.tooltip.4;\n\nYou gently tell him he is being silly. “Someday you’ll find a good wife,” you tell him in a sisterly tone. “I can help you find one in the future, if you want.”;;;;;;;;;;;x
ancrel.2511.tooltip.5;\n\nYou gently tell her that he is being silly. “Someday you’ll find a good wife,” you tell her in a motherly tone. “I can help you find one in the future, if you want.”;;;;;;;;;;;x
ancrel.2512.desc;One of your prisoners - an insignificant, elderly peasant - was starving and frail due to his advanced age and the conditions of his confinement, but his young daughter snuck into the prison every night, breastfeeding him so he could survive. For such a display of pietas, filial duty, many in your court say that the father should be given a pardon! The gods would be proud!;;;;;;;;;;;x
ancrel.2512.a;Yes. Clearly the gods have blessed them. Release him!;;;;;;;;;;;;;x
ancrel.2512.b;Yes - and furthermore, I will give them public support for life!;;;;;;;;;;;;;x
ancrel.2512.c;No. I do not care what the gods think. The law will not allow this.;;;;;;;;;;;;;x
ancrel.2512.d;No. What more, I shall execute them for their disrespect to my authority.;;;;;;;;;;;;;x
ancrel.2513.desc;Rumors abound that a powerful nymph resides in one of your realm’s provinces. She was said to once be the wife and lover of a kind and wise lord who once ruled the area. Though he, a mortal, has since long passed, her spirit remains to this day and blesses the province every now and then with fortune and abundance.;;;;;;;;;;;x
ancrel.2513.a;Interesting… maybe I’ll get to meet her one day?;;;;;;;;;;;;;x
ancrel.2514.desc;A courtier comes before you, asking for intervention in a family dispute. Apparently his son is a devout worshipper of Cybele, the great mother goddess. Like many of her followers, the son wishes to castrate himself and serve her for the rest of his life as a Galli, the castrated priests of Cybele. However, the father says that it is the son's duty to continue the family line.;;;;;;;;;;;x
ancrel.2514.a;The father is right. Filial duty is as important as proper worship!;;;;;;;;;;;;;x
ancrel.2514.b;The son is right. His faith is admirable!;;;;;;;;;;;;;x
ancrel.2514.c;They should ask an oracle for advice.;;;;;;;;;;;;;x
ancrel.2515.desc;Near your capital a new village is being founded, and you are attending the opening ceremony. The villagers make a hole, the leptis manialis, said to represent the gateway to the underworld, and one that is dug each time a village is founded. As the highest ranking dignitary, you are the first to leave an offering of fruit in the hole.;;;;;;;;;;;x
ancrel.2515.a;May the gods bless this town for years to come.;;;;;;;;;;;;;x
ancrel.2516.desc;One of your courtiers, while out hunting, seems to have accidentally killed an animal in one of Diana's sacred groves! The man is afraid of divine retribution.;;;;;;;;;;;x
ancrel.2516.a;Pray to Diana for mercy and admit your mistakes!;;;;;;;;;;;;;x
ancrel.2516.b;Probably not a big deal.;;;;;;;;;;;;;x
ancrel.2517.desc;An important nobleman in your realm has recently married a great beauty who seems to have appeared out of nowhere. She is graceful and kind, clever and friendly, and claims to be a noblewoman from elsewhere. Rumor has it that she was a local nymph who fell in love with the him and decided to take on the form of a mortal woman! What a lucky fellow.;;;;;;;;;;;x
ancrel.2517.a;He must have pleased Venus and Cupid.;;;;;;;;;;;;;x
