#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
acr_college_of_cardinals;College of Cardinals;Collège des cardinaux;;;;;;;;;;;;x
acr_cardinal;Cardinal;Cardinal;;;;;;;;;;;;x
acr_pope;Pope;Pape;;;;;;;;;;;;x
##### Various localisation strings ;;;;;;;;;;;;;;x
druid_lowercase;druid;druide;;;;;;;;;;;;x
#####;;;;;;;;;;;;;;x
#temple_baron_celtic_pagan_reformed;Druid;Druide;;;;;;;;;;;;x
temple_baron_female_celtic_pagan_reformed;Druidess;Druidesse;;;;;;;;;;;;x
temple_barony_celtic_pagan_reformed;Sacred Grove;Bosquet sacré;;;;;;;;;;;;x
#temple_barony_of_celtic_pagan_reformed;Sacred Grove of;Bosquet sacré de;;;;;;;;;;;;x
#temple_count_celtic_pagan_reformed;Druid;Druide;;;;;;;;;;;;x
temple_count_female_celtic_pagan_reformed;Druidess;Druidesse;;;;;;;;;;;;x
temple_county_celtic_pagan_reformed;Temple;Temple;;;;;;;;;;;;x
temple_county_of_celtic_pagan_reformed;Temple of;Temple de;;;;;;;;;;;;x
#temple_duke_celtic_pagan_reformed;Head Druid;Druide supérieur;;;;;;;;;;;;x
temple_duke_female_celtic_pagan_reformed;Head Druidess;Druidesse Supérieure;;;;;;;;;;;;x
temple_duchy_celtic_pagan_reformed;Tribe;Tribu;;;;;;;;;;;;x
temple_duchy_of_celtic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
#temple_king_celtic_pagan_reformed;Great Druid;Grande druid;;;;;;;;;;;;x
temple_king_female_celtic_pagan_reformed;Great Druidess;Grande druide;;;;;;;;;;;;x
temple_kingdom_celtic_pagan_reformed;Federation;Fédération;;;;;;;;;;;;x
temple_kingdom_of_celtic_pagan_reformed;Federation of;Fédération de;;;;;;;;;;;;x
#temple_emperor_celtic_pagan_reformed;Myrdynn;Myrdynn;;;;;;;;;;;;x
temple_empire_celtic_pagan_reformed;Nation;Peuple;;;;;;;;;;;;x
temple_empire_of_celtic_pagan_reformed;Nation of;Peuple de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
tribal_job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
nomad_job_spiritual_celtic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
tribal_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
nomad_job_spiritual_celtic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
#;;;;;;;;;;;;;;x
temple_baron_female_celtic_pagan;Druidess;Druidesse;;;;;;;;;;;;x
temple_barony_celtic_pagan;Sacred Grove;Bosquet sacré;;;;;;;;;;;;x
temple_count_female_celtic_pagan;Druidess;Druidesse;;;;;;;;;;;;x
temple_county_celtic_pagan;Temple;Temple;;;;;;;;;;;;x
#temple_county_of_celtic_pagan;Temple of;Temple de;;;;;;;;;;;;x
temple_duke_female_celtic_pagan;Head Druidess;Druidesse Supérieure;;;;;;;;;;;;x
temple_duchy_celtic_pagan;Tribe;Tribu;;;;;;;;;;;;x
#temple_duchy_of_celtic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_female_celtic_pagan;Archdruidess;Archidruidesse;;;;;;;;;;;;x
temple_kingdom_celtic_pagan;Federation;Fédération;;;;;;;;;;;;x
#temple_kingdom_of_celtic_pagan;Federation of;Fédération de;;;;;;;;;;;;x
temple_empire_celtic_pagan;Nation;Peuple;;;;;;;;;;;;x
#temple_empire_of_celtic_pagan;Nation of;Peuple de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
druid;Druid;Druide;;;;;;;;;;;;x
druid_desc;The Druid's knowledge of the ancient Celtic ballads and of sacred traditions is great and their power among the Celts is without equal. They are responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society. In exchange for this knowledge and power, they give up all rights to inherit feudal lands.;La connaissance du Druide des anciennes ballades celtiques et des traditions sacrées est grande et leur pouvoir parmi les Celtes est sans égale. Ils sont chargés d'organiser le culte et les sacrifices, la divination et la procédure judiciaire dans la société celtique. En échange de cette connaissance et de ce pouvoir, ils renoncent à tous les droits d'hériter des terres féodales.;;;;;;;;;;;;x
bad_druid;Wizard;Magicien;;;;;;;;;;;;x
bad_druid_desc;This Druid has decided to use the ancient secrets of the Druid for their own personal gain, such sacrilegious behavior is unfitting of a Druid.;Ce druide a décidé d'utiliser les anciens secrets du druide pour son propre gain personnel, un tel comportement sacrilège n'est pas adapté pour un druide.;;;;;;;;;;;;x
celtic_leader;Raider;Pilleur;;;;;;;;;;;;x
celtic_leader_desc;This character has a fearsome reputation for leading lightning raids from the hills and capturing enemy commanders.;Ce personnage a une réputation redoutable de mener des raids éclairs sur les collines et capturer les commandants ennemis.;;;;;;;;;;;;x
new_druid_in_court;New Druid in Court;Nouveau druide à la cour;;;;;;;;;;;;x
new_druid_in_court_desc;A Druid has just arrived in this lord's court.;Un nouveau druide est arrivé à la cour de ce seigneur.;;;;;;;;;;;;x
title_court_druid;Court Druid;Druide de la Cour;;;;;;;;;;;;x
title_court_druid_desc;Responsible for organising worship and sacrifices, divination, and judicial procedure in Celtic society, they are as essential to a ruler as his sword.;Responsables d'organiser le culte et les sacrifices, la divination et la procédure judiciaire dans la société celtique, ils sont aussi essentiels pour un souverain que son épée.;;;;;;;;;;;;x
title_court_bard;Court Bard;Barde de la Cour;;;;;;;;;;;;x
title_court_bard_desc;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;Les bardes étaient ceux qui ont chanté les chansons rappelant les actes de bravoure des guerriers tribaux ainsi que les généalogies et les histoires familiales des dirigeants dans les sociétés celtes. Les peuples celtiques maintiennent une histoire orale complexe engagée dans la mémoire et transmise par des bardes. Les bardes ont facilité la mémorisation de ces textes par l'utilisation de la mesure, de la rime et autres dispositifs poétiques.;;;;;;;;;;;;x
title_court_wizard;Court Wizard;Magicien de la cour;;;;;;;;;;;;x
title_court_wizard_desc;An unwashed, mysterious wizard from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;Un païen, mystérieux et sale, venu de la campagne, ses pouvoir ne sont pas clair, mais servent à résoudre les problèmes les plus... ésotériques d'un souverain.;;;;;;;;;;;;x
title_royal_champion;Champion;Champion;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among Celtic peoples, their task is to protect their king.;Le meilleur guerrier du pays, le titre de champion est un grand honneur parmi le peuple Celte, leur tâche étant de protéger leur roi.;;;;;;;;;;;;x
title_uchelwr;Uchelwr;Uchelwr;;;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the Frankish knights, although armed with lances, the Uchelwr's throw javelins.;Les Teulu (littéralement "familles") sont des membres de la domesticité du seigneur fortement armés et à cheval. Individuellement nommés Uchelwr, ces guerriers de l'aristocratie préfèrent porter une tunique rouge. Ils s'habillent pour le combat comme les chevaliers Francs. Bien qu'ils soient armés de lances, les Uchelwr envoient des javelots.;;;;;;;;;;;;x
title_vates;Vates;Vates;;;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidency of a druid.;Les vates étaient une des trois catégories de la prêtrise celtique, les deux autres étant les druides et les bardes. Les vates avaient pour rôle de superviser et exécuter les sacrifices (en particulier les sacrifices humains) sous la présidence d'un druide.;;;;;;;;;;;;x
title_chariot_master;Chariot Master;Le Maître du Char;;;;;;;;;;;;x
title_chariot_master_desc;The Chariot Master is charged with maintaining the lord's chariots and horses. A position of trust, the honor is only bestowed on warriors, who understand the needs of a charioteer.;Le Maître du Char est chargé de maintenir les chars et les chevaux du Seigneur. Une position de confiance, l'honneur est seulement accordé aux guerriers, qui comprennent les besoins d'un conducteur de voiture.;;;;;;;;;;;;x
title_headsman;Headsman;Bourreau;;;;;;;;;;;;x
title_headsman_desc;The Headsman is charged with the care of the royal family's collection of preserved heads. While the actual labor of refilling the jars with juniper oil and replacing damaged vessels is left to servants, they are directed by the Headsman.;Le bourreau est chargé des soins de la collection de têtes conservées de la famille royale. Le travail réel de remplissage des pots à l'huile de genièvre et le remplacement des vaisseaux endommagés est laissé aux serviteurs, ils sont dirigés par le bourreau.;;;;;;;;;;;;x
title_warden;Warden of the Wilds;Gardien de la Nature;;;;;;;;;;;;x
title_warden_desc;The Wardens are responsible for the royal hunting grounds and generally preserving and protecting the wild places from people, and the people from the wild places. The duties of this office are divided into Wards: North, South, East, and West.;Les gardiens sont responsables des terrains de chasse royaux et en général la préservation et la protection des lieux sauvages de personnes, et les gens des lieux sauvages. Les fonctions de ce bureau sont divisées en quartiers : Nord, Sud, Est et Ouest.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;
abdication_gaelic;Abdicate your throne;Abdiquer votre trône;;;;;;;;;;;;x
abdication_gaelic_desc;Your injuries are a sign of weakness, following great Nuada's example, it would be wise to abdicate your throne for the safety of your people.;Vos blessures sont un signe de faiblesse, suivez donc l'exemple du grand Nuada, il serait plus sage d'abdiquer pour le bien de votre peuple.;;;;;;;;;;;;x
gaelic_abdication;For the glory of Éire!;Pour la gloire de l'Irlande !;;;;;;;;;;;;x
unfit_gaelic_king;Unfit to rule;Incapable de régner;;;;;;;;;;;;x
unfit_gaelic_king_desc;A serious injury to this ruler's body has made his rule illegitimate in the eyes of his people;Une blessure grave a rendu le règne de ce souverain illégitime aux yeux de son peuple.;;;;;;;;;;;;x
###### Mercs and holy orders;;;;;;;;;;;;;;x
d_wolftails;Wolftails;Queues de Loup;;;;;;;;;;;;x
d_wolftails_adj;Wolftails;Queues de Loup;;;;;;;;;;;;x
d_red_dragons;Red Dragon Knights;Chevaliers du Dragon rouge;;;;;;;;;;;;x
d_red_dragons_adj;Draconic;Draconique;Draconic;;Draconic;;;;;;;;;x
celtic_knight;Dragon;Dragon;;;;;;;;;;;;x
celtic_knight_desc;This character is a veteran of the Red Dragon Knights.;Ce personnage est un vétéran des Chevaliers du Dragon rouge.;;;;;;;;;;;;x
borrowed_from_d_red_dragons;Borrowed from the Red Dragons;A emprunté de l'argent aux Dragons rouges;;;;;;;;;;;x
borrowed_from_d_red_dragons_desc;This character has an outstanding loan with the Red Dragons.;Ce personnage a un prêt impayé auprès des Dragons rouges.;;;;;;;;;;;x
expelled_d_red_dragons;Expelled the Red Dragons;A expulsé les Dragons rouges;;;;;;;;;;;x
expelled_d_red_dragons_desc;This character, or a predecessor, banished the Red Dragons from the realm and seized their titles.;Ce personnage, ou un prédécesseur, a banni les Dragons rouges du royaume et s'est emparé de leurs titres.;;;;;;;;;;;x
d_fianna;Fianna;Fianna;;;;;;;;;;;;x
d_fianna_adj;Fennid;Fennid;Fennid;;Fennid;;;;;;;;;x
borrowed_from_d_fianna;Borrowed from the Fianna;A emprunté de l'argent au Fianna;;;;;;;;;;;x
borrowed_from_d_fianna_desc;This character has an outstanding loan with the Fianna.;Ce personnage a un prêt impayé auprès du Fianna.;;;;;;;;;;;x
expelled_d_fianna;Expelled the Fianna;A expulsé le Fianna;;;;;;;;;;;x
expelled_d_fianna_desc;This character, or a predecessor, banished the Fianna from the realm and seized their titles.;Ce personnage, ou un prédécesseur, a banni le Fianna du royaume et s'est emparé de leurs titres.;;;;;;;;;;;x
fian;Fennid;Fennid;;;;;;;;;;;;x
fian_desc;This character is a veteran of the Fianna warbands.;Cette personne est un vétéran de la compagnie de Fianna.;;;;;;;;;;;;x
d_gwydion;Sons of Gwydion;Fils de Gwydion;Sons of Gwydion;;Sons of Gwydion;;;;;;;;;x
d_gwydion_adj;Gwydion;Gwydionien;Gwydion;;Gwydion;;;;;;;;;x
wolf;Wolf;Loup;;;;;;;;;;;;x
wolf_desc;This character is a veteran of the Sons of Gwydion.;Ce personnage est un vétéran des fils de Gwydion.;;;;;;;;;;;;x
lughs_own;Battle Raven;Bataille des corbeaux;;;;;;;;;;;;x
lughs_own_desc;This character is a veteran of a Druidic Great Holy War.;Ce personnage est un vétéran d'une grande guerre sainte Druidique.;;;;;;;;;;;;x
###### Celtic sacred symbols ;;;;;;;;;;;;;;x
sacred_symbol_built;Shrines are built in honor of the gods\n;Les Temples sont construits en l'honneur des Dieux\n;;;;;;;;;;;;x
sacred_the_giants_causeway;The Giants Causeway;La Chaussée des Géants;;;;;;;;;;;;x
sacred_the_giants_causeway_desc;Ancient meeting place of the giant Fomorians, this place has kept a great importance for the sons of Mil.;Ancien lieu de rencontre des Fomoires, cet endroit a gardé une grande importance pour les fils de Mil.;;;;;;;;;;;;x
sacred_lia_fail;The Lia Fàil;Pierre de Fal;;;;;;;;;;;;x
sacred_lia_fail_desc;Sacred stone of Kings sitting on top of the hill of Tara, at the touch of the rightful king of Ireland, it screams his name three times.;La pierre sacrée des rois au sommet de la colline de Tara, au contact du légitime roi d'Irlande, la pierre crie son nom trois fois.;;;;;;;;;;;;x
sacred_carnac;The Stones of Carnac;Alignements de Carnac;;;;;;;;;;;;x
sacred_carnac_desc;Whether the remnants of a Roman army turned to stone by Merlin or ancient temple grounds of their primeval ancestors, the stones of Carnac are considered a sacred destination by many Celts.;Que se soit les restes d'une armée romaine se soient transformés en pierre par Merlin ou les restes d'un temple de leurs ancêtres primitifs, les pierres de Carnac sont considérées comme une destination sacrée par de nombreux Celtes. ;;;;;;;;;;;;x
sacred_stonehenge;Stonehenge;Stonehenge;;;;;;;;;;;;x
sacred_stonehenge_desc;An important pilgrimage site, this stone circle, standing from times immemorial, is often used by the Druids for their sacred ceremonies.;Un important site de pèlerinage, ce cercle de pierre, qui se tient depuis des temps immémoriaux, est souvent utilisé par les druides pour leurs cérémonies sacrées.;;;;;;;;;;;;x
sacred_hill_of_uisneach;The Hill of Uisneach;La Colline d'Uisneach;;;;;;;;;;;;x
sacred_hill_of_uisneach_desc;Known as the sacred centre of Ireland, this hill is also the chosen site for the annual celebration of Beltaine.;Connu comme le centre sacré de l'Irlande, cette colline est également le site choisi pour la célébration annuelle de Beltaine.;;;;;;;;;;;;x
sacred_ring_of_brodgar;The Ring of Brodgar;Le Cercle de Brodgar;;;;;;;;;;;;x
sacred_ring_of_brodgar_desc;Most important stone circle in northern Scotland, the Druids have made this a sacred temple to the Gods;Le cercle de pierre le plus important se trouve dans le nord de l'Écosse, les Druides ont fait de cela un temple sacré aux Dieux;;;;;;;;;;;;x
sacred_bear;Sacred Bears;Les Ours Sacrés;;;;;;;;;;;;x
sacred_bear_desc;The Bear is highly sacred in this region, thought to be the earthly avatar of many powerful gods and goddesses. ;L'ours est très sacré dans cette région, considéré comme l'avatar terrestre de nombreux et puissants dieux.;;;;;;;;;;;;x
sacred_horse;Sacred Horses;Chevaux Sacrés;;;;;;;;;;;;x
sacred_horse_desc;Protected by Macha, the white horses are a sign of the favour she has for this region.;Protégés par Macha, les chevaux blancs sont un signe de la faveur qu'elle a pour cette région.;;;;;;;;;;;;x
sacred_yew;Sacred Yew Trees;If à Baies;;;;;;;;;;;;x
sacred_yew_desc;A symbol of immortality, the mighty yew trees that grow in the sacred groves are a gift from the Gods.;Un symbole de l'immortalité, les puissants ifs qui poussent dans les bosquets sacrés sont un don des Dieux.;;;;;;;;;;;;x
sacred_stag;Sacred Stags;Cerfs Sacrés;;;;;;;;;;;;x
sacred_stag_desc;Companion to the Gods and the many spirits of the land, the stags and deer of this area are particularly healthy.;Compagnon pour les dieux et les nombreux esprits de la terre, les cerfs de cette région sont particulièrement sains.;;;;;;;;;;;;x
sacred_dog;Sacred Dogs;Chiens Sacrés;;;;;;;;;;;;x
sacred_dog_desc;Dogs are keen-scented, good at hunting, guarding, and healing themselves. Their abundance in this region is clearly a gift.;Les chiens sont considérés comme étant bons à la chasse, à la garde et à la guérison. Leur abondance dans cette région est clairement un cadeau.;;;;;;;;;;;;x
sacred_oak;Sacred Oaks;Chênes Sacrés;;;;;;;;;;;;x
sacred_oak_desc;The great Oaks and the sacred mistletoe that they bear are of utmost importance to the Celts.;Les grands chênes et le gui sacré qu'ils portent sont d'une importance capitale pour les Celtes.;;;;;;;;;;;;x
sacred_standing_stones;Standing Stones;Menhir;;;;;;;;;;;;x
sacred_standing_stones_desc;Often the site of pilgrimages, standing stones are a boon for any lord, their presence lending prestige and protection.;Souvent, sur le site des pèlerinages, les Menhirs sont une aubaine pour tout seigneur, leur présence présure le prestige et la protection.;;;;;;;;;;;;x
sacred_lake;Sacred Lake;Lac Sacrés;;;;;;;;;;;;x
sacred_lake_desc;This mysterious lake is often the recipient of gifts to the Gods, for its waters are considered a pathway to the Otherworld.;Ce lac mystérieux est souvent le récipient des dons des dieux, car ses eaux sont considérées comme une voie vers l'Autre Monde.;;;;;;;;;;;;x
sacred_source;Sacred Spring;Fontaine Sacrée;;;;;;;;;;;;x
sacred_source_desc;The waters flowing from this source are thought to hold healing powers and are thus sacred.;Les eaux qui s'écoulent de cette source sont censées avoir des pouvoirs de guérison et sont donc sacrées.;;;;;;;;;;;;x
sacred_river;Sacred River;Rivière Sacrée;;;;;;;;;;;;x
sacred_river_desc;A goddess is believed to reside in the waters of this river, blessing all peoples living near it.;On croit qu'une déesse réside dans les eaux de cette rivière, bénissant tous les peuples qui vivent près d'elle.;;;;;;;;;;;;x
###### Circle of Druids;;;;;;;;;;;;;;x
CIRCLE_OF_DRUIDS;The Circle of Druids;Le Cercle des Druides;;;;;;;;;;;;x
NEXT_ARCH_DRUID;Successor;Successeur;;;;;;;;;;;;x
title_druid_circle_member;Druid of the Circle;Druide de Cercle;;;;;;;;;;;;x
best_candidate_title_druid_circle_member;My best candidate;Mon meilleur candidat;;;;;;;;;;;;x
best_candidate_title_druid_circle_member_tooltip;Of all the Druids in my realm, this one is the likeliest to enter the Circle of Druids;De tous les Druides de mon royaume, c'est celui-ci qui a le plus de chance d'entrer dans le Cercle des Druides;;;;;;;;;;;;x
expected_next_title_druid_circle_member;Expected next member;Prochain membre attendu;;;;;;;;;;;;x
expected_next_title_druid_circle_member_tooltip;This druid is probably the next member of the Circle, once a position becomes available;Ce druide est probablement le prochain membre du Cercle, dès qu'un siège sera vacant.;;;;;;;;;;;;x
###### Gaulish;;;;;;;;;;;;;;x
gaulish;Gaulish;gaulois;Gaulish;;Gaulish;;;;;;;;;x
RETTYPE_CUL_GAULISH;Gallic Horsemen;Cavalerie Gauloise;;;Caballeria Gala¡;;;;;;;;;x
ca_culture_gaulish_1_desc;The Celts of Gaul were renowned for their excellent cavalry tactics and were often hired on as mercenaries. They even formed the core of the Roman Empire's cavalry regiments for several hundred years. This is where the new breed of Gaulish heavy cavalry are trained.;Les Celtes Gaulois étaient réputés pour leurs excellentes tactiques de cavalerie et étaient souvent embauchés comme mercenaires. Ils ont même formé le noyau des régiments de cavalerie de l'empire romain pendant plusieurs centaines d'années. C'est là que la nouvelle race de cavalerie lourde gauloise est formée.;;;;;;;;;;;;x
ca_culture_gaulish_1;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
ca_culture_gaulish_2;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
ca_culture_gaulish_3;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
ca_culture_gaulish_4;Cavalry Field;Cavalerie Gauloise;;;;;;;;;;;;x
###### Bloodlines ;;;;;;;;;;;;;;x
living_legend_male;Legendary Blood of [From.Founder.GetFirstName];Sang légendaire de [From.Founder.GetFirstName];;;;;;;;;;;;x
living_legend_female;Legendary Blood of [From.Founder.GetFirstName];Sang légendaire de [From.Founder.GetFirstName];;;;;;;;;;;;x
living_legend_male_desc;[From.Founder.GetFirstName] was legend even in his time. An accomplished warrior and headhunter, [From.Founder.GetFirstName] defeated countless foes in single combat. His legend lives on in this character's blood.;[From.Founder.GetFirstName] était une légende, même à son époque. Guerrier et chasseur de têtes accompli, [From.Founder.GetFirstName] a vaincu un nombre incalculable d’ennemis en un seul combat. Sa légende vit dans le sang de ce personnage.;;;;;;;;;;;;x
living_legend_female_desc;[From.Founder.GetFirstName] was legend even in her time. An accomplished warrior and headhunter, [From.Founder.GetFirstName] defeated countless foes in single combat. Her legend lives on in this character's blood.;[From.Founder.GetFirstName] était une légende, même à son époque. Guerrière et chasseuse de têtes accompli, [From.Founder.GetFirstName] a vaincu un nombre incalculable d’ennemis en un seul combat. Sa légende vit dans le sang de ce personnage.;;;;;;;;;;;;x
arthur_pendragon;Blood of Arthur Pendragon;Sang d'Arthur Pendragon;;;;;;;;;;;;x
arthur_pendragon_desc;[From.Founder.GetFullName] is widely recognized as a descendant of Arthur Pendragon, the legendary King of Britain. [From.Founder.GetHerHis] blood, flowing in the veins of this character, is considered semi-divine by Celtic peoples.;[From.Founder.GetFullName] est largement reconnu comme un descendant d'Arthur Pendragon, le légendaire roi de Bretagne. Le sang [From.Founder.GetHerHis], coulant dans les veines de ce personnage, est considéré comme semi-divin par les peuples celtes.;;;;;;;;;;;;x
