#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
nick_the_warrior;the Warrior;le Guerrier;der Krieger;;El Guerrero;;;;;;;;;x
nick_the_mystic;the Mystic;le Mystique;der Mystiker;;El Místico;;;;;;;;;x
nick_the_bad;the Bad;le Mauvais;der Schlecht;;El Malo;;;;;;;;;x
nick_the_generous;the Generous;le Généreux;der Großzügig;;El Generoso;;;;;;;;;x
nick_the_honorable;the Honorable;le Honorable;der Ehrenhaft;;El Honorable;;;;;;;;;x
nick_the_treacherous;the Treacherous;le Perfide;der Verräterisch;;El Traicionero;;;;;;;;;x
nick_the_weak;the Weak;le Faible;der Schwach;;El Débil;;;;;;;;;x
nick_the_scarred;the Scarred;le Balafré;der Narbig;;El Cicatrizado;;;;;;;;;x
nick_the_quiet;the Quiet;le Tranquille;der Ruhig;;El Tranquilo;;;;;;;;;x
nick_the_shrewd;the Shrewd;le Astucieux;der Schlau;;El Hábil;;;;;;;;;x
nick_the_peaceful;the Peaceful;le Pacifique;der Friedlich;;El Pacífico;;;;;;;;;x
nick_the_ambitious;the Ambitious;le Ambitieux;der Ehrgeizig;;El Ambicioso;;;;;;;;;x
nick_the_truthful;the Truthful;le Véridique;der Wahrheitsgemäß;;El Veraz;;;;;;;;;x
nick_the_distrustful;the Distrustful;le Méfiant;der Misstrauisch;;El Desconfiado;;;;;;;;;x
nick_the_righteous;the Righteous;le Vertueux;der Rechtschaffen;;El Virtuoso;;;;;;;;;x
nick_the_hotspur;Hotspur;Hotspur;Hotspur;;Hotspur;;;;;;;;;x
nick_the_boar;the Boar;le Verrat;der Wildschwein;;El Verraco;;;;;;;;;x
nick_the_pompous;the Pompous;le Pompeux;der Pompös;;El Pomposo;;;;;;;;;x
nick_the_exile;the Exile;le Exil;der Exil;;El Exilio;;;;;;;;;x
nick_the_infirm;the Infirm;le Infirme;der Gebrechlich;;El Enfermizo;;;;;;;;;x
nick_the_reluctant;the Reluctant;le Réticent;der Widerstrebend;;El Renuente;;;;;;;;;x
nick_the_peculiar;the Peculiar;le Particulier;der Eigenartig;;El Peculiar;;;;;;;;;x
nick_the_dane;the Dane;le Danois;der Däne;;El Danés;;;;;;;;;x
nick_the_saxon;the Saxon;le Saxon;der Sachse;;El Sajón;;;;;;;;;x
nick_the_scot;the Scot;le Écossais;der Schotte;;El Escocés;;;;;;;;;x
nick_the_german;the German;le Allemand;der Deutsch;;El Alemán;;;;;;;;;x
nick_the_rich;the Rich;le Riche;der Reich;;El Rico;;;;;;;;;x
nick_the_stammerer;the Stammerer;le Bègue;der Stotterer;;El Tartamudo;;;;;;;;;x
nick_the_brilliant;the Brilliant;le Brillant;der Brillant;;El Brillante;;;;;;;;;x
nick_the_norman;the Norman;le Normand;der Norman;;El Normando;;;;;;;;;x
nick_the_moor;the Moor;le Moor;der Moor;;El Moor;;;;;;;;;x
nick_the_apathetic;the Apathetic;l'Apathique;der Apathisch;;El Apático;;;;;;;;;x
nick_the_upright;the Upright;le Droit;der Aufrecht;;El Recto;;;;;;;;;x
nick_the_skjald;the Skjald;le Skjald;der Skjald;;El Skjald;;;;;;;;;x
nick_the_bard;the Bard;le Bard;der Bard;;El Bard;;;;;;;;;x
nick_the_scop;the Scop;le Scop;der Scop;;El Scop;;;;;;;;;x
nick_the_recluse;the Recluse;le Recluse;der Recluse;;El Recluso;;;;;;;;;x
nick_the_tyrant;the Tyrant;le Tyran;der Tyrann;;El Tirano;;;;;;;;;x
nick_the_nord;the Nord;le Nord;der Nord;;El Nord;;;;;;;;;x
nick_the_breton;the Breton;le Breton;der Bretonisch;;El Breton;;;;;;;;;x
nick_the_finn;the Finn;le Finlandais;der Finne;;El Finlandés;;;;;;;;;x
nick_the_candid;the Candid;le Candide;der Offen;;El Franco;;;;;;;;;x
nick_the_clubfoot;the Clubfoot;le Pied Bot;der Klumpfuß;;El Pie Zambo;;;;;;;;;x
nick_the_suspicious;the Suspicious;le Méfiant;der Misstrauisch;;El Desconfiado;;;;;;;;;x
nick_the_eagle;the Eagle;le Aigle;der Adler;;El Águila;;;;;;;;;x
nick_the_seemly;the Seemly;le Convenable;der Schicklich;;El Decoroso;;;;;;;;;x
nick_the_ashik;the Ashik;le Ashik;der Ashik;;El Ashik;;;;;;;;;x
nick_the_minnesinger;the Minnesinger;le Minnesinger;der Minnesänger;;El Minnesinger;;;;;;;;;x
nick_the_wanton;the Wanton;le Gratuit;der Mutwillig;;El Sin Sentido;;;;;;;;;x
nick_the_glorious;the Glorious;le Glorieux;die Glorreiche;;El Glorioso;;;;;;;;;x
nick_the_hungarian;the Hungarian;le Hongroise;die Ungarisch;;El Húngaro;;;;;;;;;x
nick_the_bohemian;the Bohemian;le Bohémien;die Böhmisch;;El Bohemio;;;;;;;;;x
nick_the_sickly;the Sickly;le Maladif;die Kränklich;;El Enfermizo;;;;;;;;;x
nick_the_bloodaxe;Bloodaxe;Bloodaxe;Bloodaxe;;Bloodaxe;;;;;;;;;x
nick_the_russian;the Russian;le Russe;die Russisch;;El Ruso;;;;;;;;;x
nick_the_battler;the Battler;le Battler;die Kämpfer;;El Guerrero;;;;;;;;;x
nick_the_terrible_eyes;the Terrible Eyes;le Yeux Terribles;die Schrecklichen Augen;;El Terribles Ojos;;;;;;;;;x
nick_the_serb;the Serb;le Serbe;die Serbe;;El Serbio;;;;;;;;;x
nick_the_ox;the Ox;le Bœuf;die Ochse;;El Buey;;;;;;;;;x
nick_the_powerful;the Powerful;le Puissant;die Kraftvoll;;El Poderoso;;;;;;;;;x
nick_the_turk;the Turk;le Turc;die Türke;;El Turco;;;;;;;;;x
nick_the_pole;the Pole;le Pôle;die Pol;;El Polo;;;;;;;;;x
nick_the_godless;the Godless;le Impie;die Gottlos;;El Sin Dios;;;;;;;;;x
nick_the_stuttering_and_lame;the Stuttering and Lame;le Bégaiement et Boiteux;die Stottern und Lahmen;;El Tartamudez y los Cojos;;;;;;;;;x
nick_the_fanged;the Fanged;le Crocs;die Fanged;;El Colmillos;;;;;;;;;x
nick_the_wrymouth_syren;the Wrymouth;le Wrymouth;die Schiefmund;;El Wrymouth;;;;;;;;;x
nick_the_mongol;the Mongol;le Mongol;die Mongole;;El Mongol;;;;;;;;;x
nick_the_persian;the Persian;le Persian;die Persisch;;El Persa;;;;;;;;;x
nick_the_pilgrim;the Pilgrim;le Pèlerin;die Pilger;;El Peregrino;;;;;;;;;x
nick_the_noisy;the Noisy;le Bruyant;die Laut;;El Ruidoso;;;;;;;;;x
nick_the_duelist;the Duelist;le Duelliste;die Duellant;;El Duelista;;;;;;;;;x
nick_the_trickster;the Trickster;le Trickster;die Trickster;;El Trickster;;;;;;;;;x
nick_the_tempest;the Tempest;le Tempête;die Sturm;;El Tempestad;;;;;;;;;x
nick_the_fierce;the Fierce;le Féroce;die Heftig;;El Feroz;;;;;;;;;x
nick_the_iron;the Iron;le Fer;die Eisen;;El de Hierro;;;;;;;;;x
nick_the_wild;the Wild;le Sauvage;die Wild;;El Salvaje;;;;;;;;;x
nick_the_eunuch;the Eunuch;le Eunuque;die Eunuch;;El Eunuco;;;;;;;;;x
nick_the_child;the Child;le Enfant;die Kind;;El Niño;;;;;;;;;x
nick_the_implacable;the Implacable;le Implacable;die Unerbittlich;;El Implacable;;;;;;;;;x
nick_the_purpleborn;the Purple-Born;le Purple-Born;die Purple-Born;;El Purple-Born;;;;;;;;;x
nick_the_defenderofgodsfaith;the Defender of God's Faith;le Défenseur de la Foi de Dieu;die Defender von Gottes Glaube;;El Defensor de la Fe de Dios;;;;;;;;;x
nick_the_anointed;the Anointed;le Oint;die Gesalbte;;El Ungido;;;;;;;;;x
nick_the_madman;the Madman;le Fou;die Verrückte;;El Loco;;;;;;;;;x
nick_the_slobberer;the Slobberer;le Slobberer;die Slobberer;;El Slobberer;;;;;;;;;x
nick_the_one_eyed;the One-Eyed;le Borgne;die Einäugig;;El Tuerto;;;;;;;;;x
nick_the_oak;the Oak;le Chêne;die Eiche;;El Roble;;;;;;;;;x
nick_the_merchant;the Merchant;le Commerçant;die Kaufmann;;El Comerciante;;;;;;;;;x
nick_the_italian;the Italian;le Italien;die Italienisch;;El Italiano;;;;;;;;;x
nick_the_armenian;the Armenian;le Arménien;die Armenisch;;El Armenio;;;;;;;;;x
nick_the_strict;the Strict;le Strict;die Streng;;El Estricto;;;;;;;;;x
nick_the_extravagant;the Extravagant;le Extravagant;die Extravagant;;El Extravagante;;;;;;;;;x
nick_the_berserker;the Berserker;le Berserker;die Berserker;;El Berserker;;;;;;;;;x
nick_the_raven;the Raven;le Corbeau;die Rabe;;El Cuervo;;;;;;;;;x
nick_the_lackland;the Lackland;le Lackland;die Lackland;;El Lackland;;;;;;;;;x
