#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Epic Bloodline Events;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
descendant_of_hector;Blood of Hector;;;;;;;;;;;;;x
descendant_of_hector_desc;This character is recognized as a direct descendant of Prince Hector. Their presence in battle strengthens the resolve of their allies.;;;;;;;;;;;;;x
descendant_of_aeneas;Blood of Aeneas;;;;;;;;;;;;;x
descendant_of_aeneas_desc;This character is recognized as a direct descendant of Aeneas. Their vassals are more confident in their rule.;;;;;;;;;;;;;x
descendant_of_paris;Blood of Paris;;;;;;;;;;;;;x
descendant_of_paris_desc;This character is recognized as a direct descendant of Paris of Troy. They are considered more sexually appealing, being descended from two of the most attractive mortals of the mythic era, Paris and Helen.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
achilles_reborn;Achilles Reborn;;;;;;;;;;;;;x
achilles_reborn_desc;This character is the reincarnation of Achilles, the mythic hero of The Illiad. Enemy armies tremble at the mention of their name.;;;;;;;;;;;;;x
odysseus_reborn;Odysseus Reborn;;;;;;;;;;;;;x
odysseus_reborn_desc;This character is the reincarnation of Odysseus, the mythic hero of The Illiad. All those that dare to plot in this character's realm fear the day they are discovered by this character.;;;;;;;;;;;;;x
nestor_reborn;Nestor Reborn;;;;;;;;;;;;;x
nestor_reborn_desc;This character is the reincarnation of Geronian Nestor, the mythic hero of The Illiad. All listen with rapt attention when this character speaks, hanging on their every word.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
hector_reborn;Hector Reborn;;;;;;;;;;;;;x
hector_reborn_desc;This character is the reincarnation of Prince Hector, the Defender of Troy. Soldiers under this character's command believe that they can defend against anything, excepting only the Olympian gods themselves.;;;;;;;;;;;;;x
aeneas_reborn;Aeneas Reborn;;;;;;;;;;;;;x
aeneas_reborn_desc;This character is the reincarnation of Aeneas, hero of Troy and founder of Rome. This character's vassals feel secure in the knowledge that they are being led by such a great administrator.;;;;;;;;;;;;;x
paris_reborn;Paris Reborn;;;;;;;;;;;;;x
paris_reborn_desc;This character is the reincarnation of Paris, Prince of Troy. This character is considered one of the most desirable people in the world, the object of sexual and romantic fantasy for many.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
###### Epic Bloodline Nicknames;;;;;;;;;;;;;;x
