#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
meneth.220.c;[Root.Liege.GetTitledFirstName] must right some injustice;;;;[Root.Liege.GetTitledFirstName] tiene injusticias que corregir;;;;;;;;;x;
meneth.221.desc;Based on the faction vote, the following options are available to us. What action should we take? Your choice will be put to a vote.;;;;Basándonos en los votos de la facción, tenemos disponibles las siguientes opciones. ¿Cuál de ellas deberíamos tomar? Puedes votar por una de ellas.;;;;;;;;;x;
meneth.221.a;Support our liege;;;;Apoyar a nuestro señor;;;;;;;;;x;
meneth.221.b;Strengthen our position;;;;Reforzar nuestra posición;;;;;;;;;x;
meneth.221.c;Demand crown authority reduced;;;;Solicitar reducir la autoridad real;;;;;;;;;x;
meneth.221.d;Weaken liege;;;;Debilitar al señor;;;;;;;;;x;
meneth.222.desc;A vote has been called on whether or not to provide [Root.Liege.GetTitledFirstName] with financial support for the current war. The proposal is to contribute a tenth of our income this year to fund [Root.Liege.GetHerHim]. Do you support this?;;;;Se ha solicitado el voto para decidir si ofrecer o no apoyo financiero a [Root.Liege.GetTitledFirstName] en su guerra actual. La propuesta es contribuir con el diezmo de nuestros ingresos anuales. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.223.desc;All the votes have been tallied.;;;;Se han contado todos los votos.;;;;;;;;;x;
meneth.223.a;The vote succeeded;;;;La propuesta tuvo éxito;;;;;;;;;x;
meneth.223.b;The vote failed;;;;La propuesta fracasó;;;;;;;;;x;
meneth.224.desc;All the votes have been tallied. The vote succeeded;;;;Se han contado todos los votos. El resultado es afirmativo.;;;;;;;;;x;
meneth.225.desc;All the votes have been tallied. The vote failed;;;;Se han contado todos los votos. El resultado es negativo.;;;;;;;;;x;
meneth.226.desc;My loyal vassals have decided to provide me with financial support for the current war. Perhaps this will tip the scales in our favor.;;;;Tus leales vasallos han decidido ofrecerte apoyo financiero para tu actual guerra. Quizás esto incline la balanza a nuestro favor.;;;;;;;;;x;
meneth.227.desc;A vote has been called upon whether to demand lower vassal obligations. It is proposed that we present [Root.Liege.GetTitledFirstName] with an ultimatum. Do you support this?;;;;Se ha solicitado el voto para decidir si exigir menores deberes a los vasallos. Se propone presentar a [Root.Liege.GetTitledFirstName] un ultimátum. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.228.desc;It seems that my vassals are unhappy with their current level of obligations. They're demanding that I change the law. Should I accept the ultimatum?;;;;Parece que los vasallos no están contentos con su actuales obligaciones. Están pidiendo que modifiques la ley. ¿Deberías aceptar?;;;;;;;;;x;
meneth.229.desc;A vote has been called upon whether to demand title revocation removed. It is proposed that we present [Root.Liege.GetTitledFirstName] with an ultimatum. Do you support this?;;;;Se ha solicitado el voto para decidir si solicitar que se elimine la revocación de títulos. Se propone presentar a [Root.Liege.GetTitledFirstName] un ultimátum. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.230.desc;As usual, my vassals are complaining about the title revocation law. This time, however, they've served their complaints to me along with an actual ultimatum. Do I sacrifice the law? I potentially face a dangerous revolt if I do not.;;;;Como de costumbre, los vasallos protestan por la actual ley de revocación de títulos. En esta ocasión, sin embargo, vienen con un ultimátum. ¿Deberías aceptar? De lo contrario puedes enfrentarte a una guerra civil.;;;;;;;;;x;
meneth.231.desc;A vote has been called on whether to demand revocation of the internal peace law. It is proposed that we present [Root.Liege.GetTitledFirstName] with an ultimatum. Do you support this?;;;;Se ha solicitado el voto para decidir si exigir la revocación de la ley de Paz del Rey limitada. Se propone presentar a [Root.Liege.GetTitledFirstName] un ultimátum. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.232.desc;A confluence of my vassals demand that I revoke a law of the land, allowing vassal war and infighting. What should I do?;;;;Un grupo de vasallos solicita que revoques la ley de la Paz del Rey limitada, lo que les permitiría declarar guerras. ¿Qué deberías hacer?;;;;;;;;;x;
meneth.233.desc;[Root.Liege.GetTitledFirstName] has refused our ultimatum! Should we call for open revolt?;;;;¡[Root.Liege.GetTitledFirstName] ha rehusado nuestro ultimátum! ¿Deberíamos pedir una revuelta?;;;;;;;;;x;
meneth.234.desc;[Root.Liege.GetTitledFirstName] has refused our ultimatum, and the faction leader is calling for an open revolt! Is revolt the right choice?;;;;[Root.Liege.GetTitledFirstName] ha rehusado nuestro ultimátum y el líder de la facción desea pedir una revuelta. ¿Es la decisión acertada?;;;;;;;;;x;
meneth.235.desc;The votes have been tallied.;;;;Se han contado todos los votos.;;;;;;;;;x;
meneth.235.a;To war!;;;;¡A la guerra!;;;;;;;;;x;
meneth.235.b;Peace in our time;;;;Tiempo de paz;;;;;;;;;x;
meneth.236.desc;We have decided to call a vote for the reduction of crown authority. How should it be reduced?;;;;Se ha decidido votar una acción para reducir la autoridad real. ¿De qué manera debería reducirse?;;;;;;;;;x;
meneth.236.a;Lower obligations;;;;Menos obligaciones;;;;;;;;;x;
meneth.236.b;No revocation;;;;Sin revocaciones de títulos;;;;;;;;;x;
meneth.236.c;No internal peace;;;;Revocando la Paz del Rey limitada;;;;;;;;;x;
meneth.237.desc;We have decided to call a vote to weaken our liege. How should [Root.Liege.GetSheHe] be weakened?;;;;Se ha decidido votar una acción para debilitar a nuestro señor. ¿De qué manera debemos debilitarle?;;;;;;;;;x;
meneth.237.a;Force release of imprisoned vassals;;;;Forzar la liberación de vasallos encarcelados;;;;;;;;;x;
meneth.237.b;Give away a county;;;;Que entregue un condado;;;;;;;;;x;
meneth.237.c;Give money to the faction;;;;Que pague dinero a la facción;;;;;;;;;x;
meneth.237.d;[Root.Liege.GetSheHeCap] should bloody abdicate!;;;;¡Que abdique! ¡Maldita sea!;;;;;;;;;x;
meneth.238.desc;The faction leader wants [Root.Liege.GetTitledFirstName] to release all vassals currently held prisoner. Do you support this?;;;;El líder de la facción quiere que [Root.Liege.GetTitledFirstName] libere a los vasallos que tiene encarcelados. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.239.desc;The autonomy faction demands that I release all vassals currently held prisoner. It could be worse.;;;;La facción de autonomía solicita que liberes a todos los vasallos que tengas prisioneros. Podría ser peor.;;;;;;;;;x;
meneth.240.desc;The faction leader wants our liege, [Root.Liege.GetTitledFirstName], to give away a county. Do you support this?;;;;El líder de la facción quiere que [Root.Liege.GetTitledFirstName] entregue un condado. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.241.desc;My greedy vassals demand that I just give away one of the counties in my demesne! Shall I cave?;;;;¡Tus avariciosos vasallos solicitan que entregues uno de los condados de tu heredad! ¿Deberías acceder?;;;;;;;;;x;
meneth.242.desc;The faction leader wants our liege to send all of the faction's members an appropriate amount of gold and silver. Do you support this?;;;;El líder de la facción quiere que [Root.Liege.GetTitledFirstName] nos entregue a todos una cantidad apropiada de dinero. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.243.desc;My avaricious underlings have gotten the courage to demand that I give them gold as reparations for whatever wrong they imagine me to have done them. Should I do this?;;;;¡Tus avariciosos vasallos tienen el valor de pedirte que les entregues oro en reparación por algún supuesto daño que imaginan que les has hecho! ¿Deberías acceder?;;;;;;;;;x;
meneth.244.desc;The faction leader wants [Root.Liege.GetTitledFirstName] to allow external inheritance. Do you support this?;;;;El líder de la facción quiere que [Root.Liege.GetTitledFirstName] permita herencias al exterior. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.245.desc;Most of my vassals demand that I change crown law in order to allow them to inherit titles external to the realm, something which may consequently allow them to leave my realm, taking a piece of it with them when they do. Should I do it?;;;;La mayoría de tus vasallos solicita que cambies la ley para permitirles heredar títulos fuera del reino, lo que permitiría que tus vasallos se llevaran partes del reino si cambian de señor. ¿Deberías acceder?;;;;;;;;;x;
meneth.246.desc;The faction leader wants [Root.Liege.GetTitledFirstName] to abdicate from his position as our liege lord. Do you support deposing [Root.Liege.GetHerHim]?;;;;El líder de la facción quiere que [Root.Liege.GetTitledFirstName] abdique de su posición como nuestro señor. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.247.desc;By [Root.Religion.GetRandomGodNameCap], I'd never thought it would come to this. A dissident, powerful faction of my vassals has voted to demand my abdication as their rightful liege lord. Should I humbly accept the ultimatum? If not, I'll risk allowing the realm to be torn apart by revolt.;;;;Por [Root.Religion.GetRandomGodNameCap], jamás pensé que llegaríamos a esto. Una poderosa facción de disidentes ha decidido solicitar tu abdicación como su señor feudal. ¿Aceptarás humildemente el ultimátum? En caso contrario nos arriesgamos a una guerra civil.;;;;;;;;;x;
meneth.248.desc;We have decided to take an action that will neither hurt nor harm our liege. What action should we take?;;;;Hemos decidido tomar una acción que no perjudique a nuestro señor, ¿cuál debería ser?;;;;;;;;;x;
meneth.248.a;Preserve the status quo;;;;Mantener el status quo;;;;;;;;;x;
meneth.248.b;Share military supplies and leadership, boosting our levies;;;;Compartir liderazgo y suministros militares, para mejorar las nuestras levas.;;;;;;;;;x;
meneth.248.c;Cooperate in economic development endeavors;;;;Cooperar en nuestros esfuerzos de desarrollo económico.;;;;;;;;;x;
meneth.249.desc;The faction leader has called for increased cooperation between faction members. This can only be good.;;;;El líder de la facción quiere que aumentemos la cooperación entre los miembros de la facción. Esto sólo puede ser bueno.;;;;;;;;;x;
meneth.249.a;Military cooperation begins;;;;Comienza la cooperación militar;;;;;;;;;x;
meneth.249.b;Economic cooperation begins;;;;Comienza la cooperación económica;;;;;;;;;x;
meneth.250.desc;We have decided to support our liege, [Root.Liege.GetTitledFirstName]. What action should we take?;;;;Se ha decidido apoyar a nuestro señor, [Root.Liege.GetTitledFirstName]. ¿Qué deberíamos hacer?;;;;;;;;;x;
meneth.250.a;Provide financial support for the current war;;;;Proporcionar apoyo financiero en la guerra actual;;;;;;;;;x;
meneth.250.b;Give [Root.Liege.GetHerHim] a commendation;;;;Alabarle públicamente;;;;;;;;;x;
meneth.251.desc;The faction leader wants to commend our liege for the good job that [Root.Liege.GetSheHe]'s done ruling the realm while upholding our rights. Do you support this?;;;;El líder de la facción quiere que alabemos públicamente a [Root.Liege.GetTitledFirstName] por el buen trabajo realizado en el gobierno del reino, respetando nuestros derechos. ¿Estás de acuerdo?;;;;;;;;;x;
meneth.252.desc;I have just received word that my vassals want to commend my rule of the realm as well as recognize my just protection of their rights and, indeed, the vassal contract. I'm not sure whether to accept with pride or only with the greatest humility, but either way, I will gladly receive their commendation with honor and gratitude.;;;;Acabo de enterarme de que tus vasallos desean alabarte en público por tu labor protegiendo los derechos feudales de todos. Puedes recibirles con orgullo o con humildad, en cualquier caso es un gran honor que recibir con gran alegría y gratitud.;;;;;;;;;x;
meneth.253.desc;Many of my important vassals sent riders to let us know that they are meeting to discuss my rule, with all due respect to the law. All in all, they seem happy. If anything comes of the meeting, I'll hear within days.;;;;Tus más importantes vasallos enviaron mensajeros para hacerte saber que se van a reunir para discutir tu gobierno, con el debido respeto a las leyes. En general parecen contentos. Te informaré si deciden algo en unos días.;;;;;;;;;x;
meneth.254.desc;Many of my vassals are holding a meeting, one of the topics of which is the quality of my rule. They probably don't have any aims but the status quo, although they may decide to go forward with autonomous cooperation measures which have recently been proposed.;;;;Muchos de tus vasallos se están reuniendo para discutir la calidad de tu gobierno. Probablemente no tengan interés en cambiar las cosas, pero es posible que decidan seguir adelante con propuestas para aumentar su autonomía.;;;;;;;;;x;
meneth.255.desc;A solid group of my vassals have been riding for days in order to meet, many openly criticizing my rule. My spymaster, [Root.job_spymaster.GetBestName], reports that a number seem to be pretty disgruntled. If anything serious actually comes of the their complaining, I'll know within days.;;;;Un grupo de vasallos decididos han cabalgado durante días para reunirse, algunos criticando abiertamente tu gobierno. El maestro de espías [Root.job_spymaster.GetBestName], informa que muchos están descontentos. Te informaré en unos días si algo serio surgiera de sus quejas.;;;;;;;;;x;
meneth.256.desc;My vassals have wisely decided not to act upon my refusal to heed their ultimatum. They might not be so quick to stand-down in the future.;;;;Tus vasallos han decidido sabiamente no seguir adelante con el ultimátum. La próxima vez tal vez no sean tan indulgentes.;;;;;;;;;x;
meneth.257.desc;Most of my vassals have decided to cooperate in order to improve their own situation. While this doesn't directly affect me, it does make them a greater potential danger to my rule. On the other hand, it may be easier to squeeze some extra coin or levies from them if the need should arise.;;;;La mayoría de tus vasallos han decido cooperar entre ellos para mejorar su posición. Aunque no te afecta directamente, supone una amenaza potencial para tu gobierno. Por otro lado, tal vez sea más fácil lograr una moneda o alguna leva extra si surge la necesidad.;;;;;;;;;x;
meneth.257.a;They will be able to field more soldiers;;;;Podrán llevar más soldados.;;;;;;;;;x;
meneth.257.b;They'll cooperate in economic development;;;;Cooperarán en el desarrollo económico.;;;;;;;;;x;
meneth.258.desc;According to the tally, we are to revolt. If there are any second thoughts, now is the time to voice them. We intend to mobilize in three weeks. If you wish to stay loyal to [Root.Liege.GetTitledFirstName], in addition to voicing your opinion now, you MUST manually leave the autonomy faction before the war.;;;;Según el recuento, vamos a rebelarnos. Si alguien quiere pensárselo dos veces, es el momento de decirlo. En tres semanas movilizaremos las tropas. Si deseas permanecer leal a [Root.Liege.GetTitledFirstName], además de expresar tu opinión, debes abandonar la facción MANUALMENTE antes de que comience la guerra.;;;;;;;;;x;
meneth.258.a;To war!;;;;¡A la guerra!;;;;;;;;;x;
meneth.258.b;I refuse to be a part of this petty revolt;;;;No quisiste formar parte de esta minúscula rebelión.;;;;;;;;;x;
faction_members_angry;This will degrade relations with all faction members that do not also refuse the call to war.;;;;Esto perjudicará tu relación con todos los miembros de la facción que hayan decidido ir a la guerra.;;;;;;;;;x;
meneth.259.desc;The votes have all been counted, and we will not revolt.;;;;Los votos se han contado, y no nos rebelaremos.;;;;;;;;;x;
meneth.260.desc;It is time to launch our revolt!;;;;¡Es hora de comenzar la revuelta!;;;;;;;;;x;
meneth.261.desc;It seems my vassals do indeed have the nerve to act upon my refusal to heed their outrageous ultimatum. I must prepare for war immediately: they'll be able to mobilize and march upon [Root.Capital.GetName] within the month. If blood is what they want, then blood is what they'll get.;;;;Al parecer, tus vasallos tienen suficientes arrestos para seguir con su indignante ultimátum, a pesar de tu negativa. Debes prepararte inmediatamente para la guerra: serán capaces de movilizar sus tropas y alcanzar [Root.Capital.GetName] en cuestión de un mes. Si sangre es lo que quieren, sangre tendrán.;;;;;;;;;x;
meneth.400.desc;It is time we asserted our dominion over Anatolia. We should invade Iconium.;;;;Es hora de imponer nuestro dominio sobre Anatolia. Deberíamos invadir Iconium;;;;;;;;;x;
meneth.400.a;To war!;;;;¡A la guerra!;;;;;;;;;x;
meneth.400.b;I'd rather not;;;;Mejor no.;;;;;;;;;x;
meneth.401.desc;A member of our dynasty has established himself in a position of power in Anatolia. Perhaps it would be best to let him rule Anatolia independently?.;;;;Un miembro de tu dinastía ha logrado establecer una posición de poder en Anatolia, ¿sería mejor dejarle gobernar Anatolia de manera independiente?;;;;;;;;;x;
meneth.401.a;Very well;;;;Muy bien.;;;;;;;;;x;
meneth.402.desc;The formation of the Rum Sultanate provides us with the perfect opportunity to declare independence from the empire. If we petition the emperor for independence he will likely grant our request as he knows it'll be almost impossible to project his power here now.;;;;La creación del Sultanato Rum nos proporciona la excusa perfecta para declarar la independencia del imperio. Si se la solicitamos al emperador es probable que la conceda, ya que sabe que es casi imposible que pueda ejercer su poder tan lejos.;;;;;;;;;x;
meneth.402.a;Petition for independence;;;;Petición de independencia;;;;;;;;;x;
meneth.403.desc;The rulers of Cilicia and Antioch have petitioned me for independence. Their lands are of course part of my realm by right, but I'm not sure I've actually got the means to keep them obedient. Granting them independence would be admitting that we cannot reconquer our lost lands.;;;;Los gobernantes de Cilicia y Antioquía te han pedido la independencia. Por supuesto, tales tierras son parte de tu reino por derecho, pero no es seguro que tengas los medios para mantenerles obedientes. Concederles la independencia sería admitir que no puedes reconquistar la tierra perdida.;;;;;;;;;x;
meneth.403.a;Grant them independence;;;;Concederles la independencia;;;;;;;;;x;
meneth.403.b;Deny them independence;;;;Denegarles la independencia;;;;;;;;;x;
meneth.404.desc;The emperor has granted our request for independence!;;;;¡El emperador ha accedido nuestra solicitud de independencia!;;;;;;;;;x;
meneth.404.a;Rejoice!;;;;¡Rogocijémonos!;;;;;;;;;x;
meneth.405.desc;The emperor has refused our request for independence! We should go to war and gain it by force of arms, then.;;;;¡El emperador ha rechazado nuestra solicitud de independencia! Sólo nos queda la opción de conseguirla por las armas, entonces.;;;;;;;;;x;
meneth.406.desc;We've achieved independence by military means!;;;;¡Hemos logrado la independencia por la fuerza de las armas!;;;;;;;;;x;
meneth.407.desc;We are in a prime position to further extend our dominion over Anatolia. It is time we took the rest of this peninsula.;;;;Tenemos una posición privilegiada para extender nuestro dominio sobre Anatolia. Es hora de tomar el resto de la península.;;;;;;;;;x;
meneth.408.desc;We've successfully taken the rest of Anatolia, only the city of Trapezous still resists our dominion.;;;;Hemos tomado con éxito el resto de Anatolia, tan sólo la ciudad de Trebisonda resiste.;;;;;;;;;x;
meneth.409.desc;We've lost Anatolia, but we can still reclam the coast.;;;;Hemos perdido Anatolia, pero aún podemos reclamar la costa.;;;;;;;;;x;
meneth.410.desc;The emperor tried to take our rightful lands, but we repelled his attempt. Our dominion over Anatolia is now clear to all.;;;;El emperador trató de quitarnos nuestras legítimas tierras, pero rechazamos su intento. Ahora está claro nuestro dominio de Anatolia.;;;;;;;;;x;
meneth.411;Formation of Rum;;;;Formación de Rum;;;;;;;;;x;
meneth.411.desc;With the Byzantine armies crushed by the Turks, Turkish warlords have exploited the power vacuum left by the Byzantine retreat. \nThey have managed to gain near complete control over the Anatolian peninsula. A dark shadow looms over the future of the once great empire; will foreign invaders and internal trouble spell its doom, or will it persevere through it all?;;;Con los ejércitos bizantinos destrozados por el turco, los señores turcos han aprovechado el vacío de poder dejado por la retirada bizantina.\nHan logrado un control casi completo de la península de Anatolia. Una gran sombra se cierne sobre el futuro del que fuera un gran imperio.;;;;;;;;;;x
meneth.411.b;This can only mean trouble;;;;Esto sólo pueden ser problemas.;;;;;;;;;x;
meneth.411.c;Even once great empires may fall;;;;Incluso los grandes imperios pueden caer.;;;;;;;;;x;
meneth.412.desc;Ensures that Armenia isn't dejure Byzantine when it shouldn't be.;;;;Asegura que Armenia no sea territorio de jure bizantino cuando no deba.;;;;;;;;;x;
meneth.413.desc;The Bulgarians have long been a thorn in our side. Now, as a result of the Rumites taking much of our rightful land they have become brave enough to actively resist our rule. They demand increased autonomy or they will make our rule hell. If we deny them it might make other groups troublesome as well.;;;;Los búlgaros han sido durante mucho tiempo una espina clavada en el costado. Ahora, como resultado de la pérdida de tierras a manos de los rumitas, han reunido el valor para resistirse a nuestro mandato. Solicitan su autonomía ampliada o amenazan con hacer tu gobierno más difícil. Si se lo negamos, otros grupos podrían volverse problemáticos también.;;;;;;;;;x;
meneth.413.a;Lower the taxes;;;;Bajar los impuestos;;;;;;;;;x;
meneth.413.b;Keep the taxes high and force them into the army;;;;Mantener los impuestos altos y obligarles a alistarse;;;;;;;;;x;
meneth.413.c;Give them some autonomy;;;;Darles algo de autonomía;;;;;;;;;x;
meneth.414.desc;The unrest caused by the Bulgarians has spread to [Root.GetName].;;;;El conflicto causado por los búlgaros se ha extendido a [Root.GetName].;;;;;;;;;x;
meneth.415.desc;The unrest caused by the Bulgarians has dissipated from [Root.GetName].;;;;El conflicto causado por los búlgaros se ha mitigado en [From.GetName].;;;;;;;;;x;
meneth.416.desc;The Emperor has decided to ignore the Bulgarian demands for autonomy, and as a result there is now constant unrest amongst the Bulgarian population. Members of other ethnic groups have used this as an opportunity to express their discontent with the empire. We can expect this unrest to leave a lasting impact on the empire.;;;;El emperador ha decidido ignorar las demandas búlgaras de mayor autonomía, lo que ha provocado disturbios constantes en la población de Bulgaria. Otros grupos étnicos han aprovechado la oportunidad para mostrar su descontento con el imperio. Estos disturbios tendrán un gran impacto en el imperio.;;;;;;;;;x;
meneth.416.a;This concerns us greatly as our lands are affected;;;;Esto nos preocupa mucho porque afecta a nuestras tierras.;;;;;;;;;x;
meneth.416.b;Luckily our lands remain unaffected;;;;Por suerte, esto no afecta a nuestras tierras.;;;;;;;;;x;
meneth.417.desc;The Emperor has decided to grant the Bulgarians significant autonomy within the empire, placating them. For now.;;;;El emperador ha decidido conceder a los búlgaros una autonomía significativa, calmando los ánimos. Por ahora.;;;;;;;;;x;
meneth.418.desc;The Bulgarians are rising against our rule, and war is inevitable unless we give into their demands.;;;;Los búlgaros se están rebelando contra tu gobierno, y la guerra es inevitable a menos que accedas a sus demandas.;;;;;;;;;x;
meneth.418.a;Give them independence;;;;Darles la independencia;;;;;;;;;x;
