#Religion Names;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#Holy Book, Priest, and God Names;;;;;;;;;;;;;;x
THE_GINZA_RABA;The Ginza Raba;La Ginza Raba;Die Ginza Raba;;La Ginza Raba;;;;;;;;;x
VIETmisc.210.desc;It has come to my attention that you're a follower of a heretical Shiite sect. Their tenets and philosophies are an affront to Allah and the teachings of the Prophet (peace be upon him). I urge you instead to embrace Twelver Shiism.\n\nSigned,\n[From.GetTitledFirstName];J'ai appris que vous êtes un adepte d'une secte chiite hérétique. Leurs principes et philosophies sont un affront à Allah et aux enseignements du Prophète (que la paix soit sur lui). Je vous conseille plutôt d'adopter le Chiisme Ismaéliens\n\nSigné\n[From.GetTitledFirstName];;;;;;;;;;;;x
VIETmisc.210.a;Never!;Jamais !;;;;;;;;;;;;x
VIETmisc.211.tooltip;You send word that you agree to adopt Sevener Shiism.;Vous envoyez le mot que vous acceptez d'adopter le Chiisme Ismaéliens;;;;;;;;;;;;x
VIETmisc.211.desc;As always, my liege, your wisdom far exceeds my own. If you think it best, I will abandon my infidel beliefs and instead embrace the doctrines of Sevener Shiism.\n\nSigned,\n[From.GetTitledFirstName];Comme toujours, votre sagesse dépasse de loin la mienne. Si vous le pensez ainsi, j'abandonnerai mes croyances infidèles et j'adopterai les doctrines du Chiisme Ismaéliens.\n\nSigné\n[From.GetTitledFirstName];;;;;;;;;;;;x
VIETmisc.211.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETmisc.212.tooltip;You send word that you refuse to adopt Sevener Shiism.;Vous envoyez le mot que vous refusez d'adopter le Chiisme Ismaéliens;;;;;;;;;;;;x
VIETmisc.212.desc;You may be my liege in the mortal world, but do not presume to dictate how I lead my spiritual life. That is between me, Allah and the Prophet (peace be upon them). I have no intention of adopting the infidel ways of Sevener Shiism.\n\nSigned,\n[From.GetTitledFirstName];Vous pouvez être mon seigneur dans le monde des mortels, mais ne vous donnez pas la prétention de dicter comment je mène ma vie spirituelle. C'est entre moi, Allah et le Prophète (que la paix soit sur eux). Je n'ai pas l'intention d'adopter les manières infidèles du Chiisme Ismaéliens.\n\nSigné,\n[From.GetTitledFirstName];;;;;;;;;;;;x
VIETmisc.212.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETmisc.213.desc;xxxxx;xxxxx;;;;;;;;;;;;x
VIETmisc.213.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETmisc.214.desc;[From.GetTitledFirstName] is not a Fiver Shiite, even though you are. Perhaps you should have a word with [From.GetHerHim].;[From.GetTitledFirstName] n'est pas un Chiite Zaïdisme, même si vous l'êtes. Peut-être devriez-vous parler avec [From.GetHerHim].;;;;;;;;;;;;x
VIETmisc.214.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETmisc.215.desc;It has come to my attention that you're a follower of a heretical Shiite sect. Their tenets and philosophies are an affront to Allah and the teachings of the Prophet (peace be upon him). I urge you instead to embrace Fiver Shiism.\n\nSigned,\n[From.GetTitledFirstName];J'ai appris que vous êtes un adepte d'une secte chiite hérétique. Leurs principes et philosophies sont un affront à Allah et aux enseignements du Prophète (que la paix soit sur lui). Je vous conseille plutôt d'adopter le Chiisme Zaïdisme.\n\nSigné,\n[From.GetTitledFirstName];;;;;;;;;;;;x
VIETmisc.215.a;Never!;Jamais !;;;;;;;;;;;;x
VIETmisc.216.tooltip;You send word that you agree to adopt Fiver Shiism.;Vous envoyez le mot que vous acceptez d'adopter le Chiisme Zaïdisme;;;;;;;;;;;;x
VIETmisc.216.desc;As always, my liege, your wisdom far exceeds my own. If you think it best, I will abandon my infidel beliefs and instead embrace the doctrines of Fiver Shiism.\n\nSigned,\n[From.GetTitledFirstName];Comme toujours, votre sagesse dépasse de loin la mienne. Si vous le pensez ainsi, j'abandonnerai mes croyances infidèles et j'adopterai les doctrines du Chiisme Zaïdisme.\n\nSigné\n[From.GetTitledFirstName];;;;;;;;;;;;x
VIETmisc.216.a;xxxxx;xxxxx;;;;;;;;;;;;x
VIETmisc.217.tooltip;You send word that you refuse to adopt Fiver Shiism.;Vous envoyez le mot que vous refusez d'adopter le Chiisme Zaïdisme;;;;;;;;;;;;x
VIETmisc.217.desc;You may be my liege in the mortal world, but do not presume to dictate how I lead my spiritual life. That is between me, Allah and the Prophet (peace be upon them). I have no intention of adopting the infidel ways of Fiver Shiism.\n\nSigned,\n[From.GetTitledFirstName];Vous pouvez être mon seigneur dans le monde des mortels, mais ne vous donnez pas la prétention de dicter comment je mène ma vie spirituelle. C'est entre moi, Allah et le Prophète (que la paix soit sur eux). Je n'ai pas l'intention d'adopter les manières infidèles du Chiisme Zaïdisme.\n\nSigné,\n[From.GetTitledFirstName];;;;;;;;;;;;x
VIETmisc.217.a;xxxxx;xxxxx;;;;;;;;;;;;x
#Bad Priests;;;;;;;;;;;;;;x
VIETmisc.224.desc;Widespread rumors say that [From.GetTitledFirstName] leads a most immoral lifestyle, quite unsuitable for the spiritual head of all true [From.Religion.GetName]s.;Des rumeurs disent que [From.GetTitledFirstName] mène un style de vie très immoral, tout à fait inadapté pour le chef spirituel de tous les vrais [From.Religion.GetName]s.;;;;;;;;;;;;x
VIETmisc.224.a;May the Light protect us in these dark times!;Que la Lumière nous protège en ces temps sombres !;;;;;;;;;;;;x
#VIET Holy Orders;;;;;;;;;;;;;;x
expel_buddhist_holy_order;Expel the Western Shaolin Monks;Expulser les moines Shaolin occidentaux;;;;;;;;;;;;x
expel_buddhist_holy_order_desc;I can drive the Western Shaolin Monks from my realm and seize their temples. However, it is a very impious thing to do...;Je peux chasser les moines Shaolin occidentaux de mon royaume et saisir leurs temples. Cependant, c'est une chose très impie à faire...;;;;;;;;;;;;x
donate_money_to_buddhist_holy_order;Donate 300¤ to the Western Shaolin Monks;Faites un don de 300¤ aux moines Shaolin occidentaux;;;;;;;;;;;;x
donate_money_to_buddhist_holy_order_desc;I can donate money to the Western Shaolin Monks in exchange for Piety and lifelong respect from the Priesthood.;Je peux donner de l'argent aux moines Shaolin occidentaux en échange de piété et du respect éternel du clergé.;;;;;;;;;;;;x
expelled_buddhist_holy_order;Expelled the Western Shaolin Monks;A expulsé les moines Shaolin occidentaux;;;;;;;;;;;;x
VIETmisc.231.title;Shaolin Monks in the West;Les moines Shaolin en Occident;;;;;;;;;;;;x
VIETmisc.231.desc;The Dharma - that is, the teachings of the Buddha - have spread once more across the Silk Road, and now dominates much of Central Asia like it did in the days of old. Word of this has even spread all the way to China. With this in mind, the monks of Shaolin Temple, famous for its traditions of martial arts - taught by the revered Buddhist master Bodhidharma - have decided to establish a branch in the West, in order to protect the Buddhists of Central Asia.\n\nThe Western Shaolin Monastery, as it shall be known, will strive to uphold justice and order in these turbulent times. Adventurous and noble monks have traveled afar to settle in the West so that the Dharma may spread and flourish.;Le Dharma - c'est-à-dire, les enseignements du Bouddha - se sont répandus une fois de plus à travers la Route de la Soie, et domine maintenant une grande partie de l'Asie Centrale comme elle le faisait autrefois. La nouvelle s'est même répandue en Chine. C'est dans cet esprit que les moines du temple Shaolin, célèbre pour ses traditions d'arts martiaux - enseignées par le vénéré maître bouddhiste Bodhidharma - ont décidé d'établir une branche en Occident, afin de protéger les bouddhistes d'Asie centrale. Des moines aventuriers et nobles ont voyagé loin pour s'installer en Occident afin que le Dharma puisse se répandre et s'épanouir.;;;;;;;;;;;;x
VIETmisc.231.a;These monks will defend the weak and helpless!;Ces moines défendront les faibles et les démunis !;;;;;;;;;;;;x
VIETmisc.231.b;Buddhists only fight in self-defense… right?;Les bouddhistes ne se battent qu'en légitime défense... non ?;;;;;;;;;;;;x
VIETmisc.233.desc;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Western Shaolin Monks in their struggle against those who attack Buddhism, even though this will forever disinherit him.;Mon [GetFromRelation], [From.GetTitledFirstName], a demandé à rejoindre les moines Shaolin occidentaux dans leur lutte contre ceux qui attaquent le bouddhisme, même si cela le déshéritera à jamais.;;;;;;;;;;;;x
VIETmisc.234.tooltip;[This.GetTitledFirstName] becomes a Shaolin Monk.;[This.GetTitledFirstName] devient un moine Shaolin.;;;;;;;;;;;;x
VIETmisc.237.desc;Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly in our efforts to protect the Buddhist Sangha! Surely you have gained good karma from this.\n\nNamo Amituofo\nAbbot [From.GetFirstName];Ô grand [Root.PrimaryTitle.GetRulerTitle], votre don extrêmement généreux nous aidera grandement dans nos efforts pour protéger la Sangha Bouddhiste ! Vous avez sûrement gagné un bon karma grâce à ça.\n\nNamo Amituofo\nAbbot [From.GetFirstName];;;;;;;;;;;;x
VIETmisc.241.desc;Most noble [Root.GetTitledFirstName], the Western Shaolin Monks need more locations in order to train monks and support our many temples and monasteries. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nNamo Amituofo\nAbbot [From.GetFirstName];Ô grand [Root.GetTitledFirstName], les moines Shaolin occidentaux ont besoin de plus d'emplacements pour former des moines et soutenir nos nombreux temples et monastères. Mon attention s'est porté sur cet endroit approprié dans votre domaine - dans [FromFrom.GetName] pour être précis. Je suis prêt à vous payer 100 pièces d'or en échange du droit de construire une forteresse là-bas.\n\nNamo Amituofo\nAbbot [From.GetFirstName];;;;;;;;;;;;x
VIETmisc.242.desc;The Western Shaolin Monks have constructed a temple in [Root.GetName]!;Les moines Shaolin occidentaux ont construit un temple à [Root.GetName] !;;;;;;;;;;;;x
VIETmisc.244.desc;Your majesty, this antagonism is completely unwarranted! We Shaolin Monks have traveled all the way from China to protect the Western Buddhist Sangha - are you willing to make such sacrifices?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName];Votre Majesté, cet antagonisme est totalement injustifié ! Nous les moines Shaolin avons parcouru tout le chemin depuis la Chine pour protéger la Sangha bouddhiste occidentale - êtes-vous prêts à faire de tels sacrifices ?\n\nAvec colère et tristesse,\n\nGrand Maître [From.GetFirstName];;;;;;;;;;;;x
expel_hindu_holy_order;Expel the Warriors of Shiva;Expulser les guerriers de Shiva;;;;;;;;;;;;x
expel_hindu_holy_order_desc;I can drive the Warriors of Shiva from my realm and seize their castles. However, it is a very impious thing to do...;Je peux chasser les guerriers de Shiva de mon royaume et saisir leurs temples. Cependant, c'est une chose très impie à faire...;;;;;;;;;;;;x
donate_money_to_hindu_holy_order;Donate 300¤ to the Warriors of Shiva;Faites un don de 300¤ aux guerriers de Shiva;;;;;;;;;;;;x
donate_money_to_hindu_holy_order_desc;I can donate money to the Warriors of Shiva in exchange for Piety and lifelong respect from the Priesthood.;Je peux donner de l'argent aux guerriers de Shiva en échange de piété et du respect éternel du clergé.;;;;;;;;;;;;x
expelled_hindu_holy_order;Expelled the Warriors of Shiva;A expulsé les guerriers de Shiva;;;;;;;;;;;;x
VIETmisc.251.title;The Warriors of Shiva;Les Guerriers de Shiva;;;;;;;;;;;;x
VIETmisc.251.desc;Hindu beliefs have penetrated deep into the heartlands of western Asia, and many have converted to this Indian creed. However, a number of Hindus realize that their situation is precarious, for they are surrounded by religious enemies who label them as idolators and irrational polytheists. As such, a group of Hindu veterans have decided to form a holy order called the Warriors of Shiva.\n\nThese Warriors of Shiva hope to protect Hindus from attacks by zealous, bloodthirsty Muslims, Christians, and any others who antagonize the Hindu gods. Though some Hindus argue that these Warriors of Shiva are betraying their own beliefs, the new order sees no contradiction, and will protect their faith to the last man.;Les croyances hindoues ont pénétré profondément dans les terres centrales de l'Asie occidentale, et beaucoup se sont converties à cette croyance indienne. Cependant, un certain nombre d'hindous se rendent compte que leur situation est précaire, car ils sont entourés d'ennemis religieux qui les qualifient d'idolâtres et de polythéistes irrationnels. En tant que tel, un groupe d'anciens combattants hindous a décidé de former un ordre sacré appelé les Guerriers de Shiva.\n\nCes Guerriers de Shiva espèrent protéger les Hindous des attaques des musulmans zélés et assoiffés de sang, des chrétiens et de tous ceux qui s'opposent aux dieux hindous. Bien que certains Hindous affirment que ces guerriers de Shiva trahissent leurs propres croyances, le nouvel ordre ne voit aucune contradiction et protégera leur foi jusqu'au dernier homme.;;;;;;;;;;;;x
VIETmisc.251.a;They will garner good karma for their glorious deeds!;Ils recueilleront le bon karma pour leurs actes glorieux !;;;;;;;;;;;;x
VIETmisc.251.b;I thought they were supposed to be pacifists!;Je croyais qu'ils étaient censés être pacifistes !;;;;;;;;;;;;x
VIETmisc.253.desc;My [GetFromRelation], [From.GetTitledFirstName], has requested to join the Warriors of Shiva in their defense of the Hindu deities, even though this will forever disinherit him.;Mon [GetFromRelation], [From.GetTitledFirstName], a demandé de rejoindre les Guerriers de Shiva dans leur défense des divinités hindoues, même si cela le déshéritera à jamais.;;;;;;;;;;;;x
VIETmisc.254.tooltip;[This.GetTitledFirstName] becomes a Warrior of Shiva.;[This.GetTitledFirstName] devient un Guerrier de Shiva.;;;;;;;;;;;;x
VIETmisc.257.desc;Great [Root.PrimaryTitle.GetRulerTitle], your extremely generous donation will aid us greatly as we eradicate any who offend our faith! Surely you have gained good karma from this.\n\nBlessings upon you\nLord [From.GetFirstName];Ô grand [Root.PrimaryTitle.GetRulerTitle], Votre don extrêmement généreux nous aidera grandement à éradiquer tous ceux qui offensent notre foi ! Vous avez sûrement acquis un bon karma grâce à ça.\n\nBénédiction sur vous\nSeigneur [From.GetFirstName];;;;;;;;;;;;x
VIETmisc.261.desc;Most noble [Root.GetTitledFirstName], the Warriors of Shiva need more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\n\nBlessings upon you\nLord [From.GetFirstName];Ô grand [Root.GetTitledFirstName], les Guerriers de Shiva ont besoin de plus d'emplacements pour pour entraîner les troupes et générer un revenu de soutien. Mon attention s'est porté sur cet endroit approprié dans votre domaine - dans [FromFrom.GetName] pour être précis. Je suis prêt à vous payer 100 pièces d'or en échange du droit de construire une forteresse là-bas.\n\nBénédiction sur vous\nSeigneur [From.GetFirstName];;;;;;;;;;;;x
VIETmisc.262.desc;The Warriors of Shiva have constructed a temple in [Root.GetName]!;Les guerriers de Shiva ont construit un temple à [Root.GetName] !;;;;;;;;;;;;x
VIETmisc.264.desc;Your majesty, this antagonism is completely unwarranted! The Warriors of Shiva are always ready to fight against the enemies of the Hindu deities. Perhaps you are one of these enemies?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName];Votre Majesté, cet antagonisme est totalement injustifié! Les guerriers de Shiva sont toujours prêts à lutter contre les ennemis des divinités hindoues. Peut-être êtes-vous l'un de ces ennemis ?\n\nAvec colère et tristesse,\n\nGrand Maître [From.GetFirstName];;;;;;;;;;;;x
#expel_manichean_holy_order;Expel the Defenders of the Light;Expulser les défenseurs de la lumière;;;;;;;;;;;;x
#expel_manichean_holy_order_desc;I can drive the Defenders of the Light from my realm and seize their castles. However, it is a very impious thing to do...;Je peux chasser les défenseurs de la lumière de mon royaume et saisir leurs temples. Cependant, c'est une chose très impie à faire...;;;;;;;;;;;;x
donate_money_to_manichean_holy_order;Donate 300¤ to the Defenders of the Light;Faites un don de 300¤ aux défenseurs de la lumière;;;;;;;;;;;;x
donate_money_to_manichean_holy_order_desc;I can donate money to the Defenders of the Light in exchange for Piety and lifelong respect from the Priesthood.;Je peux donner de l'argent aux défenseurs de la lumière en échange de piété et du respect éternel du clergé.;;;;;;;;;;;;x
expelled_manichean_holy_order;Expelled the Defenders of the Light;Expulser les défenseurs de la lumière;;;;;;;;;;;;x
VIETmisc.271.title;The Defenders of the Light;Les Défenseurs de la Lumière;;;;;;;;;;;;x
VIETmisc.271.desc;The Manichean Church once stretched across the world, before it was devoured by the ruthless followers of Christianity, Zoroastrianism, and Islam. Now, however, it has made a miraculous comeback. But the Manicheans’ situation are precarious as ever, as enemies surround it on all sides. Thus, a number of Uighur Manicheans, skilled in war due to their nomadic origins, have decided to form a holy order.\n\nCalling themselves as the “Defenders of the Light,” these men seek to protect their faith by fighting the enemies of Light. Some Manicheans are revolted and disgusted by the Defenders’ militant attitudes, but others argue that in a world where the faith of the final prophet, Mani, is constantly under the threat of extinction, extreme measures are sometimes necessary.;L'Église manichéenne s'étendait autrefois à travers le monde, avant d'être dévorée par les impitoyables adeptes du christianisme, du zoroastrisme et de l'islam. Aujourd'hui, cependant, il a fait un retour miraculeux. Mais la situation des Manichéens est plus précaire que jamais, car nos ennemis nous entourent de tous côtés. Ainsi, un certain nombre de Manichéens ouïgours, habiles dans l'art de l'art de la guerre à cause de leurs origines nomades, ont décidé de former un ordre sacré.\n\nEn s'appelant eux-mêmes les "Défenseurs de la Lumière", ces hommes cherchent à protéger leur foi en combattant les ennemis de la Lumière. Certains Manichéens sont révoltés et dégoûtés par les attitudes militantes des défenseurs, mais d'autres affirment que dans un monde où la foi du dernier prophète, Mani, est constamment menacée d'extinction, des mesures extrêmes sont parfois nécessaires.;;;;;;;;;;;;x
VIETmisc.271.a;The Light fears no Darkness!;La Lumière ne craint pas les Ténèbres !;;;;;;;;;;;;x
VIETmisc.271.b;What madmen, so obsessed with their “light.”;Quels fous, si obsédés par leur "lumière".;;;;;;;;;;;;x
