#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### New province names, custom regions, counties, baronies, etc.;;;;;;;;;;;;x
###### Provinces;;;;;;;;;;;;x
PROV1582;Ibb;;;;;;;;;;;x
PROV1583;Ma'bar;;;;;;;;;;;x
PROV1584;Lidam;;;;;;;;;;;x
PROV1585;Ranyah;;;;;;;;;;;x
PROV1586;Zalim;;;;;;;;;;;x
PROV1587;At Ta'if;;;;;;;;;;;x
PROV1588;Badr;;;;;;;;;;;x
PROV1589;Lajj;;;;;;;;;;;x
PROV1590;Wajh;;;;;;;;;;;x
PROV1591;Tayma;;;;;;;;;;;x
PROV1592;Jubbah;;;;;;;;;;;x
PROV1593;Ruewis;;;;;;;;;;;x
PROV1594;Iram;;;;;;;;;;;x
PROV1595;Dawkah;;;;;;;;;;;x
PROV1596;Thamarit;;;;;;;;;;;x
PROV1597;Raysut;;;;;;;;;;;x
PROV1598;Sulayyil;;;;;;;;;;;x
PROV1599;Sarawrah;;;;;;;;;;;x
PROV1600;Saniw;;;;;;;;;;;x
PROV1601;Thamud;;;;;;;;;;;x
PROV1602;Unayzah;;;;;;;;;;;x
PROV1603;Baqa;;;;;;;;;;;x
PROV1604;Turayf;;;;;;;;;;;x
PROV1605;Sakaka;;;;;;;;;;;x
PROV1606;Murra;;;;;;;;;;;x
PROV1607;Sai'ar;;;;;;;;;;;x
PROV1608;Wadden Islands;;;;;;;;;;;x
PROV1609;Lalland;;;;;;;;;;;x
PROV1610;Hlesey;;;;;;;;;;;x
PR0V1611;Isle of Wight;;;;;;;;;;;x
PROV1612;Norrbotten;Norrbotten;;;;;;;;;;x
PROV1613;Imedrasa;;;;;;;;;;;x
PROV1614;Rewd'a;;;;;;;;;;;x
PROV1615;Krusi;;;;;;;;;;;x
PROV1616;Lanzanub;;;;;;;;;;;x
PROV1617;Amezzyan;;;;;;;;;;;x
PROV1618;Lansa;;;;;;;;;;;x
PROV1619;Ayezdis;;;;;;;;;;;x
PROV1620;Ssekwila;;;;;;;;;;;x
PROV1621;Wat'a;;;;;;;;;;;x
PROV1622;Fses;;;;;;;;;;;x
PROV1623;Ssiy;;;;;;;;;;;x
PROV1624;Mmey;;;;;;;;;;;x
PROV1625;Tmenya;;;;;;;;;;;x
PROV1626;Tam;;;;;;;;;;;x
PROV1627;Taggara;;;;;;;;;;;x
PROV1628;Aqeyyua;;;;;;;;;;;x
PROV1629;Wahed;;;;;;;;;;;x
PROV1630;Zenaim;;;;;;;;;;;x
PROV1631;Tesaa;;;;;;;;;;;x
PROV1632;Refrus;;;;;;;;;;;x
PROV1633;Ttmentay;;;;;;;;;;;x
PROV1634;Swarti;;;;;;;;;;;x
PROV1635;Ssencred;;;;;;;;;;;x
PROV1636;Aqwia;;;;;;;;;;;x
PROV1637;Taqseft;;;;;;;;;;;x
PROV1638;Csi-Swarty;;;;;;;;;;;x
PROV1639;Ilcimara;;;;;;;;;;;x
PROV1640;Ohrmazd Ardashir;;;;;;;;;;;x
PROV1641;Beth Darai;;;;;;;;;;;x
PROV1642;Sus;;;;;;;;;;;x
PROV1643;Dastkart;;;;;;;;;;;x
PROV1644;Hira;;;;;;;;;;;x
PROV1645;Siz;;;;;;;;;;;x
PROV1646;Afrahrot;;;;;;;;;;;x
PROV1647;Tagrit;;;;;;;;;;;x
PROV1648;Hatra;;;;;;;;;;;x
PROV1649;Balad;;;;;;;;;;;x
PROV1650;Asoristan;;;;;;;;;;;x
PROV1651;Kaskar;;;;;;;;;;;x
PROV1652;Mesan;;;;;;;;;;;x
PROV1653;Shahrkart;;;;;;;;;;;x
PROV1654;Arbil;;;;;;;;;;;x
PROV1655;Newkart;;;;;;;;;;;x
PROV1656;Saokoros;;;;;;;;;;;x
PROV1657;Rima;;;;;;;;;;;x
PROV1658;Andegan;;;;;;;;;;;x
PROV1659;Dura;;;;;;;;;;;x
PROV1660;Anat;;;;;;;;;;;x
PROV1661;Hambar;;;;;;;;;;;x
PROV1662;Euphrates;;;;;;;;;;;x
PROV1663;Ur;;;;;;;;;;;x
PROV1664;Orukit;;;;;;;;;;;x
PROV1665;Xunan;;;;;;;;;;;x
PROV1666;Sigriane;;;;;;;;;;;x
PROV1667;Syarzur;;;;;;;;;;;x
PROV1668;Vastan;;;;;;;;;;;x
PROV1669;Abhar;;;;;;;;;;;x
PROV1670;Adurbadagan;;;;;;;;;;;x
PROV1671;Royan;;;;;;;;;;;x
PROV1672;Amol;;;;;;;;;;;x
PROV1673;Damavand;;;;;;;;;;;x
PROV1674;Nihavand;;;;;;;;;;;x
PROV1675;Belabad;;;;;;;;;;;x
PROV1676;Karka;;;;;;;;;;;x
PROV1677;Argan;;;;;;;;;;;x
PROV1678;Gor;;;;;;;;;;;x
PROV1679;Persepolis;;;;;;;;;;;x
PROV1680;Kariyan;;;;;;;;;;;x
PROV1681;Valaskart;;;;;;;;;;;x
PROV1682;Veh Ardeshir;;;;;;;;;;;x
PROV1683;Gobanan;;;;;;;;;;;x
PROV1684;Komis;;;;;;;;;;;x
PROV1685;Damagan;;;;;;;;;;;x
PROV1686;Rind;;;;;;;;;;;x
PROV1687;Kayen;;;;;;;;;;;x
PROV1688;Isfarayin;;;;;;;;;;;x
PROV1689;Xusrawkart;;;;;;;;;;;x
PROV1690;Gedrosia;;;;;;;;;;;x
PROV1691;Alexandria Carmania;;;;;;;;;;;x
PROV1692;Iskandahara;;;;;;;;;;;x
PROV1693;Arachosia;;;;;;;;;;;x
PROV1694;Bagisara;;;;;;;;;;;x
PROV1713;Tigris;;;;;;;;;;;x
PROV1714;Tigris;;;;;;;;;;;x
PROV1715;Euphrates;;;;;;;;;;;x
PROV1716;Euphrates;;;;;;;;;;;x
PROV1717;Euphrates;;;;;;;;;;;x
PROV1718;Euphrates;;;;;;;;;;;x
PROV1719;Euphrates;;;;;;;;;;;x
PROV1720;Euphrates;;;;;;;;;;;x
PROV1721;Euphrates;;;;;;;;;;;x
PROV1722;Euphrates;;;;;;;;;;;x
PROV1723;Euphrates;;;;;;;;;;;x
PROV1724;Euphrates;;;;;;;;;;;x
PROV1725;Euphrates;;;;;;;;;;;x
PROV1726;Euphrates;;;;;;;;;;;x
PROV1727;Tigris;;;;;;;;;;;x
PROV1728;Tigris;;;;;;;;;;;x
PROV1729;Tigris;;;;;;;;;;;x
PROV1730;Tigris;;;;;;;;;;;x
PROV1731;Tigris;;;;;;;;;;;x
PROV1732;Tigris;;;;;;;;;;;x
PROV1733;Tigris;;;;;;;;;;;x
PROV1734;Tigris;;;;;;;;;;;x
PROV1735;Tigris;;;;;;;;;;;x
PROV1736;Ulai;;;;;;;;;;;x
PROV1737;Euphrates;;;;;;;;;;;x
PROV1738;Nile;;;;;;;;;;;x
PROV1739;Nile;;;;;;;;;;;x
PROV1740;Nile;;;;;;;;;;;x
PROV1741;Oxus;;;;;;;;;;;x
PROV1742;Oxus;;;;;;;;;;;x
PROV1743;Oxus;;;;;;;;;;;x
PROV1744;Jaxartes;;;;;;;;;;;x
PROV1745;Jaxartes;;;;;;;;;;;x
PROV1747;Pohjois-Pohjanmaa;;;;;;;;;;;x
PROV1748;Kainuu;;;;;;;;;;;x
PROV1749;Pirkanmaa;;;;;;;;;;;x
PROV1750;Keski-Suomi;;;;;;;;;;;x
PROV1751;Kymenlaakso;;;;;;;;;;;x
PROV1752;Pohjois-Savo;;;;;;;;;;;x
PROV1753;Ladoga;;;;;;;;;;;x
PROV1754;Karjalankannas;;;;;;;;;;;x
PROV1755;Finnveden;;;;;;;;;;;x
PROV1756;Njudung;;;;;;;;;;;x
PROV1757;Vedbo;;;;;;;;;;;x
PROV1758;Sør-Trøndelag;;;;;;;;;;;x
PROV1759;Sogn Og Fjordane;;;;;;;;;;;x
PROV1760;Aust-Agder;;;;;;;;;;;x
PROV1761;Anabucis;;;;;;;;;;;x
###### Custom regions;;;;;;;;;;;;x
custom_leonese;Leon;;;;;;;;;;;x
custom_breton;Brittany;;;;;;;;;;;x
custom_occitan;Occitan;;;;;;;;;;;x
custom_frankish;Frankish;;;;;;;;;;;x
custom_diocese_britannia;Dioecesis Britanniae;;;;;;;;;;;;;x
custom_diocese_hispaniae;Dioecesis Hispaniae;;;;;;;;;;;;;x
custom_diocese_sevenprovinces;Dioecesis Septem Provinciarum;;;;;;;;;;;;;x
custom_diocese_gallia;Dioecesis Galliarum;;;;;;;;;;;;;x
custom_diocese_italia_annonaria;Diocesis Italiae Annonaria ;;;;;;;;;;;;;x
custom_diocese_italia_suburbicaria;Diocesis Italiae Suburbicaria;;;;;;;;;;;;;x
custom_diocese_africa;Dioecesis Africae;;;;;;;;;;;;;x
custom_diocese_pannoniae;Dioecesis Pannoniarum;;;;;;;;;;;;;x
custom_diocese_moesiae;Dioecesis Moesiae;;;;;;;;;;;;;x
custom_diocese_dacia;Dioecesis Daciae;;;;;;;;;;;;;x
custom_diocese_thrace;Dioecesis Thraciae;;;;;;;;;;;;;x
custom_diocese_asiana;Dioecesis Asiana;;;;;;;;;;;;;x
custom_diocese_pontica;Dioecesis Pontica;;;;;;;;;;;;;x
custom_diocese_oriens;Dioecesis Orientis;;;;;;;;;;;;;x
custom_diocese_aegyptus;Dioecesis Aegypti;;;;;;;;;;;;;x
custom_diocese_armenia;Dioecesis Armeniae;;;;;;;;;;;;;x
custom_praetorian_prefecture_galliarum;Praefectura Praetoria Galliarum;;;;;;;;;;;;;x
custom_praetorian_prefecture_italiae;Praefectura Praetoria Italiae;;;;;;;;;;;;;x
custom_praetorian_prefecture_illyrici;Praefectura Praetoria Illyrici;;;;;;;;;;;;;x
custom_praetorian_prefecture_orientis;Praefectura Praetoria Orientis;;;;;;;;;;;;;x
custom_pars_occidentalis;Pars Occidentalis;;;;;;;;;;;;;x
custom_pars_orientalis;Pars Orientalis;;;;;;;;;;;;;x
custom_imperium_romanum;Imperium Romanum;;;;;;;;;;;;;x
custom_diocese_caledonia;Caledonia;;;;;;;;;;;;;x
custom_diocese_hibernia;Hibernia;;;;;;;;;;;;;x
custom_diocese_mesopotamia;Mesopotamia;;;;;;;;;;;;;x
custom_diocese_germania_magna;Germania Magna;;;;;;;;;;;;;x
###### County/Barony Titles;;;;;;;;;;;;x
c_norrbotten;Norrbotten;Norrbotten;;;;;;;;;;x
c_imedrasa;Imedrasa;;;;;;;;;;;x
c_imedrasa_adj;Imedrasan;;;;;;;;;;;x
b_imedrasa;Imedrasa;;;;;;;;;;;x
b_azru;Az'r'u;;;;;;;;;;;x
b_arrbish;Arrbish;;;;;;;;;;;x
c_rewda;Rew'da;;;;;;;;;;;x
b_rewda;Rew'da;;;;;;;;;;;x
c_rewda_adj;Rewdian;;;;;;;;;;;x
b_tanda_clone;Tanda;;;;;;;;;;;x
b_ahegga;Ahegga;;;;;;;;;;;x
c_krusi;Krusi;;;;;;;;;;;x
c_krusi_adj;Krusian;;;;;;;;;;;x
b_krusi;Krusi;;;;;;;;;;;x
b_sen;Sen;;;;;;;;;;;x
b_nnuri;Nn'uri;;;;;;;;;;;x
c_lanzanub;Lanzanub;;;;;;;;;;;x
c_lanzanub_adj;Lanzubian;;;;;;;;;;;x
b_lazanub;Lazanub;;;;;;;;;;;x
b_yada;Yada;;;;;;;;;;;x
b_xza;Xza;;;;;;;;;;;x
c_amezzyan;Amezzyan;;;;;;;;;;;x
c_amezzyan_adh;Amezznian;;;;;;;;;;;x
b_sseniw;Sseniw;;;;;;;;;;;x
b_amezzyan;Amezzyan;;;;;;;;;;;x
b_adlis;Adlis;;;;;;;;;;;x
c_lansa;Lansa;;;;;;;;;;;x
c_lansa_adj;Lansan;;;;;;;;;;;x
b_lansa;Lansa;;;;;;;;;;;x
b_iref;Iref;;;;;;;;;;;x
b_ddubb;Ddub'b;;;;;;;;;;;x
c_ayezdis;Ayezdis;;;;;;;;;;;x
c_ayezdis_adj;Ayezdis;;;;;;;;;;;x
b_ayezdis;Ayezdis;;;;;;;;;;;x
b_tasennat;Tasennat;;;;;;;;;;;x
c_ssekwila;Ssekwila;;;;;;;;;;;x
b_afusi;Afusi;;;;;;;;;;;x
b_yeffus;Yeffus;;;;;;;;;;;x
b_ssekwila;Ssekwila;;;;;;;;;;;x
c_ssekwila_adj;Ssekwilan;;;;;;;;;;;x
c_wata;Wat'a;;;;;;;;;;;x
c_wata_adj;Wat'ani;;;;;;;;;;;x
b_wata;Wat'a;;;;;;;;;;;x
b_nisanianu;Nisanianu;;;;;;;;;;;x
b_bbez;Bbez;;;;;;;;;;;x
b_fses;Fses;;;;;;;;;;;x
c_fses_adj;Fsesian;;;;;;;;;;;x
c_fses;Fses;;;;;;;;;;;x
b_sa;Sa;;;;;;;;;;;x
b_izzen;Izzen;;;;;;;;;;;x
c_ssiy;Ssiy;;;;;;;;;;;x
c_ssiy_adj;Ssiyan;;;;;;;;;;;x
b_ssiy;Ssiy;;;;;;;;;;;x
b_iy;Iy;;;;;;;;;;;x
b_gian;Gian;;;;;;;;;;;x
b_sin_sin;Sin-Sin;;;;;;;;;;;x
c_mmey;Mmey;;;;;;;;;;;x
c_mmey_adj;Mmeyan;;;;;;;;;;;x
b_tnayen;Tnayen;;;;;;;;;;;x
b_mmey;Mmey;;;;;;;;;;;x
b_tmenya;Tmenya;;;;;;;;;;;x
c_tmenya;Tmenya;;;;;;;;;;;x
c_tmenya_adj;Tmenyan;;;;;;;;;;;x
b_tlata;Tlata;;;;;;;;;;;x
b_krad;Krad;;;;;;;;;;;x
b_tam;Tam;;;;;;;;;;;x
c_tam;Tam;;;;;;;;;;;x
c_tam_adj;Taman;;;;;;;;;;;x
b_zeraza;Zeraza;;;;;;;;;;;x
b_rba;R'ba;;;;;;;;;;;x
c_taggara;Taggara;;;;;;;;;;;x
c_taggara_adj;Taggaran;;;;;;;;;;;x
b_taggara;Taggara;;;;;;;;;;;x
b_erbaa;Erbaa;;;;;;;;;;;x
b_rebea;Rebea;;;;;;;;;;;x
c_aqeyyua;Aqueyyua;;;;;;;;;;;x
c_aqeyyua_adj;Aqeyyuan;;;;;;;;;;;x
b_aqueyyua;Aqueyyua;;;;;;;;;;;x
b_semmus;Semmus;;;;;;;;;;;x
b_ssdis;Ssdis;;;;;;;;;;;x
c_wahed;Wahed;;;;;;;;;;;x
c_wahed_adj;Wahedian;;;;;;;;;;;x
b_wahed;Wahed;;;;;;;;;;;x
b_sebaa;Sebaa;;;;;;;;;;;x
b_tsaa;Tsa'a;;;;;;;;;;;x
c_zenaim;Zenaim;;;;;;;;;;;x
c_zenaim_adj;Zenaimian;;;;;;;;;;;x
b_zenaim;Zenaim;;;;;;;;;;;x
b_eecra;Eecra;;;;;;;;;;;x
b_merau;Merau;;;;;;;;;;;x
c_tesaa;Tessa;;;;;;;;;;;x
c_tesaa_adj;Tessan;;;;;;;;;;;x
b_tesaa;Tessa;;;;;;;;;;;x
b_hidcras;Hidcras;;;;;;;;;;;x
b_tencras;Tencras;;;;;;;;;;;x
c_refrus;Refrus;;;;;;;;;;;x
c_refrus_adj;Refran;;;;;;;;;;;x
b_refrus;Refrus;;;;;;;;;;;x
b_arr;Arr;;;;;;;;;;;x
b_ssmun;Ssmun;;;;;;;;;;;x
b_tixsi;Tixsi;;;;;;;;;;;x
b_tiatt;Tiat't;;;;;;;;;;;x
c_ttmentay;Ttmentay;;;;;;;;;;;x
c_ttmentay_adj;Ttmentayan;;;;;;;;;;;x
b_ttmentay;Ttmentay;;;;;;;;;;;x
b_south_tixsi;South Tixsi;;;;;;;;;;;x
c_swarty;Swarti;;;;;;;;;;;x
b_swarty;Swarti;;;;;;;;;;;x
b_wah;Wah;;;;;;;;;;;x
b_rebda;Rebda;;;;;;;;;;;x
b_yah;Yah;;;;;;;;;;;x
b_swarty_in_north;Swarty-in-the-North;Swarty au Nord;;;;;;;;;;x
b_nekk;Nekk;;;;;;;;;;;x
b_melekiti;Melekiti;;;;;;;;;;;x
c_swarty_adj;Swartyan;;;;;;;;;;;x
c_ssencred;Ssencred;;;;;;;;;;;x
b_ssencred;Ssencred;;;;;;;;;;;x
c_ssencred_adj;Ssencredan;;;;;;;;;;;x
b_kkesfix;Kkesfix;;;;;;;;;;;x
b_kkes;Kkes;;;;;;;;;;;x
b_rexfif;Rexfif;;;;;;;;;;;x
b_harreb;Harreb;;;;;;;;;;;x
b_ssud;Ssud;;;;;;;;;;;x
c_aqwia;Aqwia;;;;;;;;;;;x
c_aqwia_adj;Aqwian;;;;;;;;;;;x
b_aqwia;Aqwia;;;;;;;;;;;x
c_taqseft;Taqseft;;;;;;;;;;;x
c_taqseft_adj;Taqseftan;;;;;;;;;;;x
b_taqseft;Taqseft;;;;;;;;;;;x
b_tarharraft;Tarharraft;;;;;;;;;;;x
b_ssqa;Ssqa;;;;;;;;;;;x
c_csi_swarty;Çsi-Swarti;;;;;;;;;;;x
c_csi_swarty_adj;Çsi-Swartyan;;;;;;;;;;;x
b_swarty_in_east;Swarti in the East;Swarti à l'Est;;;;;;;;;;x
b_anezruf;Anezruf;;;;;;;;;;;x
b_ad_a_dua;Ad'a'dua;;;;;;;;;;;x
b_ssallat;Ssallat;;;;;;;;;;;x
b_aynaw;Aynaw;;;;;;;;;;;x
b_tiggwdi;Tiggwdi;;;;;;;;;;;x
b_ilcimara;Ilcimara;;;;;;;;;;;x
c_ilcimara;Ilcimara;;;;;;;;;;;x
c_ilcimara_adj;Ilcimaran;;;;;;;;;;;x
b_tifirasse;Tifirasse;;;;;;;;;;;x
c_rhid;Rhid;;;;;;;;;;;x
c_rhid_adj;Rhidian;;;;;;;;;;;x
b_rhid;Rhid;;;;;;;;;;;x
b_yder;Yder;;;;;;;;;;;x
b_iyess;Iyess;;;;;;;;;;;x
c_issha;Issh'a;;;;;;;;;;;x
b_issha;Issh'a;;;;;;;;;;;x
b_rhebb;Rhebb;;;;;;;;;;;x
b_rxudat;Rxud'at;;;;;;;;;;;x
c_temeddit;Temeddit;;;;;;;;;;;x
c_temeddit_adj;Temeddit;;;;;;;;;;;x
b_temeddit;Temeddit;;;;;;;;;;;x
b_qqas;Qqas;;;;;;;;;;;x
b_amet_t_a;Amet't'a;;;;;;;;;;;x
c_tivremt;Tivremt;;;;;;;;;;;x
c_tivremt_adj;Tivremtan;;;;;;;;;;;x
b_tivremt;Tivremt;;;;;;;;;;;x
b_uay;Uay;;;;;;;;;;;x
b_asemmad;Asemmad;;;;;;;;;;;x
c_gewwed;Gewwed;;;;;;;;;;;x
c_gewwed_adj;Gewwed;;;;;;;;;;;x
b_gewwed;Gewwed;;;;;;;;;;;x
b_ssgenfa;Ssgenfa;;;;;;;;;;;x
b_amaz'ad;Amaz'ad;;;;;;;;;;;x
c_murzuk;Murzuk;;;;;;;;;;;x
c_murzuk_adj;Murzukan;;;;;;;;;;;x
b_murzuk;Murzuk;;;;;;;;;;;x
b_tanewwast;Tanewwast;;;;;;;;;;;x
b_fafa;Fafa;;;;;;;;;;;x
b_refrus_clone;Refrus;;;;;;;;;;;x
b_tincasin;Tincasin;;;;;;;;;;;x
b_ttmenyat;Ttmenyat;;;;;;;;;;;x
b_sbeh;Sbeh;;;;;;;;;;;x
b_izi;Izi;;;;;;;;;;;x
c_sewwa;Sewwa;;;;;;;;;;;x
c_sewwa_adj;Sewwan;;;;;;;;;;;x
b_sewwa;Sewwa;;;;;;;;;;;x
b_caya;Caya;;;;;;;;;;;x
b_ssiwer;Ssiwer;;;;;;;;;;;x
c_arrimata;Arrimata;;;;;;;;;;;x
c_arrimata_adj;Arrimatan;;;;;;;;;;;x
b_arrimata;Arrimata;;;;;;;;;;;x
b_ruhi;Ruhi;;;;;;;;;;;x
b_hasat;Hasat;;;;;;;;;;;x
c_tamuat;Tamuat;;;;;;;;;;;x
c_tamuat_adj;Tamuatan;;;;;;;;;;;x
b_tamuat;Tamuat;;;;;;;;;;;x
b_zzagg;Zzagg;;;;;;;;;;;x
b_ssahied;Ssahied;;;;;;;;;;;x
b_cedeh;Cedeh;;;;;;;;;;;x
b_barreh;Barreh;;;;;;;;;;;x
b_ssenag;Ssenag;;;;;;;;;;;x
b_urbs_tamuat;Urban-Tamuat;;;;;;;;;;;x
c_azeggif;Azeggif;;;;;;;;;;;x
c_azeggif_adj;Azeggifan;;;;;;;;;;;x
b_azeggif;Azeggif;;;;;;;;;;;x
b_dyes_tibbat;Dyes Tibbat;;;;;;;;;;;x
b_bzaya;Bzaya;;;;;;;;;;;x
b_ggifi;Ggifi;;;;;;;;;;;x
b_aqeyyua;Aqeyyua;;;;;;;;;;;x
b_darr;D'arr;;;;;;;;;;;x
b_abeccus;Abeccus;;;;;;;;;;;x
c_sidi;Sidi;;;;;;;;;;;x
c_sidi_adj;Sidian;;;;;;;;;;;x
b_sidi;Sidi;;;;;;;;;;;x
b_rehras;Rehras;;;;;;;;;;;x
b_aggey;Aggey;;;;;;;;;;;x
b_ssnuffa;Ssnuffa;;;;;;;;;;;x
b_tirmest;Tirmest;;;;;;;;;;;x
c_aziyra;Aziyra;;;;;;;;;;;x
c_aziyra_adj;Aziyran;;;;;;;;;;;x
b_aziyra;Aziyra;;;;;;;;;;;x
c_ymi;Ymi;;;;;;;;;;;x
c_ymi_adj;Ymian;;;;;;;;;;;x
b_ymi;Ymi;;;;;;;;;;;x
b_asrix;Asrix;;;;;;;;;;;x
b_wwet;Wwet;;;;;;;;;;;x
b_hzem;Hzem;;;;;;;;;;;x
b_asewwaf;Asewwaf;;;;;;;;;;;x
c_mya;Mya;;;;;;;;;;;x
c_mya_adj;Myan;;;;;;;;;;;x
b_mya;Mya;;;;;;;;;;;x
c_ggam;Ggam;;;;;;;;;;;x
c_ggam_adj;Ggami;;;;;;;;;;;x
b_ssqer;Ssqer;;;;;;;;;;;x
b_akebbud;Akebbud;;;;;;;;;;;x
c_rqa;Rqa;;;;;;;;;;;x
c_rqa_adj;Rqan;;;;;;;;;;;x
b_rqa;Rqa;;;;;;;;;;;x
b_has;Has;;;;;;;;;;;x
b_bda_bda;Bda-Bda;;;;;;;;;;;x
c_aggweh;Aggweh;;;;;;;;;;;x
c_aggweh_adj;Aggwehn;;;;;;;;;;;x
b_aggweh;Aggweh;;;;;;;;;;;x
