LOADING_TIP_15;Keep an eye on Mecca...;;;;;;;;;;;;;;x
LOADING_TIP_16;The Restorer of the Western Empire may also restore the Legions.;;;;;;;;;;;;;;x
LOADING_TIP_17;The Bosporans have been experimenting with strange religions in Crimea...;;;;;;;;;;;;;;x
LOADING_TIP_18;The Geatish tribes had not played a part in the invasions by the Jutes and Saxons. Under the right circumstances, Britain, too, could be theirs.;;;;;;;;;;;;;;x
LOADING_TIP_19;The once influential Nabataeans have since been reduced to meagre peasants, their Levantine province annexed and their culture lost...;;;;;;;;;;;;;;x
LOADING_TIP_20;Ernakh still lives, and with him, the Huns.;;;;;;;;;;;;;;x
LOADING_TIP_21;With a sudden conversion to Monophysitism, the Ghassanids and the Eastern Empire on rough terms.;;;;;;;;;;;;;;x
LOADING_TIP_22;If you find bugs, tell us.;;;;;;;;;;;;;;x
LOADING_TIP_23;By Germanic steel the Romans fall, but by Roman words are the Germans moved.;;;;;;;;;;;;;;x
LOADING_TIP_24;Should the Western Empire fall, the Eastern Emperor can task their loyal foederati the Ostrogoths to invade.;;;;;;;;;;;;;;x
LOADING_TIP_25;The Himyarites have finally won their century long struggle with Saba, but now they are surrounded by enemies.;;;;;;;;;;;;;;x
LOADING_TIP_26;Glycerius, a former Emperor is a bishop right under Julius Nepos' nose in May 480.;;;;;;;;;;;;;;x
LOADING_TIP_27;Not the age of Crusades, nor the age of stable realms, these are the Dark Ages, and nobody is safe from migratory, German steel.;;;;;;;;;;;;;;x
LOADING_TIP_28;Like Pompey, like Caesar - the greatest enemy of a Roman is another Roman.;;;;;;;;;;;;;;x
LOADING_TIP_29;Sub-Roman provinces are dotted throughout this mad world. Is there hope for the Empire yet?;;;;;;;;;;;;;;x
LOADING_TIP_30;The Vandals may be powerful, but they are quickly alienating their people with Arian, Germanic ways.;;;;;;;;;;;;;;x
LOADING_TIP_31;It is madness to resist the Dark Ages, only to survive them.;;;;;;;;;;;;;;x
LOADING_TIP_32;How the world would have changed if instead it was Alamannia?;;;;;;;;;;;;;;x
LOADING_TIP_33;The Tocharians of the Tarim Basin are small, but pose a significant threat amongst the Steppes.;;;;;;;;;;;;;;x
LOADING_TIP_34;The Celts still occupy the Isles, with the druids guiding their tribes as in the days of old.;;;;;;;;;;;;;;x
LOADING_TIP_35;Syagrius might not be able control his Romano-Gallic vassals, who view the impromptu Roman Rex as weak.;;;;;;;;;;;;;;x
LOADING_TIP_36;Centuries of weak rulership and constant raids by the Hepthals have left the mighty Gupta on the brink of annihilation.;;;;;;;;;;;;;;x
LOADING_TIP_37;English culture is an end result of an incredible set of coincidences. Could it ever happen again?;;;;;;;;;;;;;;x
LOADING_TIP_38;While the Britons currently stand united, only time will tell of Welsh and Cumbric divisions.;;;;;;;;;;;;;;x
LOADING_TIP_39;Armorica was the hardest part of the mod.;;;;;;;;;;;;;;x
LOADING_TIP_40;The King of Lazica has unwisely declared Zoroastrianism the state religion. How long will it last?;;;;;;;;;;;;;;x
LOADING_TIP_41;The Celtic still roam in Spain!;;;;;;;;;;;;;;x
LOADING_TIP_42;A brave Briton could stand up to the Saxons, but resistance is futile.;;;;;;;;;;;;;;x
LOADING_TIP_43;If you thought the Senate was hard, try the Praefecti Urbi.;;;;;;;;;;;;;;x
LOADING_TIP_44;The Eastern Roman Senate is even weaker than the Western, but a Byzantine Republic could always be realized...;;;;;;;;;;;;;;x
LOADING_TIP_45;Germanic leaders must struggle with the changing times.;;;;;;;;;;;;;;x
LOADING_TIP_46;Welcome to the Older Gods!;;;;;;;;;;;;;;x
LOADING_TIP_47;Anything is possible in this world.;Tout est possible dans ce monde.;;;;;;;;;;;;;x
LOADING_TIP_48;The Frisians live in a desolate land, but perhaps there is better to be found in Regia.;;;;;;;;;;;;;;x
LOADING_TIP_49;The Alans have travelled a great deal, but is Georgia truly their final home?;;;;;;;;;;;;;;x
LOADING_TIP_50;Laudate Syagrius Rex! Long Live Rome!;Laudate Syagrius Rex! Vive Rome!;;;;;;;;;;;;;x
LOADING_TIP_51;The Libyans worship the god Gurzil, the offspring of Amun and a cow.;Les Libyens vènerent Gurzil, la progéniture d'Amun et une vache.;;;;;;;;;;;;;x
LOADING_TIP_52;The Punic culture has been dismantled and integrated into the Roman Empire. However still, some nomads living deep in the Sahara cling to their peoples' heritage...;;;;;;;;;;;;;;x
LOADING_TIP_53;Ernakh, the last of Huns, still controls a small empire. Can he prove himself worthy like the "Scourge of God" - his father - before him?;;;;;;;;;;;;;;x
LOADING_TIP_54;There are mysterious Hellenic cults that flourished before the rise of Christianity. Many still have their place, varying from Africa to the Levant.;;;;;;;;;;;;;;x
LOADING_TIP_55;A strong ruler with a claim on a unformed empire can use it as a basis for invasions.;;;;;;;;;;;;;;x
LOADING_TIP_56;The Belemmyes of Eastern Africa worship the god Mandulis, a Nubian corruption of the Egyptian God Horus.;;;;;;;;;;;;;;x
LOADING_TIP_57;The Slavs of the Steppe have been rapidly increasing their rate of expansion. If left unchecked, they could come to dominate the known world.;;;;;;;;;;;;;;x
LOADING_TIP_58;While the newly emigrated Suebians may be Arian, to the south, the Macromanni are still pagans.;;;;;;;;;;;;;;x
LOADING_TIP_59;Deep inside the Persian Empire rests the Hellenic Kingdom of Maysan, the lone remnant of Alexander the Great's vast successor kingdoms.;;;;;;;;;;;;;;x
LOADING_TIP_60;If the empire of Rome falls the Roman identity will fall with it.;;;;;;;;;;;;;;x
LOADING_TIP_61;Traders of the greater Indian Ocean trade have been using Socotra as a base of operations for some time...;;;;;;;;;;;;;;x
LOADING_TIP_62;While most of Ireland has been converted to Christianity the descendants of Niall of the Nine Hostages, the Uí Néill remain staunch pagans.;;;;;;;;;;;;;;x
LOADING_TIP_63;Most of the Bolghar tribes of the Steppe have a heavy amount of Hunnic influence, in time the Huns may settle into the land and be forgotten.;;;;;;;;;;;;;;x
LOADING_TIP_64;The tribe of Vascones worship the Roman God Jupiter.;;;;;;;;;;;;;;x
LOADING_TIP_65;Irish monks have settled the northern island known as Iceland.;;;;;;;;;;;;;;x
LOADING_TIP_66;Deep in the lands of the Persians some still claim heritage from the ancient Assyrians.;;;;;;;;;;;;;;x
LOADING_TIP_67;While worship of the Egyptian gods has all but been stamped out in Egypt, the Garamantes continue the Pharaonic tradition with great pyramids and mummification.;;;;;;;;;;;;;;x
LOADING_TIP_68;In Mauretania, a form of African Latin is spoken by the residents of the Sub-Roman Kingdom.;;;;;;;;;;;;;;x
LOADING_TIP_69;In the mountains of Caucasian Albania, the last of the Parthian Arsacrids make their stand.;;;;;;;;;;;;;;x
LOADING_TIP_70;The city of Yathrib in Arabia is home to a powerful Jewish Merchant Republic, but various pagan families seek to take control of the lucrative nation.;;;;;;;;;;;;;;x
###### Mercenaries with names N/A to the timeframe;;;;;;;;;;;;x
d_sunni_cuman_company;Bolghar Company;Compagnie Khazar;Khazar Kompanie;;Compañía Esteparia;;;;;;;x
d_sunni_cuman_company_adj;Bolghar;Khazare;Chasaren;;Mercenaria;;;;;;;x
d_shiite_cuman_company;Steppe Company;Compagnie des Steppes;Steppenkompanie;;Compañía Esteparia;;;;;;;x
d_shiite_cuman_company_adj;Steppe;Steppe;Steppe;;Mercenaria;;;;;;;x
d_sunni_turkic_company;Avar Company;Compagnie Turcmène;Turkmenen-Kompanie;;Compañía Tucomana;;;;;;;x
d_sunni_turkic_company_adj;Avar;Turcmène;Turkmenisch;;Mercenaria;;;;;;;x
d_shiite_turkic_company;Dizeng Riders;Compagnie Turkomane;Turkomanische Kompanie;;Compañía Tucomana;;;;;;;x
d_shiite_turkic_company_adj;Dizeng;Turkomane;Turkomanisch;;Mercenaria;;;;;;;x
d_sunni_berber_company;Knights of Valentinian;Compagnie Berbère;Berber-Kompanie;;Compañía Bereber;;;;;;;x
d_sunni_berber_company_adj;Kinghtly;Berbère;Berber;;Mercenaria;;;;;;;x
d_shiite_berber_company;The Aserdas;Compagnie Touareg;Tuareg-Kompanie;;Compañía Tuareg;;;;;;;x
d_shiite_berber_company_adj;Aserdi;Touareg;Berber-;;Mercenaria;;;;;;;x
d_sunni_bedouin_company;Arab Company;Compagnie Arabe;Arabische Kompanie;;Compañía Árabe;;;;;;;x
d_sunni_bedouin_company_adj;Arab;Arabe;Arabisch;;Mercenaria;;;;;;;x
d_shiite_bedouin_company;Desert Company;Compagnie Bédouine;Beduinen-Kompanie;;Compañía Beduina;;;;;;;x
d_shiite_bedouin_company_adj;Desert;Bédouine;Beduinen;;Mercenaria;;;;;;;x
d_cuman_company;Bolghar Band;Compagnie Coumane;Cuman-Kompanie;;Compañía Cumana;;;;;;;x
d_cuman_company_adj;Bolghar;Coumane;Cuman;;Mercenaria;;;;;;;x
d_rus_company;Slav Company;Compagnie Rus;Rus-Kompanie;;Compañía Rusa;;;;;;;x
d_rus_company_adj;Slav;Russes;Rus;;Mercenaria;;;;;;;x
d_pecheneg_company;Dneiper Company;Compagnie Petchénègue;Pecheneg-Kompanie;;Compañía Pechenega;;;;;;;x
d_pecheneg_company_adj;Dneiper;Petchénègue;Pecheneg;;Mercenaria;;;;;;;x
d_bulgarian_company;Gothic Band;Compagnie Bulgare;Bulgarische Kompanie;;Compañía Búlgara;;;;;;;x
d_bulgarian_company_adj;Gothic;Bulgare;Bulgaren;;Mercenaria;;;;;;;x
d_turkic_company;Magyar Company;Compagnie Turque;Türkische Kompanie;;Compañía Turca;;;;;;;x
d_turkic_company_adj;Magyar;Turc;Türkisch;;Mercenaria;;;;;;;x
d_breton_company;Armorican Knights;Compagnie Bretonne;Bretonische Kompanie;;Compañía Bretona;;;;;;;x
d_breton_company_adj;Armorican;Bretonne;Bretonisch;;Mercenaria;;;;;;;x
d_swiss_company;Galllic Company;Compagnie Suisse;Schweizer Kompanie;;Guardia Suiza;;;;;;;x
d_swiss_company_adj;Gallic;Suisse;Schweizer ;;Mercenaria;;;;;;;x
d_navarrese_company;Basque Company;Compagnie Navarraise;Navarreser Kompanie;;Compañía Navarra;;;;;;;x
d_navarrese_company_adj;Basque;Navarraise;Navarreser Kompanie;;Mercenaria;;;;;;;x
d_catalan_company;Hispanic Company;Compagnie Catalane;Katalanische Kompanie;;Compañía Almogávar;;;;;;;x
d_catalan_company_adj;Hispanic;Catalane;Katalanisch;;Almogávar;;;;;;;x
d_rose_company;Company of Arius;Compagnie de la Rose;Kompanie der Rose;;Compañía de la Rosa;;;;;;;x
d_rose_company_adj;Arian;Rose;Rose;;Mercenaria;;;;;;;x
d_little_hat_company;Company of the Car;Compagnie du Chapeau;Kompanie des Hutes;;Compañía del Sombrerito;;;;;;;x
d_little_hat_company_adj;Feline;Chapeau;Hat;;Mercenaria;;;;;;;x
d_great_company;Soldiers of Swarticke;Grande Compagnie;Große Kompanie;;La Gran Compañía;;;;;;;x
d_great_company_adj;Mercenary;Mercenaire;Söldner;;Mercenaria;;;;;;;x
d_white_company;Swiþlichæleþ;Compagnie Blanche;Weiße Kompanie;;Compañía Blanca;;;;;;;x
d_white_company_adj;Mercenary;Mercenaire;Söldner;;Mercenaria;;;;;;;x
d_victual_brothers;The Wayfarers;Frères Vitaliens;Vitalienbrüder;;Hermandad Vitaliana;;;;;;;x
d_victual_brothers_adj;Wayfarer;Vitalienne;Vitalien;;Mercenaria;;;;;;;x
d_catalan_band;Hispanic Legion;Bande Catalane;Katalanischer Trupp;;Banda Catalana;;;;;;;x
d_catalan_band_adj;Hispanic;Catalane;Katalanisch;;Mercenaria;;;;;;;x
d_saxon_band;The Brothers Witta and Wod;Bande Saxonne;Sächsischer Trupp;;Banda Sajona;;;;;;;x
d_saxon_band_adj;Brotherly;Saxonne;Sächsische;;Mercenaria;;;;;;;x
d_cuman_band;Hunnic Band;Bande Coumane;Cuman-Trupp;;Banda Cumana;;;;;;;x
d_cuman_band_adj;Hunnic;Coumane;Cuman;;Mercenaria;;;;;;;x
d_rus_band;Rivermen;Bande Rus;Rus-Trupp;;Banda Rusa;;;;;;;x
d_rus_band_adj;Riverman;Russe;Rus;;Mercenaria;;;;;;;x
d_pecheneg_band;Dacian Band;Bande Petchénègue;Pecheneg-Trupp;;Banda Pechenega;;;;;;;x
d_pecheneg_band_adj;Dacian;Petchénègue;Pecheneg;;Mercenaria;;;;;;;x
d_bulgarian_band;Inuharma-hairtiaþa;Bande Bulgare;Bulgarischer Trupp;;Banda Búlgara;;;;;;;x
d_bulgarian_band_adj;Inuharman;Bulgare;Bulgarisch;;Mercenaria;;;;;;;x
d_turkic_band;The Auks;Bande Turque;Türkischer Trupp;;Banda Turca;;;;;;;x
d_turkic_band_adj;Tocharian;Turque;Türkisch;;Mercenaria;;;;;;;x
d_scottish_band;Pict Band;bande écossaise;Schottischer Trupp;;Banda Escocesa;;;;;;;x
d_scottish_band_adj;Pictish;Écossais;Schottisch;;Escocesa;;;;;;;x
###### Misc ;;;;;;;;;;;;;x
COMPLETELY_CONTROLLED;All baronies under the §Y$TITLE$§! are controlled\n;Toutes les baronnies sous §Y$TITLE$§! sont entièrement sous contrôle\n;;;;;;;;;;;;x
NOT_COMPLETELY_CONTROLLED;All baronies under the §Y$TITLE$§! are NOT completely controlled;Toutes les baronnies sous §Y$TITLE$§! ne sont PAS entièrement sous contrôle.;;;;;;;;;;;;x;;
pagan_subjugation_desc;Pagans are allowed to subjugate other pagan rulers once in their lifetime. (With the 'Become King' ambition, there is no such time limit against targets within the kingdom.) Free men are always willing to follow the mightiest ruler...;Les païens peuvent assujettir d'autres païens, ce, une seule fois pendant toute leur vie. (Avec l'ambition "Devenir roi", cette limitation est levée quand il s'agit de cibles à l'intérieur du royaume visé.) Les hommes libres veulent toujours suivre le souverain le plus puissant...;Heiden dürfen einmal im Leben andere heidnische Anfährer unterwerfen. (Mit der 'König werden'-Ambition gibt es kein solches Zeitlimit gegen Gegner innerhalb des Königreiches.) Freie Männer sind immer willens, dem stärksten Herrscher zu folgen...;;Los paganos pueden subyugar a otros gobernantes paganos durante su vida. (Con la ambición 'Convertirse en Rey' no hay existe un plazo contra los objetivos dentro de los territorios de ese Reino.) Los hombres libres siempre estarán dispuestos a seguir al gobernante más poderoso...;;;;;;;x
PICK_STARTING_ERA_TEXT;WtWSMS allows you to play from 476 (Fall of Western Roman Empire) to 1453 (Fall of Eastern Roman Empire).;WtWSMS vous permet de jouer de 476 (Chute de l'Empire Romain d'Occident) à 1453 (Chute de l'Empire Romain d'Orient).;;;;;;;;;;x
job_chancellor_persian;Wuzurg Framadar;;;;;;;;;x
