#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
#### RELIGIONS;;;;;;;;;;;;;;x
#
maronite_DESC;Beginning as a movement founded by the monk Maron in the fourth century, the Maronites are a Christian Church in full communion with the Holy See yet under the leadership of the Maronite Primate.\n§Y*§! Learned Maronites may subscribe to either the Antiochian or Alexandrite schools of theology;;;;;;;;;;;;;;x
messalian_DESC;The Messalians, or Euchites ('Those who Pray'), are a heretical Christian sect that originated in Mesopotamia, influenced by dualistic faiths like Zoroastrianism. Messalians believe that God can be perceived by the carnal senses, and that this perception is necessary to reach perfection. Each person is born with an inner demon, and only intense prayer can drive it out. They also believe that Lucifer is the elder son of God and a force for good, and that incest is sacred since it was practised by the children of Adam and Eve. They have no formal rites and no strict church hierarchy. Features:\n§Y*§! Messalians must pray to expel their personal demons\n§Y*§! Once the demons are driven out, they can achieve the status of Perfection\n§Y*§! Learned Messalians may subscribe to the Antiochian school of theology\n§Y*§! Messalians may choose a patron saint to worship\n§Y*§! Messalians can create their own Holy Order, the Army of Lucifer\n§Y*§! The Patriarch of Antioch will automatically become the new religion head;;;;;;;;;;;;;;x
miaphysite;Coptic;;;;;;;;;;;;;;x
miaphysite_DESC;Copts are miaphysite, stressing that Christ had but a single nature, but of both human and divine character. This stance split them off from the main branch of Christianity after the council of Chalcedon in 451. Though not viewed as outright heretics by Orthodox and Catholic Christians, it is a fine distinction. The nominal head of the Coptic Church is the Pope of Alexandria.\n§Y*§! Copts may opt to become Desert Fathers and Desert Mothers instead of monks and nuns\n§Y*§! Learned Copts may subscribe to the Alexandrite school of theology;;;;;;;;;;;;;;x
monophysite_DESC;Monophysitism is an early Christian heresy which states that Christ had but a single nature. This is the opposite of the Nestorian position where Christ has two separate natures - one divine and one human. The nominal head of the Monophysite Church is the Monophysite Pope of Alexandria.\n§Y*§! Monophysites may opt to become Desert Fathers and Desert Mothers instead of monks and nuns\n§Y*§! Learned Monophysites may subscribe to the Alexandrite school of theology;;;;;;;;;;;;;;x
nabawiyya;Nabawite;;;;;;;;;;;;;;x
nabawiyya_DESC;The Nabawites believe that the Qur'an was only the holy book for the Arabs, and that they have their own holy book and prophet, just as legitimate, sent by God for their people, modelled on Islam. They are led by a Malik, similar to the Muslim Caliph.;;;;;;;;;;;;;;x
nestorian_DESC;Nestorianism is an early Christian branch which states that Christ has two separate natures - one divine and one human. This is the opposite of the Monophysite position where Christ has but a single nature. The nominal head of the Nestorian Church is the Patriarch of the East.\n§Y*§! Learned Nestorians may subscribe to the Antiochian school of theology;;;;;;;;;;;;;;x
obj_become_saint_desc;A true saint can only be created after one's death, but it is possible to embark upon that path while one is still alive. It is not an easy journey, requiring humility and a dedication to religious ideals, but success means that one will enjoy piety and recognition -- and perhaps a greater chance of beatification after one's passing. Failure, however, can mean a loss of piety and worse, and failure will be far more likely the more sinful traits one possesses.;;;;;;;;;;;;;;x
obj_become_saint_title;Become a Saint;;;;;;;;;;;;;;x
paulician_DESC;Paulicianism is Christian Gnostic heresy influenced by Manichaeism, originating in Armenia, and known for its militarist attitude and emphasis on only accepting the New Testament as legitimate. Features:\n§Y*§! May declare Holy War or Crusade on anyone of a different religion, even other Christians\n§Y*§! May gain the Icon-Breaker trait after sieging a Christian temple\n§Y*§! May expend Piety to raise units of zealots during a war\n§Y*§! Learned Paulicians may subscribe to the Alexandrite school of theology;;;;;;;;;;;;;;x
qarmatian;Qarmati;;;;;;;;;;;;;;x
qarmatian_DESC;The Qarmatians are a extreme splinter sect of Isma'ili Islam, and believe that there are seven ages of man, each with a new religion and prophet, and the final age is approaching. They believe that the rest of the Isma'ilis have lost the faith, and that Muhammad son of Isma'il is still in hiding, waiting to return as the Mahdi.;;;;;;;;;;;;;;x
tondrakian;Tondrakian;;;;;;;;;;;;;;x
tondrakian_DESC;Tondrakians are an anti-feudal, anti-church sect that originally flourished in Armenia between the 9th and 11th Century. They denied the immortality of the soul, the afterlife, and the rights of the church to rule over its fellow man. They supported property rights for peasants and equality between men and women.\n§Y*§! Learned Tondrakians may subscribe to the Alexandrite school of theology;;;;;;;;;;;;;;x
waqifi;Waqifite;;;;;;;;;;;;;;x
waqifi_DESC;The Waqifi believe that the Imamate has ended before the main branch of Shi'ism has accepted it. To the Waqifi, the final Imam is the Mahdi who will return at the end of days, and they wait faithfully for him.;;;;;;;;;;;;;;x
zaydi;Zaydi;;;;;;;;;;;;;;x
zaydi_DESC;The Zaydis are a Shi'a group that believe that the 'Alid Imams are not infallible, but are divinely inspired and have a responsibility to lead rebellion against corrupt authority. Nor is the Imamate hereditary. Any 'Alid who rises up in rebellion can become an Imam.;;;;;;;;;;;;;;x
zurvanist;Zurvanist;;;;;;;;;;;;;;x
zurvanist_DESC;Zurvanism is a branch of Zoroastrianism that believes in the existence of Zurvan, a genderless god of of infinite time (and space), for whom there is no distinction between good and evil. Zurvan is the parent of the two opposites representing the good god, Ahura Mazda, and the evil Angra Mainyu, unlike normal Zoroastrianism, where Ahura Mazda is the Supreme Being. Zurvanism is further divided by its three schools of thought: Aesthetic, Fatalistic and Materialistic.;;;;;;;;;;;;;;x
#
#### TOOLTIPS;;;;;;;;;;;;;;x
#
30_HERETIC_BISHOPS_EXIST;At least 30 [Root.Religion.GetName] bishops exist\n;;;;;;;;;;;;;;x
ATTEMPT_CLEAR_NAME;Attempt to clear your name of apostasy;;;;;;;;;;;;;;x
ATTEMPT_FAILS;The attempt fails, perhaps with consequences...\n;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_DECADENT;Attempt to remove decadence;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_HEDONIST;Attempt to remove hedonism;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_DRUNKARD;Attempt to remove drunkenness;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_CYNICAL;Attempt to remove cynicism;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_ARBITRARY;Attempt to remove arbitrariness;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_SLOTH;Attempt to remove slothfulness;;;;;;;;;;;;;;x
ATTEMPT_REMOVE_GREED;Attempt to remove greed;;;;;;;;;;;;;;x
ATTEMPT_SUCCEEDS;The attempt succeeds, perhaps with a price...\n;;;;;;;;;;;;;;x
BEGIN_DRIVING_OUT_DAEMONS;Begin driving out the daemons from within.;;;;;;;;;;;;;;x
BEGIN_FASTING;Begin a fast to remove gluttony;;;;;;;;;;;;;;x
BEGIN_HURUFI_STUDIES;Begin studying the Qur'an to unlock its mysteries...;;;;;;;;;;;;;;x
BEGIN_PRAYER_MESSALIAN_MASTER;Begin prayer to become a Messalian Master;;;;;;;;;;;;;;x
BEGIN_TRANSLATING_BIBLE;Begin the task of translating the Bible\n;;;;;;;;;;;;;;x
BIBLE_TRANSLATION_GOOD;The translation will be good and well-received\n;;;;;;;;;;;;;;x
BIBLE_TRANSLATION_POOR;The translation will be poor and not well-received\n;;;;;;;;;;;;;;x
BOGO_BEGIN_FORMALIZATION;Begin the formalization process of the Bogomilist faith. Note that this may take up to decades, though seeing it through to the end will ensure that formalization does not also come with massive upheaval amongst the faithful.\n;;;;;;;;;;;;;;x
BOGO_FORMALIZATION0;Bogomilism is still nowhere near ready for formalization, and is further away from that goal than when the process began.\n;;;;;;;;;;;;;;x
BOGO_FORMALIZATION1;Bogomilism is now a long way from being ready for peaceful formalization.\n;;;;;;;;;;;;;;x
BOGO_FORMALIZATION2;Bogomilism is now about half-way to being ready for peaceful formalization.\n;;;;;;;;;;;;;;x
BOGO_FORMALIZATION3;Bogomilism is now close to being ready for peaceful formalization.\n;;;;;;;;;;;;;;x
BOGO_FORMALIZATION4;Bogomilism is now ready to be peacefully formalized.\n;;;;;;;;;;;;;;x
BOGO_ORGANIZED_TEN_YEARS;Bogomilism has been organized for at least ten years\n;;;;;;;;;;;;;;x
BOGO_READY_TO_FORMALIZE;Bogomilism is ready to formalize without resistance\n;;;;;;;;;;;;;;x
BY_DECISION;Enacted by decision only\n;;;;;;;;;;;;;;x
CAMPAIGN_FUND_CARDINALS_DESC;Money in the Campaign Fund will increase your influence and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.;;;;;;;;;;;;;;x
CANNOT_SING;You are too shy to sing, and remain silent.\n;;;;;;;;;;;;;;x
cathar_holy_war_enabled_ctt;Is either not Cathar or holy wars have been unlocked for Cathars (by being attacked via holy war).\n;;;;;;;;;;;;;;x
CB_NAME_ISMAILI_CALIPHATE_RISING;Isma'ili Caliphate Rising in [Title.GetBaseName];;;;;;;;;;;;;;x
choose_mani_patron;Choose the shekhinah to which you will devote yourself;;;;;;;;;;;;;;x
choose_mazdaki_patron;Choose the Power to which you will devote yourself;;;;;;;;;;;;;;x
choose_messalian_saint;Choose which patron saint will watch over you.;;;;;;;;;;;;;;x
CHRONICLE_ADOPTED_BOGOMILIST;[From.GetDynName] adopted a Bogomilist feudal system in [From.GetHerHis] domains, abandoning the old tribal ways.;;;;;;;;;;;;;;x
CHRONICLE_NEW_SAINT;[new_saint.GetTitledFirstNameWithNick] was formally canonized as a Saint by [religion_head_title.Holder.GetTitledFirstName] on [GetDateText].;;;;;;;;;;;;;;x
CHRONICLE_PILGRIMAGE_TO_LALISH;[Root.GetTitledName] began the holy pilgrimage to Lalish.;;;;;;;;;;;;;;x
COMPL_FEARSOME;fearsome;;;;;;;;;;;;;x
COMPL_PILLAGER;pillager;;;;;;;;;;;;;x
CONSIDER_OTHER_OPTIONS;Consider the other choices...\n;;;;;;;;;;;;;x
CREATE_CATHAR_POPE;Elect a Cathar bishop to become leader of the faith, creating the Cathar Papacy;;;;;;;;;;;;;x
CREATE_LOLLARD_PRIMATE;Elect a Lollard primate to become leader of the faith, creating the Church of Lollardy;;;;;;;;;;;;;x
CREATE_MANICHEAN_LEADER;Create an Archegos to lead the Manichaean faithful;;;;;;;;;;;;;x
emf_religion_ctt_antipapacy_ends;The Anti-Papacy of §Y[This.RelHead.GetTitledName]§! ends!\n;;;;;;;;;;;;;x
EPIC_POEM_ADVANCES;Work on the poem advances!\n;;;;;;;;;;;;;x
EPIC_POEM_ADVANCES_MORE;Work on the poem advances quickly!\n;;;;;;;;;;;;;x
GET_HURUFI_OMENS;Begin studying the Qur'an to look for omens...;;;;;;;;;;;;;x
GINZA_RBA;The Ginza Rba;;;;;;;;;;;;;;x
GOD_AL_HAKIM;Al-Hakim;;;;;;;;;;;;;;x
GOD_ABATHUR;Abathur;;;;;;;;;;;;;;x
GOD_ANAHITA;Anahita;;;;;;;;;;;;;;x
GOD_MITHRAS;Mithras;;;;;;;;;;;;;;x
GOD_PTAHIL;Ptahil;;;;;;;;;;;;;;x
GREAT_BAN;Great Ban;;;;;;;;;;;;;;x
GREAT_PURIFICATION;Great Purification;;;;;;;;;;;;;;x
HAS_RELIGION_HEAD_AT_PEACE;Official religion head exists and is not at war\n;;;;;;;;;;;;;;x
HAS_THREE_MANICHEAN_VASSALS_AVAILABLE;Has at least three Manicheaen vassals available\n;;;;;;;;;;;;;;x
HAS_THREE_YAZIDI_VASSALS_AVAILABLE;Has at least three Yazidi vassals who can attend\n;;;;;;;;;;;;;;x
ISMAILI_CALIPHATE_REVOLT;Pretender Isma'ili Caliphate;;;;;;;;;;;;;;x
ismaili_creation_independent;Either independent or all lieges Isma'ili\n;;;;;;;;;;;;;;x
JEHOVAH;Jehovah;;;;;;;;;;;;;;x
JOINS_HOLY_ORDER;Joins a [From.Religion.GetName] holy order;;;;;;;;;;;;;;x
KHARIJITE_REBELLION;Kharijite Rebellion;;;;;;;;;;;;;;x
KHORRAMDIN_REBELLION;Khorramdin Rebellion;;;;;;;;;;;;;;x
MAITREYA;Maitreya;;;;;;;;;;;;;;x
NASURAIIA;Nasuraiia;;;;;;;;;;;;;;x
NOT_RECENTLY_RAISE_ZEALOTS;Has not raised zealots within the last month\n;;;;;;;;;;;;;;x
not_shia_caliphate_revolt_ongoing;No ongoing revolt to create the Isma'ili Caliphate\n;;;;;;;;;;;;;;x
NOT_STOPPED_PRAYER_LAST_3_YEARS;Have not failed to drive out daemons within last 3 years;;;;;;;;;;;;;;x
PARENT_RELIGION_HEAD_AT_PEACE;Religion head of parent religion exists and is not at war\n;;;;;;;;;;;;;;x
PREPARE_FOR_PILGRIMAGE;Begin preparations for the pilgrimage\n;;;;;;;;;;;;;;x
prepare_bema_feast;Begin preparations for the Bema feast!\n;;;;;;;;;;;;;;x
PRESBYTERS;Presbyter;;;;;;;;;;;;;;x
PROPHET_ABRAHAM;The Prophet Abraham;;;;;;;;;;;;;;x
PROPHET_BUDDHA;The Prophet Buddha;;;;;;;;;;;;;;x
PROPHET_ENOCH;The Prophet Enoch;;;;;;;;;;;;;;x
PROPHET_JOHN_BAPTIST;John the Baptist;;;;;;;;;;;;;;x
PROPHET_NOAH;The Prophet Noah;;;;;;;;;;;;;;x
PROPHET_SETH;The Prophet Seth;;;;;;;;;;;;;;x
PHOPHET_SHEM;The Prophet Shem;;;;;;;;;;;;;;x
PRIEST_CONDEMNS;[doubting_priest.GetBestName] finds you wanting...\n;;;;;;;;;;;;;;x
PRIEST_WON_OVER;[doubting_priest.GetBestName] is convinced of your piety\n;;;;;;;;;;;;;;x
RADIANT_JESUS;The Radiant Jesus;;;;;;;;;;;;;;x
ruler_bowed_to_pope;Religion Head Demands Accepted;;;;;;;;;;;;;;x
ruler_defied_pope;Religion Head Demands Refused;;;;;;;;;;;;;;x
PROPHET_ZOROASTER;The Prophet Zoroaster;;;;;;;;;;;;;;x
RESTORE_MAZDAKI_PRIESTHOOD;Create the Mazdaki Priesthood;;;;;;;;;;;;;;x
RUHA_QUDSHA;Ruha Qudsha;;;;;;;;;;;;;;x
SEARCH_ADOPTED_CHILD;Begin the search for a suitable child to adopt;;;;;;;;;;;;;;x
SELECT_REGNAL_NAME;Select a regnal name from a list of options...\n;;;;;;;;;;;;;;x
SENJAQ_DROPPED;You drop the Senjaq! Oh no!;;;;;;;;;;;;;;x
SENJAQ_POSSESSED;You are overcome by the spirit of an angel!;;;;;;;;;;;;;;x
SENJAQ_STRONGER;You are made stronger by the experience;;;;;;;;;;;;;;x
SENJAQ_ZEALOUS;You are filled with religious fervor;;;;;;;;;;;;;;x
SHOW_COLLEGE_OF_CARDINALS;Religious Electors;;;;;;;;;;;;;x
SPONSOR_HERETIC_CONCLAVE;Sponsor a conclave to negotiate the [Root.Religion.GetName] faith's status;;;;;;;;;;;;;x
STARTS_EXECUTION;§Y[Root.GetBestName]§! will be executed publicly...;;;;;;;;;;;;;x
SUCCESSOR;Current Successor;;;;;;;;;;;;;x
SUCCESSOR_TOOLTIP;This is the current expected successor of the religion head.;;;;;;;;;;;;;x
suppress_paulicians_tooltip;All Paulician courtiers in the realm will be banished, while Paulician provinces will be razed (you will receive Wealth for each province)\n;;;;;;;;;;;;;x
THE_EVANGELION;The Evangelion;;;;;;;;;;;;;;x
TOUCHED_BY_BEAUTY;You are overwhelmed by the spirit of faith.\n;;;;;;;;;;;;;;x
UQQAL;Uqqal;;;;;;;;;;;;;;x
WAR_NAME_ISMAILI_CALIPHATE_RISING;$ORDER$Isma'ili Caliphate Rising in [Title.GetBaseName];;;;;;;;;;;;;;x
zaydi_creation_independent;Either independent or all lieges Zaydi\n;;;;;;;;;;;;;;x
ZEALOT_ARMY_RAISED;An army of zealots is called to your service for the duration of the war\n;;;;;;;;;;;;;;x
#
### TITLES;;;;;;;;;;;;;;x
#
b_st_bogomil;St. Bogomil;;;;;;;;;;;;;;x
b_st_bogomil_adj;St. Bogomil's;;;;;;;;;;;;;;x
best_candidate_title_bogomilist_advisor;My Best Candidate;;;;;;;;;;;;;;x
best_candidate_title_bogomilist_advisor_tooltip;Of all the perfecti in my realm, this one is the likeliest to be admitted onto the Council of Advisors.;;;;;;;;;;;;;;x
best_candidate_title_cathar_deacon;My Best Candidate;;;;;;;;;;;;;;x
best_candidate_title_cathar_deacon_tooltip;Of all the perfecti in my realm, this one is the likeliest to be admitted onto the Council of Perfecti.;;;;;;;;;;;;;;x
best_candidate_title_manichean_apostle;My Best Apostle Candidate;;;;;;;;;;;;;;x
best_candidate_title_manichean_apostle_tooltip;Of all the priests in my realm, this one is the likeliest to get appointed Apostle by the Archegos.;;;;;;;;;;;;;;x
CATHAR_MATRIARCH;Cathar Matriarch;;;;;;;;;;;;;;x
CATHAR_PATRIARCH;Cathar Patriarch;;;;;;;;;;;;;;x
CATHOLICOS;Catholicos;;;;;;;;;;;;;;x
COUNCIL_OF_ADVISORS;Council of Advisors;;;;;;;;;;;;;;x
COUNCIL_OF_APOSTLES;Council of Apostles;;;;;;;;;;;;;;x
COUNCIL_OF_PERFECTI;Council of Perfecti;;;;;;;;;;;;;;x
d_apostolic;The Apostolic Church;;;;;;;;;;;;;;x
d_apostolic_adj;Apostolic;;;;;;;;;;;;;;x
d_army_light;Army of Light;;;;;;;;;;;;;;x
d_army_light_adj;Forces of Light;;;;;;;;;;;;;;x
d_army_lucifer;Army of Lucifer;;;;;;;;;;;;;;x
d_army_lucifer_adj;Luciferian;;;;;;;;;;;;;;x
d_bogomilist;Bogomilist Church;;;;;;;;;;;;;;x
d_bogomilist_adj;Bogomilist;;;;;;;;;;;;;;x
d_cathar;The Cathar Patriarchy;;;;;;;;;;;;;;x
d_cathar_adj;Patriarchal;;;;;;;;;;;;;;x
d_druze;The Druze Shaykhdom;;;;;;;;;;;;;;x
d_druze_adj;Druze;;;;;;;;;;;;;;x
d_ismaili;The Isma'ili Caliphate;;;;;;;;;;;;;;x
d_ismaili_adj;Isma'ili;;;;;;;;;;;;;;x
d_knights_saint_mark;Knights of Saint Mark;;;;;;;;;;;;;;x
d_knights_saint_mark_adj;Saint Mark;;;;;;;;;;;;;;x
d_lollard;Church of Lollardy;;;;;;;;;;;;;;x
d_lollard_adj;Lollard;;;;;;;;;;;;;;x
d_mahdiyya;The Mahdite Caliphate;;;;;;;;;;;;;;x
d_mahdiyya_adj;Mahdite;;;;;;;;;;;;;;x
d_manichean;Manichaean Church;;;;;;;;;;;;;;x
d_manichean_adj;Manichaean;;;;;;;;;;;;;;x
d_maronite;Maronite Church;;;;;;;;;;;;;;x
d_maronite_adj;Maronite;;;;;;;;;;;;;;x
d_mazdaki;Mazdaki Priesthood;;;;;;;;;;;;;;x
d_mazdaki_adj;Mazdaki;;;;;;;;;;;;;;x
d_messalian;The Euchite Patriarchy;;;;;;;;;;;;;;x
d_messalian_adj;Euchite;;;;;;;;;;;;;;x
d_nabawiyya;The Nabawite Malikate;;;;;;;;;;;;;;x
d_nabawiyya_adj;Nabawite;;;;;;;;;;;;;;x
d_saint_blaise;Order of St. Blaise;;;;;;;;;;;;;;x
d_saint_blaise_adj;St. Blaise;;;;;;;;;;;;;;x
d_shiite;The Shi'a Imamate;;;;;;;;;;;;;;x
d_shiite_adj;Shi'a;;;;;;;;;;;;;;x
d_waldensian;Waldensian Church;;;;;;;;;;;;;;x
d_waldensian_adj;Waldensian;;;;;;;;;;;;;;x
d_zaydi;The Zaydi Caliphate;;;;;;;;;;;;;;x
d_zaydi_adj;Zaydi;;;;;;;;;;;;;;x
DESERT_FATHER_TITLE;Father;Père;Vater;;Padre;;;;;;;;;x
DESERT_MOTHER_TITLE;Mother;Mère;Mutter;;Madre;;;;;;;;;x
ELDER;Elder;;;;;;;;;;;;;;x
EUCHITE_PATRIARCH;Euchite Patriarch;;;;;;;;;;;;;;x
expected_next_title_bogomilist_advisor;Expected Next Member;;;;;;;;;;;;;;x
expected_next_title_bogomilist_advisor_tooltip;This perfectum is probably the next member of the Circle of Advisors, once a position becomes available.;;;;;;;;;;;;;;x
expected_next_title_cathar_deacon;Expected Next Member;;;;;;;;;;;;;;x
expected_next_title_cathar_deacon_tooltip;This perfectum is probably the next member of the Circle of Perfecti, once a position becomes available.;;;;;;;;;;;;;;x
expected_next_title_manichean_apostle;Expected Next Apostle;;;;;;;;;;;;;;x
expected_next_title_manichean_apostle_tooltip;This priest is probably next in line for Apostlehood when one becomes available.;;;;;;;;;;;;;;x
IMAMA;Imama;;;;;;;;;;;;;;x
LOLLARD_PRIMATE;Primate;;;;;;;;;;;;;;x
MALIK;Malik;;;;;;;;;;;;;;x
MALIK_FOA;Your Highness;;;;;;;;;;;;;;x
MALIKA;Malika;;;;;;;;;;;;;;x
MANI_LEADER;Archegos;;;;;;;;;;;;;;x
MARONITE_PATRIARCH;Maronite Patriarch;;;;;;;;;;;;;;x
MONK_BROTHER;Brother;Frère;Bruder;;Padre;;;;;;;;;x
nick_al_baqir;al-Baqir;;;;;;;;;;;;;;x
nick_al_sadiq;al-Sadiq;;;;;;;;;;;;;;x
nick_al_kazim;al-Kazim;;;;;;;;;;;;;;x
nick_al_rida;al-Rida;;;;;;;;;;;;;;x
nick_al_hadi;al-Hadi;;;;;;;;;;;;;;x
nick_al_askari;al-Askari;;;;;;;;;;;;;;x
nick_al_mahdi;al-Mahdi;;;;;;;;;;;;;;x
nick_al_taqi;al-Taqi;;;;;;;;;;;;;;x
nick_al_aftah;al-Aftah;;;;;;;;;;;;;;x
nick_the_affluent;the Affluent;;;;;;;;;;;;;;x
nick_the_ballless;the Apokopos;;;;;;;;;;;;;;x
nick_the_cunning;the Cunning;;;;;;;;;;;;;;x
nick_the_graceful;the Graceful;;;;;;;;;;;;;;x
nick_the_honorable;the Honorable;;;;;;;;;;;;;;x
nick_the_illuminator;the Illuminator;;;;;;;;;;;;;;x
nick_the_indolent;the Indolent;;;;;;;;;;;;;;x
nick_the_learned;the Learned;;;;;;;;;;;;;;x
nick_the_martyrophile;the Martyrophile;;;;;;;;;;;;;;x
nick_the_quiet;the Quiet;;;;;;;;;;;;;;x
nick_the_recluse;the Recluse;;;;;;;;;;;;;;x
nick_the_righteous;the Righteous;;;;;;;;;;;;;;x
nick_the_scarred;the Scarred;;;;;;;;;;;;;;x
nick_the_treacherous;the Treachourous;;;;;;;;;;;;;;x
nick_the_woolmaker;the Woolmaker;;;;;;;;;;;;;;x
nick_the_zealot;the Zealot;;;;;;;;;;;;;;x
nick_zayn_al_abidin;Zayn al-'Abidin;;;;;;;;;;;;;;x
NUN_SISTER;Sister;Soeur;Schwester;;Madre;;;;;;;;;x
SAINT_TITLE;Saint;;;;;;;;;;;;;;x
SHAYKH;Shaykh;;;;;;;;;;;;;;x
SHAYKHA;Shaykha;;;;;;;;;;;;;;x
temple_barony_of_druze;Khalwat of;;;;;;;;;;;;;;x
temple_baron_mandaean;Tarmid;;;;;;;;;;;;;;x
temple_barony_of_mandaean;Mandi of;;;;;;;;;;;;;;x
temple_baron_manichean;Bishop;;;;;;;;;;;;;;x
temple_barony_of_manichean;Bishopric of;;;;;;;;;;;;;;x
temple_baron_yazidi;Sheikh;;;;;;;;;;;;;;x
temple_barony_of_yazidi;Sheikhdom of;;;;;;;;;;;;;;x
title_bogomilist_advisor;Stroinik;;;;;;;;;;;;;;x
title_bogomilist_advisor_female;Stroinitsa;;;;;;;;;;;;;;x
title_cathar_deacon;Deacon;;;;;;;;;;;;;;x
title_cathar_deacon_female;Deaconess;;;;;;;;;;;;;;x
title_manichean_apostle;Apostle;;;;;;;;;;;;;;x
WALDENSIAN_PRIMATE;Apostle;;;;;;;;;;;;;;x
#
### LAWS;;;;;;;;;;;;;;x
#
bureaucratic_infighting;Court Infighting;;;;;;;;;;;;;;x
bureaucratic_infighting_desc;If a ruler's court grows out of his control, the results can be devastating. It's entirely possible for the empire to fly apart at the seams. Even if it doesn't, it will become increasingly difficult for the ruler to exert influence over members of his court -- or keep them within the empire after his death.;;;;;;;;;;;;;;x
infighting_0;Court in Chaos;;;;;;;;;;;;;;x
infighting_0_option;Chaos;;;;;;;;;;;;;;x
infighting_0_desc;The court is currently out of control, with rulers all but ignoring the throne's authority as they vie with each other for greater power and influence.;;;;;;;;;;;;;;x
infighting_1;Order Restored;;;;;;;;;;;;;;x
infighting_1_option;Order;;;;;;;;;;;;;;x
infighting_1_desc;Order has been restored in the ruler's court, with authority from the crown once again being respected.;;;;;;;;;;;;;;x
bogomilist_church_group;Faith Organization;;;;;;;;;;;;;;x
bogomilist_church_group_desc;In its inception, the Bogomilist faith was only loosely organized. It didn't believe in formal churches, and opposed any kind of formal hierarchy -- indeed, the hierarchy and tyranny of the Orthodox Church is partly what prompted its creation. Its anarchical nature also makes the faithful difficult to control with the traditional feudal structure. It is possible, however, for a powerful Bogomilist ruler to slowly organize and reform the faith into something permanent and lasting...but it will not be easy, and the common folk are likely to resist any such attempt.;;;;;;;;;;;;;;x
bogomilist_church_0;No Bogomilist Organization;;;;;;;;;;;;;;x
