#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
city_barony_hellenic_pagan;Prefecture;Préfecture;;;;;;;;;;;;x
city_barony_of_hellenic_pagan;Prefecture of;Préfecture de;;;;;;;;;;;;x
family_palace_baron_hellenic_pagan;Pater Familias;Pater Familias;;;;;;;;;;;;x
family_palace_baron_female_hellenic_pagan;Mater Familias;Mater Familias;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
duchy_hellenic_pagan;Province;Province;Provinz;;Provincia;;;;;;;;;x
duchy_of_hellenic_pagan;Province of;Province de;Provinz von;;Provincia de;;;;;;;;;x
temple_kingdom_hellenic_pagan;Sacred Kingdom;Royaume Sacré;;;;;;;;;;;;x
#temple_kingdom_of_hellenic_pagan;Sacred Kingdom of;Royaume Sacré de;;;;;;;;;;;;x
temple_duchy_hellenic_pagan;Grand Pontificate;Grand Pontificat;;;;;;;;;;;;x
#temple_duchy_of_hellenic_pagan;Grand Pontificate of;Grand Pontificat de;;;;;;;;;;;;x
temple_county_hellenic_pagan;Pontificate;Pontificat;;;;;;;;;;;;x
#temple_county_of_hellenic_pagan;Pontificate of;Pontificat de;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
#vice_royalty_king_roman;Prefect;Préfet;;;;;;;;;;;;x
vice_royalty_king_female_roman;Prefecta;Prefécta;;;;;;;;;;;;x
vice_royalty_duke_hellenic_roman;Procurator Augusti;Procurator Augusti;;;;;;;;;;;;x
vice_royalty_duke_female_roman;Procurata Augusti;Procurata Augusti;;;;;;;;;;;;x
vice_royalty_count_hellenic_roman;Procurator;Procurateur;;;;;;;;;;;;x
vice_royalty_count_female_roman;Procurata;Procuratrice;;;;;;;;;;;;x
vice_royalty_baron_roman;Quaestor;Questeur;;;;;;;;;;;;x
vice_royalty_baron_female_roman;Quaestora;Quaestora;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
d_hellenic_pagan;The Pontificate Maxima;Le Pontificat Maxima;;;;;;;;;;;;x
d_hellenic_pagan_adj;Pontifical;Pontifical;;;;;;;;;;;;x
PONTIFEX_MAXIMUS;Imperator;Imperator;Imperator;;Imperator;;;;;;;;;x # Roman Emperor name workaround
PONTIFICA_MAXIMUS;Imperatrix;Imperatrix;;;;;;;;;;;;x # Roman Emperor name workaround
PONTIFEX_MAXIMUS_FOA;Your Holiness;Sa Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x
d_myrmidons;The Myrmidons;Les Myrmidons;;;;;;;;;;;;x
d_myrmidons_adj;Myrmidon;Myrmidon;;;;;;;;;;;;x
ACHILLIARCH;Achilliarch;Achilliarche;;;;;;;;;;;;x
ACHILLIARCH_FOA;Great Achilliarch;Grand Achilliarche;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_chancellor_hellenic_pagan;Magister Officiorum;Magister Officiorum;;;;;;;;;;;;x
job_marshal_hellenic_pagan;Magister Militum;Magister Militum;;;;;;;;;;;;x
job_marshal_hellenic_pagan_byzantine;Stratelates;Stratelates;;;;;;;;;;;;x
job_treasurer_hellenic_pagan;Quaestor;Quaestor;;;;;;;;;;;;x
city_job_chancellor_hellenic_pagan;Magister Officiorum;Magister Officiorum;;;;;;;;;;;;x
city_job_marshal_hellenic_pagan;Magister Militum;Magister Militum;;;;;;;;;;;;x
city_job_marshal_hellenic_pagan_byzantine;Stratelates;Stratelates;;;;;;;;;;;;x
city_job_treasurer_hellenic_pagan;Quaestor;Questeur;;;;;;;;;;;;x
city_job_spiritual_hellenic_pagan;Augur;Augure;;;;;;;;;;;;x
tribal_job_chancellor_hellenic_pagan;Magister Officiorum;Magister Officiorum;;;;;;;;;;;;x
tribal_job_marshal_hellenic_pagan;Magister Militum;Magister Militum;;;;;;;;;;;;x
tribal_job_marshal_hellenic_pagan_byzantine;Stratelates;Stratelates;;;;;;;;;;;;x
tribal_job_treasurer_hellenic_pagan;Quaestor;Questeur;;;;;;;;;;;;x
tribal_job_spiritual_hellenic_pagan;Augur;Augure;;;;;;;;;;;;x
nomad_job_chancellor_hellenic_pagan;Magister Officiorum;Magister Officiorum;;;;;;;;;;;;x
nomad_job_marshal_hellenic_pagan;Magister Militum;Magister Militum;;;;;;;;;;;;x
nomad_job_marshal_hellenic_pagan_byzantine;Stratelates;Stratelates;;;;;;;;;;;;x
nomad_job_treasurer_hellenic_pagan;Quaestor;Questeur;;;;;;;;;;;;x
nomad_job_spiritual_hellenic_pagan;Augur;Augure;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
hellenic_county_liberation_desc;Hellenic pagan rulers can liberate Italian and Greek provinces from the tyrannical rule of the monotheistic religions.;Les païens helléniques peuvent libérer les provinces Italiennes et Grecques du joug tyrannique des religions monothéistes.;;;;;;;;;;;;x
CB_NAME_HELLENIC_LIBERATION;Liberation of [Title.GetBaseName];Libération de [Title.GetBaseName];;;;;;;;;;;;x
WAR_NAME_HELLENIC_LIBERATION;$ORDER$$FIRST_ADJ$ Liberation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Libération de $OTHER_TITLE$;;;;;;;;;;;;x
hellenic_reconquest_desc;Hellenic pagan rulers can make a bid at reclaiming the legacy of ancient Rome.;Les dirigeants païens helléniques peuvent tenter de récupérer l'héritage de la Rome antique.;;;;;;;;;;;;x
called_hellenic_reconquest;Called Hellenic Reconquest War;A appelé à la Guerre Reconquête Hellénique;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
title_aedile;Aedile;Édile;Ädil;;Edil;;;;;;;;;x
title_aedile_desc;The Aedile is an office with a history as old as the Republic itself. It began with many powers, including the administration of festivals and public order in the City of Rome, but over the course of centuries its powers and responsibilities diminished. Before the office was abolished it dealt only with licentiousness and disorder, in particular over the baths and brothels, as well as the registration of prostitutes.;L'Édile est un bureau avec une histoire aussi ancienne que la République elle-même. Il a commencé par de nombreux pouvoirs, y compris l'administration des festivals et de l'ordre public dans la ville de Rome, mais au cours des siècles, ses pouvoirs et responsabilités ont diminué. Avant que le bureau ne soit supprimé, on ne traitait plus que de libertinage et de désordre, en particulier dans les bains et les maisons closes, ainsi que l'enregistrement des prostituées.;;;;;;;;;;;;x
title_censor;Censor;Censeur;Censur;;Censor;;;;;;;;;x
title_censor_desc;The Censor is responsible for taking the census of the realm. While the office was originally instituded for taxation purposes the most important duty of the Censor is to supervise public morality and recommend suitable candidates for public offices.;Le censeur est responsable du recensement dans le royaume. Même si la position a été à l'origine instaurée pour la taxation, la responsabilité la plus importante du censeur est de superviser la moralité publique et de recommander des candidats aux fonctions publiques.;;;;;;;;;;;;x
title_magister_equitum;Magister Equitum;Magister Equitum;;;;;;;;;;;;x
title_magister_equitum_desc;Originally a very powerful office second only to the Dictator, the Magister Equitum, or Master of the Horse, is now a mostly ceremonial, but still prestigious, military function.;À l'origine une position très puissante, second après celui du dictateur, le Magister Equitum, ou maître de cavalerie, est maintenant une fonction militaire principalement cérémoniale mais néanmoins toujours prestigieuse.;;;;;;;;;;;;x
title_hypatos_philosophon;Hypatos Philosophon;Hypatos Philosophon;;;;;;;;;;;;x
title_chiliarch;Chiliarch;Chiliarque;;;;;;;;;;;;x
title_chiliarch_desc;Originally the commander of a 1000 man regiment called a Chiliarchy, this military title is largely honorary these days. Only men of some martial skill can be awarded with this honor, a vestige of it's former purpose.;À l'origine, le commandant d'un régiment de 1000 hommes était appelé chiliarque, ce titre militaire est aujourd'hui en grande partie honoré. Seuls les hommes d'une certaine compétence martiale peuvent être décernés avec cet honneur, un vestige de son rôle antérieur.;;;;;;;;;;;;x
title_proxenos;Proxenos;Proxenos;;;;;;;;;;;;x
title_proxenos_desc;Proxenoi were, in ancient times, citizens of a city chosen by a foreign power to represent their interests in their home city. While they would work to further the interests of their patrons, they always remained loyal to their home city, such as in the case of war breaking out. Proxenoi are only expected to be good hosts for visiting dignitaries now, and it is considered a prestigious position.;Les proxenos étaient, dans les temps anciens, des citoyens d'une ville choisie par une puissance étrangère pour représenter leurs intérêts dans leur ville natale. Alors qu'ils travailleraient à favoriser les intérêts de leurs clients, ils restent toujours fidèles à leur ville natale, comme dans le cas où une guerre éclaterait. Les proxenos ne devraient être que des bons hôtes pour les dignitaires invités maintenant, et il est considéré comme un poste prestigieux.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
modifier_flamen_dialis;Flamen Dialis;Flamen Dialis;;;;;;;;;;;;x
title_flamen_dialis;Flamen Dialis;Flamen Dialis;;;;;;;;;;;;x
title_flamen_dialis_desc;The Flamen Dialis is the high priest of Jupiter.;Le Flamen Dialis est le haut prêtre du dieu Jupiter.;;;;;;;;;;;;x
title_flaminica_dialis;Flaminica Dialis;Flaminica Dialis;;;;;;;;;;;;x
title_flaminica_dialis_desc;As wife of the Flamen Dialis, the Flaminica Dialis are entrusted to performs certain religious rituals.;En tant que femme du Flamen Dialis, la Flaminica Dialis a la charge de pratiquer certains rituels religieux.;;;;;;;;;;;;x
modifier_flamen_martialis;Flamen Martialis;Flamen Martialis;;;;;;;;;;;;x
title_flamen_martialis;Flamen Martialis;Flamen Martialis;;;;;;;;;;;;x
title_flamen_martialis_desc;The Flamen Martialis is the high priest of Mars.;Le Flamen Martialis est le haut prêtre du dieu Mars.;;;;;;;;;;;;x
title_flaminica_martialis;Flaminica Martialis;Flaminica Martialis;;;;;;;;;;;;x
title_flaminica_martialis_desc;As wife of the Flamen Martialis, the Flaminica Martialis are entrusted to performs certain religious rituals.;En tant que femme du Flamen Martialis, la Flaminica Martialis a la charge de pratiquer certains rituels religieux.;;;;;;;;;;;;x
modifier_flamen_quirinalis;Flamen Quirinalis;Flamen Quirinalis;;;;;;;;;;;;x
title_flamen_quirinalis;Flamen Quirinalis;Flamen Quirinalis;;;;;;;;;;;;x
title_flamen_quirinalis_desc;The Flamen Quirinalis is the high priest of Quirinus.;Le Flamen Quirinalis est le haut prêtre du dieu Quirinus.;;;;;;;;;;;;x
title_flaminica_quirinalis;Flaminica Quirinalis;Flaminica Quirinalis;;;;;;;;;;;;x
title_flaminica_quirinalis_desc;As wife of the Flamen Quirinalis, the Flaminica Quirinalis are entrusted to performs certain religious rituals.;En tant que femme du Flamen Quirinalis, la Flaminica Quirinalis a la charge de pratiquer certains rituels religieux.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
vestalis;Vestalis;Vestalis;;;;;;;;;;;;x
vestalis_desc;This character is a member of the College of the Vestales, and has dedicated 30 years of her life in service to the goddess Vesta.;Cette personne est un membre du collège des vestales, et a dédié 30 ans de sa vie au service de la déesse Vesta.;;;;;;;;;;;;x
retired_vestalis;Retired Vestalis;Vestale à la retraite;;;;;;;;;;;;x
retired_vestalis_desc;This character has completed her 30 years of service in the College of the Vestales.;Cette personne a terminé ces 30 ans de service au collège des vestales.;Cette personne a terminé ces 30 ans de service au Collège des Vestales.;;;;;;;;;;;x
title_vestalis;Vestalis;Vestale;;;;;;;;;;;;x
title_vestalis_desc;The College of the Vestales is the foremost order of priestesses of the Hellenic religion, each member taking a vow of chastity in order to devote themselves to the study and correct observance of religious rituals.;Le collège des vestales est l'ordre de prêtresses le plus en vue de l'hellénisme, chaque membre faisant vœu de chasteté pour pouvoir se dévouer à l'étude et au respect des rituels religieux.;;;;;;;;;;;;x
title_vestalis_maxima;Vestalis Maxima;Vestalis Maxima;;;;;;;;;;;;x
title_vestalis_maxima_desc;As the head of the College of the Vestales and the only female member of the College of Pontiffs, the Vestalis Maxima is the most important of the high priestesses of the Hellenic religion.;En tant que chef du collège des vestales et unique membre féminin du collège des pontifes, la Vestalis Maxima est la plus importante des hautes prêtresses de l'hellénisme.;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
opinion_held_titan_thysia;Held Tistan Thysia;Tistan Thysia Tenu;;;;;;;;;;;;x
opinion_refused_titan_thysia;Refused Tistan Thysia;A refusé le Tistan Thysia;;;;;;;;;;;;x
opinion_held_unbinding_festival;Held Unbinding Festival;A tenu un festival de déliaison ;;;;;;;;;;;;x
###### Holy orders;;;;;;;;;;;;;;x
d_legio_hellenica;Legio Hellenica;Legio Hellenica;;;;;;;;;;;;x
d_legio_hellenica_adj;Legio Hellenica;Legio Hellenica;;;;;;;;;;;;x
CENTURIO;Centurio;Centurion;;;;;;;;;;;;x
CENTURIO_FOA;Centurio's;Centurion;;;;;;;;;;;;x
