VIETmisc.2005.desc;I gaze hungrily at the large pile of fufu sitting before me and my courtiers, as we prepare ourselves for a traditional [Root.Culture.GetName] meal. Then, as the highest ranked person present, I am the first to pinch the dough-like fufu, made from yam, off my right fingers and roll it into a ball. I then drop it into my soup, and begin eating.;Je regarde avidement devant moi et mes courtisans un grand tas de fufu assis devant moi, tandis que nous nous préparons à un repas traditionnel [Root.Culture.GetName]. Puis, en tant que la personne la plus haut placée présente, je suis la première personne à prendre le fufu en forme de pâte, fait d'igname, dans mes doigts et à le rouler en boule. Je le jette ensuite dans ma soupe et je commence à manger.;;;;;;;;;;;;x
VIETmisc.2005.a;Enjoy, everyone!;Bon appétit, tout le monde !;;;;;;;;;;;;x
VIETmisc.2006.desc;I'm in the mood for some salad. They say it reminds one of the peaceful Greek countryside, and I feel like I need to relax after a stressful day of business. What better than a refreshing mix of fresh vegetables and mouthwatering cheese and dressing?;J'ai envie de salade. Ils disent que cela rappelle une salade avec nom de campagne grecque paisible, et j'ai l'impression que je dois me détendre après une journée de travail stressante. Quoi de mieux qu'un mélange rafraîchissant de légumes frais, de fromage et de vinaigrette ?;;;;;;;;;;
VIETmisc.2007.desc;I drank some water and choked on it. Thankfully a servant saved me, but my court witnessed the entire embarrassing situation.;J'ai bu un peu d'eau et je me suis étouffé avec. Heureusement, un serviteur m'a sauvé, mais ma cour a été témoin de toute la situation embarrassante.;;;;;;;;;;;;x
VIETmisc.2007.a;A frightening experience!;Une expérience terrifiante!;;;;;;;;;;;;x
VIETmisc.2008.desc;After a stressful day, drinking some fresh, cool water is so relaxing.;Après une journée stressante, boire de l'eau fraîche et agréable est si relaxant.;;;;;;;;;;;;x
VIETmisc.2008.a;Aaaahhh...;Aaaahhh...;;;;;;;;;;;;x
VIETmisc.2009.desc;The wells used by your court for water have dried up. It is time to dig up new ones, and soon, or else everyone at the court will die of thirst!;Les puits utilisés par votre cour pour l'eau se sont asséchés. Il est temps d'en déterrer de nouveaux, et bientôt, sinon tout le monde à la cour mourra de soif !;;;;;;;;;;;;x
VIETmisc.2009.a;Send the men to find a new well.;Envoyez les hommes trouver un nouveau puits.;;;;;;;;;;;;x
VIETmisc.3000.desc;Blindness is an unimaginable inconvenience, but after years of suffering, I've noticed my other senses getting better and better. I notice and perceive things others don't, and surprisingly it even gives me an advantage over others..;La cécité est un inconvénient inimaginable, mais après des années de souffrance, j'ai remarqué que mes autres sens s'amélioraient de mieux en mieux. Je remarque et perçois des choses que les autres ne voient pas, et étonnamment cela me donne même un avantage sur les autres...;;;;;;;;;;;;x
VIETmisc.3000.a;They're compensating for my lack of sight.;Cela compensent mon manque de vue.;;;;;;;;;;;;x
blind_increased_senses;Improved Senses;Amélioration des sens;;;;;;;;;;;;x
blind_increased_senses_desc;This character is blind but compensates for it with his or her other senses.;Ce personnage est aveugle mais compense avec ses autres sens.;;;;;;;;;;;;x
highly_amused_ruler;Highly Amused;Très amusé;;;;;;;;;;;;x
eating_good_food;Eating Good Food;Mange de la bonne nourriture;;;;;;;;;;;;x
