#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
####### Titles (excluding County/Barony Titles);;;;;;;;;;;x
HOLY_MARTYR;Holy Martyr;Martyr saint;;;;;;;;;;;;x
# Ancient Mesopotamian Gods: why are they here?
HUMBABA;Humbaba;Humbaba;;;;;;;;;;x
ASAG;Asag;Asag;;;;;;;;;;x
PAZUZU;Pazuzu;Pazuzu;;;;;;;;;;x
HANBI;Hanbi;Hanbi;;;;;;;;;;x
KUR;Kur;Kur;;;;;;;;;;x
LAMASHTU;Lamashtu;Lamashtu;;;;;;;;;;x
NAMTAR;Namtar;Namtar;;;;;;;;;;x
########
blood_brother;Blood Brother;Frère de Sang;;;;;;;;;;x
title_jupitar;Pontif Jupitarum;;;;;;;;;;;x
holy_brotherhoods;Holy Brotherhoods;Sainte Fraternité;;;;;;;;;;x
k_wallachia;Wallachia;Valachie;Walachei;;Valaquia;;;;;;;x
k_wallachia_adj;Wallachian;Valache;Walachischer;;Valaco;;;;;;;x
d_vandal;Vandal Kingdom;Vandalie;;;;;;;;;;x
d_vandal_adj;Vandal;Vandale;;;;;;;;;;x
e_hun;Hun;Hun;;;;;;;;;;x
e_hun_adj;Hunnic;Hun;Hun;;;;;;;;;x
k_visigoths;Visigothica;Wisigothie;;;;;;;;;;x
k_visigoths_adj;Visigothic;Wisigoth;;;;;;;;;;x
e_new_kingdom;The New Kingdom;Le Nouveau Royaume;;;;;;;;;;x
e_new_kingdom_adj;Egyptian;Égyptien;;;;;;;;;;x
k_ostrogoths;Ostrogothica;Ostrogothie;;;;;;;;;;x
k_ostrogoths_adj;Ostrogothic;Ostrogoth;;;;;;;;;;x
k_angleland;Angleland;Anglie;;;;;;;;;;x
k_angleland_adj;Anglic;Angle;;;;;;;;;;x
k_picts;Picts;Pictes;;;;;;;;;;x
k_picts_adj;Pictish;Picte;;;;;;;;;;x
k_saxon;The Saxon Shore;La côte saxonne;;;;;;;;;;x
k_saxon_adj;Saxon;Saxon;;;;;;;;;;x
d_pontiff;The Pontificate;Le Pontificat;;;;;;;;;;x
d_the_messengers_of_loki;The Messengers of Loki;Les messagers de Loki;;;;;;;;;;x
d_the_messengers_of_loki_adj;Messenger;Messager;;;;;;;;;;x
d_retainers;Gothic Retainers;Domestiques Gothiques;;;;;;;;;;x
d_retainers_adj;Gothic;Gothique;;;;;;;;;;x
d_sicilian_company;The Sicilian Company;La compagnie Sicilienne;;;;;;;;;;x
d_sicilian_company_adj;Sicilian;Sicilien;;;;;;;;;;x
d_sons_of_ireland;Sons of Ireland;Fils d'Irlande;;;;;;;;;;x
d_sons_of_ireland_adj;Irish;Irlandais;;;;;;;;;;x
d_polish_cavalrymen;The Polish Cavalrymen;Les cavaliers Polonais;;;;;;;;;;x
d_polish_cavalrymen_adj;Polish;Polonais;;;;;;;;;;x
d_sons_of_africa;Sons of Africa;Fils d'Afrique;;;;;;;;;;x
d_sons_of_africa_adj;African;Africain;;;;;;;;;;x
d_sami_company;Sami Confederation;La confédération Sami;;;;;;;;;;x
d_sami_company_adj;Sami;Sami;;;;;;;;;;x
d_first_legion;First Legion;Première Légion;;;;;;;;;;x
d_first_legion_adj;Legionary;Légionnaire;;;;;;;;;;x
d_brothers_of_the_sun;Brothers of the Sun;Frères du Soleil;;;;;;;;;;x
d_brothers_of_the_sun_adj;Mithraic;Mithraïque;;;;;;;;;;x
d_brothers_of_islam;Brothers of Islam;Frères de l'Islam;;;;;;;;;;x
d_brothers_of_islam_adj;Muslim;Musulman;;;;;;;;;;x
k_blood_pact;The Blood Pact;Le pacte de Sang;;;;;;;;;;x
k_blood_pact_adj;Brothership;Confrérie;;;;;;;;;;x
d_avar_band;The Avar Band;La bande Avar;;;;;;;;;;x
d_avar_band_adj;Avar;Avar;;;;;;;;;;x
d_black_sea_pirates;Black Sea Pirates;Pirates de la Mer Noire;;;;;;;;;;x
d_black_sea_pirates_adj;Pirate;Pirate;;;;;;;;;;x
d_georgian_knights;Georgian Knights;Chevaliers Géorgiens;;;;;;;;;;x
d_georgian_knighs_adj;Georgian;Géorgien;;;;;;;;;;x
d_southsea_pirates;The Southsea Pirates;Les Pirates de la Mer du Sud;;;;;;;;;;x
d_southsea_pirates_adj;Pirate;Pirate;;;;;;;;;;x
d_islamic_front;Islamic Front;Le Front Islamique;;;;;;;;;;x
d_islamic_front_adj;Islamic;Islamique;;;;;;;;;;x
k_geneve;Geneva;Genève;;;;;;;;;;x
k_geneve_adj;Genèvan;Genevois;;;;;;;;;;x
d_the_heirs_of_allah;The Heirs of Allah;Les héritiers d'Allah;;;;;;;;;;x
d_the_heirs_of_allah_adj;Muslim;Musulman;;;;;;;;;;x
d_the_perfects;The Perfects;Les Parfaits;;;;;;;;;;x
d_the_perfects_adj;Perfect;Parfait;;;;;;;;;;x
d_the_elitist_order;The Elitist Order;L'ordre Élitiste;;;;;;;;;;x
d_the_elitist_order_adj;Elitist;Élitiste;;;;;;;;;;x
d_order_of_the_graceless;Order of the Graceless;Ordre des sans grâce;;;;;;;;;;x
d_order_of_the_graceless_adj;Graceless;Sans grâce;;;;;;;;;;x
k_berry;Berry;Berry;;;;;;;;;;x
k_berry_adj;Berrian;Berrichon;;;;;;;;;;x
k_albany;Albany;Albanie;;;;;;;;;;x
k_albany_adj;Albanesse;Albanais;;;;;;;;;;x
k_sardinia;Sardinia;Sardaigne;;;;;;;;;;x
k_sardinia_adj;Sardinian;Sarde;;;;;;;;;;x
k_vengriya;Vengriya;;;;;;;;;;;x
k_vengriya_adj;Vengriyan;Vengriyen;;;;;;;;;;x
d_wolf_clan;The Lupine Church;L'église Lupine;;;;;;;;;;x
d_wolf_clan_adj;Lupine;Lupine;;;;;;;;;;x
k_northumbria;Northumbria;Northumbrie;;;;;;;;;;x
k_northumbria_adj;Northumbrian;Northumbrien;;;;;;;;;;x
e_nse;North Sea Empire;Empire de la Mer du Nord;;;;;;;;;;x
e_nse_adj;North Sea;Mer du Nord;;;;;;;;;;x
d_arnauds_crusaders;Arnaud's Crusaders;Les croisés d'Arnaud;;;;;;;;;;x
d_arnauds_crusaders_adj;Arnaud;Arnaud;;;;;;;;;;x
d_simons_crusaders;Simon's Crusaders;Les croisés de Simon;;;;;;;;;;x
d_simons_crusaders_adj;Crusader;Croisé;;;;;;;;;;x
d_agonisticis;Agonisticis;;;;;;;;;;;x
d_agonisticis_adj;Circumcelli;;;;;;;;;;;x
# Kingdoms in 5th century BC or older
k_babylon;Babylon;Babylone;;;;;;;;;;x
k_babylon_adj;Babylonian;Babylonien;;;;;;;;;;x
k_assyria;Assyria;Assyrie;;;;;;;;;;x
k_assyria_adj;Assyrian;Assyrien;;;;;;;;;;x
k_meroe;Meroë;Meroé;;;;;;;;;;x
k_meroe_adj;Nubian;Nubien;;;;;;;;;;x
k_aramea;Aramea;Aram;;;;;;;;;;x
k_aramea_adj;Aramean;Araméen;;;;;;;;;;x
d_dilmun;Dilmun;Dilmun;;;;;;;;;;x
d_dilmin_adj;Dilmunnic;;;;;;;;;;;x
d_muscat;Muscat;Mascate;;;;;;;;;;x
d_muscat_adj;Muscittic;;;;;;;;;;;x
k_elam;Elam;Élam;;;;;;;;;;x
k_elam_adj;Elammite;Élamite;;;;;;;;;;x
k_phoenica;Phoenica;;;;;;;;;;;x
k_phoenica_adj;Phoenician;;;;;;;;;;;x
k_hittite;Hittite;Hittite;;;;;;;;;;x
k_hittite_adj;Hittite;Hittite;;;;;;;;;;x
k_saba;Saba;;;;;;;;;;;x
k_saba_adj;Sabaean;;;;;;;;;;;x
d_edom;Edom;Édom;;;;;;;;;;x
d_edom_adj;Edommic;Édomite;;;;;;;;;;x
d_mannea;Mannea;Mannéa;;;;;;;;;;x
d_mannea_adj;Mannean;Mannéen;;;;;;;;;;x
d_cadussi;Cadussi;;;;;;;;;;;x
d_cadussi_adj;Cadussi;;;;;;;;;;;x
k_urartu;Urartu;Urartu;;;;;;;;;;x
k_urartu_adj;Urartian;Urartéen;;;;;;;;;;x
d_utians;Utians;Urartéen;;;;;;;;;;x
d_utians_adj;Utian;Urartéen;;;;;;;;;;x
# Is it Colchis instead?
k_colechis;Colechis;;;;;;;;;;;x
# Is it Kaska instead?
k_kaskia;Kaskia;;;;;;;;;;;x
k_kaskia_adj;Kaskian;;;;;;;;;;;x
k_phrygia;Phrygia;Phrygie;;;;;;;;;;x
k_phrygia_adj;Phrygian;Phrygien;;;;;;;;;;x
d_ionians;Ionians;Ioniens;;;;;;;;;;x
d_ionians_adj;Ionic;Ionique;;;;;;;;;;x
d_carthage;Carthage;Carthage;;;;;;;;;;x
d_carthage_adj;Carthaginian;Carthaginois;;;;;;;;;;x
d_sicels;Sicels;Sicules;;;;;;;;;;x
d_sicels_adj;Sicel;Sicule;;;;;;;;;;x
d_dorians;Dorians;Doriens;;;;;;;;;;x
d_dorians_adj;Dorian;Dorien;;;;;;;;;;x
k_sinai;Mafkat;Sinaï;;;;;;;;;;x
k_sinai_adj;Sinian;;;;;;;;;;;x
d_aetolians;Aetolians;Étoliens;;;;;;;;;;x
d_aetolians_adj;Aetolian;Étolien;;;;;;;;;;x
d_epirotes;Epirotes;Épire;;;;;;;;;;x
d_epirotes_adj;Epieran;;;;;;;;;;;x
d_mygdonia;Mygdonia;Mygdonie;;;;;;;;;;x
d_mygdonia_adj;Mygdonian;;;;;;;;;;;x
d_thessalians;Thessalians;Thessaliens;;;;;;;;;;x
d_thessalians_adj;Thessalian;Thessalien;;;;;;;;;;x
k_macedon;Macedon;Macédoine;;;;;;;;;;x
k_macedon_adj;Macedonian;Macédonien;;;;;;;;;;x
d_azovs;Azovs;Azovs;;;;;;;;;;x
d_azovs_adj;Azov;Azov;;;;;;;;;;x
d_galazians;Galazians;;;;;;;;;;;x
d_galazians_adj;Galazian;;;;;;;;;;;x
k_cimmeria;Cimmeria;Cimmérie;;;;;;;;;;x
k_cimmeria_adj;Cimmerian;Cimmériens;;;;;;;;;;x
d_korsun;Korsun;;;;;;;;;;;x
d_korsun_adj;Korsun;;;;;;;;;;;x
d_oscia;Oscia;Osque;;;;;;;;;;x
d_oscia_adj;Oscian;Osque;;;;;;;;;;x
d_umbria;Umbria;Ombrie;;;;;;;;;;x
d_umbria_adj;Umbrian;Ombrien;;;;;;;;;;x
d_latins;Latins;Latins;;;;;;;;;;x
d_latins_adj;Latin;Latin;;;;;;;;;;x
d_sherden;Sherden;;;;;;;;;;;x
d_sherden_adj;Sherden;;;;;;;;;;;x
k_villanova;Villanova;Villanova;;;;;;;;;;x
k_villanova_adj;Villanovan;Villanovien;;;;;;;;;;x
d_veneti;Veneti;Vénètes;;;;;;;;;;x
d_veneti_adj;Veneti;Vénètes;;;;;;;;;;x
d_ligures;Ligures;Ligures;;;;;;;;;;x
d_ligures_adj;Ligurian;Ligure;;;;;;;;;;x
k_minoa;Minoa;;;;;;;;;;;x
k_minoa_adj;Minoan;Minoen;;;;;;;;;;x
k_argar;Argar;;;;;;;;;;;x
k_argar_adj;Argar;;;;;;;;;;;x
# 5th century AD kingdoms
d_atrebatia;Atrebatia;;;;;;;;;;;x
d_atrebatia_adj;Atrebatian;;;;;;;;;;;x
k_rheged;Rheged;Rheged;;;;;;;;;;x
k_rheged_adj;Rhegian;;;;;;;;;;;x
d_creones;Creones;;;;;;;;;;;x
d_creones_adj;Creoni;;;;;;;;;;;x
k_soissons;Soissons;Soissons;;;;;;;;;;x
k_soissons_adj;Soisi;Soissonnais;;;;;;;;;;x
k_suebia;Suebia;Suévie;;;;;;;;;;x
k_suebia_adj;Suebi;Suève;;;;;;;;;;x
k_alamannia;Alamannia;Alémanie;;;;;;;;;;x
k_alamannia_adj;Alamannian;Alaman;;;;;;;;;;x
k_franks;Frankish Kingdom;Royaume des Francs;;;;;;;;;;x
k_franks_adj;Frank;Franc;;;;;;;;;;x
k_thuringia;Thuringia;Thuringe;;;;;;;;;;x
k_thuringia_adj;Thuringian;Thuringe;;;;;;;;;;x
d_germanii;Germanii;Germains;;;;;;;;;;x
d_germanii_adj;German;Germain;;;;;;;;;;x
d_lombards;Lombards;Lombards;;;;;;;;;;x
d_lombards_adj;Lombard;Lombard;;;;;;;;;;x
d_heruls;Heruls;;;;;;;;;;;x
d_heruls_adj;Heruli;;;;;;;;;;;x
d_iazyges;Iazyges;Iazyges;;;;;;;;;;x
d_iazyges_adj;Iazygi;Iazyge;;;;;;;;;;x
d_huns;Huns;Huns;;;;;;;;;;x
d_huns_adj;Hunnic;Hunnique;;;;;;;;;;x
d_venedi;Venedi;;;;;;;;;;;x
d_venedi_adj;Venedi;;;;;;;;;;;x
d_croats;Croats;Croates;;;;;;;;;;x
d_croats_adj;Croatian;Croate;;;;;;;;;;x
d_sklaveni;Sklaveni;Sklavinies;;;;;;;;;;x
d_sklaveni_adj;Sklav;Sklavène;;;;;;;;;;x
d_prus;Prus;;;;;;;;;;;x
d_prus_adj;Prussian;Prussien;;;;;;;;;;x
d_aesti;Aesti;;;;;;;;;;;x
d_aesti_adj;Aesti;;;;;;;;;;;x
d_kutrigurs;Kutrigurs;Koutrigoure;;;;;;;;;;x
d_kutrigurs_adj;Kutrig;Koutrigoure;;;;;;;;;;x
d_utigurs;Utigurs;;;;;;;;;;;x
d_utigurs_adj;Utid;;;;;;;;;;;x
d_onogurs;Onogurs;Onoghour;;;;;;;;;;x
d_onogurs_adj;Onog;Onoghour;;;;;;;;;;x
d_ogurs;Ogurs;Oghours;;;;;;;;;;x
d_ogurs_adj;Ogur;Oghour;;;;;;;;;;x
d_saragurs;Saragurs;;;;;;;;;;;x
d_saragurs_adj;Sarag;;;;;;;;;;;x
d_sabirs;Sabirs;Sabires;;;;;;;;;;x
d_sabirs_adj;Sabir;Sabire;;;;;;;;;;x
d_yakuts;Yakuts;Yakoutes;;;;;;;;;;x
d_yakuts_adj;Yakut;Yakoute;;;;;;;;;;x
d_scirii;Scirii;Skires;;;;;;;;;;x
d_scirii_adj;Scirii;Skire;;;;;;;;;;x
k_rugiland;Rugiland;;;;;;;;;;;x
k_rugiland_adj;Rugii;Ruge;;;;;;;;;;x
k_herul;Herul;;;;;;;;;;;x
k_herul_adj;Heruli;;;;;;;;;;;x
#k_ostrogoths;Ostrogoths;Ostrogoths;;;;;;;;;;x
#k_ostrogoths_adj;Ostrogothic;Ostrogoth;;;;;;;;;;x
e_hunnic_empire;Hunnic Empire;Empire Hunnique;;;;;;;;;;x
e_hunnic_empire_adj;Hunnic;Hunnique;;;;;;;;;;x
k_gepidia;Gepidia;Gépide;;;;;;;;;;x
k_gepidia_adj;Gepid;Gépide;;;;;;;;;;x
k_angloland;Angloland;;;;;;;;;;;x
k_angloland_adj;Anglo;;;;;;;;;;;x
d_antae;Antae;Ante;;;;;;;;;;x
d_antae_adj;Antae;Ante;;;;;;;;;;x
k_mauri;Mauri;Maure;;;;;;;;;;x
k_mauri_adj;Maurian;Maure;;;;;;;;;;x
d_tadmekka;Tadmekka;Tadamakat;;;;;;;;;;x
d_tadmekka_adj;Tadmekkan;;;;;;;;;;;x
d_oualata;Oualata;Oualata;;;;;;;;;;x
d_oualata_adj;Oualatan;;;;;;;;;;;x
d_gurma;Gurma;Gourmantché;;;;;;;;;;x
d_gurma_adj;Gurman;Gourmantché;;;;;;;;;;x
d_bambuk;Bambuk;Bambouk;;;;;;;;;;x
d_bambuk_adj;Bambuk;Bambouk;;;;;;;;;;x
d_languantan;Languantan;;;;;;;;;;;x
d_languantan_adj;Languani;;;;;;;;;;;x
k_vandalica;Vandalica;Vandalie;;;;;;;;;;x
k_vandalica_adj;Vandal;Vandale;;;;;;;;;;x
d_jutes;Jutes;Jutes;;;;;;;;;;x
d_jutes_adj;Jute;Jute;;;;;;;;;;x
k_geatland;Götaland;Götaland;;;;;;;;;;x
k_geatland_adj;Götalander;Götalandais;;;;;;;;;;x
d_sahara;Sahara;Sahara;;;;;;;;;;x
d_sahara_adj;Saharan;Saharien;;;;;;;;;;x
k_masmuda;Masmuda;Masmoudas;;;;;;;;;;x
k_masmuda_adj;Masmudan;;;;;;;;;;;x
d_acatiri;Acatiri;;;;;;;;;;;x
d_acatiri_adj;Acatirian;;;;;;;;;;;x
d_goths;Goths;Goths;;;;;;;;;;x
d_goths_adj;Gothic;Gothique;;;;;;;;;;x
d_khorpyor;Khorpyor;;;;;;;;;;;x
d_khorpyor_adj;Khorpran;;;;;;;;;;;x
d_alans;Alans;Alains;;;;;;;;;;x
d_alans_adj;Alan;Alain;;;;;;;;;;x
k_arabia_petraea;Arabia Petraea;Arabie pétrée;;;;;;;;;;x
k_arabia_petraea_adj;Petraean;;;;;;;;;;;x
# Is it Laguatan instead?
d_laguantan;Laguantan;;;;;;;;;;;x
d_laguantan_adj;Lagu;;;;;;;;;;;x
k_al_hirah;al-Hirah;Al-Hîra;;;;;;;;;;x
k_al_hirah_adj;al-Hiran;;;;;;;;;;;x
k_khwarazmia;Khwarazmia;Khwârezm;;;;;;;;;;x
k_khwarazmia_adj;Khwarazmian;;;;;;;;;;;x
e_xiongnu;Hephthalites;Hephthalites;;;;;;;;;;x
e_xiongnu_adj;Xiong;Xiong;;;;;;;;;;x
k_qaryat_dhat_kahil;Quaryat Dhat-Kahil;;;;;;;;;;;x
k_qaryat_dhat_kahil_adj;Najid;;;;;;;;;;;x
d_bedouins;Bedouins;Bedouins;;;;;;;;;;x
d_bedouins_adj;Bedouin;Bedouin;;;;;;;;;;x
k_himyar;Himyar;Himyar;;;;;;;;;;x
k_himyar_adj;Himyarite;Himyarite;;;;;;;;;;x
d_avars;Avars;Avars;;;;;;;;;;x
d_avars_adj;Avar;Avar;;;;;;;;;;x
d_cushites;Cushites;;;;;;;;;;;x
d_cushites_adj;Cushitic;;;;;;;;;;;x
d_alodia;Alodia;Alodie;;;;;;;;;;x
d_alodia_adj;Alodian;;;;;;;;;;;x
d_blemmyes;Blemmyes;Blemmyes;;;;;;;;;;x
d_blemmyes_adj;Blemmyan;;;;;;;;;;;x
k_lazica;Lazica;Lazique;;;;;;;;;;x
k_lazica_adj;Lazica;Lazique;;;;;;;;;;x
e_axum;Axum;Aksoum;;;;;;;;;;x
e_axum_adj;Axumite;Aksoumite;;;;;;;;;;x
k_iberia;Iberia;Ibérie;;;;;;;;;;x
k_iberia_adj;Iberian;Ibérique;;;;;;;;;;x
d_khopyor;Khopyor;;;;;;;;;;;x
d_khopyor_adj;Khopyor;;;;;;;;;;;x
k_lusitania;Lusitania;Lusitanie;;;;;;;;;;x
k_lusitania_adj;Lusitanian;Lusitanien;;;;;;;;;;x
d_emerita;Emerita;;;;;;;;;;;x
d_emerita_adj;Emeritan;;;;;;;;;;;x
d_scalabitanus;Scalabitanus;;;;;;;;;;;x
d_scalabitanus_adj;Scalabitanian;;;;;;;;;;;x
d_pacensis;Pacensis;;;;;;;;;;;x
d_pacensis_adj;Pacensian;;;;;;;;;;;x
k_baetica;Baetica;Bétique;;;;;;;;;;x
k_baetica_adj;Baetican;Bétique;;;;;;;;;;x
d_hispalensis;Hispalensis;;;;;;;;;;;x
d_hispalensis_adj;Hispalensian;;;;;;;;;;;x
d_gaditanus;Gaditanus;;;;;;;;;;;x
d_gaditanus_adj;Gaditanian;;;;;;;;;;;x
k_gallaecia;Gallaecia;Gallaecia;;;;;;;;;;x
k_gallaecia_adj;Gallaecian;Gallaeci;;;;;;;;;;x
d_bracarensis;Bracarensis;;;;;;;;;;;x
d_bracarensis_adj;Bracarian;;;;;;;;;;;x
d_lucensis;Lucensis;;;;;;;;;;;x
d_lucensis_adj;Lucensian;;;;;;;;;;;x
d_asturicensis;Asturicensis;;;;;;;;;;;x
d_asturicensis_adj;Asturian;;;;;;;;;;;x
k_cartaginensis;Cartaginensis;Carthaginoise;;;;;;;;;;x
k_cartaginensis_adj;Cartagensian;Carthaginoise;;;;;;;;;;x
d_citerior;Celtiberia;;;;;;;;;;;x
d_citerior_adj;Citerian;;;;;;;;;;;x
d_carthago_superior;Carthago Superior;;;;;;;;;;;x
d_carthago_superior_adj;Carthaginian;;;;;;;;;;;x
d_carthago_inferior;Carthago Inferior;;;;;;;;;;;x
d_carthago_inferior_adj;Carthaginian;;;;;;;;;;;x
d_vasconia;Vasconia;Vasconie;;;;;;;;;;x
d_vasconia_adj;Vasconian;Vascon;;;;;;;;;;x
d_tarraconensis;Tarraconensis;Tarraconaise;;;;;;;;;;x
d_tarraconensis_adj;Tarraconensian;Tarraconaise;;;;;;;;;;x
k_tarraconensis;Tarraconensis;Tarraconaise;;;;;;;;;;x
k_tarraconensis_adj;Tarraconensian;Tarraconaise;;;;;;;;;;x
d_cantabria;Cantabria;Cantabrie;;;;;;;;;;x
d_cantabria_adj;Cantabrian;Cantabre;;;;;;;;;;x
e_umma;Umma-al Islam;;;;;;;;;;;x
e_umma_adj;Islamic;Islamique;;;;;;;;;;x
e_gaul;Gaul;Gaule;;;;;;;;;;x
e_gaul_adj;Gaulish;Gaulois;;;;;;;;;;x
k_lugdunensis;Lugdunensis;Gaule lyonnaise;;;;;;;;;;x
k_lugdunensis_adj;Lugdunensian;Lyonnais;;;;;;;;;;x
d_noviodunum;Noviodunum;Noviodunum;;;;;;;;;;x
d_noviodunum_adj;Noviodi;;;;;;;;;;;x
d_celtica;Celtica;Gaule celtique;;;;;;;;;;x
d_celtica_adj;Celtic;Celtique;;;;;;;;;;x
d_gallia;Gallia;Gaule;;;;;;;;;;x
d_gallia_adj;Gallic;Gaulois;;;;;;;;;;x
d_lugdunum;Lugdunum;Lugdunum;;;;;;;;;;x
d_lugdunum_adj;Lugdunian;Lyonnais;;;;;;;;;;x
k_septem_provincae;The Seven Provinces;Septem Provinciae;;;;;;;;;;x
k_septem_provincae_adj;Provincial;;;;;;;;;;;x
d_novempopulana;Novempopulana;Novempopulanie;;;;;;;;;;x
d_novempopulana_adj;New People's;Novempopulaine;;;;;;;;;;x
d_aquitanica;Aquitanica;Gaule aquitaine;;;;;;;;;;x
d_aquitanica_adj;Aquitanican;Aquitaine;;;;;;;;;;x
d_limonum;Limonum;Limonum;;;;;;;;;;x
d_limonum_adj;Limonian;;;;;;;;;;;x
d_narbonensis;Narbonensis;Gaule narbonnaise;;;;;;;;;;x
d_narbonensis_adj;Narboni;Narbonnais;;;;;;;;;;x
d_alpes;Alps;Alpes;;;;;;;;;;x
d_alpes_adj;Alpish;Alpestre;;;;;;;;;;x
k_belgica;Belgica;Gaule belge;;;;;;;;;;x
k_belgica_adj;Belgican;Belge;;;;;;;;;;x
d_durocotorum;Durocotorum;Durocotorum;;;;;;;;;;x
d_durocotorum_adj;Dorocotorian;;;;;;;;;;;x
d_germania_superior;Germania Superior;Germanie supérieure;;;;;;;;;;x
d_germania_superior_adj;German;Germain;;;;;;;;;;x
d_verodunum;Verodunum;;;;;;;;;;;x
d_verodunum_adj;Verodunian;;;;;;;;;;;x
d_camaracum;Camaracum;;;;;;;;;;;x
d_camaracum_adj;Camarian;;;;;;;;;;;x
k_germania_inferior;Germania Inferior;Germanie inférieure;;;;;;;;;;x
k_germania_inferior_adj;German;Germain;;;;;;;;;;x
d_germania_inferior;Germania Inferior;Germanie inférieure;;;;;;;;;;x
d_germania_inferior_adj;German;Germain;;;;;;;;;;x
k_vindelicia;Vindelicia;;;;;;;;;;;x
k_vindelicia_adj;Vindelician;;;;;;;;;;;x
d_vindelicia_secunda_adj;Second Vindelician;;;;;;;;;;;x
d_vindelicia_prima;Vindelicia Prima;;;;;;;;;;;x
d_vindelicia_prima_adj;First Vindelician;;;;;;;;;;;x
k_maxima_sequanorum;Maxima Sequanorum;Maxima Sequanorum;;;;;;;;;;x
k_maxima_sequanorum_adj;Sequanoran;Séquanais;;;;;;;;;;x
d_maxima_sequanorum;Sequii;Séquanes;;;;;;;;;;x
d_maxima_sequanorum_adj;Sequanoran;Séquanais;;;;;;;;;;x
e_germania;Germania;Germanie;;;;;;;;;;x
e_germania_adj;German;Germain;;;;;;;;;;x
