secret_celtic_pagan_reformed_community_desc;In secret, Druidic faithfuls have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles Druidiques ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Anhänger des druidisch Glaubens heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles de Druida han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_hellenic_pagan_community;Secret Hellenic Community;Communauté Hellenique secrète;Geheime Hellenisch heidnischen Gemeinde;;Comunidad hellenico pagano secreta;;;;;;;;;x
secret_hellenic_pagan_community_desc;In secret, Hellenic faithfuls have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles hellenique païen ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Anhänger des hellenisch heidnischen Glaubens heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles de hellenico pagano han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_egyptian_pagan_community;Secret Kemetic Pagan Community;Communauté Druidique secrète;Geheime Kemetisch heidnischen Gemeinde;;Comunidad celtico pagano secreta;;;;;;;;;x
secret_egyptian_pagan_community_desc;In secret, Kemetic faithfuls have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles Kemetic païen ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Anhänger des Kemetisch heidnischen Glaubens heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles de Kemetic pagano han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_aten_pagan_community;Secret Aten Pagan Community;Communauté Atenique secrète;Geheime Atenisch heidnischen Gemeinde;;Comunidad Atenico pagano secreta;;;;;;;;;x
secret_aten_pagan_community_desc;In secret, Atenic faithfuls have organized themselves as a community in this province. From there it converts others, grows, and protects their own.;Des fidèles Atenique païen ont secrètement formé une communauté dans cette province. Ils y convertissent les autres personnes et protègent les leurs.;In dieser Provinz haben sich Anhänger des Atenisch heidnischen Glaubens heimlich zu einer Gemeinde organisiert. Von dort aus bekehrt diese Gemeinde andere, wird immer größer und beschützt ihre Mitglieder.;;Los fieles de Atenico pagano han creado una comunidad secreta en esta provincia. De este modo convierten a otros, crecen y protegen a los suyos.;;;;;;;;;x
secret_religious_society_celtic_pagan_leader_desc;A High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
secret_religious_society_celtic_pagan_reformed_leader_desc;A High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
secret_religious_society_hellenic_pagan_leader_desc;TA High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
secret_religious_society_egyptian_pagan_leader_desc;A High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
secret_religious_society_aten_pagan_leader_desc;A High Priest in $SOCIETY|Y$;Un grand prêtre dans $SOCIETY|Y$;Hohepriester von $SOCIETY|Y$;;Sumo sacerdote de $SOCIETY|Y$;;;;;;;;;x
mnm.3225.ancrel;In an effort to convince the court of my commitment to [Root.Religion.GetHighGodName], I have gone to [Root.GetHouseOfWorship], to make an offering at the altar of the gods. A [Root.Religion.GetPriestTitle] eyes me warily as I walk up the steps and enter the building. May [Root.GetTrueReligionHighGod] forgive me, but I need to make a good impression here.;Dans un effort visant à convaincre la Cour de mon engagement envers [Root.Religion.GetHighGodName], je suis devant l'entrée [Root.GetHouseOfWorshipDuDela] pour laisser une offrande à l'autel des dieux. Un [Root.Religion.GetPriestTitle] me regarde avec méfiance alors que je gravis les marches et entre dans le bâtiment. Que [Root.GetTrueReligionHighGod] me pardonne, mais je dois faire bonne impression ici.;Um den Hof von meiner Hingabe zu [Root.Religion.GetHighGodName] zu überzeugen, bin ich zum/zur [Root.GetHouseOfWorship] gegangen, um am Altar der Götter eine Opfergabe darzubringen. Ein/e [Root.Religion.GetPriestTitle] schaut mich misstrauisch an, als ich die Stufen hinaufsteige und das Gebäude betrete. Möge [Root.GetTrueReligionHighGod] mir vergeben, aber ich muss hier einen guten Eindruck machen.;;En un intento de convencer a la corte de mi compromiso con [Root.Religion.GetHighGodName], he ido al templo para hacer una ofrenda en el altar de los dioses. El religioso me observa con recelo mientras subo los peldaños y entro en el edificio. Que [Root.GetTrueReligionHighGod] me perdone, pero debo dar una buena impresión.;;;;;x
mnm.3226.ancrel;As I step up in front of them, my people eye me carefully. They depend on their [Root.GetTitle], and [Root.GetHerHis] connection to [Root.Religion.GetHighGodName], to guide them. The [Root.Religion.GetPriestTitle] nods at me, and I stare into the flames of the altar candle lights for a moment. When I finally speak, I imagine that I am praising [Root.GetTrueReligionHighGod] – unsurprising, my words have never seemed more true.;En me levant devant eux, mon peuple me regarde attentivement. Ils comptent sur leur [Root.GetTitle] et sur sa connexion avec [Root.Religion.GetHighGodName] pour les guider. Le [Root.Religion.GetPriestTitle] m'encourage d'un hochement de tête, et je fixe les flammes des bougies de l'autel pendant un moment. Quand je parle enfin, j'imagine que je loue [Root.GetTrueReligionHighGod] – sans surprise, mes paroles n'ont jamais semblé plus vraies.;Als ich zum Altar hochgehe, beobachten mich meine Untertanen aufmerksam. Sie sind von mir als [Root.GetTitle] und meiner Verbindung zu [Root.Religion.GetHighGodName] abhängig, damit ich sie richtig führe. Der/die [Root.Religion.GetPriestTitle] nickt mir zu, und ich starre für eine Weile in die Flammen der Kerzen des Altars. Als ich schließlich zu reden beginne, stelle ich mir vor, [Root.GetTrueReligionHighGod] zu preisen, und es überrascht mich nicht, dass es mir so vorkommt, als hätte ich noch nie wahrere Worte gesprochen.;;"Cuando me coloco ante los fieles, me miran con atención. Cuentan con su [Root.GetTitle] y con su conexión con [Root.Religion.GetHighGodName] para guiarlos. El religioso me mira y asiente, y yo observo las llamas de las velas del altar durante un momento. Al fin empiezo a hablar e imagino que alabo a [Root.GetTrueReligionHighGod] como era de esperar, mis palabras nunca han parecido tan ciertas.";;;;;x
mnm.3227.ancrel;As I step up to the altar, the [Root.Religion.GetGroupName]s eye me warily. They depend upon me, as [Root.GetTitle] and my connection to [Root.Religion.GetHighGodName], to guide them. The [Root.Religion.GetPriestTitle] nods solemnly at me. I look up at the ornamental windows of the [Root.GetHouseOfWorship], silently begging [Root.GetTrueReligionHighGod] for some surge of inspiration – it never comes. I run off the stage, leaving rows of people confused.;Alors que je monte vers l'autel, les [Root.Religion.GetGroupName]s m'observent avec méfiance. Ils comptent sur moi, en tant que [Root.GetTitle] et sur ma connexion avec [Root.Religion.GetHighGodName] pour les guider. Le [Root.Religion.GetPriestTitle] me fait un signe solennel. Je regarde les fenêtres ornementales [Root.GetHouseOfWorshipDuDela], en suppliant silencieusement [Root.GetTrueReligionHighGod] pour une certaine poussée d'inspiration – qui ne vient jamais. Je cours hors de la scène, laissant des rangées de gens confus.;Als ich zum Altar hochgehe, beobachten mich die Anhänger der Religion [Root.Religion.GetName] misstrauisch. Sie sind von mir als [Root.GetTitle] und meiner Verbindung zu [Root.Religion.GetHighGodName] abhängig, damit ich sie richtig führe. Der/die [Root.Religion.GetPriestTitle] nickt mir feierlich zu. Ich schaue zu den verzierten Fenstern im/in der [Root.GetHouseOfWorship] hinauf und bitte [Root.GetTrueReligionHighGod] stumm um eine Eingebung, doch diese Eingebung kommt einfach nicht. Ich renne von der Bühne und lasse die Reihen der Anwesenden verwirrt hinter mir zurück.;;Cuando subo al altar, los [Root.Religion.GetGroupName] me observan con recelo. Cuentan conmigo como [Root.GetTitle], y con mi conexión con [Root.Religion.GetHighGodName] para guiarlos. El religioso me mira y asiente con solemnidad. Alzo la vista hacia las ventanas ornamentales de [Root.GetHouseOfWorship], suplicando en silencio a [Root.GetTrueReligionHighGod] una pizca de inspiración... pero no llega. Bajo corriendo de la tarima, dejando a filas de asistentes confundidos.;;;;;x
mnm.3228.ancrel;I step up to the altar and make a quick decision – as I reach the center of the stage I collapse to the floor. The worshipers gasp as I, their [Root.GetTitle], begin quoting [Root.Religion.GetScriptureName]. I roll my eyes back as I speak, as if confronting the skies themselves. When my last words ring out, everyone seems to be holding their breath. For a moment I worry that my stunt has failed. Then the [Root.Religion.GetPriestTitle] exclaims "A VISION! My [Root.GetLordLady], let me help you stand!";Je m'approche de l'autel et je prends une décision rapide – en arrivant au centre de la scène, je m'effondre au sol. Les adorateurs halètent alors que moi, leur [Root.GetTitle], commence à citer [Root.Religion.GetScriptureName]. Je révulse mes yeux et parle, comme si j'étais confronté[Root.GetNoneE] aux cieux eux-mêmes. Quand mes derniers mots retentissent, tout le monde semble retenir son souffle. Pendant un instant, j'ai peur que mon petit tour ait échoué. Puis, le [Root.Religion.GetPriestTitle] s'écrie : « UNE VISION ! M[Root.GetOnA][Root.GetLordLady], laissez-moi vous aider à vous tenir debout ! »;"Ich gehe zum Altar hoch und treffe blitzschnell eine Entscheidung. Als ich die Mitte der Bühne erreiche, breche ich einfach zusammen. Die Gläubigen schnappen nach Luft, als ich, ihr/e [Root.GetTitle], anfange, aus der Schrift [Root.Religion.GetScriptureName] zu zitieren. Ich verdrehe meine Augen nach hinten, während ich spreche, als würde ich mich an den Himmel selbst wenden. Als meine letzten Worte verklingen, scheinen alle den Atem anzuhalten. Einen Moment lang mache ich mir Sorgen, dass mein Trick vielleicht misslungen ist. Doch dann ruft der/die [Root.Religion.GetPriestTitle]: "EINE VISION! Mein/e [Root.GetLordLady], lasst mich Euch auf die Füße helfen!";;"Me subo al altar y tomo una rápida decisión: cuando alcanzo el centro de la tarima, me desplomo en el suelo. A los adoradores se les corta la respiración cuando yo, su [Root.GetTitle], empiezo a citar las sagradas escrituras. Pongo los ojos en blanco mientras hablo, como si estuviera viendo los cielos mismos. Cuando pronuncio las últimas palabras, todos siguen aguantando el aliento. Por un momento temo que mi ardid haya fracasado. Entonces el religioso exclama: "¡Una visión! Mi [Root.GetLordLady], deja que te ayude a ponerte en pie!".";;;;;x
mnm.3229.ancrel;I step forwards and make a bold decision – as I reach a group of people I collapse to the floor. The worshipers gasp as I, their [Root.GetTitle], begin quoting fragments of [Root.Religion.GetScriptureName]. I roll my eyes back as I speak, as if confronting the skies themselves. When my last words ring out, they start to whisper. For a moment I am convinced that my stunt has succeeded. Then the [Root.Religion.GetPriestTitle] prods at me. "Uhm, my [Root.GetLordLady]? Let's get you back onto your feet.";Je fais un pas en avant et prends une décision audacieuse – lorsque j'atteins un groupe de gens, je m'effondre au sol. Les adorateurs halètent alors que moi, leur [Root.GetTitle], commence à citer [Root.Religion.GetScriptureName]. Je révulse mes yeux et parle, comme si j'étais confronté[Root.GetNoneE] aux cieux eux-mêmes. Quand mes derniers mots retentissent, ils commencent à chuchoter. Pendant un instant, je suis convaincu[Root.GetNoneE] que mon petit tour a réussi. Puis le [Root.Religion.GetPriestTitle] me secoue pour voir si je réagis. « Uhm, M[Root.GetOnA][Root.GetLordLady] ? On va vous aider à vous relever. »;"Ich trete nach vorne und treffe eine kühne Entscheidung. Als ich eine Gruppe von Leuten erreiche, breche ich einfach zusammen. Die Gläubigen schnappen nach Luft, als ich, ihr/e [Root.GetTitle], anfange, Auszüge aus der Schrift [Root.Religion.GetScriptureName] zu zitieren. Ich verdrehe meine Augen nach hinten, während ich spreche, als würde ich mich an den Himmel selbst wenden. Als meine letzten Worte verklingen, beginnen die Leute zu wispern. Einen Moment lang bin ich davon überzeugt, dass mein Trick gelungen ist. Doch dann stößt mich der/die [Root.Religion.GetPriestTitle] an: "Äh, mein/e [Root.GetLordLady]? Lasst mich Euch wieder auf die Füße helfen.";;"Avanzo y tomo una atrevida decisión: cuando llego hasta un grupo de gente, me desplomo en el suelo. A los adoradores se les corta la respiración cuando yo, su [Root.GetTitle], empiezo a citar fragmentos de las sagradas escrituras. Pongo los ojos en blanco mientras hablo, como si estuviera viendo los cielos mismos. Cuando pronuncio las últimas palabras, empiezan a susurrar. Por un momento creo que mi ardid ha funcionado. Entonces el religioso exclama: "Eh... ¿mi [Root.GetLordLady]? Te ayudaré a levantarte".";;;;;x
############### Devil Worshippers;;;;;;;;;;;;;x
unseelie_petitioners;Petitioners of the Unseelie Court;;;;;;;;;;;;;x
unseelie_petitioners_desc;The Petitioners seek to gain the favor of the Unseelie Court, fairies of a wicked and cruel nature. Spurning the worship of the gods and veneration of the Seelie Court, these individuals embrace hedonism and selfishness. They seek to use their pacts with the Unseelie to gain more power and pleasure for themselves. Unfortunately it seems the Unseelie delight in the havoc their mortal followers cause, as there are disturbing rumors surrounding the Petitioners, of dark magic and unnaturally long lives...;;;;;;;;;;;;;x
currency_name_unseelie_petitioners;Dark Power;;;;;;;;;;;;;x
unseelie_petitioners_leader_desc;The High Priest of The Petitioners;;;;;;;;;;;;;x
unseelie_petitioners_rank_1_female;Abjurer;Apostate;Bannmagierin;;Apóstata;;;;x
unseelie_petitioners_rank_2_female;Conjurer;Sorcière;Beschwörerin;;Conjuradora;;;;x
unseelie_petitioners_rank_3_female;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;x
unseelie_petitioners_rank_4_female;High Priestess;Grande prêtresse;Hohepriesterin;;Suma sacerdotisa;;;;x
unseelie_petitioners_rank_1_male;Abjurer;Apostat;Bannmagier;;Apóstata;;;;x
unseelie_petitioners_rank_2_male;Conjurer;Sorcier;Beschwörer;;Conjurador;;;;x
unseelie_petitioners_rank_3_male;Priest;Prêtre;Priester;;Sacerdote;;;;x
unseelie_petitioners_rank_4_male;High Priest;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;x
unseelie_recruit;Recruit to the Unseelie Petitioners;;;;;;;;;;;;;x
unseelie_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a Petitioner.;;;;;;;;;;;;;x
unseelie_recruit_block_tooltip;Has not been approached by the Unseelie Petitioners before.;;;;;;;;;;;;;x
the_coven;The Coven of Hecate;;;;;;;;;;;;;x
the_coven_desc;The witches and warlocks of The Coven live in defiance of the traditional gods of their people. They laugh at the Olympians' ordered universe, they sneer at Prometheus' promise of enlightenment, and they mock the Titan's futile rage. Instead they turn to Hecate, the goddess of magic. In moonlit groves and secret chambers they make sinister pacts to their goddess and commit acts of debauchery and murder. If that wasn't enough, they are said to posess powerful curses and unnaturally long lives...;;;;;;;;;;;;;x
currency_name_the_coven;Dark Power;;;;;;;;;;;;;x
the_coven_rank_1_female;Abjurer;Apostate;Bannmagierin;;Apóstata;;;;x
the_coven_rank_2_female;Conjurer;Sorcière;Beschwörerin;;Conjuradora;;;;x
the_coven_rank_3_female;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;x
the_coven_rank_4_female;High Priestess;Grande prêtresse;Hohepriesterin;;Suma sacerdotisa;;;;x
the_coven_rank_1_male;Abjurer;Apostat;Bannmagier;;Apóstata;;;;x
the_coven_rank_2_male;Conjurer;Sorcier;Beschwörer;;Conjurador;;;;x
the_coven_rank_3_male;Priest;Prêtre;Priester;;Sacerdote;;;;x
the_coven_rank_4_male;High Priest;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;x
the_coven_leader_desc;The High Priest of The Coven;;;;;;;;;;;;;x
coven_recruit_block_tooltip;Has not been approached by The Coven before.;;;;;;;;;;;;;x
coven_recruit;Recruit to The Coven;;;;;;;;;;;;;x
coven_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of The Coven.;;;;;;;;;;;;;x
the_sand_snakes;The Fangs of Apep;;;;;;;;;;;;;x
the_sand_snakes_desc;The Fangs of Apep;Those who serve the Great Serpent hide in our midst, dedicating their depravities and perfidies to their Lord Apep. Every transgression is a hymn, every murder a roar of defiance against the peace and order of [Root.Religion.GetHighGodName]. Apep rewards such dark sacraments handsomely – witches are said to be gifted with unnatural lifespans and all manner of demonic powers.;Ceux qui servent le Grand Serpent se cachent au milieu de nous, consacrant leurs dépravations et perfidies à leur Seigneur Apep. Chaque transgression est un hymne, chaque assassinat un rugissement de défi contre la parole [Root.GetHighGodDuDelaDes]. Apep récompense généreusement de tels sombres sacrements – les sorciers sont dits dotés d'une durée de vie anormale et de pouvoirs démoniaques.;Die Jünger des Große Schlange verstecken sich in unserer Mitte und huldigen in perfider Verderbtheit Apep, ihrem Herrn. Jede Sünde ist ihnen Hymnus, jeder Mord ein Aufschrei gegen das Wort von [Root.Religion.GetHighGodNameCap]. Apep belohnt die Priester seiner dunklen Sakramente fürstlich: So heißt es, dass er Hexen ein unnatürlich langes Leben schenkt und ihnen alle möglichen dämonischen Kräfte verleiht.;;Aquellos que sirven al Gran Serpiente se ocultan entre nosotros, dedicando sus depravaciones y perfidias a su señor, Apep. Cada transgresión es un himno cada asesinato es un rugido de desafío contra la palabra de [Root.Religion.GetHighGodNameCap]. Apep recompensa esos sacramentos oscuros generosamente: se dice que las brujas están dotadas de una vida antinatural y de toda clase de poderes demoníacos.";;;;x
currency_name_the_sand_snakes;Dark Power;;;;;;;;;;;;;x
the_sand_snakes_rank_1_female;Abjurer;Apostate;Bannmagierin;;Apóstata;;;;x
the_sand_snakes_rank_2_female;Conjurer;Sorcière;Beschwörerin;;Conjuradora;;;;x
the_sand_snakes_rank_3_female;Priestess;Prêtresse;Priesterin;;Sacerdotisa;;;;x
the_sand_snakes_rank_4_female;High Priestess;Grande prêtresse;Hohepriesterin;;Suma sacerdotisa;;;;x
the_sand_snakes_rank_1_male;Abjurer;Apostat;Bannmagier;;Apóstata;;;;x
the_sand_snakes_rank_2_male;Conjurer;Sorcier;Beschwörer;;Conjurador;;;;x
the_sand_snakes_rank_3_male;Priest;Prêtre;Priester;;Sacerdote;;;;x
the_sand_snakes_rank_4_male;High Priest;Grand prêtre;Hohepriester;;Sumo sacerdote;;;;x
the_sand_snakes_leader_desc;The Great Xroj of the Fangs of Apep;;;;;;;;;;;;;x
sand_snakes_recruit_block_tooltip;Has not been approached by the Fangs of Apep before.;;;;;;;;;;;;;x
sand_snakes_recruit;Recruit to The Fangs of Apep;;;;;;;;;;;;;x
sand_snakes_recruit_desc;Attempt to find out whether §Y[Root.GetTitledFirstName]§! is open to the power of the occult. If so, you may invite [Root.GetHerHim] to become a member of The Fangs of Apep.;;;;;;;;;;;;;x
