EVTOPTB1007001;I do not give in to threats;Je ne cède pas aux menaces;Ich gebe Drohungen nicht nach;;;;;;;;;;;x
EVTTOOLTIP1007001;The kidnapping succeeded;L'enlèvement est un succès;Das Kidnapping ist erfolgreich;;;;;;;;;;;x
EVTDESC1007002;My guards caught [From.GetTitledFirstName] just as [From.GetSheHe] was about to break into my bedchamber, dagger in hand. Under interrogation, [From.GetSheHe] has confessed to planning to kidnap me to force me to give [From.GetHerHim] lands and a title.;Mes gardes ont attrapé [From.GetTitledFirstName] juste au moment où [From.GetSheHe] allait pénétrer dans ma chambre, dague à la main. Sous la question, [From.GetSheHe] a confessé son projet de m'enlever pour me forcer à lui donner des terres et un titre. ;Meine Wachen schnappten [From.GetTitledFirstName] gerade als [From.GetSheHe]  versuchte in meine Gemächer einzudringen. Mit einem Dolch in der Hand !. Im Verhör gstand  [From.GetSheHe] das er plante mich zu kidnapen um mich zu zwingen Ländereien und Titel an [From.GetHerHim] zu geben.;;;;;;;;;;;x
EVTOPTA1007002;Let [From.GetHerHim] rot in jail;Laissez [From.GetHerHim] pourrir dans les geôles;Laßt [From.GetHerHim] im Kerker verrecken!;;;;;;;;;;;x
EVTOPTB1007002;The punishment for treason is death!;La punition pour la trahison est la mort !;Die Strafe für den Verrat ist Tod!;;;;;;;;;;;x
EVTOPTC1007002;I will forgive [From.GetHerHim]... this time.;Je vais pardonner [From.GetHerHim]... Pour cette fois.;Ich vergebe [From.GetHerHim]... Diesmal!;;;;;;;;;;;x
EVTTOOLTIP1007002;The kidnapping failed;L'enlèvement est un échec;Das Kidnapping scheitert;;;;;;;;;;;x
EVTDESC6600;My wound has become infected and gangrenous. The surgeon says that the limb must be removed if I am to survive.;Ma blessure a commencé à s'infecter et à se gangréner. Le chirurgien dit que le membre doit être amputé si je veux survivre. ;Meine alte Wunde hat sich mit Wundbrand infiziert. Der Chirurg meint, dass er die Gliedmaße amputieren muss, wenn ich überleben will.;;;;;;;;;;;x
EVTOPTA6600;Argh, the pain!;Argh, la douleur !;Argh, der Schmerz!;;;;;;;;;;;x
EVTOPTD50002;Off with [From.GetPossPronoun] head!;Qu'on lui coupe sa tête !;Ab mit [From.GetPossPronoun]em Kopf !;;;;;;;;;;;x
EVTOPTC451;[From.GetSheHeCap]'s not my type;[From.GetSheHeCap] n'est pas mon genre;[From.GetSheHeCap] ist nicht mein Typ;;;;;;;;;;;x
EVTDESC110040;I have arranged for the sale of my old estates so that I can concentrate my wealth in the lands that I now hold.;Je me suis arrangé pour vendre mes anciens domaines afin que je puisse consacrer ma richesse aux terres que je détiens.;Ich habe den Verkauf meinen alten Anwesen angeordnet, so dass ich meinen Reichtum zu den Ländern, die ich jetzt halte, zusammen sammeln kann.;;;;;;;;;;;x
EVTDESC37501;Today, my [GetFromRelation] [From.GetFirstName] asked me for landed estates to live off...;Aujourd'hui, mon [GetFromRelation] [From.GetFirstName] m'a demandé la permission de quitter de château familiale et souhaiterai que je lui accorde un domaine ...;Heute hat mein [GetFromRelation] [From.GetFirstName] mich dazu gebittet [From.GetHerHim] Grundbesitz zu geben um davon zu Leben...;;;;;;;;;;;x
EVTOPTA37501;I gave [From.GetHerHim] what [From.GetSheHe] wanted;Je lui ai donné ce qu'[From.GetSheHe] voulait;Ich gabe [From.GetHerHim] was [From.GetSheHe] wollte;;;;;;;;;;;x
EVTOPTB37501;I told [From.GetHerHim] I could not afford it...;Je lui ai dit que je ne pourrais pas me le permettre ...;Ich sagte [From.GetHerHim] das ich es nicht gewähren könnte...;;;;;;;;;;;x
EVTDESC220003;I have decided to revoke [From.GetTitledName]'s honorary title.;J'ai décidé d'annuler le titre honorifique de [From.GetTitledName].;Ich habe mich dazu beschlossen, [From.GetTitledName]'s Ehrentitel zu widerrufen.;;;;;;;;;;;x
EVTOPTA220003;[From.GetSheHeCap] does not deserve it!;[From.GetSheHeCap] ne le mérite pas !;[From.GetSheHeCap] verdient es nicht!;;;;;;;;;;;x
EVTOPTB220003;Let [From.GetHerHim] keep it;Laisser [From.GetHerHim] le garder;Lass [From.GetHerHim] es behalten;;;;;;;;;;;x
EVTDESC220000;I have decided to legitimize [From.GetFullName] and make [From.GetHerHim] a member of my dynasty.;J'ai décidé de légitimer [From.GetFullName] et d'en faire un membre de ma dynastie.;Ich habe mich zum Legitimierung von [From.GetFullName] entschlossen und damit [From.GetHerHim] ein Mitglied meiner Dynastie zu machen.;;;;;;;;;;;x
EVTOPTA220000;[From.GetSheHeCap] is a bastard no more!;[From.GetSheHeCap] n'est rien de plus qu'un bâtard !;[From.GetSheHeCap] ist nicht mehr ein Bastard!;;;;;;;;;;;x
EVTOPTB220000;Never mind...;Peu importe ...;Geschweige denn...;;;;;;;;;;;x
EVTDESC220001;I have decided to grant estates and land to [From.GetFullName], but how much land will [From.GetSheHe] receive?;J'ai décidé de concéder des domaines et des terres à [From.GetFullName], mais combien de titres va-t-[From.GetSheHe] recevoir ?;Ich habe mich dazu beschlossen, Ländereien und Grundstücke an [From.GetFullName] zu gewähren, aber wie viel Land wird [From.GetSheHe] erhalten?;;;;;;;;;;;x
EVTOPTA220001;A minor estate;Un domaine modeste;Einen kleinen Anwesen;;;;;;;;;;;x
EVTOPTB220001;A moderate estate;Un domaine moyen;Einen mäßigen Anwesen;;;;;;;;;;;x
EVTOPTC220001;A large estate;Un grand domaine;Einen großen Anwesen;;;;;;;;;;;x
EVTOPTD220001;None at all!;Rien du tout !;Überhaupt nichts!;;;;;;;;;;;x
EVTOPTB73200;Best not to annoy [Root.Liege.GetHerHim];Il serait mieux de ne pas l'ennuyer;Am besten [Root.Liege.GetHerHim] nicht ärgern;;;;;;;;;;;x
EVTDESC38305;I have been possessed by some divine power, though I know not whether it is good or evil. It speaks to me, voices inside of my head that those around me cannot hear.;J'ai été possédé par une certaine puissance divine, bien que je ne sache pas si elle est bienveillante ou maléfique. Elle me parle, une petite voix à l'intérieur de ma tête que ceux qui sont autour de moi ne peuvent pas entendre.;Ich werde von einen göttlichen Macht besessen, obwohl ich weiß nicht, ob es gut oder böse ist. Sie spricht zu mir, Stimmen in meinem Kopf, dass diejenigen um mich nicht hören können.;;;;;;;;;;;x
EVTOPTA38305;We are no longer alone;Nous ne sommes plus seuls;Wir sind nicht mehr allein.;;;;;;;;;;;x
EVTDESC6601;The illness sent me into a deep sleep in which I spent days moaning and trashing about in my fevered delirium. When I woke, the fever had broken but the world had gone dark.;La maladie m'a plongé dans un profond sommeil et j'ai passé des journées à gémir dans mon délire fiévreux. Lorsque je me suis réveillé, la fièvre avait disparu, mais le monde était devenu sombre.;;;;;;;;;;;;x
EVTOPTA6601;I cannot see!;Je ne vois rien ! Je ne vois pas !;;;;;;;;;;;;x
EVTDESC1007010;My co-conspirators have sent word that they have prepared everything we need to discredit [Root.PlotTarget.GetTitledFirstName]. Documents of [Root.PlotTarget.GetHerHis] corruption have been prepared, and courtiers have been bribed to whisper to [Root.Liege.GetTitledFirstName] of [Root.PlotTarget.GetHerHis]'s incompetence. With [Root.PlotTarget.GetHerHis] reputation in tatters, [Root.PlotTarget.GetTitledFirstName] will find it impossible to hold on to [Root.PlotTarget.GetHerHis] position on the council.;Mes co-conspirateurs m'ont prévenu qu'ils ont préparé tout ce qu'il faut pour discréditer [Root.PlotTarget.GetTitledFirstName]. Les documents compromettant ont été préparés, et les courtisans ont été soudoyés répandre des rumeurs à la cour de [Root.Liege.GetTitledFirstName]. Une fois sa réputation en lambeaux, il ne lui sera plus possible de conserver son poste à la cour;Meine Mitverschwörer senden wort, dass sie alles das wir brauchen, um [Root.PlotTarget.GetTitledFirstName] zu diskreditieren haben. Dokumente um [Root.PlotTarget.GetHerHis] Korruption dar zu legen wurden hergestellt und Höflinge wurden bestochen an [Root.Liege.GetTitledFirstName] zu flüstern von [Root.PlotTarget.GetHerHis]'s Inkompetenz . Mit [Root.PlotTarget.GetHerHis] Ruf in Fetzen, wird [Root.PlotTarget.GetTitledFirstName] es unmöglich finden um [Root.PlotTarget.GetHerHis] Position auf dem Konzil zu halten.;;;;;;;;;;;x
EVTOPTA1007010;That position will be mine!;Ce poste sera mien !;Der Position wird mir gehören!;;;;;;;;;;;x
EVTOPTB1007010;Wait for a better opportunity;Attendre une meilleure opportunité;Warte für eine bessere Zeit möglichkeit;;;;;;;;;;;x
EVTDESC1007011;I have found myself the target of a vicious campaign of slander at court. Rumors of incompetence and corruption have undermined the authority of my position, and it seems that even [Root.Liege.GetTitledName] has come to believe them, as I have been removed from my position on the council.;Je me suis trouvé la cible d'une violente campagne de diffamation à la cour. Les rumeurs d'incompétence et de corruption ont miné ma réputation, et il semble que même le/la [Root.Liege.GetTitledName] en est venu à les croire que j'ai été démis de mes fonctions au conseil.;Ich bin das Ziel einer bösartigen Verleumdungskampagne bei Hof. Gerüchte von Inkompetenz und Korruption haben die Autorität meiner Position untergraben, und es scheint, dass auch [Root.Liege.GetTitledName] an die Entscheidung gekommen, sie zu glauben, als ich von meiner Position auf dem Konzil entfernt wurden.;;;;;;;;;;;x
EVTOPTA1007011;I am ruined!;Je suis ruiné !;Ich bin ruiniert!;;;;;;;;;;;x
EVTDESC1007012;The attempt to discredit [From.GetTitledFirstName] was a success! [Root.Liege.GetTitledFirstName] has dismissed [From.GetHerHim] from the council and [From.GetHerHis] position is now vacant and ready for me to occupy.;La tentative pour discréditer [From.GetTitledFirstName] a été un succès ! [Root.Liege.GetTitledFirstName] l'a renvoyé du conseil, son poste est maintenant libre et prêt pour mon investiture.;Der Versuch, [From.GetTitledFirstName] zu diskreditieren war erfolgreich! [Root.Liege.GetTitledFirstName] hat [From.GetHerHim] aus dem Rat abgewiesen und [From.GetHerHis] Position ist jetzt frei und bereit für mich zu besetzen.;;;;;;;;;;;x
EVTOPTA1007012;Excellent!;Excellent !;Gut!;;;;;;;;;;;x
EVTDESC1007013;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe it at first, but in the end I could not deny the weight of the evidence and was forced to remove [From.GetTitledFirstName] from [From.GetHerHis] position at court.;Dernièrement, j'ai entendu des rumeurs quant à l'incompétence de [From.GetTitledFirstName]. La nuit sous ma porte, quelqu'un a glissé des documents prouvant son implication dans des affaires de corruption. J'ai refusé d'y croire au premier abord, mais finalement je ne pouvais nier l'évidence et j'ai été contraint de retirer à [From.GetTitledFirstName] son poste à la cour.;In letzter Zeit scheint es, dass ich nichts hörte, außer schlechtes von [From.GetTitledFirstName]. Von Flüstern der Inkompetenz am Hof, zur Dokumente von [From.GetHerHis] Korruption von die unter meiner Schlafzimmertür eines Nachtes geschlüpft wurde. Ich weigerte mich, es zuerst zu glauben, aber am Ende konnte ich es nicht leugnen. Das Gewicht der Beweismittel zwang mich [From.GetTitledFirstName] aus [From.GetHerHis] Stellung beim Hof zu entfernen.;;;;;;;;;;;x
EVTOPTA1007013;It had to be done;Il fallait le faire;Es musste getan werden.;;;;;;;;;;;x
EVTDESC1007014;I have found myself the target of a vicious campaign of slander at court. Whispers of incompetence and accusations of corruption have been directed at me, but fortunately [Root.Liege.GetTitledFirstName] have refused to give them credence and ordered an investigation into the source of the rumors. Although the investigation turned up nothing, my position at court is secure.;Je me suis trouvé la cible d'une violente campagne de diffamation à la cour. Des rumeurs d'incompétence et des accusations de corruption ont été dirigées contre moi, mais heureusement [Root.Liege.GetTitledFirstName] a refusé de leur donner créance et a ordonné une enquête sur la source de ces rumeurs. Bien que l'enquête n'a rien donné, ma position à la cour est sécurisée.;Ich habe mich das Ziel einer bösartigen Verleumdungskampagne beim Hof gefunden. Flüstern der Inkompetenz und vorwürfe der Korruptions sind mir angerichtet. Glücklicherweiser hat [Root.Liege.GetTitledFirstName] sich geweigert die Glaubwürdigkeit diese vorwürfe  zu würdigen und dazu geordnet eine Untersuchung der Quelle diese Gerüchte. Obwohl die Untersuchung nichts tauchte ist meine Position beim Hof sicher.;;;;;;;;;;;x
EVTOPTA1007014;Who could have instigated such an underhanded scheme?;Qui aurait pu tenter quelque chose d'aussi sournois ?;;;;;;;;;;;;x
EVTDESC1007015;Despite the rumors and accusations directed at [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] refused to dismiss [From.GetHerHim] from the council and has ordered an investigation into the source of the rumors. Fortunately, the investigation turned up no evidence of my involvement.;Malgré les rumeurs et accusations dirigées contre [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] a refusé de le renvoyer du conseil et a ordonné une enquête sur la source de ces rumeurs. Heureusement, l'enquête n'a mis à jour aucune preuve de mon implication.;;;;;;;;;;;;x
EVTOPTA1007015;It could have been worse...;Cela aurait pu être pire ...;Es hätte schlimmer sein können...;;;;;;;;;;;x
EVTDESC1007016;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe the accusations, and ordered an investigation into the source of the rumors. A thorough questioning of the court turned up nothing, but has at least put a stop to the slanderous accusations.;Dernièrement, j'ai entendu des rumeurs quant à l'incompétence de [From.GetTitledFirstName]. La nuit sous ma porte, quelqu'un a glissé des documents prouvant son implication dans des affaires de corruption. J'ai refusé de croire ces accusations et ordonné une enquête sur la source de ces rumeurs. L'interrogatoire n'a rien donné, mais cela a au moins mis un terme aux accusations calomnieuses.;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe the accusations, and ordered an investigation into the source of the rumors. A thorough questioning of the court turned up nothing, but has at least put a stop to the slanderous accusations.;;;;;;;;;;;x
EVTOPTA1007016;Who could have instigated such an underhanded scheme?;Qui aurait pu tenter quelque chose d'aussi sournois ?;Who could have instigated such an underhanded scheme?;;;;;;;;;;;x
EVTDESC1007017;I have found myself the target of a vicious campaign of slander at court. Whispers of incompetence and accusations of corruption have been directed at me, but fortunately [Root.Liege.GetTitledFirstName] have refused to give them credence and ordered an investigation into the source of the rumors. One of the conspirators broke under questioning and mentioned the name of [From.GetTitledName]...;Je me suis trouvé la cible d'une violente campagne de diffamation à la cour. Des rumeurs d'incompétence et des accusations de corruption ont été dirigées contre moi, mais heureusement [Root.Liege.GetTitledFirstName] a refusé de leur donner créance et a ordonné une enquête sur la source de ces rumeurs. Un des conjurés a cédé pendant l'interrogatoire et a mentionné le nom de [From.GetTitledName] ...;I have found myself the target of a vicious campaign of slander at court. Whispers of incompetence and accusations of corruption have been directed at me, but fortunately [Root.Liege.GetTitledFirstName] have refused to give them credence and ordered an investigation into the source of the rumors. One of the conspirators broke under questioning and mentioned the name of [From.GetTitledName]...;;;;;;;;;;;x
EVTOPTA1007017;[From.GetTitledFirstName] will pay for this!;[From.GetTitledFirstName] va payer pour cela !;[From.GetTitledFirstName] will pay for this!;;;;;;;;;;;x
EVTDESC1007018;Despite the rumors and accusations directed at [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] refused to dismiss [From.GetHerHim] from the council. Even worse, [Root.Liege.GetFirstName] ordered an investigation into the source of the rumors, which turned up evidence of my involvement...;Malgré les rumeurs et accusations dirigées contre [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] a refusé de le renvoyer du conseil. Pire encore, [Root.Liege.GetFirstName] a ordonné une enquête sur la source de ces rumeurs, qui a révélé mon implication...;Despite the rumors and accusations directed at [From.GetTitledFirstName], [Root.Liege.GetTitledFirstName] refused to dismiss [From.GetHerHim] from the council. Even worse, [Root.Liege.GetFirstName] ordered an investigation into the source of the rumors, which turned up evidence of my involvement...;;;;;;;;;;;x
EVTOPTA1007018;[Root.Liege.GetTitledFirstName] is not pleased...;[Root.Liege.GetTitledFirstName] n'est pas content ...;[Root.Liege.GetTitledFirstName] is not pleased...;;;;;;;;;;;x
EVTDESC1007019;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe the accusations, and ordered an investigation into the source of the rumors. One of the conspirators broke under questioning and mentioned the name of [FromFrom.GetTitledName]...;Dernièrement, j'ai entendu des rumeurs quant à l'incompétence de [From.GetTitledFirstName]. La nuit sous ma porte, quelqu'un a glissé des documents prouvant son implication dans des affaires de corruption. J'ai refusé de croire ces accusations et ordonné une enquête sur la source de ces rumeurs. Un des conjurés a cédé pendant l'interrogatoire et a mentionné le nom de [From.GetTitledName] ...;Lately it seems that I have heard nothing but bad of [From.GetTitledFirstName], from whispers of incompetence at court to documents proving [From.GetHerHis] corruption slipped under my bedroom door at night. I refused to believe the accusations, and ordered an investigation into the source of the rumors. One of the conspirators broke under questioning and mentioned the name of [FromFrom.GetTitledName]...;;;;;;;;;;;x
EVTOPTA1007019;[FromFrom.GetTitledFirstName] will pay for this!;[From.GetTitledFirstName] va payer pour cela !;[FromFrom.GetTitledFirstName] will pay for this!;;;;;;;;;;;x
EVTDESC1007020;The tithes and taxes for [Root.Liege.GetTitledFirstName] are on their way to [Root.Liege.GetHerHis] castle and my co-conspirators have bribed the guards not to notice if a chest or two should go 'missing'. Everything is ready for the robbery to proceed.;Le convoi transportant la dîme et les taxes collectées pour [Root.Liege.GetTitledFirstName] est sur le chemin du château. Mes co-conspirateurs ont soudoyé les gardes afin qu'ils ne remarquent pas l'éventuelle disparition d'un coffre ou deux, tout est prêt pour effectuer le vol.;The tithes and taxes for [Root.Liege.GetTitledFirstName] are on their way to [Root.Liege.GetHerHis] castle and my co-conspirators have bribed the guards not to notice if a chest or two should go 'missing'. Everything is ready for the robbery to proceed.;;;;;;;;;;;x
EVTOPTA1007020;We'll all be rich!;À nous la richesse !;We'll all be rich!;;;;;;;;;;;x
EVTOPTB1007020;Wait for a better opportunity;Attendons une meilleure opportunité.;Wait for a better opportunity;;;;;;;;;;;x
EVTDESC1007021;The taxes and tithes due to me arrived at the castle today and were placed in the treasury. As I was inspecting the chests full of gold, it struck me that there seemed to be fewer of them than what had arrived earlier. A quick check of the treasurer's accounts revealed my worst fears...;Le convoi transportant les impôts et la dîme collectée est arrivé au château aujourd'hui et les coffres ont été placés dans le trésor. Lorsque nous avons inspecté la livraison, il m'a semblé qu'il en manquait par rapport à la précédente perception. Une vérification rapide des comptes du trésorier a confirmé mes craintes...;The taxes and tithes due to me arrived at the castle today and were placed in the treasury. As I was inspecting the chests full of gold, it struck me that there seemed to be fewer of them than what had arrived earlier. A quick check of the treasurer's accounts revealed my worst fears...;;;;;;;;;;;x
EVTOPTA1007021;I have been robbed!;On m'a volé !;I have been robbed!;;;;;;;;;;;x
EVTDESC1007022;As the taxes were being hauled into the treasury, several large chests full of gold made their way onto the back of a wagon which left the castle unnoticed. The gold is now safely locked away in my treasury and my co-conspirators have all received their share.;Les taxes ont été transportées dans le trésor, plusieurs grands coffres pleins d'or ont fait leur chemin à l'arrière d'un wagon et ont quitté le château inaperçu. L'or est désormais en toute sécurité et mes co-conspirateurs ont tous reçu leur part.;As the taxes were being hauled into the treasury, several large chests full of gold made their way onto the back of a wagon which left the castle unnoticed. The gold is now safely locked away in my treasury and my co-conspirators have all received their share.;;;;;;;;;;;x
EVTOPTA1007022;Everything went as planned!;Tout s'est passé comme prévu !;Everything went as planned!;;;;;;;;;;;x
EVTDESC1007023;I have received my share of the money embezzled by [From.GetTitledFirstName] from [From.Liege.GetTitledFirstName].;J'ai reçu ma part de l'argent de [From.GetTitledFirstName] détourné par  [From.Liege.GetTitledFirstName].;I have received my share of the money embezzled by [From.GetTitledFirstName] from [From.Liege.GetTitledFirstName].;;;;;;;;;;;x
EVTOPTA1007023;Excellent!;Excellent !;Excellent!;;;;;;;;;;;x
EVTDESC1007027;The taxes and tithes due to me arrived at the castle today. As I was watching the money being carried into the treasury, I noticed some shadowy figures trying to make off with several chests full of gold. I had my guards seize them, and under questioning they revealed themselves to be in the employ of [From.GetTitledFirstName]. What shall be done with my thieving vassal?;Le convoi transportant la dîme et les taxes collectées arriva au château aujourd'hui. Alors que je surveillais le transfert, j'ai remarqué quelques silhouettes qui tentaient de faire main basse sur plusieurs coffres pleins d'or. Je les ai mis immédiatement aux arrêts et pendant l'interrogatoire, ils ont révélés être à la solde de [From.GetTitledFirstName]. Que faire de ce vassal sournois ?;The taxes and tithes due to me arrived at the castle today. As I was watching the money being carried into the treasury, I noticed some shadowy figures trying to make off with several chests full of gold. I had my guards seize them, and under questioning they revealed themselves to be in the employ of [From.GetTitledFirstName]. What shall be done with my thieving vassal?;;;;;;;;;;;x
EVTOPTA1007027;Throw [From.GetTitledFirstName] in irons!;Mettez [From.GetTitledFirstName] aux fers !;Throw [From.GetTitledFirstName] in irons!;;;;;;;;;;;x
EVTOPTB1007027;Off with [From.GetHerHis] head!;Tranchez-lui la tête !;Off with [From.GetHerHis] head!;;;;;;;;;;;x
EVTOPTC1007027;Forgive [From.GetHerHim];Pardonnez [From.GetHerHim];Forgive [From.GetHerHim];;;;;;;;;;;x
EVTDESC1007028;As the taxes were being hauled into the treasury, my men tried to make off with several chests of gold but were spotted by [From.GetTitledFirstName], who had come out to inspect the process [From.GetHerHim]self. Under questioning they revealed to myself to be in my employ, and now [From.GetTitledFirstName] knows that I attempted to rob [From.GetHerHim].;Le convoi transportant la dîme et les taxes collectées arriva au château aujourd'hui. Mes hommes ont tenté de faire main basse sur plusieurs coffres d'or, mais ont été repérés par [From.GetTitledFirstName], qui était sorti pour inspecter le processus. Ils ont été arrêtés, pendant l'interrogatoire, ils ont révélé être à mon service et maintenant [From.GetTitledFirstName] sait que j'ai essayé de [From.GetHerHim] voler.;As the taxes were being hauled into the treasury, my men tried to make off with several chests of gold but were spotted by [From.GetTitledFirstName], who had come out to inspect the process [From.GetHerHim]self. Under questioning they revealed to myself to be in my employ, and now [From.GetTitledFirstName] knows that I attempted to rob [From.GetHerHim].;;;;;;;;;;;x
EVTOPTA1007028;Retribution is sure to come...;Le châtiment ne va pas tarder ...;Retribution is sure to come...;;;;;;;;;;;x
EVTDESC1007030;[Root.PlotTarget.GetTitledFirstName] will soon be leaving the castle to go on a trip to the countryside with only a small guard. My co-conspirators have prepared an ambush and are only waiting for my signal to attack the carriage and abduct [Root.PlotTarget.GetHerHim].;[Root.PlotTarget.GetTitledFirstName] va bientôt quitter le château pour un voyage à la campagne avec seulement une petite escorte. Mes co-conspirateurs ont préparé une embuscade et n'attendent que mon signal pour attaquer le convoi et l'enlever.;[Root.PlotTarget.GetTitledFirstName] will soon be leaving the castle to go on a trip to the countryside with only a small guard. My co-conspirators have prepared an ambush and are only waiting for my signal to attack the carriage and abduct [Root.PlotTarget.GetHerHim].;;;;;;;;;;;x
EVTOPTA1007030;Send the signal!;Envoyez le signal !;Send the signal!;;;;;;;;;;;x
EVTOPTB1007030;Wait for a better opportunity;Attendons une meilleure opportunité.;Wait for a better opportunity;;;;;;;;;;;x
EVTDESC1007031;As I was travelling through the countryside, a band of masked thugs on horses attacked my carriage. My guards fled or were cut down were they stood, and I found myself blindfolded, bound and thrown over the back of a horse. When my blindfold was removed, I was in the dungeons of [From.GetTitledFirstName].;Comme je voyageais à travers la campagne, une bande de voyous masqués ont attaqué ma voiture. Mes gardes ont fui ou ont été abattus et je me suis retrouvé les yeux bandés, ligoté et jeté sur le dos d'un cheval. Lorsque mon bandeau a été enlevé, j'étais dans les cachots de [From.GetTitledFirstName].;As I was travelling through the countryside, a band of masked thugs on horses attacked my carriage. My guards fled or were cut down were they stood, and I found myself blindfolded, bound and thrown over the back of a horse. When my blindfold was removed, I was in the dungeons of [From.GetTitledFirstName].;;;;;;;;;;;x
EVTOPTA1007031;I'll get [From.GetHerHim] for this!;Je l'aurais pour cela !;I'll get [From.GetHerHim] for this!;;;;;;;;;;;x
