#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Modifiers;;;;;;;;;;;;;;x
luxor_admin;Luxor Administrative Offices;Bureaux administratifs de Louxor;Luxor Administrative Offices;;Luxor Administrative Offices;;;;;;;;;x
egyptian.6.desc;Long has it been that Kemetism was a majority in the lands of Egypt. No longer shall false prophets of moon and sickle sway the hearts and minds of the Egyptian people. The High Priesthood of Kemetism has been restored, and a so called Paragon Xroj shall now take of the administration of the lower Priesthood, all under the guidance of a mighty Pharaoh.;Cela faisait longtemps que le Kémitisme n'était plus majoritaire sur les terres d'Égypte. Plus jamais les faux prophètes de la lune et de la faucille n'influenceront les cœurs et les esprits du peuple égyptien. Le Haut Sacerdoce du Kémitisme a été restauré, et un dénommé Parangon Xroj se chargera désormais de l'administration des rangs inférieurs du clergé, le tout sous la direction d'un puissant Pharaon.;Long has it been that Kemetism was a majority in the lands of Egypt. No longer shall false prophets of moon and sickle sway the hearts and minds of the Egyptian people. The High Priesthood of Kemetism has been restored, and a so-called Paragon Xroj shall now take of the administration of the lower Priesthood, all under the guidance of a mighty Pharaoh.;;Long has it been that Kemetism was a majority in the lands of Egypt. No longer shall false prophets of moon and sickle sway the hearts and minds of the Egyptian people. The High Priesthood of Kemetism has been restored, and a so-called Paragon Xroj shall now take of the administration of the lower Priesthood, all under the guidance of a mighty Pharaoh.;;;;;;;;;x
egyptian.6.a;Fantastic!;Fantastique !;Fantastic!;;Fantastic!;;;;;;;;;x
egyptian.6.b;Unexpected...;Inattendu...;Unexpected...;;Unexpected...;;;;;;;;;x
egyptian.7.title;Warriors of Death;Les Guerriers de la Mort;Warriors of Death;;Warriors of Death;;;;;;;;;x
egyptian.7.desc;Word has it that the enemies of Egypt have something new to fear. Warriors atop chariots equipped with bow and arrow alongside fearsome spear troops. Some even whisper that they don helmets in the shape of the old god, Anubis. Regardless of such claims, this new Kemetic holy order will pose a serious threat to all that oppose Kemetism.;À ce qu'on dit, les ennemis de l'Égypte ont une nouvelle raison de la craindre. Des guerriers embarqués dans des chars et équipés d'un arc et de flèches, aulx cotés de redoutables piquiers. Certains murmurent même qu'ils revêtent des casques de la forme d'un dieu ancien, Anubis. Quelle que soit la véracité de ces allégations, ce nouvel ordre saint kémite posera une sérieuse menace à tous ceux qui s'opposent au Kémitisme.;Word has it that the enemies of Egypt have something new to fear. Warriors atop chariots equipped with bow and arrow alongside fearsome spear troops. Some even whisper that they don helmets in the shape of the old god, Anubis. Regardless of such claims, this new Kemetic holy order will pose a serious threat to all that oppose Kemetism.;;Word has it that the enemies of Egypt have something new to fear. Warriors atop chariots equipped with bow and arrow alongside fearsome spear troops. Some even whisper that they don helmets in the shape of the old god, Anubis. Regardless of such claims, this new Kemetic holy order will pose a serious threat to all that oppose Kemetism.;;;;;;;;;x
egyptian.7.a;Worrisome...;Inquiétant...;Worrisome...;;Worrisome...;;;;;;;;;x
egyptian.8.title;The Horus Guard;La Garde d'Horus;The Horus Guard;;The Horus Guard;;;;;;;;;x
egyptian.8.desc;With the ongoing success of the Anubis guard, yet another Kemetic holy order has been organized. The Horusian Guard is ready to defend the Egyptian empire from all heathens and heretics that would dare threaten it. Only a fool would attack the Egyptians head on now.;Avec le succès en cours de la garde d'Anubis, un nouvel ordre saint kémite a été créé. La garde d'Horus est prêt à défendre l'empire égyptien contre tous les païens et tous les hérétiques qui oseraient le menacer. Seul un fou attaquerait de front les Égyptiens à présent.;With the ongoing success of the Anubis guard, yet another Kemetic holy order has been organized. The Horusian Guard is ready to defend the Egyptian empire from all heathens and heretics that would dare threaten it. Only a fool would attack the Egyptians head on now.;;With the ongoing success of the Anubis guard, yet another Kemetic holy order has been organized. The Horusian Guard is ready to defend the Egyptian empire from all heathens and heretics that would dare threaten it. Only a fool would attack the Egyptians head on now.;;;;;;;;;x
egyptian.8.a;Worrisome...;Inquiétant...;Worrisome...;;Worrisome...;;;;;;;;;x
###### Sed festival;;;;;;;;;;;;;;
egyptian.10.desc;On the first day of the festival, you present offerings to the gods. Then, while seated and crowned on a raised platform, the priests carry the statues of the gods and present offerings, in a sign of giving thanks for past loyalty and to secure good relationships in the future.;Le premier jour du festival, vous présentez des offrandes aux dieux. Alors, assis et couronné sur une plate-forme surélevée, les prêtres portent les statues des dieux et présentent des offrandes, en signe de remerciement pour la fidélité passée et pour assurer de bonnes relations dans le futur.;;;;;;;;;;;;x
egyptian.10.a;This is good to be the Pharaoh !;C'est bon d'être le Pharaon !;;;;;;;;;;;;x
egyptian.11.desc;On the second day, attired with a short kilt with a bull's tail in its back, you prepare yourself to run the ritual race alongside the Apis Bull. The course is bounded by two points symbolizing the borders of the realm, to reinforce your dominion over the whole kingdom.;Le deuxième jour, vêtu d'une jupe avec une queue de taureau dans le dos, vous vous préparez à exécuter la course rituelle aux côtés d'Apis. Le parcours est délimité par deux points symbolisant les frontières du royaume, pour renforcer votre domination sur tout le royaume.;;;;;;;;;;;;
egyptian.11.a;I dedicate the race to the gods !;Je dédie la course aux dieux !;;;;;;;;;;;;x
egyptian.12.desc;On the last day, you are carried in a procession to visit the chapels of the gods. At the chapel of Horus, you receive the crook and the flail. At the two chapels of Horus and Seth, you are handed a bow and arrow, to shoot an arrow in each one of the four directions.;Le dernier jour, vous êtes porté en procession pour visiter les chapelles des dieux. À la chapelle d'Horus, vous recevez le crochet et le fouet. Aux deux chapelles d'Horus et de Seth, on vous remet un arc et une flèche pour tirer une flèche dans chacune des quatre directions.;;;;;;;;;;;;
egyptian.12.a;Praise the gods !;Louons les dieux !;;;;;;;;;;;;x
egyptian.13.desc;The festival was a great success. I've proved that I was still physically able to rule the country, and I feel rejuvenated and reborn.;Le festival a été un grand succès. J'ai prouvé que j'étais encore capable de dominer le pays, et je me sens rajeuni et renoué.;;;;;;;;;;;;x
egyptian.13.a;I shall organize another one in three years !;J'en organiserai un autre sur trois ans !;;;;;;;;;;;;x
egyptian.14.desc;The afternoon is getting hot, and it seems as if the procession of priests would never end. You start loosing attention to them, and slowly fall asleep in your throne... Soon the high priests realize what is happening, and are outraged !;L'après-midi devient chaud, et il semble que la procession des prêtres ne finisse jamais. Vous commencez à perdre l'attention sur eux, et vous vous endormez sur votre trône ... Bientôt, les grands prêtres se rendent compte ce qui se passe, et sont indignés !;;;;;;;;;;;;x
egyptian.14.a;Must be something from the food...;Oui, oui, la nourriture, tout ça ...;;;;;;;;;;;;x
egyptian.15.desc;The race is not going well, you're exhausted, and suddenly you feel the sand falling from under your feet. Seconds after you're on the ground, grasping for your breath, and unable to complete the race.;La course ne va pas bien, vous êtes épuisé, et tout à coup, vous sentez que le sable tombe sous vos pieds. Quelques secondes après que vous êtes sur le terrain, saisissant votre souffle et incapable de compléter la course.;;;;;;;;;;;;x
egyptian.15.a;The terrain was too heavy...;C'est trop dure ...;;;;;;;;;;;;x
egyptian.16.desc;You hear a scream and the noise of something falling down. The crowd opens up and you realize that you've hit someone with an arrow !;Vous entendez un cri et le bruit de quelque chose tomber. La foule s'ouvre et vous vous rendez compte que vous avez frappé quelqu'un avec une flèche !;;;;;;;;;;;;x
egyptian.16.a;The bow's aim must have been flawed...;La cible de l'arc doit être endommagé ...;;;;;;;;;;;;x
egyptian.17.desc;Due to the incident, the festival could not be completed properly. I've failed to honor the gods according to tradition, and people all over the realm will soon be laughing when they hear about it...;En raison de l'incident, le festival n'a pas pu être fait correctement. Je n'ai pas réussi à honorer les dieux selon la tradition, et tout le monde risqueront bientôt d'en entendre parler ...;;;;;;;;;;;;x
egyptian.17.a;Maybe I'm no longer trusted by the Gods...;Peut-être que les dieux ne me font plus confiance ...;;;;;;;;;;;;x
egyptian.17.b;Who cares? This is a stupid tradition anyway.;On s'en fout ? C'est une tradition stupide de toute façon.;;;;;;;;;;;;x
egyptian.17.c;I'll make sure someone gets punished for this.;Je ferai en sorte que quelqu'un soit puni pour cela.;;;;;;;;;;;;x
egyptian.200.desc;A sandstorm has caught you and the other travellers unawares. It's all you can do to keep your eyes from being scraped from their sockets by the sand.\nAfter what seems like hours, you realize that you have lost your traveling companions!;Une tempête de sable vous a surpris et les autres voyageurs. Tout ce que vous pouvez faire est d'éviter que vos yeux ne soient raclés de leurs prises par le sable.\nAprès ce qui semblait être des heures, vous vous rendez compte que vous avez perdu vos compagnons de voyage !;;;;;;;;;;;;x
egyptian.200.a;May [Root.Religion.GetRandomGodName] guide me to safety...;Que [Root.Religion.GetRandomGodName] m'amène en sécurité ...;;;;;;;;;;;;x
egyptian.201.desc;As you wander across the dunes through the blowing winds, you see a dark shape to your right. It looks like it could be a building, but then again, it may just be a boulder...;Lorsque vous traversez les dunes à travers les vents soufflants, vous voyez une forme sombre à votre droite. On dirait qu'il pourrait s'agir d'un bâtiment, mais encore une fois, il se peut que ce soit un rocher ...;;;;;;;;;;;;x
egyptian.201.a;What fortune!;Quelle chance !;;;;;;;;;;;;x
egyptian.201.a.tt;You move toward the shadow...;Vous vous déplacez vers l'ombre ...;;;;;;;;;;;;x
egyptian.202.desc;As you approach the shadowy form it looms large before you. The wind and sand give way, revealing the shadow to be an old temple, it's statues worn of detail from centuries of sandstorms. And yet, you feel a presence with the ancient stones.\nThe light is failing and the air grows chill. Will you push on through the night to find the path, or take shelter within?;Au fur et à mesure que vous vous approchez de la forme obscure, elle occupe une place importante devant vous. Le vent et le sable cédèrent, révélant l'ombre comme un vieux temple, ce sont des statues de détails de siècles de tempêtes de sable. Et pourtant, vous ressentez une présence avec les pierres anciennes.\nLe soleil se couche et l'air se refroidit. Poursuivrez-vous dans la nuit pour trouver votre chemin ou restez-vous à l'abri ?;;;;;;;;;;;;x
egyptian.202.a;This place chills my bones, I will not stay within it's walls.;Cet endroit refroidit mes os, je ne resterai pas au sein de ses murs.;;;;;;;;;;;;x
egyptian.202.a.tt;You will brave the sands to find your way.;Vous affronterez les sables pour trouver votre chemin.;;;;;;;;;;;;x
egyptian.202.b;I fear no ancient stones.;Je ne crains pas de pierres anciennes.;;;;;;;;;;;;x
egyptian.202.b.tt;You enter the old temple.;Vous entrez dans l'ancien temple.;;;;;;;;;;;;x
egyptian.203.desc;As you approach the shadowy form it looms large before you. The wind and sand give way, revealing the shadow to be a weathered but sturdy inn on the pilgrim's road. You've found your way back!;Au fur et à mesure que vous vous approchez de la forme obscure, elle occupe une place importante devant vous. Le vent et le sable cédèrent, révélant l'ombre comme une auberge résistante mais résistante sur la route du pèlerin. Vous avez retrouvé votre chemin !;;;;;;;;;;;;x
egyptian.203.a;Thanks to [Root.Religion.GetRandomGodName]!;Merci [Root.Religion.GetRandomGodName] !;;;;;;;;;;;;x
egyptian.204.desc;The interior is in remarkable condition. Statues line the chamber and braziers light their strange forms. Some look human, others bear animal heads. You are enraptured by one of a green man with a white disk crown when you hear an old man's voice behind you. "Thanking Khonsu for guiding you to safety, I see. He does appreciate gratitude," the man chuckles as he shoulders his pack to the floor.;L'intérieur est dans un état remarquable. Les statues devant la chambre et les brasseurs éclairent leurs formes étranges. Certains semblent humains, d'autres portent des têtes d'animaux. Vous êtes ravis d'un homme vert avec une couronne de disque blanc lorsque vous entendez la voix d'un vieillard derrière vous. "Merci à Khonsu de vous guider vers la sécurité, je vois. Il apprécie la gratitude", dit l'homme se mettant à glousser.;;;;;;;;;;;;x
egyptian.204.a;Khon-who?;Khon-qui ?;;;;;;;;;;;;x
egyptian.204.a.tt;You wait out the storm with the man.;Vous attendez que la tempête passe avec l'homme.;;;;;;;;;;;;x
egyptian.205.desc;As the night wears on the old man reveals that he is a member of a nomadic tribe. One that still worships the old gods of Egypt. In fact, his tribe is but one of many...;Durant la nuit, le vieil homme révèle qu'il est membre d'une tribu nomade. Celui qui continue à adorer les anciens dieux égyptiens. En fait, sa tribu n'est que l'une des nombreuses ...;;;;;;;;;;;;x
egyptian.205.a;Interesting...;Intéressant ...;;;;;;;;;;;;x
egyptian.205.a.tt;You continue to listen to the old man.;Vous continuez à écouter le vieil homme.;;;;;;;;;;;;x
egyptian.206.desc;"I think Set may have had a hand in bringing you here as well. The desert obeys him, you see. If Set wanted you here, and Khonsu made sure your passage was safe, you can be sure it was the will of Amun that you be here. Only he could get those two to work together!" The old man laughs at this.\n"[Root.GetFirstName], I believe you were meant to be here, now, with me! If you wish it, I can teach you the ways of the gods. The federation my tribe belongs to would follow you, if you pledged yourself to Amun!;"Je pense que Seth a pu vous guider jusqu'ici. Le désert l'obéit, vous voyez. Si Seth vous voulait ici, et Khonsu s'est assuré que votre passage en toute sécurité, vous pouvez être sûr que c'était la volonté d'Amon si vous êtes ici. Seulement, il pourrait faire travailler ces deux personnes ensemble !" Le vieil homme en rire.\n[Root.GetFirstName], je crois que vous deviez être ici, maintenant, avec moi ! Si vous le souhaitez, je peux vous apprendre les voies des dieux. La fédération de ma tribu pourrait vous suivre, si vous vous êtes engagé envers Amon !;;;;;;;;;;;;x
egyptian.206.a;Destiny... that must be what I felt!;La destinée ... Ça doit être ça ce que j'ai ressenti !;;;;;;;;;;;;x
egyptian.206.a.tt;You begin your education in earnest...;Vous commencez votre éducation au sérieux ...;;;;;;;;;;;;x
egyptian.206.b;I will not follow your dead gods, old man.;Je ne suivrai pas tes dieux morts, vieillard.;;;;;;;;;;;;x
egyptian.206.b.tt;The rest of your evening is... awkward.;Le reste de votre soirée est ... génante.;;;;;;;;;;;;x
egyptian.207.desc;You've decided to finish your journey, so you can have some closure before entering into the truth that is Kemetism. You've instructed the old man to gather the tribes and come to your capitol in one months time. There will be much work to do before the world bows to the old gods again, and the strength of the faithful will be required...;Vous avez décidé de terminer votre voyage, afin que vous puissiez avoir une certaine fermeture avant d'entrer dans la vérité qui est le Kémitisme. Vous avez demandé au vieil homme de rassembler les tribus et de venir dans votre capitale dans un délai d'un mois. Il y aura beaucoup de travail à faire avant que le monde ne retourne aux anciens dieux, et la force des fidèles sera nécessaire ...;;;;;;;;;;;;x
egyptian.207.a;We have much work to do...;Nous avons beaucoup de travail à faire ...;;;;;;;;;;;;x
egyptian.207.a.tt;With the old man's help, you return to your journey.;Avec l'aide du vieil homme, vous revenez de votre voyage.;;;;;;;;;;;;x
egyptian.208.desc;Despite your unwillingness to convert, the old man helps you find your way to the pilgrim's road. Before long you are back on track.;Malgré votre résistance à vous convertir, le vieil homme vous aide à trouver votre chemin vers la route du pèlerin. Vous êtes de retour sur la bonne voie.;;;;;;;;;;;;x
egyptian.208.a;[Root.Religion.GetHighGodName] tested me this day...;[Root.Religion.GetHighGodName] m'a testé aujourd'hui ...;;;;;;;;;;;;x
egyptian.209.desc;After what seemed like hours, but may well have been just minutes, you practically run into the caravan, spooking a camel. You take your place in the caravan and continue your spiritual journey.;Après ce qui semblait des heures, alors qu'il s'agissait de minutes, vous courrez dans la caravane, effrayant un chameau. Vous prenez votre place dans la caravane et continuez votre voyage spirituel.;;;;;;;;;;;;x
egyptian.209.a;[Root.Religion.GetHighGodName] was with me this night...;[Root.Religion.GetHighGodName] était avec moi cette nuit ...;;;;;;;;;x
egyptian.210.desc;You hear trumpets from the walls, and know whats happening even before the watch captain can tell you. Your new honor guard has arrived. Thousands of warriors on horseback, their spears gleaming in the sun. They are led by three men, each holding a banner with your heraldry topped with a gold ankh.;Vous entendez les trompettes des murs et savez ce qui se passe avant même que le capitaine de la veille ne vous le dise. Votre nouvelle garde d'honneur est arrivée. Des milliers de guerriers à cheval, leurs lances brillantes au soleil. Ils sont dirigés par trois hommes, chacun tenant une bannière avec votre héraldique surmonté d'un ankh en or.;;;;;;;;;;;;;x
egyptian.210.a;Now the work can begin...;Maintenant, le travail peut commencez ...;;;;;;;;;;;;;x
hf.40020.egyptian;[saint_person.GetTitledName] is a well known exemplar of our faith, who recently passed away. Discussions about permanently venerating [saint_person.GetHerHim] as a demigod have come up, but everyone is waiting for my final decision on the matter.;[saint_person.GetTitledName] est un modèle bien connu de notre foi, récemment décédé. Des discussions sur la vénération permanente de [saint_person.GetHerHim] en tant que demi-dieu ont été abordées, mais tout le monde attend ma décision finale à ce sujet.;;;;;;;;;;;;;;x
egyptian_pharaoh_cannonize_choice_TT;[saint_person.GetTitledName]'s funerary cult will get official support, making [saint_person.GetHerHim] a §YDemigod! of the faith. [saint_person.GetHerHisCap] §YDynasty§! would surely appreciate the gesture.;Le culte funéraire de [saint_person.GetTitledName] obtiendra un soutien officiel, faisant de [saint_person.GetHerHim] un §YDemigod! de la foi. [saint_person.GetHerHisCap] §YDynasty§! apprécierait sûrement le geste.;;;;;;;;;;;;;x
###### Chronicle;;;;;;;;;;;;;;x
