title_il_comes_rerum_privatarum_desc;The major departments of the Emperor's court and household had a chief that was styled "Comes", with an officium (staff) quite similar to that of a governor. The Comes Rerum Privatarum was responsible for the private estates or holdings of the emperor and his family.;Les principaux ministères de la cour et la maison de l'Empereur avaient un chef qui a été appelait "Comes", avec un officium (personnel) tout à fait semblable à celle d'un gouverneur. Le Comes Rerum privatarum était responsable des propriétés privées ou des exploitations de l'empereur et de sa famille.;;;;;;;;;;;;x
title_il_comes_sacrarum_largitionum;Comes Sacrarum Largitionum;Comes Sacrarum Largitionum;;;;;;;;;;;;x
title_il_comes_sacrarum_largitionum_desc;The major departments of the Emperor's court and household had a chief that was styled "Comes", with an officium (staff) quite similar to that of a governor. The Comes Sacrarum Largitionum operated most of the imperial finances. He controlled all of the mints, was also responsible for the yields of the mines, provided budgets for the civil service, and collected customs duties and land taxes. His competence also included several minor Comites.;Les principaux ministères de la cour et la maison de l'Empereur avaient un chef qui a été appelait "Comes", avec un officium (personnel) tout à fait semblable à celle d'un gouverneur. Le Comes Sacrarum Largitionum exploitait la plupart des finances impériales. Il contrôlait tous les menthes, était également responsable des rendements des mines, fournissait des budgets pour la fonction publique, et collectait les droits de douane et les impôts fonciers. Sa compétence comprenait également plusieurs Comites mineures.;;;;;;;;;;;;x
title_il_comes_sacrae_vestis;Comes Sacrae Vestis;Comes Sacrae Vestis;;;;;;;;;;;;x
title_il_comes_sacrae_vestis_desc;The major departments of the Emperor's court and household had a chief that was styled "Comes", with an officium (staff) quite similar to that of a governor. The Comes Sacrae Vestis was the master of the wardrobe of the emperor.;Les principaux ministères de la cour et la maison de l'Empereur avaient un chef qui a été appelait "Comes", avec un officium (personnel) tout à fait semblable à celle d'un gouverneur. Le Comes Sacrae Vestis était le maître de la garde-robe de l'empereur.;;;;;;;;;;;;x
#### Misc stuff from WtWSMS_titles.csv;;;;;;;;;;;;;;x
progressive_leader;Progressive Leader;Chef progressiste;;;;;;;;;;x
traditional_leader;Traditional Leader;Chef traditionnel;;;;;;;;;;x
charitable_leader;Charitable Leader;Chef charismatique;;;;;;;;;;x
zealous_pagan;Zealous Pagan;Païen zélé;;;;;;;;;;x
reactionary_leader;Reactionary Leader;Chef réactionnaire;;;;;;;;;;x
ultra_progressive_leader;Ultra Progressive Leader;Chef ultra progressiste;;;;;;;;;;x
bad_reactionary_leader;Bad Reactionary;Mauvais réactionnaire;;;;;;;;;;x
bad_traditional_leader;Bad Traditionalist;Mauvais traditionaliste;;;;;;;;;;x
good_progressive_leader;Good Progressive Leader;Bon chef progressiste;;;;;;;;;;x
sympathy_heresy;Sympathy for Heresy;Sympathie pour l'Hérésie;;;;;;;;;;x
sympathy_heresy_DESC;This character is very tolerant to members of different christian sects, and is much less likely to persecute these people.;Ce personnage est très tolérant aux membres des différentes sectes chrétiennes, et est beaucoup moins susceptibles de persécuter ces personnes.;;;;;;;;;;x
quarantiner;Quarantiner;Quarantaine;;;;;;;;;;x
quarantiner_desc;This character is currently in charge of a realm wide Quarantine.;Ce personnage est actuellement en charge d'une large quarantaine de domaine.;;;;;;;;;;x
tolerance_1;Tolerant;Tolérant;;;;;;;;;;x
tolerance_0;Intolerant;Intolérant;;;;;;;;;;x
employ_warrior;Hire Soldier;;;;;;;;;;;x
refused_sacrifice;Refused Sacrifice;Sacrifice refusé;;;;;;;;;;x
tamtruyt;Tamtruyt;;;;;;;;;;;x
tamtruyt_desc;The realm is in a state of Tamtruyt, leaving the government without power and a general anarchy throughout the realm.;;;;;;;;;;;x
quarantine_placed;A Quarantine is Placed on your Realm...;Une quarantaine est placé sur votre royaume ...;;;;;;;;;;x
end_quarantine;The Quarantine is lifted...;La quarantaine est levée ...;;;;;;;;;;x
quarantined_province;Quarantined Province;Province en quarantaine;;;;;;;;;;x
quarantined_province_desc;The people in this province are experiencing a Quarantine, banning foreigners, placing curfews, and isolating those with disease symptoms.;Les habitants de cette province connaissent une quarantaine, bannissant des étrangers, plaçant des couvre-feux, et isolant ceux qui ont des symptômes de la maladie.;;;;;;;;;;x
boat_checker;Boat Checker;;;;;;;;;;;x
quaranta;Quaranta;Quarantaine;;;;;;;;;;x
quaranta_desc;All ships entering the trade post in this province must now wait for 40 days before then having the ship checked to enter this port.;Tous les navires entrant dans le poste de commerce de cette province doivent maintenant attendre 40 jours avant d'être vérifié pour entrer dans ce port.;;;;;;;;;;x
republic_quarantine_placed;Establish a Quarana;Établir une quarantaine;;;;;;;;;;x
end_republic_quarantine;Lift the Quarana.;Lever la quarantaine.;;;;;;;;;;x
holy_tree_desc;A Holy Tree has been found in this province, making it a center of theological discussion.;Un arbre sacré a été trouvé dans cette province, ce qui en fait un centre de discussion théologique.;;;;;;;;;;x
holy_tree;Prosperous Holy Tree;Arbre sacré prospère;;;;;;;;;;x
destroyed_holy_tree;Destroyed Holy Tree;Arbre sacré détruite;;;;;;;;;;x
held_alam_sacrifice;Held Alamannian Sacrifice;A tenu un sacrifice alaman;;;;;;;;;;x
held_alam_sacrifice_desc;This character has held a mass animal sacrifice according to the ancient traditions of the Alamannians.;Ce personnage a tenu un sacrifice animal de masse selon les anciennes traditions des Alamans.;;;;;;;;;;x
opinion_beltane;Great Beltane;Grande Beltane;;;;;;;;;;x
held_beltane_modifier;Held Beltane;A tenu une Beltane;;;;;;;;;;x
hold_beltane;Hold Beltane;Tenir une Beltane;;;;;;;;;;x
hold_beltane_DESC;Celebrate the coming of summer with a Beltane Festival.;Célébrer la venue de l'été avec un festival de Beltane.;;;;;;;;;;x
hold_lughnasadh;Hold Lughnasadh;Tenir une Lugnasad;;;;;;;;;;x
hold_lughnasadh_DESC;Prepare the ceremonial hunt in the name of Lugh to commemorate the beginning of the harvest season.;Préparer la chasse cérémonie au nom de Lugh pour commémorer le début de la saison des récoltes.;;;;;;;;;;x
holding_samhain;Holding Samhain;Tenue d'une Samain;;;;;;;;;;x
held_samhain;Held Samhain;A tenu une Samain;;;;;;;;;;x
hold_samhain;Hold Samhain;Tenir une Samain;;;;;;;;;;x
hold_samhain_DESC;Hold the holy festival commemorating the start of winter, and Lugh's death to the God of Misrule.;Tenir la sainte fête commémorant le début de l'hiver, et la mort de Lugh pour le Dieu de l'Anarchie.;;;;;;;;;;x
rainmaker;Rainmaker;Faiseur de pluie;;;;;;;;;;x
rainmaker_DESC;You brought rain to your troubled people.;Vous avez apporté la pluie à votre peuple en difficulté.;;;;;;;;;;x
prepare_beltane;Prepare the holy celebration of summer.;Préparer la célébration sainte de l'été.;;;;;;;;;;x
byzantine_plague;Byzantine Plague;Peste byzantine;;;;;;;;;;x
BYZANTINE_PLAGUE_INFO;Merchants from the East have brought a great disease to this province.;Les commerçants de l'Est ont apporté une grande maladie dans cette province.;;;;;;;;;;x
horrible_earthquake;Horrible Earthquake;Tremblement de terre horrible;;;;;;;;;;x
advanced_infrastructure;Advanced Infrastructure;Infrastructure avancée;;;;;;;;;;x
open_trade_desc;This province is experiencing open trade, causing an influx of cultures, religions, and wealth into the area.;Cette province connaît un commerce ouvert, provoquant un afflux de cultures, de religions et de la richesse dans la région.;;;;;;;;;;x
unsafe_trade_desc;The trade routes in this provinces are not very safe, causing many merchants to travel in fear, if they do at all.;Les routes commerciales dans cette province ne sont pas très sûres. De nombreux marchands voyagent dans la peur, s'ils voyagent.;;;;;;;;;;x
open_trade;Open Trade;Commerce ouvert;;;;;;;;;;x
unsafe_trade;Unsafe Trade;Commerce peu sûre;;;;;;;;;;x
fall_of_rome;Fall of Rome;Chute de Rome;;;;;;;;;;x
hre_ask;Ask the Pope;Demander au Pope;;;;;;;;;;x
grant_crown;Grant Crown;Attribuer la couronne;;;;;;;;;;x
deny_crown;Deny Crown;Dénier la couronne;;;;;;;;;;x
expelled_d_fist_hubal;Expelled the Fist of Hubal;;;;;;;;;;;x
interregnum_begins;The Inter Regnum Begins;Commencement de l'interrègne;;;;;;;;;;x
held_fast;The Kingdom Persists!;Le royaume persiste!;;;;;;;;;;x
tanistry_tengri_pagan;Kurultai;Kurultai;;;;;;;;;;x
succ_kurultai;Kurultai;Kurultai;;;;;;;;;;x
kurultai;Kurultai;Kurultai;;;;;;;;;;x
succ_kurultai_desc;The ruler and all vassals at one and two ranks below can nominate an heir - the new ruler - from among the members of the ruler's dynasty. Vassals will tend to favor older members from other branches of the family, especially claimants.;Le souverain et tous les vassaux à un et deux rangs dessous peuvent désigner un héritier - le nouveau souverain - parmi les membres de la dynastie de du souverain. Les vassaux auront tendance à favoriser les membres plus âgés d'autres branches de la famille, en particulier les prétendants.;;;;;;;;;;x
succ_tanistry_tengri_pagan;Kurultai;Tanistrie;Thanwahl;;Tanistría;;;;;;;x
title_scop;Scop;;;;;;;;;;;x
title_scop_desc;A Scop is a form of Anglo-Saxon bard, who is a favored entertainer in the rulers' court.;;;;;;;;;;;x
title_helm_desc;The Helm is a chosen protector of the ruler, and a valued confidant in times of trouble.;;;;;;;;;;;x
title_helm;Helm;;;;;;;;;;;x
title_folcwine;Folcwine;;;;;;;;;;;x
title_folcwine_desc;A Folcwine is a friend of the people, and it is a honor to be considered so by the ruler.;;;;;;;;;;;x
title_sigecempa;Sigecempa;;;;;;;;;;;x
title_sigecempa_desc;The Sigecempa is an incredible honor, being the victorious champion of your people.;;;;;;;;;;;x
indulgent;Indulgent;Indulgent;;;;;;;;;;x
INQUISITION;[Root.PrimaryTitle.GetAdjective] Inquisition;Inquisition [Root.PrimaryTitle.GetAdjective];;;;;;;;;;x
tyranny_0_desc;This kingdom is ruling normally, without the aid of tyranny.;Ce royaume est gouverné normalement, sans l'aide de la tyrannie.;;;;;;;;;;x
tyranny_0;No Tyranny;Pas de tyrannie;;;;;;;;;;x
tyranny_1;Tyranny;Tyrannie;;;;;;;;;;x
tyranny_1_desc;This kingdom is ruled with an iron fist, angering the people but instilling fear into many.;Ce royaume est gouverné d'une main de fer, suscitant la colère du peuple, mais inspirant la peur chez beaucoup.;;;;;;;;;;x
expelled_d_cranemasters;Expelled Cranemasters;;;;;;;;;;;;;x
expelled_d_cranemasters_desc;This character has banished the Cranemasters from his realm. It is unlikely [From.GetSheHe] will ever be forgiven for such a transgression.;;;;;;;;;;;;;x
title_court_celtic_poet;High Poet;Grand poète;;;;;x 
title_court_celtic_poet_desc;Poetry and stories were always very popular among the old inhabitants of the Isles, and to be the court poet was a certainly prestigious position.;La poésie et les histoires ont toujours été très populaires parmi les anciens habitants des îles, et être le poète de la cour était certainement une position prestigieuse.;;;;;x 
bavarian_influx;Bavarian Ethnogenesis;;;;;;;;;;;;;x
bavarian_influx_desc;A new identity is emerging in this area, one that may not be compatible with the powers-that-be.;;;;;;;;;;;;;x
diocese_of_connor;Diocese of Connor;;;;;;;;;;;;;x
heresey_denounced;Heresey Denounced;;;;;;;;;;;;;x
insular_monastery;Insular Monastery;;;;;;x 
insular_monastery_desc;A flourishing Insular Monastery is present in this province.;;;;;;x 
pelagian_monastery;Pelagian Monastery;;;;;;x 
pelagian_monastery_desc;A flourishing Pelagian Monastery is present in this province.;;;;;;x 
declining_britain;Sub-Roman Britain;;;;;;x 
declining_britain_desc;With the withdrawal of the Romans, many Roman institutuions such as roads, baths, and government are all going into decline.;;;;;;x 
pictish_broch;Pictish Broch;;;;;;x 
pictish_broch_desc;The Pictish Brochs were large stone towers intended for defense and local rulership. Though building of Brochs ended in the 200s, they continued to be maintained by the Picts for centuries to come.;;;;;;x 
lost_synod;Lost in Synod;;;;;;x 
won_synod;Victorious in Synod;;;;;;x 
third_conversion_attempt;Has not made three demands for religious conversion;;;;;;x 
