find_enarei;Search for an Enarei Diviner;Rechercher un divinateur enarée;;;;;;x
EVTOPTB_ENA_3111;I treat people just fine!;Je traite les gens très bien !;;;;;x
#Paranoid
EVTDESC_ENA_3114;Your Enarei has approached you. He Believes you are too Paranoid and that it is impacting your quality of life. He says you should trust people more.;Votre enarée vous a abordé. Il croit que vous êtes trop paranoïaque et que cela affecte votre qualité de vie. Il dit que vous devriez faire un peu plus confiance aux gens.;;;;;x
EVTOPTA_ENA_3114;Alright....;Très bien ...;;;;;x
EVTOPTB_ENA_3114;I BET HE'S IN ON IT!;JE PARIE QUE VOUS ÊTES DES LEURS !;;;;;x
#Enarei DIVINATION EVENTS
#Ask Enarei for Advice
EVTNAMEENA.10174;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10174;You have decided to ask your Enarei for some advice, you wonder what you should ask for advice on.;Vous avez décidé de demander à votre enarée pour des conseils, vous vous demandez de quel conseil vous avez besoin ?;;;;;x
OPTENAa.10174;Ask for military advice.;Demander des conseils militaires.;;;;;x
OPTENAb.10174;Ask for fertility advice.;Demander des conseils de fertilité.;;;;;x
OPTENAc.10174;Ask for economic advice.;Demander des conseils économiques;;;;;x
#Military Good Outcome
EVTNAMEENA.10178;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10178;You had no idea your Enarei was so wise in this field! After many hours of good advice you finally had to stop him so you could get some sleep.;Vous ne saviez pas que votre enarée était sage à ce point dans ce domaine ! Après de nombreuses heures de bons conseils, vous avez finalement dû l'arrêter afin que vous puissiez dormir.;;;;;x
OPTENAa.10178;Now I know what to do!;Je sais ce que je dois faire !;;;;;x
#Military Bad Outcome
EVTNAMEENA.10179;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10179;Your Enarei didn't really seem to know much about this field, he nevertheless improvised some advice.;Votre enarée semble être un parfait idiot sur ce domaine, il a néanmoins improvisé quelques conseils.;;;;;x
OPTENAa.10179;I guess I'll try it...;Je vais essayer ...;;;;;x
OPTENAb.10179;You don't know what you're talking about, do you?;Vous ne savez pas de quoi vous parlez, n'est-ce-pas ?;;;;;x
#Fertility Good Outcome
EVTNAMEENA.10180;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10180;Your Enarei was perhaps disturbingly... experienced... in this field, he gave you some great advice.;Votre enarée était peut-être de manière inquiétante ... expérimenté ... dans ce domaine, il vous a donné de bons conseils.;;;;;x
OPTENAa.10180;But how do you KNOW all this?;Mais, comment vous SAVEZ tous ça ?;;;;;x
#Fertility Bad Outcome
EVTNAMEENA.10181;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10181;Perhaps asking a spiritual advisor about your romantic life was less than wise. He clearly has no idea what he's talking about.;Peut-être demander à un conseiller spirituel de votre vie romantique n'était pas très sage. Il n'a clairement aucune idée de quoi il parle.;;;;;x
OPTENAa.10181;Well advice is advice I suppose...;Bien, je pense que des conseils sont des conseils ...;;;;;x
OPTENAb.10181;Has your voice even deepened yet?!;Est-ce que vous comprenez ce que vous dites ?!;;;;;x
#Economic Good Outcome
EVTNAMEENA.10182;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10182;You had no idea your Enarei was so wise in this field! After many hours of good advice you finally had to stop him so you could get some sleep.;Vous ne saviez pas que votre enarée était sage à ce point dans ce domaine ! Après de nombreuses heures de bons conseils, vous avez finalement dû l'arrêter afin que vous puissiez dormir.;;;;;x
OPTENAa.10182;Now I know what to do!;Je sais ce que je dois faire !;;;;;x
#Economic Bad Outcome
EVTNAMEENA.10183;Enarei's advice;Conseil d'enarée;;;;;x
EVTDESCENA.10183;Your Enarei didn't really seem to know much about this field, he nevertheless improvised some advice.;Votre enarée semble être un parfait idiot sur ce domaine, il a néanmoins improvisé quelques conseils.;;;;;x
OPTENAa.10183;I guess I'll try it...;Je vais essayer ...;;;;;x
OPTENAb.10183;You don't know what you're talking about, do you?;Vous ne savez pas de quoi vous parlez, n'est-ce-pas ?;;;;;x
form_xucau_warriors;Form the Warriors of Xucau;Former les Guerriers de Xucau;;;;;;;x
form_xucau_warriors_desc;Form the Warriors of Xucau;Former les Guerriers de Xucau;;;;;;;x
form_wasilla_guardians;Form the Guardians of Wasilla;Former les Gardiens de Wasilla;;;;;x
form_wasilla_guardians_desc;Form the Guardians of Wasilla;Former les Gardiens de Wasilla;;;;;x
celebrate_djiorgwyba;Celebrate Djiorgwyba;Célébrer le Djiorgwyba;;;;;;;x
celebrate_djiorgwyba_desc;Celebrate the festival of Djiorgwyba;Célébrer le festival du Djiorgwyba;;;;;x
prepare_djiorgwyba_feast;Prepare to celebrate the Djiorgwyba;Se préparer à célébrer le Djiorgwyba;;;;;;;x
djiorgwyba_begins;The Djiorgwyba begins;Le Djiorgwyba commence;;;;;;;x
EVTDESC_DJI_700;Invitations have gone out to your vassals asking them to join you in this winter's Djiorgwyba festival. You have decided to make the festival this year a special one, remembered by both gods and men for many years to come.;Des invitations ont été envoyées à vos vassaux leur demandant de vous rejoindre dans le festival du Djiorgwyba de cet hiver. Vous avez décidé de rendre le festival de cette année spéciale, rappelé par les dieux et les hommes pendant de nombreuses années à venir.;;;;;;;;x 
EVTOPTA_DJI_700;Let us begin preparations.;Commençons les préparations.;;;;;;;;x 
EVTTOOLTIP_DJI_701;Invitation to the Djiorgwyba festival is sent.;L'invitation au festival du Djiorgwyba est envoyée.;;;;;;;;x 
EVTDESC_DJI_701;[From.GetTitledFirstName], your liege, has invited you to join [From.GetHerHim] for this winter's Djiorgwyba festival. There you will pay tribute and honor the great deity Uastyrdzhi.;[From.GetTitledFirstName], votre suzerain, vous a invité à le rejoindre pour le festival Djiorgwyba de cet hiver. Vous rendez hommage et honorez la grande divinité Uastyrdzhi.;;;;;;;;x 
EVTOPTA_DJI_701;I will be there.;J'y serais.;;;;;;;;x 
EVTOPTB_DJI_701;I will have nothing to do with that nonsense!;Je n'aurai rien à voir avec ces bêtises !;;;;;;;;x 
EVTDESC_DJI_702;[From.GetTitledFirstName] has declined your invitation to attend the Djiorgwyba festival! Apparently [From.GetSheHe] has no faith in Uastyrdzhi, Xucau and the other gods, and instead follows the strange rituals of some other religion that is foreign to our ways.;[From.GetTitledFirstName] a refusé votre invitation à assister au festival Djiorgwyba ! Apparemment, il/elle n'a aucune foi envers Uastyrdzhi, Xucau et les autres dieux, et à la place, il suit des rituels étranges d'une autre religion qui est étrangère à nos voies.;;;;;;;;x 
EVTOPTA_DJI_702;A foolish mistake.;Une erreur stupide.;;;;;;;;x 
EVTDESC_DJI_703;Your vassals have arrived and the time of the Djiorgwyba festival is upon us. Its time to go to the temple for the start of the ceremony.;Vos vassaux sont arrivés et il est temps que commence le festival du Djiorgwyba. Il est temps d'aller au temple pour le début de la cérémonie.;;;;;;;;x 
EVTOPTA_DJI_703;We honor you, Serapis.;Nous vous honorons, Serapis.;;;;;;;;x 
EVTDESC_DJI_704;At last, the time of the Djiorgwyba  festival is upon us..;Enfin, le festival de Djiorgwyba peut commencer ...;;;;;;;;x 
EVTDESC_DJI_705;With the sacrifices being completed, you and your vassals gather for the great feast your servants have prepared!;Avec les sacrifices accomplis, vous et vos vassaux vous vous rassemblez pour la grande fête que vos serviteurs ont préparée !;;;;;;;;x 
EVTOPTA_DJI_705;Let us drink together!;Buvons un coup ensemble !;;;;;;;;x 
EVTDESC_DJI_706;With the sacrifices being completed, you gather together with your liege and the rest of [From.GetHerHis] vassals for the great feast [From.GetSheHe] has prepared!;Lorsque les sacrifices sont achevés, vous vous rassemblez avec votre suzerain et le reste de ses vassaux pour la grande fête qu'[From.GetSheHe] a préparé !;;;;;;;;x 
EVTDESC_DJI_707;The Djiorgwyba festival has concluded. Your vassals are returning home, but most seem to agree that the Djiorgwyba festival was well worth the trip.;Le festival du Djiorgwyba est fini. Vos vassaux rentrent chez eux, mais la plupart semblent convenir que le festival du Djiorgwyba valait bien le voyage.;;;;;;;;x 
EVTOPTA_DJI_707;Until next time!;À la prochaine !;;;;;;;;x 
EVTDESC_DJI_708;The Djiorgwyba festival has concluded. You and the other vassals are returning home, but you all agree that the Ukon juhla festival was well worth the trip.;Les feux de joie finissent tranquillement de se consumer pour cet été et le banquet tire à sa fin. Les autres vassaux et vous reprenez le chemin du retour et vous vous accordez tous pour dire que le festival d'Ukko Ylijumala en valait le déplacement.;Die Freudenfeuer sind für diesen Sommer erloschen und das Fest hat ein Ende gefunden. Ihr und die anderen Vasallen kehren nach Hause zurück, doch alle sind der Ansicht, dass das Ukon Juhla Fest die Reise wert war.;;Las hogueras han terminado de quemarse por este verano, y la fiesta ha llegado a su fin. Tú y los otros vasallos estáis regresando a casa, pero todos estáis de acuerdo con que el festival Ukon Juhla valió la pena.;;;;;;;;;x
EVTNAMEDJI.1;Preparing the Sacrifice;Préparer le sacrifice;;;;;;;x
EVTDESCDJI.1;The ritual year old bullock has been prepared, this specific animal has had its horn cut off to prevent its use in oathtaking ceremonies.;Le bouvillon rituel de l'année a été préparé, cet animal spécifique a sa corne coupée pour empêcher son utilisation durant les cérémonies de serment.;;;;;;;x
EVTNAMEDJI.2;The Bull Sacrifice;Le sacrifice du bouvillon;;;;;;;x
EVTDESCDJI.2;The priests take the bull and proceed to sacrifice him to Uastyrdzhi to ensure his continual blessings and divine guidance and protection for the realm.;Les prêtres prennent le bouvillon et procèdent à son sacrifice pour Uastyrdzhi pour assurer ses bénédictions et ses conseils divins et sa protection pour le royaume.;;;;;;;x
EVTOPTADJI.1;The perfect choice.;Le choix parfait.;;;;;;;x
EVTOPTADJI.2;Hail Uastyrdzhi!;Vive Uastyrdzhi !;;;;;;;x
