secret_religious_society_qadariyya;the Hidden Qadariyya;les qadariyya cachés;;;;;;;x
secret_religious_society_qadariyya_desc;Placeholder;;;;;;;;x
secret_religious_society_khawariji;the Hidden Khawariji;les khawariji cachés;;;;;;;x
secret_religious_society_khawariji_desc;Placeholder;;;;;;;;x
secret_religious_society_haruriyyah;the Hidden Haruriyyah;les haruriyyah cachés;;;;;;;x
secret_religious_society_haruriyyah_desc;Placeholder;;;;;;;;x
secret_religious_society_mahdi;the Hidden Mahdi;les mahdis cachés;;;;;;;x
secret_religious_society_mahdi_desc;Placeholder;;;;;;;;x
secret_religious_society_twelver;the Hidden Twelwer;les duodécimains cachés;;;;;;;x
secret_religious_society_twelver_desc;Placeholder;;;;;;;;x
secret_religious_society_zayid;the Hidden Zayid;les zaydites cachés;;;;;;;x
secret_religious_society_zayid_desc;Placeholder;;;;;;;;x
secret_religious_society_ismaili;the Hidden Ismaili;les ismailites cachés;;;;;;;x
secret_religious_society_ismaili_desc;Placeholder;;;;;;;;x
secret_religious_society_uwaisi;the Hidden Uwaisu;les uwaisites cachés;;;;;;;x
secret_religious_society_uwaisi_desc;Placeholder;;;;;;;;x
secret_religious_society_qarmatian;the Hidden Qarmatian;les qarmates cachés;;;;;;;x
secret_religious_society_qarmatian_desc;Placeholder;;;;;;;;x
secret_religious_society_root_west_pagan;the Hidden Root West;les tangoutes cachés;;;;;;;x
secret_religious_society_root_west_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_root_west_pagan_reformed;the Hidden Root West ;les tangoutes cachés;;;;;;;x
secret_religious_society_root_west_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_sanamahi;the Hidden Sanamahi;les sanamahis cachés;;;;;;;x
secret_religious_society_sanamahi_desc;Placeholder;;;;;;;;x
secret_religious_society_sanamahi_reformed;the Hidden Sanamahi;les sanamahis cachés;;;;;;;x
secret_religious_society_sanamahi_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_georgian_pagan;the Hidden Armazi;les armazis cachés;;;;;;;x
secret_religious_society_georgian_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_georgian_pagan_reformed;the Hidden Armazi;les armazis cachés;;;;;;;x
secret_religious_society_georgian_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_illyran_pagan;the Hidden Eiateuta;les eiateuta cachés;;;;;;;x
secret_religious_society_illyran_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_illyran_pagan_reformed;the Hidden Eiateuta;les eiateuta cachés;;;;;;;x
secret_religious_society_illyran_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_germanic_pagan;the Hidden Germanic;les germaniques cachés;;;;;;;x
secret_religious_society_germanic_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_germanic_pagan_reformed;the Hidden Germanic;les germaniques cachés;;;;;;;x
secret_religious_society_germanic_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_west_pagan;the Hidden Wodenic;les wodeniques cachés;;;;;;;x
secret_religious_society_west_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_scythian_pagan;the Hidden Tabitian;les scythes cachés;;;;;;;x
secret_religious_society_scythian_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_scythian_pagan_reformed;the Hidden Tabitian;les tabitiens cachés;;;;;;;x
secret_religious_society_scythian_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_semitic_pagan;the Hidden Semitic;les sémitiques cachés;;;;;;;x
secret_religious_society_semitic_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_semitic_pagan_reformed;the Hidden Kaabaite;les kaabatiques cachés;;;;;;;x
secret_religious_society_semitic_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_dravidian_pagan;the Hidden Dravidian;les dravidiens cachés;;;;;;;x
secret_religious_society_dravidian_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_dravidian_pagan_reformed;the Hidden Palaiyavalipatu;les palaiyavalipatus cachés;;;;;;;x
secret_religious_society_dravidian_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_central_african_pagan;the Hidden Central African;les centrafricains cachés;;;;;;;x
secret_religious_society_central_african_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_central_african_pagan_reformed;the Hidden Central African Reformed;les centrafricain reformés cachés;;;;;;;x
secret_religious_society_central_african_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_gurzil_pagan;the Hidden Gurzil;les gurzils cachés;;;;;;;x
secret_religious_society_gurzil_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_msoura_pagan;the Hidden Änti;les antées cachés;;;;;;;x
secret_religious_society_msoura_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_african_solar_pagan;the Hidden African Solar;les cultistes solaires africains cachés;;;;;;;x
secret_religious_society_african_solar_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_african_solar_pagan_reformed;the Hidden Tafukt;les tafukts cachés;;;;;;;x
secret_religious_society_african_solar_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_latin_solar_pagan;the Hidden Latin Solar;les cultistes solaires latins cachés;;;;;;;x
secret_religious_society_latin_solar_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_latin_solar_pagan_reformed;the Hidden Sol Invictus;les Sol Invictus cachés;;;;;;;x
secret_religious_society_latin_solar_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_mandulis_pagan;the Hidden Mandulis;les mandoulis cachés;;;;;;;x
secret_religious_society_mandulis_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_east_african_pagan;the Hidden Droemnät;les droemnäts cachés;;;Los Droemnäts ocultos;;;;x
secret_religious_society_east_african_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_east_african_pagan_reformed;the Hidden Droemnät;les droemnäts cachés;;;Los Droemnäts ocultos;;;x
secret_religious_society_east_african_pagan_reformed_desc;Placeholder;;;;;;;;;;x
secret_religious_society_assyrian_pagan;the Hidden Ashurian;les assyriens cachés;;;;;;;x
secret_religious_society_assyrian_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_vasconic_pagan;the Hidden Vasconic;les vascons cachés;;;;;;;x
secret_religious_society_vasconic_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_vasconic_pagan_reformed;the Hidden Heuskarist;les heusquaristes cachés;;;;;;;x
secret_religious_society_vasconic_pagan_reformed_desc;Placeholder;;;;;;;;x
secret_religious_society_cybelian_pagan;the Hidden Cybelianism;les cybèliens cachés;;;;;;;x
secret_religious_society_cybelian_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_mastimani;the Hidden Mastimani;les mastimani cachés;;;;;;;x
secret_religious_society_mastimani_desc;Placeholder;;;;;;;;x
secret_religious_society_neoplatonist;the Hidden Neoplatonists;les néoplatonistes cachés;;;;;;;x
secret_religious_society_neoplatonist_desc;Placeholder;;;;;;;;x
secret_religious_society_mithraic_pagan;the Hidden Mithraism;les mithras cachés;;;;;;;x
secret_religious_society_mithraic_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_zurvanist;the Hidden Zurvanists;les zurvanites cachés;;;;;;;x
secret_religious_society_zurvanist_desc;Placeholder;;;;;;;;x
secret_religious_society_khurramite;the Hidden Khurramites;les khurramites cachés;;;;;;;x
secret_religious_society_khurramite_desc;Placeholder;;;;;;;;x
secret_religious_society_hepthal_religion;the Hidden Hephthalism;les hephthalites cachés;;;;;;;x
secret_religious_society_hepthal_religion_desc;Placeholder;;;;;;;;x
secret_religious_society_tzadikite;the Hidden Tzadikite;les tzadikistes cachés;;;;;;;x
secret_religious_society_tzadikite_desc;Placeholder;;;;;;;;x
secret_religious_society_bosporan_faith;the Hidden Hypsistarian;les hypsistariens cachés;;;;;;;x
secret_religious_society_bosporan_faith_desc;Placeholder;;;;;;;;x
secret_religious_society_ajivika;the Hidden Ajivika;les ajivikas cachés;;;;;;;x
secret_religious_society_ajivika_desc;Placeholder;;;;;;;;x
secret_religious_society_carvaka;the Hidden Carvaka;les chârvâkas cachés;;;;;;;x
secret_religious_society_carvaka_desc;Placeholder;;;;;;;;x
secret_religious_society_mimamsa;the Hidden Mimamsa;les mimamsas cachés;;;;;;;x
secret_religious_society_mimamsa_desc;Placeholder;;;;;;;;x
secret_religious_society_tantric;the Hidden Tantric;les tantriques cachés;;;;;;;x
secret_religious_society_tantric_desc;Placeholder;;;;;;;;x
secret_religious_society_bhakti;the Hidden Bhakti;les bhakti cachés;;;;;;;x
secret_religious_society_bhakti_desc;Placeholder;;;;;;;;x
secret_religious_society_sramanic;the Hidden Sramanic;les sramaniques cachés;;;;;;;x
secret_religious_society_sramanic_desc;Placeholder;;;;;;;;x
secret_religious_society_confucianism;the Hidden Confucianism;les confucéens cachés;;;;;;;x
secret_religious_society_confucianism_desc;Placeholder;;;;;;;;x
secret_religious_society_dacian_pagan;the Hidden Zalmoxian;les zalmoxistes cachés;;;;;;;x
secret_religious_society_dacian_pagan_desc;Placeholder;;;;;;;;x
secret_religious_society_dacian_pagan_reformed;the Hidden Reformed Zalmoxian;les zalmoxistes réformés cachés;;;;;;;x
secret_religious_society_dacian_pagan_reformed_desc;Placeholder;;;;;;;;x
############### ;;;;;;;;;;;;;x
secretly_convert_to_aquileian_holy_site;Secretly Convert to Aquileian;Se convertir secrètement à la religion aquiléenne;;;;;;;;;;;;x
secretly_convert_to_aquileian_holy_site_desc;The §YAquileian§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yaquiléens§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_nicene_holy_site;Secretly Convert to Nicene;Se convertir secrètement à la religion nicéenne;;;;;;;;;;;;x
secretly_convert_to_nicene_holy_site_desc;The §YNicene§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ynicéens§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_total_depravity_holy_site;Secretly Convert to Total Depravity;Se convertir secrètement à la dépravation totale;;;;;;;;;;;;x
secretly_convert_to_total_depravity_holy_site_desc;The §YTotal Depravity§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins de la §Ydépravation totale§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_eutychian_holy_site;Secretly Convert to Eutychian;Se convertir secrètement à la religion eutychienne;;;;;;;;;;;;x
secretly_convert_to_eutychian_holy_site_desc;The §YEutychian§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yeutychiens§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_binitarian_holy_site;Secretly Convert to Binitarian;Se convertir secrètement à la religion binitaire;;;;;;;;;;;;x
secretly_convert_to_binitarian_holy_site_desc;The §YBinitarian§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ybinitaires§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_georgian_orthodox_holy_site;Secretly Convert to Georgian Orthodox;Se convertir secrètement à la religion orthodoxe gérogienne;;;;;;;;;;;;x
secretly_convert_to_georgian_orthodox_holy_site_desc;The §YGeorgian Orthodox§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yorthodoxes§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_insular_holy_site;Secretly Convert to Insular;Se convertir secrètement à la religion insulaire;;;;;;;;;;;;x
secretly_convert_to_insular_holy_site_desc;The §YInsular§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yinsulaires§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_pelagianism_holy_site;Secretly Convert to Pelagianism;Se convertir secrètement au pélagianisme;;;;;;;;;;;;x
secretly_convert_to_pelagianism_holy_site_desc;The §YPelagianism§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ypélagiens§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_antinomianism_holy_site;Secretly Convert to Antinomianism;Se convertir secrètement à la religion antinomienne;;;;;;;;;;;;x
secretly_convert_to_antinomianism_holy_site_desc;The §YAntinomianism§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yantinomiens§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_ebionites_holy_site;Secretly Convert to Ebionites;Se convertir secrètement à la religion ébionite;;;;;;;;;;;;x
secretly_convert_to_ebionites_holy_site_desc;The §YEbionites§! Jews that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yébionites§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_marcionism_holy_site;Secretly Convert to Marcionism;Se convertir secrètement au marcionisme;;;;;;;;;;;;x
secretly_convert_to_marcionism_holy_site_desc;The §YMarcionism§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ymarcionites§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_montanist_holy_site;Secretly Convert to Montanist;Se convertir secrètement au montaniste;;;;;;;;;;;;x
secretly_convert_to_montanist_holy_site_desc;The §YMontanist§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ymontanistes§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_tzadikite_holy_site;Secretly Convert to Tzadikite;Se convertir secrètement au tzadikisme;;;;;;;;;;;;x
secretly_convert_to_tzadikite_holy_site_desc;The §YTzadikite§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ytzadikistes§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_bosporan_faith_holy_site;Secretly Convert to Hypsistarian;Se convertir secrètement au hypsistarianisme;;;;;;;;;;;;x
secretly_convert_to_bosporan_faith_holy_site_desc;The §YHypsistarian§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yhypsistarianites§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_ajivika_holy_site;Secretly Convert to Ajivika;Se convertir secrètement à la religion ajivika;;;;;;;;;;;;x
secretly_convert_to_ajivika_holy_site_desc;The §YAjivika§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yd'Ajivika§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_carvaka_holy_site;Secretly Convert to Carvaka;Se convertir secrètement au chârvâka;;;;;;;;;;;;x
secretly_convert_to_carvaka_holy_site_desc;The §YCarvaka§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Yde chârvâka§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_mimamsa_holy_site;Secretly Convert to Mimamsa;Se convertir secrètement à la religion mimamsa;;;;;;;;;;;;x
secretly_convert_to_mimamsa_holy_site_desc;The §YMimamsa§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ymimamsas§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_tantric_holy_site;Secretly Convert to Tantric;Se convertir secrètement à la religion tantrique;;;;;;;;;;;;x
secretly_convert_to_tantric_holy_site_desc;The §YTantric§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ytantriques§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_bhakti_holy_site;Secretly Convert to Bhakti;Se convertir secrètement à la religion bhakti;;;;;;;;;;;;x
secretly_convert_to_bhakti_holy_site_desc;The §YBhakti§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ybhaktis§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_sramanic_holy_site;Secretly Convert to Sramanic;Se convertir secrètement à la religion sramanique;;;;;;;;;;;;x
secretly_convert_to_sramanic_holy_site_desc;The §YSramanic§! pilgrims that flock to the holy site in §Y[Root.Location.GetName]§! impress me with the depth and passion of their faith. I am tempted to convert in secrecy...;Les pèlerins §Ysramaniques§! qui affluent vers le site sacré de §Y[Root.Location.GetName]§! m'impressionnent avec la profondeur et la passion de leur foi. Je suis tenté de me convertir en secret ...;;;;;;;;;;;;x
secretly_convert_to_confucianism_holy_site;Secretly Convert to Confucianism;Se convertir secrètement au confucianisme;;;;;;;;;;;;x
