PROV1657;Sif;;;;;;;;;;;x
PROV1658;Ataq;;;;;;;;;;;x
PROV1659;Ibb;;;;;;;;;;;x
PROV1660;Ma'bar;;;;;;;;;;;x
PROV1661;Lidam;;;;;;;;;;;x
PROV1662;Ranyah;;;;;;;;;;;x
PROV1663;Zalim;;;;;;;;;;;x
PROV1664;At Ta'if;;;;;;;;;;;x
PROV1665;Badr;;;;;;;;;;;x
PROV1666;Lajj;;;;;;;;;;;x
PROV1667;Wajh;;;;;;;;;;;x
PROV1668;Tayma;;;;;;;;;;;x
PROV1669;Jubbah;;;;;;;;;;;x
PROV1670;Ruewis;;;;;;;;;;;x
PROV1671;Iram;;;;;;;;;;;x
PROV1672;Dawkah;;;;;;;;;;;x
PROV1673;Thamarit;;;;;;;;;;;x
PROV1674;Raysut;;;;;;;;;;;x
PROV1675;Sulayyil;;;;;;;;;;;x
PROV1676;Sarawrah;;;;;;;;;;;x
PROV1677;Saniw;;;;;;;;;;;x
PROV1678;Thamud;;;;;;;;;;;x
PROV1679;Unayzah;;;;;;;;;;;x
PROV1680;Baqa;;;;;;;;;;;x
PROV1681;Turayf;;;;;;;;;;;x
PROV1682;Sakaka;;;;;;;;;;;x
PROV1683;Murra;;;;;;;;;;;x
PROV1684;Sai'ar;;;;;;;;;;;x
PROV1685;Wadden Islands;Îles de la Frise;;;Islas Frisias;;;;;;;x
PROV1686;Lalland;;;;;;;;;;;x
PROV1687;Hlesey;;;;;;;;;;;x
PROV1688;Isle of Wight;Île de Wight;;;Isla de Wight;;;;;;;x
PROV1689;Norrbotten;Norrbotten;;;;;;;;;;x
PROV1690;Imedrasa;;;;;;;;;;;x
PROV1691;Rewd'a;;;;;;;;;;;x
PROV1692;Krusi;;;;;;;;;;;x
PROV1693;Lanzanub;;;;;;;;;;;x
PROV1694;Amezzyan;;;;;;;;;;;x
PROV1695;Lansa;;;;;;;;;;;x
PROV1696;Ayezdis;;;;;;;;;;;x
PROV1697;Ssekwila;;;;;;;;;;;x
PROV1698;Wat'a;;;;;;;;;;;x
PROV1699;Fses;;;;;;;;;;;x
PROV1700;Ssiy;;;;;;;;;;;x
PROV1701;Mmey;;;;;;;;;;;x
PROV1702;Tmenya;;;;;;;;;;;x
PROV1703;Tam;;;;;;;;;;;x
PROV1704;Taggara;;;;;;;;;;;x
PROV1705;Aqeyyua;;;;;;;;;;;x
PROV1706;Wahed;;;;;;;;;;;x
PROV1707;Zenaim;;;;;;;;;;;x
PROV1708;Refrus;;;;;;;;;;;x
PROV1709;Ohrmazd Ardashir;;;;;;;;;;;x
PROV1710;Vahman;;;;;;;;;;;x
PROV1711;Belabad;;;;;;;;;;;x
PROV1712;Nihavand;;;;;;;;;;;x
PROV1713;Orukit;;;;;;;;;;;x
PROV1714;Kaskar;;;;;;;;;;;x
PROV1715;Asoristan;;;;;;;;;;;x
PROV1716;Betdarai;;;;;;;;;;;x
PROV1717;Veh Ardashir;;;;;;;;;;;x
PROV1718;Wandanigan;;;;;;;;;;;x
PROV1719;Dastkart;;;;;;;;;;;x
PROV1720;Hambar;;;;;;;;;;;x
PROV1721;Vuzhurgh Shapur;;;;;;;;;;;x
PROV1722;Syarzur;;;;;;;;;;;x
PROV1723;Shahrkart;;;;;;;;;;;x
PROV1724;Arbil;;;;;;;;;;;x
PROV1725;Arbayestan;;;;;;;;;;;x
PROV1726;Bet Zabdai;;;;;;;;;;;x
PROV1727;Saokoros;;;;;;;;;;;x
PROV1728;Sigriane;;;;;;;;;;;x
PROV1729;Rima;;;;;;;;;;;x
PROV1730;Hira;;;;;;;;;;;x
PROV1731;Badiyat Ash Sham;;;;;;;;;;;x
###### Renamed traits;;;;;;;;;;;;;x
varangian;Guard Veteran;Garde vétéran;;;;;;;;;;x
varangian_desc;This character is a veteran of an elite military order.;Ce personnage est un vétéran d'un ordre militaire d'élite.;;;;;;;;;;x
###### Renamed titles;;;;;;;;;;;;;x
k_cyprus_adj;Cypriot;Cypriote;;;;;;;;;;x
k_dacia;Dacia;Dacie;;;;;;;;;;x
k_dacia_adj;Dacian;Dace;;;;;;;;;;x
d_toulouse;Tolosa;Tolosa;;;;;;;;;;x
d_toulouse_adj;Tolosan;Toulousain;;;;;;;;;;x
e_tartaria;Scythia;Scythie;Tatarei;;Tartaria;;;;;;;x
e_tartaria_adj;Scythian;Scythe;tartarisch;;Tártaro;;;;;;;x
e_byzantium;Eastern Roman Empire;Empire Romain d'Orient;Byzantinisches Kaiserreich;;Imperio Bizantino;;;;;;;x
e_byzantium_adj;Roman;Romain;Byzantinischer;;Bizantina;;;;;;;x
k_baluchistan_adj;Baluchistan;Baluchistan;;;;;;;;;;;;x
b_marienwerder;Kwedis;Kwedis;Kwedis;;Kwedis;;;;;;;;;x
k_cuman;Scythia;Scythie;;;;;;;;;;x
k_cuman_adj;Scythian;Scythe;;;;;;;;;;x
d_catalonia;Barcinensis;Barcinensis;Barcinensis;;Barcinensis;;;;;;;;;x
d_catalonia_adj;Barcinensis;Barcinensis;Barcinensis;;Barcinensis;;;;;;;;;x
d_bordeaux;Burdigala;Burdigala;Burdigala;;Burdigala;;;;;;;;;;x
d_bordeaux_adj;Burdigalensis;Burdigalensis;Burdigalensis;;Burdigalensis;;;;;;;;;;x
d_auvergne;Arvernia;Arvernia;Arvernia;;Arvernia;;;;;;;;;;x
d_auvergne_adj;Arverniensis;Arverniensis;Arverniensis;;Arverniensis;;;;;;;;;;x
d_dalmatia;Dalmatia;Dalmatie;;;;;;;;;;;x
d_dalmatia_adj;Dalmatian;Dalmatien;;;;;;;;;;;x
e_mali;Ghana;Ghana;Ghana;;Ghana;;;;;;;;;x
e_mali_adj;Ghanaian;Ghanéen;;;;;;;;;;;;x
###### Religions;;;;;;;;;;;;;x
paulician_DESC;Paulicians were a Christian Adoptionist sect, also accused by medieval sources of being Gnostic and quasi Manichaean Christian. They flourished between 650 and 872 in Armenia and the Eastern Themes of the Byzantine Empire. According to medieval Byzantine sources, the group's name was derived from the 3rd century Bishop of Antioch, Paul of Samosata.;Les pauliciens étaient une secte chrétienne adoptioniste, aussi accusée par les sources médiévales d'appartenir aux tendances gnostiques ou quasi-manichéennes. Ils ont prospéré entre 650 et 872 en Arménie et dans les thèmes orientaux de l'empire byzantin. D'après des sources byzantines médiévales, le nom du groupe a été dérivé de l'évêque d'Antioche du IIIe siècle Paul de Samosate.;;;;;;;;;;x
buy_indulgence_for_sins_desc;Send a letter to our religious head in the hope of getting our sins forgiven and increasing our piety.;Envoyons une lettre au chef religieux en espérant que nos péchés seront pardonnés et que notre piété s’améliorera.;;;;;;;;;;;;x
indulgence_ask;The religious head will hear our plea for salvation.;Le chef religieux entendra notre plaidoyer pour le salut.;;;;;;;;;;;x
EVTDESC39251;[From.GetTitledFirstName] has granted us absolution!;[From.GetTitledFirstName] nous a accordé l'absolution !;[From.GetTitledFirstName] hat uns die Absolution erteilt!;;¡[From.GetTitledFirstName] nos ha concedido la absolución!;;;;;;;;;x
EVTOPTA39251;Glory to [Root.Religion.GetHighGodName]!;Gloire à [Root.Religion.GetHighGodName] !;Ehre sei [Root.Religion.GetHighGodName]!;;¡Gloria a [Root.Religion.GetHighGodName]!;;;;;;;;;x
samaritan_DESC;Samaritanism is an Abrahamic religion closely related to Judaism. Samaritans assert their worship is the true religion of the ancient Israelites prior to the Babylonian Exile, preserved by those who remained in the Land of Israel, as opposed to Judaism, which they assert is a related but altered and amended religion. In-game, Samaritanism is treated as a branch of the Judaic group. This branch has a formal head in the form of the Samaritan High Priest and no special game mechanics.;Le samaritanisme est une religion abrahamique très proche du judaïsme. Les samaritains affirment que leur culte est celui de la véritable religion des anciens Israélites, pratiquée antérieurement à leur exil babylonien et préservé par ceux qui sont restés en Israël. Ils opposent leur culte à celui du judaïsme qu'ils considèrent comme étant une religion liée mais altérée et amendée. \n\nDans le jeu, cette branche du groupe judaïque a un chef officiel, le Grand Prêtre samaritain, mais aucune mécanique spécifique.;Der Samaritismus ist ein abrahamitische Religion, die eng mit der Judentum verwandt ist. Die Samariter glauben, dass ihr Glaube die ursprüngliche Religion vor dem Exil der Israeliten in Babylon darstellt und von den wenigen am Leben gehalten wird, die damals in ihrer Heimat zurückgeblieben sind. Das Judentum sehen sie als verwandte, aber veränderte Religion an. Im Spiel wird der Samaritismus als jüdische Ketzerei behandelt. Diese Ketzerei hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El samaritanismo es una religión abrahámica claramente relacionada con el judaismo. Los samaritanos consideran que su adoración es la verdadera religión que profesaban los israelitas antes del exilio babilónico, preservada por aquellos que permanecieron en Israel, al contrario que el judaísmo que consideran una religión relacionada con la suya pero que fue alterada y enmenda. En el juego el samaritanismo es considerado una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x
karaite_DESC;Karaite Judaism is a Jewish movement characterized by the recognition of the Tanakh alone as its supreme legal authority in Jewish religious law and theology. In this it is distinct from mainstream Rabbinic Judaism. Karaites maintain that all of the divine commandments handed down to Moses by God were recorded in the written Torah, without additional Oral Law or explanation. In-game, Karaite Judaism is a heresy of mainstream Judaism. This heresy is lead by a secular exilarch and no special game mechanics.;Le judaïsme karaïte est un mouvement juif caractérisé par la reconnaissance du seul Tanakh et de son autorité suprême sur les lois religieuses et la théologie juive. En cela, il est distinct du courant rabbinique majoritaire. Les karaïtes soutiennent que tous les commandements divins reçus de Dieu par Moïse furent consignés dans la Torah écrite sans lois orales additionnelles ou explications. \n\nDans le jeu, cette hérésie du judaïsme a un chef officiel sous forme de l'exilarque séculaire mais n'a pas de mécanique spécifique.;Das Karaitische Judentum ist eine religiöse Bewegung, welche nur die Tanakh als höchste Autorität für jüdische Rechtsordnung und Theologie anerkennt. Sie meinen, dass die göttlichen Gebote vollständig in der Torah dargelegt sind, ohne das mündliche Überlieferungen oder Erläuterungen notwendig sind. Im Spiel werden die Karaiten als eine jüdische Ketzerei behandelt. Diese Ketzerei hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El judaísmo karaita es un movimiento judáico caracterizado por el reconocimiento sólo de la Tanaj como autoridad legal absoluta en los asuntos religiosos y la teología. Esto es lo que lo diferencia del judaísmo rabínico tradicional. Los karaitas consideran que todos los mandamientos dados a Moisés por Dios fueron escritos en la Torá, sin leyes orales ni explicaciones añadidas. En el juego el judaísmo karaita es una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x
hellenic_pagan_DESC;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom.;L'hellénisme est polythéiste, avec un panthéon de douze dieux majeurs incluant Jupiter, Mars, Mercure, Venus, Minerve et Vesta. Il est originaire de la Grèce antique et allait avec les conquêtes d'Alexandre le Grand et l'Empire romain devenir la religion dominante autour de la Méditerranée jusqu'à la montée du Christianisme.;;;;;;;;;;;;x
hellenic_pagan_FEATURES;§Y*§! Can try to reconquer the land of the old Roman Empire from non-pagan rulers.\n§Y*§! Can liberate Italian and Greek provinces from non-pagan rulers.;§Y*§! Peut tenter de recapturer les terres du vieil Empire romain dirigées par des non païens.\n§Y*§! Peut libérer les provinces italiennes et grecques dirigées par des non païens.;;;;;;;;;;;;x
west_african_pagan;West African;Ouest-africain;west-afrikanisch;;Africano Occidental;;;;;;;;;x
west_african_pagan_reformed;West African;Ouest-africain réformé;reformiert west-afrikanisch;;Africano Occidental Reformado;;;;;;;;;x
west_african_pagan_reformed_DESC;The reformed West African religion is a fusion of many popular beliefs, with a single Holy Book including a creation myth, chapters on the spirits, totem animal fables and gods. The church also has a standardized liturgy and a formal church hierarchy led by a High Priest (or Priestess), who can be vassalized by secular rulers.;La religion réformée ouest-africaine est une fusion de plusieurs croyances, dotée d'un livre saint unique qui comprend un mythe sur la création, des chapitres sur les esprits, des fables sur les animaux totems et les dieux. L'église possède aussi une liturgie standardisée et une hiérarchie ecclésiastique symbolique avec à sa tête un grand prêtre (ou une grande prêtresse), qui peut être vassalisé(e) par des dirigeants laïcs.;Der reformierte westafrikanische Glaube ist der Zusammenschluss vieler volkstümlicher Glaubensvorstellungen, mit einem einzigen Heiligen Buch, das einen Schöpfungsmythos, Kapiteln über die Geister, Totemtiere und Götter beinhaltet. Die Kirche besitzt außerdem standardisierte Liturgien und eine formelle Kirchenhierarchie, angeführt von einem Hohepriester (oder Hohepriesterin), der Vasall weltlicher Herrscher sein kann.;;La reformada religión Africana Occidental es una fusión de muchas creencias populares, con un único Libro Sagrado con un mito de la creación, capítulos sobre los espíritus, fábulas de animales totémicos y dioses. La iglesia también tiene una liturgia estandarizada y una jerarquía formal dirigida por un Sumo Sacerdote (o Sacerdotisa), que puede ser vasallizado por gobernantes seculares.;;;;;;;;;x
west_african_pagan_DESC;West African religion is a blanket term for the diverse pagan beliefs of the tribes of Sub-Saharan West Africa. Ancestor worship, animism and totemistic shamanism dominate, but there also various pantheons of gods.;La religion ouest-africaine est un terme qui recouvre les diverses croyances païennes des tribus de l'Afrique de l'Ouest sub-saharienne. Le culte des ancêtres, l'animisme et le chamanisme totémique y dominent, mais on y trouve aussi divers panthéons.;Westafrikanische Religion ist ein Oberbegriff für die vielfältigen, heidnischen Glaubensvorstellungen der westafrikanischen Völker südlich der Sahara. Vorfahrenverehrung, Animismus und Schamanismus sind vorherrschend, aber es gibt auch mehrere Götterpantheone.;;La Religión Africana Occidental es un término general para las diversas creencias paganas de las tribus de África Subsahariana Occidental. El culto a los antepasados, el animismo y el chamanismo totémico dominan, pero también diversos panteones de dioses.;;;;;;;;;x
d_west_african_pagan_reformed;West African Church;Église ouest-africaine;Westafrikanische Kirche;;Iglesia Africana Occidental;;;;;;;;;x
d_west_african_pagan_reformed_adj;West African;ouest-africain;westafrikanisch;;Africano Occidental;;;;;;;;;x
###### Cultures;;;;;;;;;;;;;x
basque;Vascon;vascon;;;;;;;;;;;;x
ethiopian;Ge'ez;ge'ez;;;;;;;;;;x;;
occitan;Proensals;proensals;;;;;;;;;;;;x
bosnian;Bošnjani;bošnjani;;;Bošnjani;;;;;;;x
carantanian;Karantanci;karantanci;;;Karantanci;;;;;;;x
parthian;Parthian;parthe;;;Parta;;;;;;;x
emperor_female_persian;Banbishnan;Banbishn;;;;;;;;;;x
king_vandalic;Ricus;Ricus;;;;;;x
king_female_vandalic;Rica;Rica;;;;;;x
kingdom_of_vandalic;Ric of;Ric de;;;;;;x
duke_vandalic;Froja;Froja;Froja;;Froja;;;;;;x
duke_female_vandalic;Froja;Froja;;;;;;x
count_vandalic;Baudes;Baudes;;;;;;x
duchy_of_vandalic;Frojadom of;Frojadom de;;;Frojadom de;;;;;;;;;x
county_of_vandalic;Baudesi of;Baudesi de;;;;;;x
title_councilmember_king_vandalic;Rit;Rit;Rit;;Rit;;;;;;;;;x
title_councilmember_emperor_vandalic;Rit;Rit;Rit;;Rit;;;;;;;;;x
job_chancellor_persian;Wuzurg Framadar;Wuzurg Framadar;;;;;;;;x
city_emperor_latin;Master Doge;Maître Doge;;;;;;;;;;;;x
city_emperor_byzantine;Master Doge;Maître Doge;;;;;;;;;;;;x
city_emperor_roman;Princeps;Princeps;Kaiser;;Emperador;;;;;;;;;x
city_king_roman;Consul;Consul;Konsulat;;Cónsul;;;;;;;;;x
city_duke_roman;Proconsul;Proconsul;Prokonsul;;Procónsul;;;;;;;;;x
city_count_roman;Praefectus Urbanus;Praefectus Urbanus;Praefectus Urbanus;;Praefectus Urbanus;;;;;;;;;x
city_baron_roman;Praefectus;Praefectus;Praefectus;;Praefectus;;;;;;;;;x
city_barony_of_roman;Municipium;Municipium;Municipium;;Municipium;;;;;;;;;x
family_palace_baron_roman;Pater Familias;Pater Familias;Pater Familias;;Pater Familias;;;;;;;;;x
family_palace_baron_female_roman;Mater Familias;Mater Familias;Mater Familias;;Mater Familias;;;;;;;;;x
baron_roman;Senator;Sénateur;Senator;;Senator;;;;;;;x
barony_of_roman;Castrum;Castrum;Castrum;;Castrum;;;;;;;x
count_roman;Prefect;Préfet;Prefect;;Prefecto;;;;;;;x
county_of_roman;Prefecture of;Préfecture de;;;Prefectura de;;;;;;;x
duke_roman;Governor;Gouverneur;;;Governador;;;;;;;x
duchy_of_roman;Province of;Province de;;;Provincia de;;;;;;;x
king_roman;Vicar;Vicaire;Vicar;;Vicar;;;;;;;x
kingdom_of_roman;Diocese of;Diocèse de;;;Diócesis de;;;;;;;x
emperor_roman;Imperator Caesar;Imperator Caesar;Imperator Caesar;;Imperator Caesar;;;;;;;x
empire_of_roman;Imperium;Imperium;Imperium;;Imperium;;;;;;;x
emperor_female_roman;Augusta;Augusta;Rex;Rey;;;;;;;;;x
vice_royalty_duke_roman;Vicar;Vicaire;Vicar;;Vicar;;;;;;;;;x
vice_royalty_king_roman;Praetorian Prefect;Préfet du prétoire;Praetorian Prefect;;Praetorian Prefect;;;;;;;;;x
vice_royalty_duchy_of_roman;Diocese of;Diocèse de;;;Diocesis de;;;;;;;;;x
vice_royalty_kingdom_of_roman;Praetorian Prefecture of;Préfecture du prétoire de;;;Praetorian Prefecture de;;;;;;;;;x
###### Events;;;;;;;;;;;;;x
EVTDESC94098;You have come into possession of "The Confessions of St. Augustine," a series of tomes detailing the life and times of Augustine of Hippo, a Christian theologian from Roman Africa who lived a long time ago. Studying this historical work could provide insights that improve your learning.;Vous avez fait l'acquisition d'une œuvre intitulée « Les Confessions de saint Augustin », constituée de plusieurs tomes relatant l'hagiographie d'Augustin d'Hippone, théologien chrétien d'Afrique romaine qui a vécu voilà très longtemps. L'étude de cette monographie pourraient fournir des indications qui permettent d'étoffer vos connaissances.;Ihr seid in den Besitz von "Die Bekenntnisse von St. Augustinus", gekommen, die das Leben und die Zeiten des Augustinus von Hippo ausführlich dokumentieren. Er war ein christlicher Theologe aus dem römischen Afrika, der vor vielen Jahrhunderten lebte. Das Studium dieses historischen Werks könnte Euch neue Erkenntnisse liefern, welche Eure Bildung verbessern.;;Te has hecho con "Las confesiones de San Agustín", una serie de tomos que relatan la vida y época de Agustín de Hipona, teólogo cristiano del África romana que vivió hace muchos siglos. Estudiar este histórico trabajo podría proporcionarte estrategias par;;;;;;;;;x
EVTDESC_TOG_6004;With the power and strength of the Zoroastrian faith, [From.GetTitledFirstName] has ordered the institution of the office of the Moabadan-Moabad, or the ?Priest of Priests.?\n\nThe Moabadan-Moabad will serve as the highest religious authority in the Zoroastrian world, with powers ranging from the blessing of future military expeditions to the granting of divorces to married couples.;Après un intermède de plusieurs siècles à la suite des invasions arabes, le zoroastrisme est redevenu religion d'état en Perse. [From.GetTitledFirstName] a ordonné le rétablissement de la fonction de Moabadan-Moabad, le ?prêtre des prêtres.?\n\nLe Moabadan-Moabad sera la plus haute autorité religieuse du monde zoroastrien. Ses pouvoirs vont de la bénédiction des futures expéditions militaires à la possibilité d'accorder le divorce aux couples mariés.;Nach einem Intermezzo, das nach der arabischen Eroberung einige Jarhunderte andauerte, ist der zoroastrische Glaube als Staatsreligion nach Persien zurückgekehrt. [From.GetTitledFirstName] hat die erneute Etablierung des Amtes des Moabadan-Moabads angeordnet, oder des ?Priesters der Priester.?\n\nDer Moabadan-Moabad wird als die höchste religiöse Autorität in der zoroastrischen Welt dienen, mit Machtbefugnissen wie die Segnung zukünftiger, militärischer Expeditionen oder die Erlaubnis von Scheidungen von verheirateten Paaren.;;Después de un interludio de unos pocos siglos tras la conquista Árabe, el Zoroastrismo ha vuelto como la religión oficial de Persia. [From.GetTitledFirstName] ha ordenado el restablecimiento del cargo de Moabadan-Moabad, o el Sacerdote de Sacerdotes.\n\nEl Moabadan-Moabad servirá como la máxima autoridad religiosa en el mundo de Zoroastro, con poderes que van desde la bendición de futuras expediciones militares a la concesión de divorcios a las parejas casadas.;;;;;;;x
EVTDESC_TOG_702;[From.GetTitledFirstName] has declined your invitation to attend the Beltane festival! Apparently [From.GetSheHe] has no faith in Cenurios, Lugh and the other gods, and instead follows the strange rituals of some other religion that is foreign to our ways.;[From.GetTitledFirstName] a décliné votre invitation pour votre festival de Beltane ! [From.GetSheHe] ne croit apparemment pas en Cenurios, Lugh ou en un autre de vos dieux et préfère suivre de bizarres rituels religieux qui vous sont étrangers.;;;;;;;;;;x
EVTOPTC_NE_1;I shall make [invited_character.GetFirstName] into the court poet.;J'en ferai un poète de la cour.;;;Nombraré poeta a [invited_character.GetFirstName].;;;;;;;;;x
EVTDESCLoR.6.b;For the first time since the fall of the Western Empire, Italy has been liberated and restored to proper Roman rule - hopefully for good this time. The great city of Rome itself is now yours, and even hardened soldiers can be seen weeping as the Imperial standard flutters in the breeze from Trajan's Column.;Pour la première fois depuis la chute de l'Empire d'Occident, l'Italie a été libérée et est enfin revenue sous l'ordre des Romains. Espérons que cette fois-ci sera la bonne. La grande cité de Rome est maintenant à vous et même les soldats les plus endurcis ont été vus pleurant devant les fanions impériaux flottant au-dessus de la colonne Trajane.;Zum zweiten Mal nach dem Sturz des westlichen Imperiums wurde Italien befreit und die rechtmäßige Herrschaft Roms wiederhergestellt – diesmal hoffentlich für immer. Die großartige Stadt Rom ist nun die Eure und man kann selbst kampferprobte Soldaten weinen sehen, als die Standarte des Imperiums an der Trajanssäule flattert.;;Por primera vez desde la disolución del Imperio de Occidente, Italia ha sido liberada y devuelta a la dominación romana - esperemos que para siempre, esta vez. La mismísima gran ciudad de Roma ahora es ahora tuya, e incluso se puede ver a los soldados más curtidos llorar mientras el estandarte imperial ondea en la Columna de Trajano.;;;;;;;;;x
EVTDESCLoR.9;Cruelly left to their own devices when the Roman garrisons abandoned the province of Britannia in the 5th century, the Britons can at last rejoice. For after suffering through centuries of darkness, Roman rule has finally been restored to their little island and they may consider themselves Imperial subjects once more.;Cruellement abandonnés à eux-mêmes lorsque les garnisons romaines ont été forcées de quitter la province de Bretagne au Ve siècle, les Bretons peuvent enfin se réjouir. Après avoir souffert des siècles de ténèbres, la petite île est de nouveau sous l'autorité de Rome et ils peuvent fièrement se considérer comme de fiers citoyens romains.;Als die römischen Garnisonen die Provinz Britannien im 5. Jahrhundert aufgaben, überließen sie die Briten grausamerweise sich selbst. Doch nun können die Briten wieder jubeln. Denn nachdem die Insel Jahrhunderte in Dunkelheit leiden musste, ist die römische Herrschaft endlich wiederhergestellt. Die Einwohner können sich nun wieder Bürger des Imperiums nennen.;;Cruelmente abandonados a su propia suerte cuando las guarniciones romanas abandonaron la provincia de Britania en el siglo quinto, por fin los bretones pueden regocijarse. Después de sufrir a lo largo de siglos de oscuridad, el gobierno romano finalmente ha sido restablecido en su pequeña isla y pueden considerarse sujetos imperiales una vez más.;;;;;;;;;x
