#CODE;ENGLISH;;;;;;;;;;;;;x
##### Decisions ;;;;;;;;;;;;;x;
EVTDESCancrel.3612;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the temple. Your guards place [From.GetHerHim] on the alter and begin fastening the chains while [From.GetSheHe] murmurs a passage with closed eyes from the Mohammedan holy book.;;;;;;;;;;;;;x
EVTOPTAancrel.3612;Soon you shall meet your Prophet, friend.;;;;;;;;;;;;;x
EVTOPTBancrel.3612;No, perhaps this is a bad idea...;;;;;;;;;;;;;x
EVTDESCancrel.3613;Your brother, [From.GetTitledFirstName], is brought up from his dungeon and escorted to the temple. As he is chained to the great stone altar, he looks at you with pleading eyes. Don't do this, [Root.GetFirstName]. There has to be some other way...;;;;;;;;;;;;;x
EVTOPTAancrel.3613;I'm afraid not. Do it, men.;;;;;;;;;;;;;x
EVTOPTBancrel.3613;No, I can't do this to my own brother...;;;;;;;;;;;;;x
EVTDESCancrel.3614;Your sister, [From.GetTitledFirstName], is dragged up from her dungeon and escorted to the temple. She looks up at you with tears streaming down her face as your guards lock her wrists in chains. Please, [Root.GetFirstName], she says with a trembling voice. Don't let them do this.;;;;;;;;;;;;;x
EVTOPTAancrel.3614;There can be no turning back now. I'm sorry.;;;;;;;;;;;;;x
EVTOPTBancrel.3614;No... not my own sister...;;;;;;;;;;;;;x
EVTDESCancrel.3615;The guards drag your father, [From.GetTitledFirstName], from his dungeon and escort him to the temple where they chain him to the altar. My [Root.GetSonDaughter], he croaks while looking at you. Can't you find it in your heart to forgive me?;;;;;;;;;;;;;x
EVTOPTAancrel.3615;No.;;;;;;;;;;;;;x
EVTOPTBancrel.3615;I can't do this to my own father...;;;;;;;;;;;;;x
EVTDESCancrel.3616;Distant screaming can be heard as your guards drag your mother, [From.GetTitledFirstName], from her dungeon. They bring her to the temple and as they place on the altar, she looks at you with pleading eyes. W-why would you do this to your own mother?;;;;;;;;;;;;;x
EVTOPTAancrel.3616;Because I can.;;;;;;;;;;;;;x
EVTOPTBancrel.3616;I... I wouldn't...;;;;;;;;;;;;;x
EVTDESCancrel.3617;The guards fetch your son, [From.GetTitledFirstName], from his dungeon and lead him to the temple. There he is chained to the great stone altar. Before you plunge the sacrificial dagger into his heart, your son looks at you with tearful eyes. Please don't, [Root.GetFatherMother]... please don't.;;;;;;;;;;;;;x
EVTOPTAancrel.3617;The Titans demand blood.;;;;;;;;;;;;;x
EVTOPTBancrel.3617;I can't do this... not to my own boy...;;;;;;;;;;;;;x
EVTDESCancrel.3618;Your daughter, [From.GetTitledFirstName], is pulled from her dungeon and brought to the temple by your guards. As they chain her to the altar, she looks at you with a desperate yet piercing glare. Is this really what you have been reduced to, [Root.GetFatherMother]? To do this... against your own daughter?;;;;;;;;;;;;;x
EVTOPTAancrel.3618;You have left me with little choice.;;;;;;;;;;;;;x
EVTOPTBancrel.3618;No, send her back... not to my girl...;;;;;;;;;;;;;x
EVTDESCancrel.3619;[From.GetTitledFirstName] is brought from your dungeons by the guards and placed on the altar in front of the temple. As they lock the manacles around [From.GetHerHis] wrists, [From.GetFirstName] cries out to you. Don't do this, [Root.GetFirstName]! We are family and of the same blood!;;;;;;;;;;;;;x
EVTOPTAancrel.3619;Yes, and that only proves my devotion to Kronos.;;;;;;;;;;;;;x
EVTOPTBancrel.3619;It is true... [From.GetSheHe] is kin.;;;;;;;;;;;;;x
EVTDESCancrel.3620;Your spouse, [From.GetTitledFirstName], is dragged to the altar in front of the temple and your guards fix the chains to [From.GetHerHis] wrists. In a last desperate effort to save  [From.GetHerselfHimself], [From.GetFirstName] calls out to you for mercy. I have always loved you, [Root.GetFirstName]... and I always will.;;;;;;;;;;;;;x
EVTOPTAancrel.3620;Forgive me then, my love, but this is how it must be.;;;;;;;;;;;;;x
EVTOPTBancrel.3620;No, this is too much... I can't permit it.;;;;;;;;;;;;;x
EVTDESCancrel.3621;From deep within your dungeons, your guards bring out [From.GetTitledFirstName], your Olympian prisoner. As they drag [From.GetHerHim] to the front of the temple and place them [From.GetHerHim] on the altar, the Olympian prays to [From.GetHerHis] usurper gods and stares at you defiantly.;;;;;;;;;;;;;x
EVTOPTAancrel.3621;Let us show you how a proper sacrifice is done.;;;;;;;;;;;;;x
EVTOPTBancrel.3621;No, this brave Olympian shall live to see another day.;;;;;;;;;;;;;x
EVTDESCancrel.3622;[FromFrom.GetTitledFirstName] is dragged to the great altar in front of the temple and chained to the blood stained stone. Soon [FromFrom.GetFirstName]'s body hangs limply on the cold stones, steam rising from [From.GetHerHis] blood pooling on the ground.;;;;;;;;;;;;;x
EVTOPTAancrel.3622;This should please the titans!;;;;;;;;;;;;;x
EVTDESCancrel.3623;Your liege's guards have brought a Christian, [FromFrom.GetTitledFirstName], to the altar in front of the temple. As the chains are locked around [FromFrom.GetHerHis] wrists, [FromFrom.GetSheHe] continues to prattle on about the Holy Spirit and how we shall all suffer in Hell for our sins... but soon [FromFrom.GetSheHe] speaks no more.;;;;;;;;;;;;;x
EVTDESCancrel.3624;[FromFrom.GetTitledFirstName], a Mohammedan from your liege's dungeons, has been brought to the temple and will now be sacrificed to the titans. As [FromFrom.GetSheHe] is chained to the great altar, [FromFrom.GetSheHe] quotes a passage from their holy book right up until the knife plunges into their heart and [FromFrom.GetHerHis] blood pours onto the ground.;;;;;;;;;;;;;x
EVTDESCancrel.3625;Your liege has told [From.GetHerHis] men to fetch [FromFrom.GetTitledFirstName], [From.GetHerHis] own brother, from the dungeons. [From.GetFirstName] betrays no emotion as [FromFrom.GetFirstName] is brought up to the altar in front of the temple, and soon his limp body can be seen slumped on the altar, drained of blood.;;;;;;;;;;;;;x
EVTDESCancrel.3626;It seems your liege has decided to sacrifice [FromFrom.GetTitledFirstName], [From.GetHerHis] own sister, to the titans. She has been brought out from [From.GetFirstName]'s dark dungeons, and while she squints her eyes in the unfamiliar daylight, the guards chain her to the altar. Moments later her eyes are forever dead and listless.;;;;;;;;;;;;;x
EVTDESCancrel.3627;To your surprise, [FromFrom.GetTitledFirstName] orders [FromFrom.GetHerHis] guards to bring out [FromFrom.GetTitledFirstName] - [FromFrom.GetHerHis] own father. He is brought to the altar in front of the temple, and soon he joins the others bleeding on the altar.;;;;;;;;;;;;;x
EVTDESCancrel.3628;[FromFrom.GetTitledFirstName], the mother of your liege, appears at the temple flanked by guards, and to your surprise they escort her right up to the altar. She pleads in vain with [From.GetTitledFirstName], but [From.GetSheHe] will not be moved. Within moments, she lies next to the other offerings on the altar outside the temple.;;;;;;;;;;;;;x
EVTDESCancrel.3629;[From.GetTitledFirstName] marches [From.GetTitledHerHis] own son, [FromFrom.GetTitledFirstName], to the altar outside the temple. He is to be the next sacrifice. All of his pleas fall on deaf ears, and moments later the guards chain him to the stone and he is made forever silent.;;;;;;;;;;;;;x
EVTDESCancrel.3630;Those assembled at the Thysia gasp in surprise when [FromFrom.GetTitledFirstName], daughter of [From.GetTitledFirstName], is dragged up to the altar for the next sacrifice. She asks her [From.GetFatherMother] for mercy, but none is forthcoming.;;;;;;;;;;;;;x
EVTDESCancrel.3631;[FromFrom.GetTitledFirstName], a member of [From.GetFirstName]'s own extended family, is dragged from the dungeons and brought to the temple. Despite, or perhaps because of, the fact that they are of the same blood, [From.GetFirstName] shows no mercy and the sacrifice takes place as planned.;;;;;;;;;;;;;x
EVTDESCancrel.3632;[From.GetTitledFirstName] has apparently decided to sacrifice [From.GetHerHis] own spouse, [FromFrom.GetTitledFirstName], to the titans, and [FromFrom.GetSheHe] has been brought in chains to the temple. Despite professing [FromFrom.GetHerHis] continued love, [From.GetFirstName] has decided to go ahead with the sacrifice.;;;;;;;;;;;;;x
EVTDESCancrel.3633;In honor of this Thysia, your liege produces a Olympian from deep within [From.GetHerHis] dungeons. [FromFrom.GetTitledFirstName] is brought to the temple for the sacrifice, and everyone agrees that this is a most worthy sacrifice.;;;;;;;;;;;;;x
EVTDESCancrel.3634;As you have no prisoners languishing in your dungeons that are suitable for sacrifice at the thysia, you are forced to make do with some randomly purchased thralls. They are brought to the great altar outside the temple, and soon their limp and lifeless bodies are drained of blood on the ancient stones.;;;;;;;;;;;;;x
EVTOPTAancrel.3634;It is better than nothing.;;;;;;;;;;;;;x
EVTDESCancrel.3635;As [From.GetTitledFirstName] had no prisoners languishing in [From.GetHerHis] dungeons that were suitable for sacrifice at the thysia, your liege was forced to make do with some randomly purchased thralls. They are brought to the great altar outside the temple, and soon their limp and lifeless bodies are drained of blood on the ancient stones.;;;;;;;;;;;;;x
EVTOPTAancrel.3635;Better than nothing, I suppose.;;;;;;;;;;;;;x
EVTTOOLTIPancrel.3637;Execution is stayed.;;;;;;;;;;;;;x
EVTDESCancrel.3637;As you stand trembling with the manacles around your wrists, [From.GetTitledFirstName] suddenly seems to have had a change of mind. The manacles are removed and you are brought back to the dungeon. It looks like you will live to see another day.;;;;;;;;;;;;;x
EVTOPTAancrel.3637;I... how... what?;;;;;;;;;;;;;x
EVTDESCancrel.3640;With the sacrifice over, the feast at the end of the thysia can now begin. The meat of the animals that were sacrificed has already been prepared, and there is plenty of wine to go around.;;;;;;;;;;;;;x
EVTOPTAancrel.3640;Let the celebrations begin!;;;;;;;;;;;;;x
EVTOPTAancrel.3641;About time!;;;;;;;;;;;;;x
EVTDESCancrel.3642;The feast is over and with it the thysia. It will be at least nine years until you hold the next one, but as your vassals return home, most seem to agree that the ceremony was well worth the trip.;;;;;;;;;;;;;x
EVTOPTAancrel.3642;Until next time!;;;;;;;;;;;;;x
EVTDESCancrel.3643;The feast is over and with it the thysia. It will be at least nine years until your liege holds the next one, but as you and the other vassals return home, most seem to agree that the ceremony was well worth the trip.;;;;;;;;;;;;;x
EVTDESCancrel.3650;The wine and the spirits being served at the feast have gotten the better of you. You tried to be strong this time, and you did your best to stay away, but the pull was just too great...;;;;;;;;;;;;;x
EVTOPTAancrel.3650;*hic* Letsch drrink s-schome morr... ;;;;;;;;;;;;;x
EVTDESCancrel.3651;[From.GetTitledFirstName] has been drinking more and more since the feast began, and [From.GetSheHe] has now reached a point where [From.GetSheHe] he can no longer stand upright. Surrounded by empty tankards and singing at the top of [From.GetHerHis] lungs, you find [From.GetFirstName] lying on the table amidst the food.;;;;;;;;;;;;;x
EVTOPTAancrel.3651;I think [From.GetSheHe] has had enough.;;;;;;;;;;;;;x
EVTOPTBancrel.3651;*hic* I k-know thisch schong!;;;;;;;;;;;;;x
EVTDESCancrel.3653;Your mouth waters as servants place tray after tray of food on the table, and when the other guests engage in conversation, the only sounds coming from your corner are grunts and burps as you begin stuffing yourself. A sudden nausea sets in and you hurry towards the exit, but only make it as far as the lap of [From.GetTitledFirstName]...;;;;;;;;;;;;;x
EVTOPTAancrel.3653;UUAARGGHHHH...;;;;;;;;;;;;;x
EVTTOOLTIPancrel.3654;Is vomited on.;;;;;;;;;;;;;x
EVTDESCancrel.3654;Morsels of food and clean-picked bones fly everywhere from the direction of [From.GetTitledFirstName] as [From.GetSheHe] greedily stuffs [From.GetHerselfHimself] with the delicacies served at the table. Suddenly [From.GetHerHis] face turns a strange shade of green, and [From.GetSheHe] rushes towards the exit but only make it as far as your seat before [From.GetSheHe] starts retching [From.GetHerHis] stomach contents into your lap...;;;;;;;;;;;;;x
EVTOPTAancrel.3654;Those were my best trousers!;;;;;;;;;;;;;x
EVTDESCancrel.3655;Morsels of food and clean-picked bones fly everywhere from the direction of [From.GetTitledFirstName] as [From.GetSheHe] greedily stuffs [From.GetHerselfHimself] with the delicacies served at the table. Suddenly [From.GetHerHis] face turns a strange shade of green, and [From.GetSheHe] rushes towards the exit but only make it as far as [FromFrom.GetTitledFirstName] before [From.GetSheHe] starts retching [From.GetHerHis] stomach contents into poor [FromFrom.GetFirstName]'s lap...;;;;;;;;;;;;;x
EVTOPTAancrel.3655;That could have been me...;;;;;;;;;;;;;x
EVTDESCancrel.3656;As you enjoy the feast, you are struck by the warmth and kindness of those sitting next to you at the table. In fact, it's getting just a little too warm. You strip off your clothes and jump up on the table. Help, I'm on fire! you scream at the top of your lungs while waving your arms as the other bewildered guests look on.;;;;;;;;;;;;;x
EVTOPTAancrel.3656;Put me out, put me out!;;;;;;;;;;;;;x
EVTDESCancrel.3657;You are enjoying the feast when a shrill scream from the other end of the room suddenly draws your attention. Stark naked, [From.GetTitledFirstName] is running around on the table waving [From.GetHerHis] arms while screaming that [From.GetSheHe] is on fire. You groan and bury your face in your hands.;;;;;;;;;;;;;x
EVTOPTAancrel.3657;That lunatic...;;;;;;;;;;;;;x
EVTOPTBancrel.3657;So [From.GetSheHe] is! And... and so am I! AAAHHH!;;;;;;;;;;;;;x
EVTDESCancrel.3658;One of the serving girls has been eyeing you ever since you arrived at the feast, and now, fortified with mead, your hands grope at her body and she returns the favor. You pull off each other's clothes and give in to passion. Just as you join in her screams of pleasure, it dawns on you that you're doing this in full view of all the other stunned guests...;;;;;;;;;;;;;x
EVTOPTAancrel.3658;Oops...;;;;;;;;;;;;;x
EVTOPTBancrel.3658;[Root.Spouse.GetFirstName] will not be happy about this...;;;;;;;;;;;;;x
EVTDESCancrel.3659;You are conversing with another guest when loud screams of passion interrupt. In one corner of the room, in full view of everyone else, [From.GetTitledFirstName] is engaged in carnal pleasures with one of the serving girls. Both are completely naked, and only when they notice the stunned silence in the room do they seem to remember where they are.;;;;;;;;;;;;;x
EVTOPTAancrel.3659;By [This.Religion.GetRandomGodNameCap]...;;;;;;;;;;;;;x
EVTOPTBancrel.3659;Haha, you old dog! Nicely done!;;;;;;;;;;;;;x
EVTOPTCancrel.3659;No! [From.GetFirstName], what have you done?!;;;;;;;;;;;;;x
EVTDESCancrel.3661;You have been seated next to [From.GetTitledFirstName] for the duration of the feast, and you have found [From.GetHerHim] to be a most agreeable person. There seems to be much you have in common.;;;;;;;;;;;;;x
EVTOPTAancrel.3661;It would seem I have a new friend.;;;;;;;;;;;;;x
EVTDESCancrel.3664;Your mind wanders as you sit at your table during the feast, when suddenly you lock eyes with [From.GetTitledFirstName]. Something about [From.GetHerHis] gaze seems to reach into your heart, and when [From.GetSheHe] steps outside for some fresh air, you quickly excuse yourself to join [From.GetHerHim].;;;;;;;;;;;;;x
EVTOPTAancrel.3664;I thought I was the only one...;;;;;;;;;;;;;x
EVTTOOLTIPancrel.3669;You are discovered!;;;;;;;;;;;;;x
EVTDESCancrel.3669;You are locked in the embrace of your lover, and just as you kiss each other another guest wanders out of the feast hall and notices you. Though you immediately let go of each other, the damage is already done as the outraged guest rushes back inside to tell everyone what he saw.;;;;;;;;;;;;;x
EVTOPTAancrel.3669;It... it's not what it looks like!;;;;;;;;;;;;;x
EVTDESCancrel.3670;With everything spinning from all the mead you drank, you stumble towards the exit to relieve yourself. As you step outside, you are treated to the sight of [From.GetTitledFirstName] and [FromFrom.GetTitledFirstName], embracing each other and kissing passionately. They immediately stop when they notice you.;;;;;;;;;;;;;x
EVTOPTAancrel.3670;By [This.Religion.GetRandomGodNameCap]! You... you two were...!;;;;;;;;;;;;;x
EVTOPTBancrel.3670;Oh, don't mind me. Carry on, friends.;;;;;;;;;;;;;x
EVTDESCancrel.3680;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the temple. When [From.GetSheHe] sees the dried blood on the altar, [From.GetSheHe] pushes the nearest guard aside and makes a desperate run for it, but to no avail. Your men drag [From.GetHerHim] kicking and screaming back to the temple.;;;;;;;;;;;;;x
EVTDESCancrel.3681;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the temple. Even as the chains are placed around [From.GetHerHis] wrists, [From.GetFirstName] stares vacantly ahead without betraying any emotion whatsoever. It would seem [From.GetSheHe] has accepted [From.GetHerHis] fate.;;;;;;;;;;;;;x
EVTDESCancrel.3682;[From.GetTitledFirstName] is brought up from your dungeons and escorted to the temple. As soon as [From.GetSheHe] spots you among those gathered nearby, [From.GetSheHe] hurls insults and spittle your way, continuing even as [From.GetSheHe] is bound to the bloody altar. The hatred in [From.GetHerHis] eyes cannot be mistaken.;;;;;;;;;;;;;x
opinion_held_titan_thysia;Held Thysia;;;;;;;;;;;;;x
opinion_refused_titan_thysia;Refused to join the Thysia;;;;;;;;;;;;;x
held_titan_thysia_timer;make validator happy;;;;;;;;;;;;;x
CHRONICLE_HELD_THYSIA;[Root.GetTitledName] held a great thysia at [Root.Location.GetName].;;;;;;;;;;;;;x
found_sickles;Organize the Sickles;;;;;;;;;;;;;x
found_sickles_desc;Create The Sickles, a Holy Order of the Titan Cult.;;;;;;;;;;;;;x
ancrel.3700.title;The Sickles of Kronos;;;;;;;;;;;;;x
ancrel.3700.desc;The hand of Kronos is mighty, but he still requires a sharp blade to fell his enemies. The Sickles are an order of fanatical warriors formed in the wake of increasing numbers of Titan worshipers. Dedicated to culling all infidels and heretics from Mother Gaia, they charge into battle with a total disregard for their own safety.;;;;;;;;;;;;;x
ancrel.3700.a;I have done well by Lord Kronos...;;;;;;;;;;;;;x
ancrel.3700.b;For the Titans!;;;;;;;;;;;;;x
ancrel.3700.c;[Religion.GetRandomGodName] help us...;;;;;;;;;;;;;x
CHRONICLE_SICKLES;[From.GetTitledName] formed The Sickles. Chosen by the Titans through glorious combat, [GetTitledName] is made Warchief, in the name of mighty Kronos.;;;;;;;;;;;;;x
